stage,execution_class,execution_profile,outer_split_id,policy_id,fold,batch_index,structural_row_id,candidate_sha256,boosting_round,feature_count,train_rows,validation_rows,output_rows,wall_seconds,cpu_seconds,rss_before_mib,rss_after_mib,peak_rss_mib,execution_dtype,thread_count,cache_hit,dataset_identity_sha256,cache_key,repeat,input_date_count,cache_status
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,,,,,0.46817750000082015,0.46875,422.3828125,420.33984375,422.3828125,float64,,True,,8621a755cdaf317aa2ede1f39394138a183eaa85c67b4071c9aaf77e9dfccbbc,,,
projection_spool_cache_hit,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,,,,153643.0,1.4000001101521775e-05,0.0,420.33984375,420.33984375,420.33984375,float64,,True,,8621a755cdaf317aa2ede1f39394138a183eaa85c67b4071c9aaf77e9dfccbbc,,,
preprocessing_fit,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,,,,,,,,,2.607669699998951,3.015625,420.41015625,430.6171875,430.6171875,float64,,,,,,,
train_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,train,,,,,,,,,0.5659961000001204,0.890625,430.6171875,726.00390625,726.00390625,float64,,,,,,,
validation_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,validation,,,,,,,,,0.35524359999908484,0.546875,726.00390625,861.578125,861.578125,float64,,,,,,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,239362.0,,,0.5798501999997825,5.234375,808.62109375,837.26171875,837.26171875,float64,1.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239362.0,,,6.171976800000266,6.15625,837.3203125,851.37890625,851.37890625,float64,1.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,239362.0,,,0.536771700000827,5.046875,812.37109375,839.85546875,839.85546875,float64,1.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239362.0,,,7.867678500000693,7.875,839.9140625,860.54296875,860.54296875,float64,1.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,239362.0,,,0.5177012999993167,4.859375,815.2578125,913.6484375,913.6484375,float64,1.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239362.0,,,6.232832100000451,6.296875,913.67578125,913.44140625,913.67578125,float64,1.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,239362.0,,,0.544450000001234,4.984375,817.73046875,844.66796875,844.66796875,float64,1.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239362.0,,,8.180437099999835,8.234375,844.7265625,866.1171875,866.1171875,float64,1.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,239362.0,,,0.5212401000007958,5.171875,820.08203125,921.7109375,921.7109375,float64,2.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239362.0,,,3.351868600000671,6.671875,921.73828125,921.5859375,921.73828125,float64,2.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,239362.0,,,0.5350250999999844,4.875,823.13671875,854.74609375,854.74609375,float64,2.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239362.0,,,4.277706999999282,8.609375,854.8046875,875.2265625,875.2265625,float64,2.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,239362.0,,,0.521538100001635,4.84375,826.2421875,854.51953125,854.51953125,float64,2.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239362.0,,,3.3281592000003,6.625,854.578125,867.56640625,867.56640625,float64,2.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,239362.0,,,0.5245322999999189,5.390625,829.1328125,856.921875,856.921875,float64,2.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239362.0,,,4.226839299999483,8.46875,856.98046875,877.73828125,877.73828125,float64,2.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,239362.0,,,0.5288982000001852,5.34375,835.59765625,860.28515625,860.28515625,float64,4.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239362.0,,,1.950726900000518,7.828125,860.34375,873.66015625,873.66015625,float64,4.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,239362.0,,,0.5331072999997559,4.65625,835.63671875,864.8046875,864.8046875,float64,4.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239362.0,,,2.460765599998922,10.078125,864.86328125,885.875,885.875,float64,4.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,239362.0,,,0.5328509999999369,5.21875,840.60546875,867.48046875,867.48046875,float64,4.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239362.0,,,1.9426006999983656,7.84375,867.5390625,881.5390625,881.5390625,float64,4.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,239362.0,,,0.5183422000009159,4.796875,842.0078125,962.70703125,962.70703125,float64,4.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239362.0,,,2.455305800000133,9.765625,962.7265625,962.90234375,962.90234375,float64,4.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,239362.0,,,0.5371470999998564,5.515625,962.96484375,875.16015625,962.96484375,float64,8.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239362.0,,,1.623840600001131,12.8125,875.21875,889.453125,889.453125,float64,8.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,239362.0,,,0.5229441999999835,4.9375,850.49609375,969.828125,969.828125,float64,8.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239362.0,,,2.0257173999998486,16.0625,969.85546875,970.09765625,970.09765625,float64,8.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,,,239362.0,,,0.5664637999998376,4.9375,969.625,972.69921875,972.69921875,float64,8.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_01,,200.0,,239362.0,,,2.0693408000006457,14.109375,972.71875,972.578125,972.71875,float64,8.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,,,239362.0,,,0.6918105999993713,4.78125,973.97265625,978.9609375,978.9609375,float64,8.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,current_plus_existing_conditional_signal,,,structure_04,,200.0,,239362.0,,,2.224870199999714,17.1875,978.98046875,978.828125,978.98046875,float64,8.0,,,,1.0,,
feature_loading,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,,,,,,,,5.583248700000695,5.546875,666.6640625,666.6640625,666.6640625,float64,,,,,,,
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,train,,,,,,,,,1.401354600000559,1.421875,666.66796875,668.6796875,668.6796875,float64,,True,,25f5d7c229b02a6a970329b84328252173b55e30e9d6cb616afc428728b5812d,,,
projection_spool_cache_hit,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,train,,,,,,,,239362.0,1.4400000509340316e-05,0.0,668.6796875,668.6796875,668.6796875,float64,,True,,25f5d7c229b02a6a970329b84328252173b55e30e9d6cb616afc428728b5812d,,,
projection_spool_cache_validation,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,validation,,,,,,,,,0.9774011999998038,0.984375,668.6796875,669.859375,669.859375,float64,,True,,dbc9e48016f4e4aac1d8f45b0b48613a8033a5f46dd49f9497b52b5ba2c3a22b,,,
projection_spool_cache_hit,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,validation,,,,,,,,153643.0,1.6699999832781032e-05,0.0,669.859375,669.859375,669.859375,float64,,True,,dbc9e48016f4e4aac1d8f45b0b48613a8033a5f46dd49f9497b52b5ba2c3a22b,,,
preprocessing_fit,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,train,,,,,,,,,20.087587599999097,23.046875,669.859375,667.97265625,669.859375,float64,,,,,,,
train_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,train,,,,,,,,,3.8261512000008224,5.640625,667.97265625,2150.609375,2150.609375,float64,,,,,,,
validation_transform,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,validation,,,,,,,,,2.9147725999991962,4.390625,2150.609375,2948.3359375,2948.3359375,float64,,,,,,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,,,239362.0,,,4.75372520000019,33.859375,2915.28515625,2958.96875,2958.96875,float64,1.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,200.0,,239362.0,,,37.95690449999893,38.671875,2959.03125,2969.34765625,2969.34765625,float64,1.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,,,239362.0,,,4.390227600000799,33.15625,2802.6640625,2959.9765625,2959.9765625,float64,1.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,200.0,,239362.0,,,50.88035259999924,51.5,2960.0,2972.7109375,2972.7109375,float64,1.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,,,239362.0,,,5.6316010000009555,35.78125,2804.55078125,2963.44921875,2963.44921875,float64,1.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,200.0,,239362.0,,,38.92279630000121,39.4375,2963.5078125,2972.85546875,2972.85546875,float64,1.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,,,239362.0,,,4.719048699998893,34.375,2807.8828125,2967.1015625,2967.1015625,float64,1.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,200.0,,239362.0,,,52.12439710000035,52.3125,2967.12890625,2979.1640625,2979.1640625,float64,1.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,,,239362.0,,,4.444568700000673,33.1875,2811.35546875,2969.94921875,2969.94921875,float64,2.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,200.0,,239362.0,,,26.680865899999844,53.53125,2969.97265625,2980.19140625,2980.19140625,float64,2.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,,,239362.0,,,4.3503835999999865,33.765625,2813.22265625,2973.09375,2973.09375,float64,2.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,200.0,,239362.0,,,36.24096459999964,72.953125,2973.12109375,2985.5625,2985.5625,float64,2.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,,,239362.0,,,4.477615199999491,34.03125,2816.5546875,2976.69921875,2976.69921875,float64,2.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,200.0,,239362.0,,,26.609853099998872,53.1875,2976.7578125,2987.1328125,2987.1328125,float64,2.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,,,239362.0,,,4.4379639999988285,33.765625,2824.015625,2979.40234375,2979.40234375,float64,2.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,200.0,,239362.0,,,35.91986089999955,72.90625,2979.4296875,2992.20703125,2992.20703125,float64,2.0,,,,1.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,,,239362.0,,,4.48022630000014,33.484375,2826.8203125,2981.640625,2981.640625,float64,4.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,200.0,,239362.0,,,15.578643700000612,62.515625,2981.66796875,2991.62890625,2991.62890625,float64,4.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,,,239362.0,,,4.494268899999952,34.1875,2829.3359375,2985.2421875,2985.2421875,float64,4.0,,,,0.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_04,,200.0,,239362.0,,,20.895184299999528,83.78125,2985.265625,2997.95703125,2997.95703125,float64,4.0,,,,0.0,,
lightgbm_dataset_build,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,,,239362.0,,,4.597050899999886,34.015625,2831.05078125,2990.08984375,2990.08984375,float64,4.0,,,,1.0,,
lightgbm_training,diagnostic_thread_audit,lightgbm_thread_determinism_audit_v1,split_001,broad_data_qualified,,,structure_01,,200.0,,239362.0,,,15.707082799999625,62.65625,2990.15234375,3000.3828125,3000.3828125,float64,4.0,,,,1.0,,
