path,classification,reason
.gitattributes,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_factor_trial_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_feature_matrix_669_bulk_review_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_feature_matrix_669_canary_v3.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_feature_matrix_669_reproducibility_v3.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_feature_matrix_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_feature_matrix_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_feature_matrix_v4.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_feature_matrix_v4_bulk_review.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_feature_matrix_v4_canary.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_labels_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_labels_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_labels_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/full_research_trial_readiness_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_data_authority_resolution_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_data_engineering_extension_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_data_engineering_extension_v1_universe.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_dataset_validation_design_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_frontier_admission_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_instrument_state_official_canary_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_instrument_state_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_model_comparison_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/historical_portfolio_backtest_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/legacy_common_scores_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/legacy_frozen_manifest_contracts_v1.json,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/lightgbm_thread_determinism_audit_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/lightgbm_thread_determinism_fast_mt_qualification_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/lightgbm_thread_determinism_full_qualification_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/liquidity_residualized_factor_evaluation_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/long_history_core_factor_phase0_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/matrix_run_history_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/maximum_historical_extension_qualification_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ml_clustering_ablation_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ml_feature_eligibility_mvp_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ml_feature_pool_mvp_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/model_diagnostic_factor_taxonomy_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/model_diagnostic_style_attribution_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/multi_source_judgement_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/multi_source_screening_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/new_source_probe_diagnostics_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/new_source_probe_review_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/open_source_factor_expansion_audit_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/point_in_time_universe_canary_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/point_in_time_universe_smoke_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/point_in_time_universe_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/point_in_time_universe_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/post_model_diagnostics_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/pre_model_diagnostics_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/pre_test_freeze_transparent_669_canary_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/pre_test_freeze_transparent_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/project.local.example.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/project.local.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/project.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/prospective_forward_confirmation_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/purged_walk_forward_full_research_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/purged_walk_forward_full_research_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/purged_walk_forward_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_environment_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_exchange_full_research_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_exchange_full_research_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_exchange_readiness_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_exchange_reference_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_exchange_semantics_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_exchange_split_transparent_669_canary_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_exchange_split_transparent_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/qlib_exchange_synthetic_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/raw_market_data_snapshot_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/README.md,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/reference_pipeline_consistency_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_data_contracts_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_lightgbm_full_exact_mt_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_lightgbm_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_linear_execution_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_linear_models_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_model_protocol_canary_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_model_protocol_canary_v1_1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_model_protocol_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_model_protocol_v1_1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/research_protocol_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/selection_input_projection_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/selection_input_projection_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/selection_mutation_contract_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/selection_mutation_contract_canary_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/selection_mutation_contract_corrected_canary_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/selection_mutation_contract_corrected_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_specific_allowlist_669_canary_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_specific_allowlist_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_specific_allowlist_corrected_canary_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_specific_allowlist_corrected_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_transparent_score_669_canary_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_transparent_score_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_transparent_score_corrected_canary_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_transparent_score_corrected_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_transparent_weights_669_canary_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_transparent_weights_669_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_transparent_weights_corrected_canary_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/split_transparent_weights_corrected_v2.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/strategy_v1_paper_portfolio_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ta_factor_adapter_smoke_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ta_factor_batch_catalogs_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ta_factor_batch_promotion_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ta_factor_evaluation_batch_base_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ta_factor_evaluation_smoke_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/ta_factor_smoke_promotion_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/tradability_exposure_attribution_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/transparent_score_policy_corrected_canary_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/transparent_score_policy_corrected_v1.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/workflow_lightgbm_alpha158_all_stock_shsz_community_20260609.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/workflow_lightgbm_alpha158_all_stock_shsz_liquid2000_community_20260609.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/workflow_lightgbm_alpha158_all_stock_shsz_liquid2000_community_20260609_topk100_drop10.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/workflow_lightgbm_alpha158_all_stock_shsz_liquid2000_community_20260609_topk200_drop20.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/workflow_lightgbm_alpha158_all_stock_shsz_liquid2000_community_20260609_topk300_drop30.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/workflow_lightgbm_alpha158_csi500.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/workflow_lightgbm_alpha158_csi500_community_20260609.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
configs/workflow_lightgbm_alpha158_csi500_sandbox.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/__init__.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/features.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/forward_adapter.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/pipeline.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/provider.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/sources/__init__.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/sources/baostock.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/sources/community.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
daily_update/validation.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_adapters/__init__.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_adapters/akshare_snapshot.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_adapters/point_in_time_fields.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_quality/__init__.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_quality/checker.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_quality/config.yaml,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_quality/README.md,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_quality/report.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_quality/rules.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/__init__.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/alignment.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/missing_spans.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/normalizers.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/schemas.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/snapshot.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/sources/__init__.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/sources/akshare.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/sources/baostock.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/sources/community.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/st_boundaries.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
data_source_audit/tradability.py,PINNED_REFERENCE,reachable or evidence-sensitive; retained in place
