datetime,nav,return,total_turnover,turnover,total_cost,cost,value,cash,bench,calendar_complete,stock_value,accounting_error,outer_split_id,method
2024-09-10,9239684.099567123,-0.002214915367423189,117559358.51084568,0.38045593314327,91841.9553479007,0.0003130523559306267,6619656.32126073,2620027.7783063925,0.0,True,6619656.321260729,9.313225746154785e-10,split_001,stability_weight
2024-09-11,9184127.062307071,-0.0056825029261575715,121386131.4916699,0.41416707969523553,94894.46067539076,0.0003303690141996376,6694639.192182759,2489487.8701243126,0.0,True,6694639.192182756,2.7939677238464355e-09,split_001,stability_weight
2024-09-12,9165592.16317176,-0.0015910474824158717,126169579.42153278,0.520838605281804,98816.97757002982,0.000427097411439092,6647663.276563611,2517928.8866081503,0.0,True,6647663.276563612,-9.313225746154785e-10,split_001,stability_weight
2024-09-13,9094148.162816096,-0.007371877762915792,130808637.00009152,0.5061383373786722,102693.35287405331,0.000422926880774724,6347289.8945461465,2746858.2682699496,0.0,True,6347289.894546146,9.313225746154785e-10,split_001,stability_weight
2024-09-18,9089331.948138818,-9.112797342765761e-05,135208885.69146875,0.48385495954077795,106680.83625920297,0.0004384669475095621,5507281.982783651,3582049.9653551667,0.0,True,5507281.982783651,0.0,split_001,stability_weight
2024-09-19,9181234.496337626,0.010550967128580925,140128580.34135547,0.5412603124142816,110679.53066596808,0.0004399327067798311,5510919.235688592,3670315.260649033,0.0,True,5510919.235688591,1.862645149230957e-09,split_001,stability_weight
2024-09-20,9152896.393620841,-0.002715375136905626,144759417.04325378,0.5043806150192043,114087.13750529756,0.00037114909119125223,6150271.920102133,3002624.4735187083,0.0,True,6150271.920102133,-9.313225746154785e-10,split_001,stability_weight
2024-09-23,9173936.980285926,0.0027698854548678263,149486952.64819223,0.5165070598016741,118399.02543081553,0.0004710954587580775,5214615.583739996,3959321.3965459303,0.0,True,5214615.583739996,0.0,split_001,stability_weight
2024-09-24,9417498.415365413,0.027059575956443732,155786642.80453023,0.6866942916520518,123080.43488900355,0.0005102944862438017,6271305.247977937,3146193.1673874757,0.0,True,6271305.2479779385,-1.862645149230957e-09,split_001,stability_weight
2024-09-25,9469758.647774545,0.006117239865562334,162325097.94887277,0.6942878942962731,128429.2992202143,0.000567970823598298,6125910.41032848,3343848.2374460655,0.0,True,6125910.410328481,-1.862645149230957e-09,split_001,stability_weight
