stage,execution_class,execution_profile,outer_split_id,policy_id,fold,batch_index,structural_row_id,candidate_sha256,boosting_round,feature_count,train_rows,validation_rows,output_rows,wall_seconds,cpu_seconds,rss_before_mib,rss_after_mib,peak_rss_mib,execution_dtype,thread_count,cache_hit,dataset_identity_sha256,cache_key,input_date_count,cache_status
validation_metrics,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,45,,153643.0,,0.1068506000010529,1.25,511.13671875,513.2734375,513.2734375,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,45,,153643.0,,0.2083024000021396,2.6875,513.2734375,513.2734375,513.2734375,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,45,,153643.0,,0.0822678000113228,0.765625,513.2734375,513.421875,513.421875,float64,1,,,,,
feature_loading,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,,,,659,,,,7.93227879999904,7.734375,349.46484375,352.50390625,352.50390625,float64,1,,,,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,,,,,659,,,,0.0001364000054309,0.0,349.953125,349.953125,349.953125,float64,1,False,,25f5d7c229b02a6a970329b84328252173b55e30e9d6cb616afc428728b5812d,,
feature_projection,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,0.0,,,,659,,,79996.0,15.111225200002082,28.484375,349.953125,972.27734375,972.27734375,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,0.0,,,,659,,,79996.0,0.5609732000011718,0.5625,972.27734375,1221.10546875,1221.10546875,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,0.0,,,,659,,,79763.0,6.45081900000514,6.6875,1465.96875,1092.296875,1465.96875,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,1.0,,,,659,,,79997.0,15.627990299995872,29.453125,1092.296875,1536.015625,1536.015625,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,1.0,,,,659,,,79997.0,0.6030468000099063,0.59375,1536.015625,1537.015625,1537.015625,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,1.0,,,,659,,,79750.0,7.168499999999767,7.265625,1533.73828125,1139.94140625,1533.73828125,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,2.0,,,,659,,,79988.0,19.350888200002373,41.6875,1139.94140625,1796.7578125,1796.7578125,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,2.0,,,,659,,,79988.0,0.5171280000067782,0.59375,1796.7578125,1803.04296875,1803.04296875,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,2.0,,,,659,,,79849.0,7.335881300008623,7.828125,1803.9296875,1165.453125,1803.9296875,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,,,,,659,,,239362.0,3.680000372696668e-05,0.0,414.34375,414.34375,414.34375,float64,1,False,,25f5d7c229b02a6a970329b84328252173b55e30e9d6cb616afc428728b5812d,,miss
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,,,,,659,,,,0.0002333000011276,0.0,411.4921875,411.4921875,411.4921875,float64,1,False,,dbc9e48016f4e4aac1d8f45b0b48613a8033a5f46dd49f9497b52b5ba2c3a22b,,
feature_projection,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,0.0,,,,659,,,80000.0,12.016203699997275,22.984375,411.4921875,1073.1875,1073.1875,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,0.0,,,,659,,,80000.0,0.3732951999991201,0.390625,1073.1875,1318.9375,1318.9375,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,0.0,,,,659,,,79923.0,6.948417900013737,6.90625,1567.69140625,1153.08984375,1567.69140625,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,1.0,,,,659,,,73972.0,11.728206799991312,21.671875,1153.08984375,1502.37890625,1502.37890625,float64,1,,,,37.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,1.0,,,,659,,,73972.0,0.368239800009178,0.390625,1502.37890625,1487.09765625,1502.37890625,float64,1,,,,37.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,1.0,,,,659,,,73720.0,5.544861499991384,5.84375,1465.61328125,1080.9453125,1465.61328125,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,,,,,659,,,153643.0,3.1099989428184927e-05,0.0,405.84375,405.84375,405.84375,float64,1,False,,dbc9e48016f4e4aac1d8f45b0b48613a8033a5f46dd49f9497b52b5ba2c3a22b,,miss
preprocessing_fit,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,,,,,659,,,,29.390713000000687,35.421875,405.84375,506.75,506.75,float64,1,,,,,
train_transform,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,train,,,,,659,239362.0,,239362.0,6.200548900000285,11.296875,506.75,2105.3203125,2105.3203125,float64,1,,,,,
validation_transform,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,validation,,,,,659,,153643.0,153643.0,4.440933199992287,7.21875,2105.3203125,2913.890625,2913.890625,float64,1,,,,,
lightgbm_dataset_build,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,,,,659,239362.0,,,8.251223900006153,46.890625,2913.91015625,3071.12109375,3071.12109375,float64,1,False,78f7b62d2c911a1f0f5103757bd36fd6abbc3ca8d99b2b63df40da2becf9de3b,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_01,,200.0,659,239362.0,,,54.67160119999608,55.125,3071.12109375,3080.83984375,3080.83984375,float64,1,,78f7b62d2c911a1f0f5103757bd36fd6abbc3ca8d99b2b63df40da2becf9de3b,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,659,,153643.0,,0.1895208000059938,2.609375,3080.83984375,3083.27734375,3083.27734375,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,659,,153643.0,,0.0959392000077059,1.203125,3083.27734375,3086.69140625,3086.69140625,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,659,,153643.0,,0.2752608000009786,3.625,3086.69140625,3086.75,3086.75,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,659,,153643.0,,0.087993599998299,0.640625,3086.75,3086.8125,3086.8125,float64,1,,,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_04,,200.0,659,239362.0,,,69.35250300000189,69.921875,3086.8125,3088.58984375,3088.58984375,float64,1,,78f7b62d2c911a1f0f5103757bd36fd6abbc3ca8d99b2b63df40da2becf9de3b,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,659,,153643.0,,0.2159428000013576,3.0625,3088.58984375,3088.93359375,3088.93359375,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,659,,153643.0,,0.0921789999993052,0.96875,3088.93359375,3089.140625,3089.140625,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,659,,153643.0,,0.2797829000046476,3.703125,3089.140625,3089.140625,3089.140625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_001,broad_data_qualified,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,659,,153643.0,,0.0960838999890256,0.8125,3089.140625,3089.14453125,3089.14453125,float64,1,,,,,
feature_loading,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,,,,46,,,,4.031966900001862,3.921875,909.47265625,911.06640625,911.06640625,float64,1,,,,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,,,,,46,,,,1.1446194000018295,1.109375,902.98046875,904.72265625,904.72265625,float64,1,True,,2a7134d49199dd95af944cff7d66b33d41ed452a4068faf4bf4aeda624c9f67a,,
projection_spool_cache_hit,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,,,,,46,,,239406.0,2.7400004910305142e-05,0.0,904.72265625,904.72265625,904.72265625,float64,1,True,,2a7134d49199dd95af944cff7d66b33d41ed452a4068faf4bf4aeda624c9f67a,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,,,,,46,,,,0.7662158000021009,0.765625,905.41015625,903.9921875,905.41015625,float64,1,True,,1d738e330c31856647c7da47327129dcd4b2b6c9d509275deddbb8403b3a73fa,,
projection_spool_cache_hit,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,,,,,46,,,153548.0,1.930000144056976e-05,0.0,903.9921875,903.9921875,903.9921875,float64,1,True,,1d738e330c31856647c7da47327129dcd4b2b6c9d509275deddbb8403b3a73fa,,
preprocessing_fit,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,,,,,46,,,,1.8969496000063373,2.15625,904.56640625,918.4296875,918.4296875,float64,1,,,,,
train_transform,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,train,,,,,46,239406.0,,239406.0,0.5465811000030953,1.21875,918.4296875,1006.78515625,1006.78515625,float64,1,,,,,
validation_transform,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,validation,,,,,46,,153548.0,153548.0,0.3537321999901905,0.515625,1006.78515625,1067.5,1067.5,float64,1,,,,,
lightgbm_dataset_build,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,,,,46,239406.0,,,0.4690069000062067,3.765625,1067.5,1066.9609375,1067.5,float64,1,False,036693257a20203de70d6325364ca6dab5ca8746245777bdd9df4e918756904a,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,,200.0,46,239406.0,,,5.750221900001634,5.9375,1066.9609375,1067.703125,1067.703125,float64,1,,036693257a20203de70d6325364ca6dab5ca8746245777bdd9df4e918756904a,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,46,,153548.0,,0.0961308999976608,1.203125,1067.703125,1069.80078125,1069.80078125,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,46,,153548.0,,0.1060914999980013,1.140625,1069.80078125,1073.78125,1073.78125,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,46,,153548.0,,0.1507448000047588,1.96875,1073.78125,1073.78125,1073.78125,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,46,,153548.0,,0.105064699993818,1.046875,1073.78125,1073.78125,1073.78125,float64,1,,,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,,200.0,46,239406.0,,,8.025643199987826,8.015625,1073.78125,1069.1796875,1073.78125,float64,1,,036693257a20203de70d6325364ca6dab5ca8746245777bdd9df4e918756904a,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,46,,153548.0,,0.122500299999956,1.375,1069.1796875,1070.1015625,1070.1015625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,46,,153548.0,,0.106489399986458,1.109375,1070.1015625,1072.8984375,1072.8984375,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,46,,153548.0,,0.1831414000043878,2.484375,1072.8984375,1072.8984375,1072.8984375,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,strict_current_baseline,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,46,,153548.0,,0.0935589000000618,0.90625,1072.8984375,1072.8984375,1072.8984375,float64,1,,,,,
feature_loading,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,,,,659,,,,8.560258700003033,8.234375,905.91796875,907.3046875,907.3046875,float64,1,,,,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,,,,,659,,,,0.0002053000062005,0.0,905.77734375,905.77734375,905.77734375,float64,1,False,,0786c5baa009429587a67641e4cf4d70c3ee31e70d6283a25a9fa579bcb24f40,,
feature_projection,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,0.0,,,,659,,,79998.0,15.804104399998325,30.203125,905.77734375,1208.9453125,1208.9453125,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,0.0,,,,659,,,79998.0,0.4560779000021284,0.4375,1208.9453125,1460.73046875,1460.73046875,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,0.0,,,,659,,,79793.0,5.12071719999949,5.484375,1708.44140625,1155.578125,1708.44140625,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,1.0,,,,659,,,79995.0,17.451636300000246,44.546875,1155.578125,1826.6015625,1826.6015625,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,1.0,,,,659,,,79995.0,0.477542499997071,0.5625,1826.6015625,1832.6953125,1832.6953125,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,1.0,,,,659,,,79771.0,4.839362099999562,4.9375,1838.1796875,1189.67578125,1838.1796875,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,2.0,,,,659,,,79984.0,14.11049940000521,30.09375,1189.67578125,1605.08984375,1605.08984375,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,2.0,,,,659,,,79984.0,0.4679751999938162,0.5,1605.08984375,1610.0390625,1610.0390625,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,2.0,,,,659,,,79842.0,4.843153800000437,5.28125,1615.02734375,1202.3359375,1615.02734375,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,,,,,659,,,239406.0,2.1799991372972727e-05,0.0,445.52734375,445.52734375,445.52734375,float64,1,False,,0786c5baa009429587a67641e4cf4d70c3ee31e70d6283a25a9fa579bcb24f40,,miss
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,,,,,659,,,,0.0002138999989256,0.0,443.66015625,443.66015625,443.66015625,float64,1,False,,d3eb21374793b8d704c34c82d34e36535936d4ca93edd13e47f957149a653d80,,
feature_projection,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,0.0,,,,659,,,79982.0,9.82497330001206,21.546875,443.66015625,1097.078125,1097.078125,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,0.0,,,,659,,,79982.0,0.3267349999950966,0.34375,1097.078125,1354.6640625,1354.6640625,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,0.0,,,,659,,,79751.0,5.034087299995008,5.203125,1598.4375,1200.20703125,1598.4375,float64,1,,,,,
feature_projection,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,1.0,,,,659,,,74000.0,10.918826599998283,21.765625,1200.20703125,1592.52734375,1592.52734375,float64,1,,,,37.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,1.0,,,,659,,,74000.0,0.3059815000015078,0.3125,1592.52734375,1588.5703125,1592.52734375,float64,1,,,,37.0,
feature_spooling,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,1.0,,,,659,,,73797.0,5.822448599996278,6.03125,1570.42578125,1138.7578125,1570.42578125,float64,1,,,,,
projection_spool_cache_publish,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,,,,,659,,,153548.0,2.2199994418770075e-05,0.0,464.140625,464.140625,464.140625,float64,1,False,,d3eb21374793b8d704c34c82d34e36535936d4ca93edd13e47f957149a653d80,,miss
preprocessing_fit,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,,,,,659,,,,27.251290700005484,33.015625,464.140625,569.140625,569.140625,float64,1,,,,,
train_transform,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,train,,,,,659,239406.0,,239406.0,6.2429814000061015,10.71875,569.140625,2098.6640625,2098.6640625,float64,1,,,,,
validation_transform,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,validation,,,,,659,,153548.0,153548.0,4.616536200002884,7.375,2098.6640625,2923.6328125,2923.6328125,float64,1,,,,,
lightgbm_dataset_build,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,,,,659,239406.0,,,7.85922309999296,47.84375,2923.6328125,3057.55078125,3057.55078125,float64,1,False,6dae1155c7c6393b1522e59535fbed5b7beb345b4ee88e1ee8ae570dd74111d5,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_01,,200.0,659,239406.0,,,54.53634279999824,54.96875,3057.55078125,3067.5234375,3067.5234375,float64,1,,6dae1155c7c6393b1522e59535fbed5b7beb345b4ee88e1ee8ae570dd74111d5,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,659,,153548.0,,0.1735526999982539,2.171875,3067.5234375,3069.015625,3069.015625,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_01,cc064e736c3b291ee2940655e6be0a1bafde3fdb42ecea2b53a5d7e65c9838cc,100.0,659,,153548.0,,0.1053069999907165,0.890625,3069.015625,3071.9375,3071.9375,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,659,,153548.0,,0.2840450999938184,3.359375,3071.9375,3071.9375,3071.9375,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_01,82515221150f99d2de755f013964fa0364b546028d74e42fd381207f424e37a6,200.0,659,,153548.0,,0.0941510000120615,0.625,3071.9375,3072.0,3072.0,float64,1,,,,,
lightgbm_training,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_04,,200.0,659,239406.0,,,61.69124119999469,63.09375,3072.0,3074.29296875,3074.29296875,float64,1,,6dae1155c7c6393b1522e59535fbed5b7beb345b4ee88e1ee8ae570dd74111d5,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,659,,153548.0,,0.1889884999982314,2.421875,3074.29296875,3074.609375,3074.609375,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_04,208f3e7b1174ae2c374720124ed67dc92d228e0c6708c5b400a107e0498dfcd2,100.0,659,,153548.0,,0.0977016000106232,0.921875,3074.609375,3074.76171875,3074.76171875,float64,1,,,,,
validation_prediction,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,659,,153548.0,,0.2970295999984955,3.53125,3074.76171875,3074.76171875,3074.76171875,float64,1,,,,,
validation_metrics,exploratory_fast,fast_research_v1,split_002,broad_data_qualified,,,structure_04,28cd65e113ad52527ff34ec9268ee4a5cbd286d9a81c838fda2e8d86b897980a,200.0,659,,153548.0,,0.0945936000061919,0.8125,3074.76171875,3074.76171875,3074.76171875,float64,1,,,,,
feature_loading,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,,,,,,45,,,,4.049129600010929,3.9375,163.66796875,168.9609375,168.9609375,float64,1,,,,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,train,,,,,45,,,,1.2975399999995716,1.265625,166.7578125,191.01953125,191.01953125,float64,1,True,,f8a814fd83170c15ec08b1ba87657b67124726ea1a539ec26247031182d6966b,,
projection_spool_cache_hit,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,train,,,,,45,,,239362.0,1.679999695625156e-05,0.0,191.01953125,191.01953125,191.01953125,float64,1,True,,f8a814fd83170c15ec08b1ba87657b67124726ea1a539ec26247031182d6966b,,
projection_spool_cache_validation,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,,,,,45,,,,0.000171899999259,0.0,189.4765625,189.4765625,189.4765625,float64,1,False,,025262f4a1797eac225351ee3b675d7cd3685b2c7645d2a5f4fee83072728e48,,
feature_projection,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,0.0,,,,45,,,80000.0,2.8175496000039857,3.53125,189.4765625,327.18359375,327.18359375,float64,1,,,,40.0,
label_loading_and_join,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,0.0,,,,45,,,80000.0,0.2555102000042097,0.265625,327.18359375,351.078125,351.078125,float64,1,,,,40.0,
feature_spooling,exploratory_fast,fast_research_v1,split_001,strict_current_baseline,validation,0.0,,,,45,,,79923.0,0.4875142999953823,0.390625,375.86328125,317.109375,375.86328125,float64,1,,,,,
