api,parameters_json,retrieval_time_utc,status,row_count,columns,content_sha256,elapsed_seconds,error
daily,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:45.807676+00:00,accessible_nonempty,1557,"ts_code,trade_date,close,vol,amount",7770f44b59a93755881b4073b3390347f1e0f1f23d3a25e49c0a63dbb6e277ff,0.124,
adj_factor,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20200101"", ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:45.903131+00:00,accessible_nonempty,1557,"ts_code,trade_date,adj_factor",d76f2db78612c034f93e482b49f0d12be9454176797b884eb67a2b7ff1e8192a,0.088,
daily_basic,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20200101"", ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:46.035931+00:00,accessible_nonempty,1557,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",0bdc2ab411c6b75a1be825fefb433e17543f3b7d751c0dafbefac12fb1010065,0.135,
moneyflow,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,net_mf_amount"", ""start_date"": ""20200101"", ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:46.143028+00:00,accessible_nonempty,1557,"ts_code,trade_date,net_mf_amount",8118854b796c7b7491071bf23aaa9dd77a443b88b0095c7483d422fb5125b29e,0.107,
dividend,"{""fields"": ""ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax"", ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:46.241379+00:00,accessible_nonempty,87,"ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax",007592810d52366e50650ecd2814ccc0f16e42ce28b5f0bc5cf5370963a29bf3,0.094,
dividend,"{""fields"": ""ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax"", ""ts_code"": ""000858.SZ""}",2026-08-30T06:18:46.346215+00:00,accessible_nonempty,87,"ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax",007592810d52366e50650ecd2814ccc0f16e42ce28b5f0bc5cf5370963a29bf3,0.104,
daily,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20000101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:46.478766+00:00,accessible_nonempty,1187,"ts_code,trade_date,close,vol,amount",db344fe04e35a454f93ff1a8a9a8edf18c4f16b13063d771417244f32337beff,0.136,
adj_factor,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20000101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:46.578321+00:00,accessible_nonempty,1200,"ts_code,trade_date,adj_factor",6ed3549eee27540d916cfbf0155bf60fc67f07325ff702e5654177b4d7325229,0.092,
daily_basic,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20000101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:46.716321+00:00,accessible_nonempty,1187,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",884bef70a32930086da744a8bd07f2038d5c61f23ac39e4dcd363f2cc112b6f5,0.14,
daily,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20050101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:46.844790+00:00,accessible_nonempty,1170,"ts_code,trade_date,close,vol,amount",d770ccdd7b29d58306e0bc013f6201655b38f21048fa021481097544dcf8a7e1,0.128,
adj_factor,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20050101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:46.954284+00:00,accessible_nonempty,1215,"ts_code,trade_date,adj_factor",81afeb9ec069239f784eb5ec90dcc768254908ec3380c01da67f5810dad932a5,0.103,
daily_basic,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20050101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:47.085139+00:00,accessible_nonempty,1170,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",1951946905a7e0c3b89cf85f60a77f45a3a082c440557ac2caf0b68aa0d5646f,0.133,
daily,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20100101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:47.223139+00:00,accessible_nonempty,1192,"ts_code,trade_date,close,vol,amount",7e760e56cc26674a96afdf677def8c8256bf0e2a54755f99f24250f66c06d41d,0.138,
adj_factor,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20100101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:47.317038+00:00,accessible_nonempty,1212,"ts_code,trade_date,adj_factor",9ea76518df7b6c4205874cc498ac1c89c9f27fe5d9cd197c2ac537f754ff62d6,0.089,
daily_basic,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20100101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:47.473576+00:00,accessible_nonempty,1192,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",e190a56abe64a96b458489ac6f8f54572b6d19b75db4f711902bdd2435481235,0.157,
moneyflow,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,net_mf_amount"", ""start_date"": ""20100101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:47.582489+00:00,accessible_nonempty,1190,"ts_code,trade_date,net_mf_amount",b7fb33cf4eb98d3de6c9914cada74d1c89032383e3e00e3e144b7d4588706414,0.108,
daily,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20150101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:47.714478+00:00,accessible_nonempty,1084,"ts_code,trade_date,close,vol,amount",0ab5626efd46798b4b5003f82065cc4cbd020ffc4ba29cb96decefe06fafb24a,0.132,
adj_factor,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20150101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:47.820280+00:00,accessible_nonempty,1219,"ts_code,trade_date,adj_factor",0691b7abb61411ac744364bab4354234fd5e57bab41fcfad4b23fc8ea9aca21d,0.098,
daily_basic,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20150101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:47.931025+00:00,accessible_nonempty,1084,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",22d8fc2b716ed91bc3b8bd1320c9d2b7b2a685bfec16fcfc53c7656ef7551d04,0.114,
moneyflow,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,net_mf_amount"", ""start_date"": ""20150101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:48.037963+00:00,accessible_nonempty,1084,"ts_code,trade_date,net_mf_amount",fc4ac4ab5ca2f23b77fde263129732da064081010b53e2cc5c1098575a092fce,0.104,
daily,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:48.170545+00:00,accessible_nonempty,1557,"ts_code,trade_date,close,vol,amount",27de47604e88c8a0eef8f334af4ebcfe49d99707fc08155c14fdc81d6a927a79,0.134,
adj_factor,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20200101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:48.279199+00:00,accessible_nonempty,1557,"ts_code,trade_date,adj_factor",3c29043789c5d0fa18b7658c38a9059a849a15ba0caa5ebb119a47552fddf2ce,0.103,
daily_basic,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20200101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:48.415101+00:00,accessible_nonempty,1557,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",d71ba4e629db0e9ce1ccdf7c71831f28a5ffa6fb2e79e848897e739d07674ed6,0.14,
moneyflow,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,net_mf_amount"", ""start_date"": ""20200101"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:48.503596+00:00,accessible_nonempty,1557,"ts_code,trade_date,net_mf_amount",597ca85df808579d0f3c6e3bce4219f395c0638dc6600592bdd97007d87f55cf,0.084,
dividend,"{""fields"": ""ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:48.593578+00:00,accessible_nonempty,93,"ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax",06818ebbd8a2a8b4511262f648327b7c32934be364a57eaa998e24c13eb291e6,0.088,
dividend,"{""fields"": ""ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax"", ""ts_code"": ""000002.SZ""}",2026-08-30T06:18:48.673744+00:00,accessible_nonempty,93,"ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax",06818ebbd8a2a8b4511262f648327b7c32934be364a57eaa998e24c13eb291e6,0.081,
daily,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20000101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:48.772106+00:00,accessible_nonempty,659,"ts_code,trade_date,close,vol,amount",3848fc9cd4a4847b1878897b2a5d6607420601be5dafe138e978853a69c37cc4,0.101,
adj_factor,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20000101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:48.868776+00:00,accessible_nonempty,664,"ts_code,trade_date,adj_factor",354be9874b33e994490ec2ee433a04c4179e0d7df8914294d1ceaa152e2688e0,0.089,
daily_basic,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20000101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:48.962735+00:00,accessible_nonempty,659,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",16af17f0c49efa9099653a58a52e34e8c2ca5a4f04431f199d0f037c9e5ffd65,0.095,
daily,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20050101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.095793+00:00,accessible_nonempty,1167,"ts_code,trade_date,close,vol,amount",652925a99da6066ca2fe37504cf06132bd702d955ffa92d7b0a1892357309c08,0.135,
adj_factor,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20050101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.174205+00:00,accessible_nonempty,1215,"ts_code,trade_date,adj_factor",73d2a08c6732344e9608bcb4afc142ea2d0c2c8e2786145c2f1ed3395f59d7f0,0.072,
daily_basic,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20050101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.283414+00:00,accessible_nonempty,1167,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",132486c0161aff69556cf19560be6e3914d90a4146adfe39bc128936a91dab2c,0.112,
daily,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20100101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.396013+00:00,accessible_nonempty,1196,"ts_code,trade_date,close,vol,amount",01d0408e68a4bb08c423e83b0664ace5b2fcace7150c7c07b06a2d4a7cd2761e,0.109,
adj_factor,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20100101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.494118+00:00,accessible_nonempty,1212,"ts_code,trade_date,adj_factor",12bfd87106948c7f69b5aacc3a54ce8ebba031978ccaf9b6d4786f59353917b2,0.091,
daily_basic,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20100101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.621357+00:00,accessible_nonempty,1196,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",982494504ecc3ecd51a9b3af4f9ab2fb280d6ea575e76bdf7120bcc35eb4afe1,0.13,
moneyflow,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,net_mf_amount"", ""start_date"": ""20100101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.709714+00:00,accessible_nonempty,1196,"ts_code,trade_date,net_mf_amount",5f84cd73311e4763ac605d872d68982dac2ad3a2cf857a6aacaf20b829a3d73d,0.088,
daily,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20150101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.814405+00:00,accessible_nonempty,1214,"ts_code,trade_date,close,vol,amount",a6773ced7d616e4d37994c0a3d992f5edab0c1d329367b0ebcfd9ad16dd30c98,0.108,
adj_factor,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20150101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:49.927574+00:00,accessible_nonempty,1219,"ts_code,trade_date,adj_factor",c68d0d1ceb18405dc0b1b445b532f92617bfda09246ec93164cd35a9796eddf2,0.103,
daily_basic,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20150101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:50.102286+00:00,accessible_nonempty,1214,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",aea0884b97b52ab9dc38fd2f7d75923cd88c2dbc289b609637a850bf1dc1c347,0.177,
moneyflow,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,net_mf_amount"", ""start_date"": ""20150101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:50.195000+00:00,accessible_nonempty,1214,"ts_code,trade_date,net_mf_amount",aaa2bc8cbeba826f0296e3d1ee9de96dcb2f46a1ba9eb7d3b6bd209b7be1d67a,0.089,
daily,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:50.324199+00:00,accessible_nonempty,1557,"ts_code,trade_date,close,vol,amount",01416f46f9674d8f11d1fd70422f50d20eca6af8567d154003f868433982999e,0.134,
adj_factor,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20200101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:50.420634+00:00,accessible_nonempty,1557,"ts_code,trade_date,adj_factor",a0d5ba2d5cb77d16698309fb1c431a45d1bdd798e3b1c07c59f59d9fe85d192c,0.086,
daily_basic,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv"", ""start_date"": ""20200101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:50.568458+00:00,accessible_nonempty,1557,"ts_code,trade_date,close,turnover_rate_f,total_mv,circ_mv",3c2030cbbc11cda34052d1530d5bcb4c91a010fea0023c1fcb4b77607655d745,0.149,
moneyflow,"{""end_date"": ""20260609"", ""fields"": ""ts_code,trade_date,net_mf_amount"", ""start_date"": ""20200101"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:50.656938+00:00,accessible_nonempty,1557,"ts_code,trade_date,net_mf_amount",c935b13368f5040d956b8ca2e9b57b149d289e44b84931d781bdff66119e7592,0.09,
dividend,"{""fields"": ""ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:50.768243+00:00,accessible_nonempty,75,"ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax",dfcb23d5237b352300d526f46619d135fb3cdcb41135df153fec191f7fead797,0.107,
dividend,"{""fields"": ""ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax"", ""ts_code"": ""600036.SH""}",2026-08-30T06:18:50.846883+00:00,accessible_nonempty,75,"ts_code,end_date,ann_date,div_proc,record_date,ex_date,pay_date,stk_div,cash_div,cash_div_tax",dfcb23d5237b352300d526f46619d135fb3cdcb41135df153fec191f7fead797,0.077,
stock_basic,"{""exchange"": """", ""fields"": ""ts_code,name,list_date,delist_date,list_status"", ""list_status"": ""L""}",2026-08-30T06:18:51.040905+00:00,accessible_nonempty,5551,"ts_code,name,list_date,delist_date,list_status",e0f7746f07457c71cf62b6407322915014f3cbf0213162aac6096712da6191c1,0.233,
namechange,"{""fields"": ""ts_code,name,start_date,end_date,change_reason"", ""ts_code"": ""600000.SH""}",2026-08-30T06:18:51.166400+00:00,accessible_nonempty,3,"ts_code,name,start_date,end_date,change_reason",9c387c32d3c47ca28de57a01a5f70fb16b424ca5f7aa306e9ad7036dc71fd213,0.087,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20000104""}",2026-08-30T06:18:51.249218+00:00,accessible_nonempty,0,"trade_date,ts_code,up_limit,down_limit",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.082,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20000104""}",2026-08-30T06:18:51.337009+00:00,accessible_nonempty,0,"trade_date,exchange_id,rzye,rzmre",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.088,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20050104""}",2026-08-30T06:18:51.422105+00:00,accessible_nonempty,0,"trade_date,ts_code,up_limit,down_limit",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.085,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20050104""}",2026-08-30T06:18:51.568893+00:00,accessible_nonempty,0,"trade_date,exchange_id,rzye,rzmre",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.147,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20070104""}",2026-08-30T06:18:51.654993+00:00,accessible_nonempty,1408,"trade_date,ts_code,up_limit,down_limit",0b7785dfb13a0073709476b3a115404375cb04692485dfdbfa44b3593769f92d,0.089,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20070104""}",2026-08-30T06:18:51.736871+00:00,accessible_nonempty,0,"trade_date,exchange_id,rzye,rzmre",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.078,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20100104""}",2026-08-30T06:18:51.843651+00:00,accessible_nonempty,1671,"trade_date,ts_code,up_limit,down_limit",bc8bac9e2e00f46f31a7fcec378f3fdb46283de3ebd7bc7b6c7e9415065def86,0.112,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20100104""}",2026-08-30T06:18:51.911736+00:00,accessible_nonempty,0,"trade_date,exchange_id,rzye,rzmre",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.063,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20150105""}",2026-08-30T06:18:52.065705+00:00,accessible_nonempty,2591,"trade_date,ts_code,up_limit,down_limit",b0e3024c8df37599dbf4520117f1bd59aade4c0ff582b95eaff5a1d353c23b4f,0.16,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20150105""}",2026-08-30T06:18:52.174807+00:00,accessible_nonempty,2,"trade_date,exchange_id,rzye,rzmre",d4805bb552879fff5813530e7774a67e28dc670e6e09ccf76c4ff9ab2dd5fb3e,0.102,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20180102""}",2026-08-30T06:18:52.301735+00:00,accessible_nonempty,3466,"trade_date,ts_code,up_limit,down_limit",29271fca63cb01698c06a87a4b05064b36ecf4455a2c951a3fc2b6430ec373d5,0.139,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20180102""}",2026-08-30T06:18:52.400076+00:00,accessible_nonempty,2,"trade_date,exchange_id,rzye,rzmre",64468f1e888387109d865537be71a6290cbdf4062c69998321f04c6233faecbe,0.087,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20200102""}",2026-08-30T06:18:52.541776+00:00,accessible_nonempty,4639,"trade_date,ts_code,up_limit,down_limit",b5ba41836670939b7c193b6a773ffae9933b5dc1d5f1ca94920edca93b1be956,0.152,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20200102""}",2026-08-30T06:18:52.642680+00:00,accessible_nonempty,2,"trade_date,exchange_id,rzye,rzmre",d38a63180223cf49a3edc8bf5e1ee59d741533720989062d5e0feef3ccad7a76,0.09,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20210201""}",2026-08-30T06:18:52.788731+00:00,accessible_nonempty,5011,"trade_date,ts_code,up_limit,down_limit",109d6f6445f6c371c147c12eac4d1dfe1c1a1441f4b1890a7099a88837f5029d,0.168,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20210201""}",2026-08-30T06:18:52.890467+00:00,accessible_nonempty,2,"trade_date,exchange_id,rzye,rzmre",8dfe4e73b77b0a287f05a9b0a6a9473b20de90373b304f54e6a931be888b5d32,0.08,
stk_limit,"{""fields"": ""trade_date,ts_code,up_limit,down_limit"", ""trade_date"": ""20240102""}",2026-08-30T06:18:53.081192+00:00,accessible_nonempty,6716,"trade_date,ts_code,up_limit,down_limit",6e9025cc9236eac1083ae7badfcc8edcdb6304273773e8fba80f07ff78618b8a,0.21,
margin,"{""fields"": ""trade_date,exchange_id,rzye,rzmre"", ""trade_date"": ""20240102""}",2026-08-30T06:18:53.191313+00:00,accessible_nonempty,3,"trade_date,exchange_id,rzye,rzmre",cf7782b4dec015282a4ba8c2ca1ba5428834867652a43f0b4680222723bc039c,0.091,
income,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600000.SH""}",2026-08-30T06:18:53.265609+00:00,accessible_nonempty,123,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",ff1253887efaf248e03dba2ce4daae08799aeec13dc00690e996336c0b083dee,0.075,
balancesheet,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600000.SH""}",2026-08-30T06:18:53.349742+00:00,accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",5edcb5a63623f2e63a5822d87b03f8451b25cd7ffefea512c178bf0d4f9fb485,0.082,
cashflow,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 19980101, ""ts_code"": ""600000.SH""}",2026-08-30T06:18:53.433918+00:00,accessible_nonempty,93,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",91a83afce0e12c88d9f9bdb0c6d9685b351197ebb998c13d6049b82a7f156271,0.078,
fina_indicator,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 19980101, ""ts_code"": ""600000.SH""}",2026-08-30T06:18:53.519214+00:00,accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",4f3e2893a10390012bd83e0baf1f406aefb7079cf0a8354d9b9ee5bf460d58ba,0.083,
income,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000001.SZ""}",2026-08-30T06:18:53.612934+00:00,accessible_nonempty,123,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",aebbda78d51f2b4f22478d173d9208e676eea869b707e2740072b5a94386cfda,0.09,
balancesheet,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000001.SZ""}",2026-08-30T06:18:53.706734+00:00,accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",539a7971656aea3b753b296a3d175d04321ecca707aec7a64616b5febdf819f3,0.092,
cashflow,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag"", ""start_date"": 19980101, ""ts_code"": ""000001.SZ""}",2026-08-30T06:18:53.806898+00:00,accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,n_cashflow_act,update_flag",89384194e8efee1a93825e1542b7b0b19662874d4ffcb655ae43bbf47e4acd83,0.095,
fina_indicator,"{""end_date"": 20260830, ""fields"": ""ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales"", ""start_date"": 19980101, ""ts_code"": ""000001.SZ""}",2026-08-30T06:18:53.895894+00:00,accessible_nonempty,100,"ts_code,ann_date,end_date,current_ratio,cash_ratio,roa,debt_to_assets,netprofit_margin,grossprofit_margin,assets_yoy,or_yoy,netprofit_yoy,q_ocf_to_sales",762c22ea54cb60e91a22b0b042f31dfa2ae1abb1a9fc7891789efdaaf7291a12,0.087,
