method,datetime,rows,minimum_components,median_components,outer_split_id,expected_component_count,required_component_count
stability_weight,2024-11-25,2000,14,45.0,split_001,45,5
stability_weight,2024-11-26,2000,16,45.0,split_001,45,5
stability_weight,2024-11-27,2000,14,45.0,split_001,45,5
stability_weight,2024-11-28,2000,14,45.0,split_001,45,5
stability_weight,2024-11-29,2000,16,45.0,split_001,45,5
stability_weight,2024-12-02,2000,16,45.0,split_001,45,5
stability_weight,2024-12-03,2000,16,45.0,split_001,45,5
stability_weight,2024-12-04,2000,16,45.0,split_001,45,5
stability_weight,2024-12-05,2000,14,45.0,split_001,45,5
stability_weight,2024-12-06,2000,14,45.0,split_001,45,5
stability_weight,2024-12-09,2000,16,45.0,split_001,45,5
stability_weight,2024-12-10,2000,16,45.0,split_001,45,5
stability_weight,2024-12-11,2000,16,45.0,split_001,45,5
stability_weight,2024-12-12,2000,14,45.0,split_001,45,5
stability_weight,2024-12-13,2000,14,45.0,split_001,45,5
stability_weight,2024-12-16,2000,26,45.0,split_001,45,5
stability_weight,2024-12-17,2000,18,45.0,split_001,45,5
stability_weight,2024-12-18,2000,18,45.0,split_001,45,5
stability_weight,2024-12-19,2000,18,45.0,split_001,45,5
stability_weight,2024-12-20,2000,16,45.0,split_001,45,5
stability_weight,2024-12-23,2000,16,45.0,split_001,45,5
stability_weight,2024-12-24,2000,16,45.0,split_001,45,5
stability_weight,2024-12-25,2000,16,45.0,split_001,45,5
stability_weight,2024-12-26,2000,16,45.0,split_001,45,5
stability_weight,2024-12-27,2000,14,45.0,split_001,45,5
stability_weight,2024-12-30,2000,14,45.0,split_001,45,5
stability_weight,2024-12-31,2000,16,45.0,split_001,45,5
stability_weight,2025-01-02,2000,16,45.0,split_001,45,5
stability_weight,2025-01-03,2000,14,45.0,split_001,45,5
stability_weight,2025-01-06,2000,14,45.0,split_001,45,5
stability_weight,2025-01-07,2000,16,45.0,split_001,45,5
stability_weight,2025-01-08,2000,16,45.0,split_001,45,5
stability_weight,2025-01-09,2000,14,45.0,split_001,45,5
stability_weight,2025-01-10,2000,14,45.0,split_001,45,5
stability_weight,2025-01-13,2000,14,45.0,split_001,45,5
stability_weight,2025-01-14,2000,14,45.0,split_001,45,5
stability_weight,2025-01-15,2000,14,45.0,split_001,45,5
stability_weight,2025-01-16,2000,16,45.0,split_001,45,5
stability_weight,2025-01-17,2000,16,45.0,split_001,45,5
stability_weight,2025-01-20,2000,14,45.0,split_001,45,5
stability_weight,2025-01-21,2000,14,45.0,split_001,45,5
stability_weight,2025-01-22,2000,16,45.0,split_001,45,5
stability_weight,2025-01-23,2000,29,45.0,split_001,45,5
stability_weight,2025-01-24,2000,18,45.0,split_001,45,5
stability_weight,2025-01-27,2000,18,45.0,split_001,45,5
equal_weight,2025-02-05,2000,20,46.0,split_002,46,5
equal_weight,2025-02-06,1999,18,46.0,split_002,46,5
equal_weight,2025-02-07,1999,17,46.0,split_002,46,5
equal_weight,2025-02-10,1999,17,46.0,split_002,46,5
equal_weight,2025-02-11,1999,17,46.0,split_002,46,5
equal_weight,2025-02-12,1999,17,46.0,split_002,46,5
equal_weight,2025-02-13,1999,16,46.0,split_002,46,5
equal_weight,2025-02-14,1999,15,46.0,split_002,46,5
equal_weight,2025-02-17,1998,17,46.0,split_002,46,5
equal_weight,2025-02-18,1998,17,46.0,split_002,46,5
equal_weight,2025-02-19,1998,17,46.0,split_002,46,5
equal_weight,2025-02-20,1998,17,46.0,split_002,46,5
equal_weight,2025-02-21,1998,17,46.0,split_002,46,5
equal_weight,2025-02-24,1998,17,46.0,split_002,46,5
equal_weight,2025-02-25,1998,17,46.0,split_002,46,5
equal_weight,2025-02-26,1998,17,46.0,split_002,46,5
equal_weight,2025-02-27,1998,16,46.0,split_002,46,5
equal_weight,2025-02-28,1998,17,46.0,split_002,46,5
equal_weight,2025-03-03,2000,17,46.0,split_002,46,5
equal_weight,2025-03-04,2000,17,46.0,split_002,46,5
equal_weight,2025-03-05,2000,17,46.0,split_002,46,5
equal_weight,2025-03-06,2000,16,46.0,split_002,46,5
equal_weight,2025-03-07,2000,15,46.0,split_002,46,5
equal_weight,2025-03-10,2000,15,46.0,split_002,46,5
equal_weight,2025-03-11,2000,16,46.0,split_002,46,5
equal_weight,2025-03-12,2000,15,46.0,split_002,46,5
equal_weight,2025-03-13,2000,16,46.0,split_002,46,5
equal_weight,2025-03-14,2000,15,46.0,split_002,46,5
equal_weight,2025-03-17,2000,20,46.0,split_002,46,5
equal_weight,2025-03-18,2000,18,46.0,split_002,46,5
equal_weight,2025-03-19,2000,17,46.0,split_002,46,5
equal_weight,2025-03-20,2000,17,46.0,split_002,46,5
equal_weight,2025-03-21,2000,17,46.0,split_002,46,5
equal_weight,2025-03-24,2000,17,46.0,split_002,46,5
equal_weight,2025-03-25,2000,16,46.0,split_002,46,5
equal_weight,2025-03-26,2000,15,46.0,split_002,46,5
equal_weight,2025-03-27,1999,16,46.0,split_002,46,5
equal_weight,2025-03-28,1999,15,46.0,split_002,46,5
equal_weight,2025-03-31,1999,15,46.0,split_002,46,5
equal_weight,2025-04-01,2000,15,46.0,split_002,46,5
equal_weight,2025-04-02,2000,15,46.0,split_002,46,5
equal_weight,2025-04-03,1999,15,46.0,split_002,46,5
equal_weight,2025-04-07,1999,15,46.0,split_002,46,5
equal_weight,2025-04-08,1999,15,46.0,split_002,46,5
equal_weight,2025-04-09,1999,15,46.0,split_002,46,5
equal_weight,2025-04-10,1999,15,46.0,split_002,46,5
equal_weight,2025-04-11,1999,14,46.0,split_002,46,5
equal_weight,2025-04-14,1999,12,46.0,split_002,46,5
equal_weight,2025-04-15,1998,12,46.0,split_002,46,5
equal_weight,2025-04-16,1998,12,46.0,split_002,46,5
equal_weight,2025-04-17,1998,12,46.0,split_002,46,5
equal_weight,2025-04-18,1998,12,46.0,split_002,46,5
equal_weight,2025-04-21,1998,12,46.0,split_002,46,5
equal_weight,2025-04-22,1998,12,46.0,split_002,46,5
equal_weight,2025-04-23,1998,12,46.0,split_002,46,5
equal_weight,2025-04-24,1998,12,46.0,split_002,46,5
equal_weight,2025-04-25,1998,12,46.0,split_002,46,5
equal_weight,2025-04-28,1998,12,46.0,split_002,46,5
equal_weight,2025-04-29,1998,12,46.0,split_002,46,5
equal_weight,2025-04-30,1998,12,46.0,split_002,46,5
equal_weight,2025-05-06,2000,12,46.0,split_002,46,5
equal_weight,2025-05-07,2000,12,46.0,split_002,46,5
equal_weight,2025-05-08,2000,12,46.0,split_002,46,5
equal_weight,2025-05-09,2000,12,46.0,split_002,46,5
equal_weight,2025-05-12,2000,12,46.0,split_002,46,5
equal_weight,2025-05-13,2000,12,46.0,split_002,46,5
equal_weight,2025-05-14,2000,12,46.0,split_002,46,5
equal_weight,2025-05-15,2000,12,46.0,split_002,46,5
equal_weight,2025-05-16,2000,12,46.0,split_002,46,5
equal_weight,2025-05-19,2000,12,46.0,split_002,46,5
equal_weight,2025-05-20,2000,12,46.0,split_002,46,5
equal_weight,2025-05-21,2000,12,46.0,split_002,46,5
equal_weight,2025-05-22,1999,12,46.0,split_002,46,5
equal_weight,2025-05-23,1999,12,46.0,split_002,46,5
equal_weight,2025-05-26,1999,12,46.0,split_002,46,5
equal_weight,2025-05-27,1999,12,46.0,split_002,46,5
equal_weight,2025-05-28,1999,12,46.0,split_002,46,5
equal_weight,2025-05-29,1999,12,46.0,split_002,46,5
equal_weight,2025-05-30,1999,12,46.0,split_002,46,5
equal_weight,2025-06-03,2000,12,46.0,split_002,46,5
equal_weight,2025-06-04,2000,12,46.0,split_002,46,5
equal_weight,2025-06-05,2000,12,46.0,split_002,46,5
equal_weight,2025-06-06,2000,12,46.0,split_002,46,5
equal_weight,2025-06-09,2000,12,46.0,split_002,46,5
equal_weight,2025-06-10,2000,12,46.0,split_002,46,5
equal_weight,2025-06-11,2000,12,46.0,split_002,46,5
equal_weight,2025-06-12,2000,12,46.0,split_002,46,5
equal_weight,2025-06-13,2000,10,46.0,split_002,46,5
equal_weight,2025-06-16,2000,10,46.0,split_002,46,5
equal_weight,2025-06-17,2000,10,46.0,split_002,46,5
equal_weight,2025-06-18,2000,10,46.0,split_002,46,5
equal_weight,2025-06-19,2000,10,46.0,split_002,46,5
equal_weight,2025-06-20,2000,10,46.0,split_002,46,5
equal_weight,2025-06-23,2000,10,46.0,split_002,46,5
equal_weight,2025-06-24,2000,10,46.0,split_002,46,5
equal_weight,2025-06-25,2000,10,46.0,split_002,46,5
equal_weight,2025-06-26,2000,10,46.0,split_002,46,5
equal_weight,2025-06-27,2000,10,46.0,split_002,46,5
equal_weight,2025-06-30,2000,10,46.0,split_002,46,5
equal_weight,2025-07-01,2000,12,46.0,split_002,46,5
equal_weight,2025-07-02,2000,12,46.0,split_002,46,5
equal_weight,2025-07-03,2000,12,46.0,split_002,46,5
equal_weight,2025-07-04,2000,12,46.0,split_002,46,5
equal_weight,2025-07-07,2000,12,46.0,split_002,46,5
equal_weight,2025-07-08,2000,17,46.0,split_002,46,5
equal_weight,2025-07-09,2000,17,46.0,split_002,46,5
equal_weight,2025-07-10,2000,16,46.0,split_002,46,5
equal_weight,2025-07-11,2000,25,46.0,split_002,46,5
equal_weight,2025-07-14,2000,20,46.0,split_002,46,5
equal_weight,2025-07-15,2000,20,46.0,split_002,46,5
equal_weight,2025-07-16,2000,20,46.0,split_002,46,5
equal_weight,2025-07-17,2000,18,46.0,split_002,46,5
equal_weight,2025-07-18,2000,17,46.0,split_002,46,5
equal_weight,2025-07-21,2000,20,46.0,split_002,46,5
equal_weight,2025-07-22,2000,20,46.0,split_002,46,5
equal_weight,2025-07-23,2000,20,46.0,split_002,46,5
equal_weight,2025-07-24,2000,20,46.0,split_002,46,5
equal_weight,2025-07-25,2000,18,46.0,split_002,46,5
equal_weight,2025-07-28,2000,17,46.0,split_002,46,5
equal_weight,2025-07-29,2000,20,46.0,split_002,46,5
equal_weight,2025-07-30,2000,20,46.0,split_002,46,5
equal_weight,2025-07-31,2000,20,46.0,split_002,46,5
equal_weight,2025-08-01,2000,18,46.0,split_002,46,5
equal_weight,2025-08-04,2000,17,46.0,split_002,46,5
stability_weight,2025-02-05,2000,20,46.0,split_002,46,5
stability_weight,2025-02-06,1999,18,46.0,split_002,46,5
stability_weight,2025-02-07,1999,17,46.0,split_002,46,5
stability_weight,2025-02-10,1999,17,46.0,split_002,46,5
stability_weight,2025-02-11,1999,17,46.0,split_002,46,5
stability_weight,2025-02-12,1999,17,46.0,split_002,46,5
stability_weight,2025-02-13,1999,16,46.0,split_002,46,5
stability_weight,2025-02-14,1999,15,46.0,split_002,46,5
stability_weight,2025-02-17,1998,17,46.0,split_002,46,5
stability_weight,2025-02-18,1998,17,46.0,split_002,46,5
stability_weight,2025-02-19,1998,17,46.0,split_002,46,5
stability_weight,2025-02-20,1998,17,46.0,split_002,46,5
stability_weight,2025-02-21,1998,17,46.0,split_002,46,5
stability_weight,2025-02-24,1998,17,46.0,split_002,46,5
stability_weight,2025-02-25,1998,17,46.0,split_002,46,5
stability_weight,2025-02-26,1998,17,46.0,split_002,46,5
stability_weight,2025-02-27,1998,16,46.0,split_002,46,5
stability_weight,2025-02-28,1998,17,46.0,split_002,46,5
stability_weight,2025-03-03,2000,17,46.0,split_002,46,5
stability_weight,2025-03-04,2000,17,46.0,split_002,46,5
stability_weight,2025-03-05,2000,17,46.0,split_002,46,5
stability_weight,2025-03-06,2000,16,46.0,split_002,46,5
stability_weight,2025-03-07,2000,15,46.0,split_002,46,5
stability_weight,2025-03-10,2000,15,46.0,split_002,46,5
stability_weight,2025-03-11,2000,16,46.0,split_002,46,5
stability_weight,2025-03-12,2000,15,46.0,split_002,46,5
stability_weight,2025-03-13,2000,16,46.0,split_002,46,5
stability_weight,2025-03-14,2000,15,46.0,split_002,46,5
stability_weight,2025-03-17,2000,20,46.0,split_002,46,5
stability_weight,2025-03-18,2000,18,46.0,split_002,46,5
stability_weight,2025-03-19,2000,17,46.0,split_002,46,5
stability_weight,2025-03-20,2000,17,46.0,split_002,46,5
stability_weight,2025-03-21,2000,17,46.0,split_002,46,5
stability_weight,2025-03-24,2000,17,46.0,split_002,46,5
stability_weight,2025-03-25,2000,16,46.0,split_002,46,5
stability_weight,2025-03-26,2000,15,46.0,split_002,46,5
stability_weight,2025-03-27,1999,16,46.0,split_002,46,5
stability_weight,2025-03-28,1999,15,46.0,split_002,46,5
stability_weight,2025-03-31,1999,15,46.0,split_002,46,5
stability_weight,2025-04-01,2000,15,46.0,split_002,46,5
stability_weight,2025-04-02,2000,15,46.0,split_002,46,5
stability_weight,2025-04-03,1999,15,46.0,split_002,46,5
stability_weight,2025-04-07,1999,15,46.0,split_002,46,5
stability_weight,2025-04-08,1999,15,46.0,split_002,46,5
stability_weight,2025-04-09,1999,15,46.0,split_002,46,5
stability_weight,2025-04-10,1999,15,46.0,split_002,46,5
stability_weight,2025-04-11,1999,14,46.0,split_002,46,5
stability_weight,2025-04-14,1999,12,46.0,split_002,46,5
stability_weight,2025-04-15,1998,12,46.0,split_002,46,5
stability_weight,2025-04-16,1998,12,46.0,split_002,46,5
stability_weight,2025-04-17,1998,12,46.0,split_002,46,5
stability_weight,2025-04-18,1998,12,46.0,split_002,46,5
stability_weight,2025-04-21,1998,12,46.0,split_002,46,5
stability_weight,2025-04-22,1998,12,46.0,split_002,46,5
stability_weight,2025-04-23,1998,12,46.0,split_002,46,5
stability_weight,2025-04-24,1998,12,46.0,split_002,46,5
stability_weight,2025-04-25,1998,12,46.0,split_002,46,5
stability_weight,2025-04-28,1998,12,46.0,split_002,46,5
stability_weight,2025-04-29,1998,12,46.0,split_002,46,5
stability_weight,2025-04-30,1998,12,46.0,split_002,46,5
stability_weight,2025-05-06,2000,12,46.0,split_002,46,5
stability_weight,2025-05-07,2000,12,46.0,split_002,46,5
stability_weight,2025-05-08,2000,12,46.0,split_002,46,5
stability_weight,2025-05-09,2000,12,46.0,split_002,46,5
stability_weight,2025-05-12,2000,12,46.0,split_002,46,5
stability_weight,2025-05-13,2000,12,46.0,split_002,46,5
stability_weight,2025-05-14,2000,12,46.0,split_002,46,5
stability_weight,2025-05-15,2000,12,46.0,split_002,46,5
stability_weight,2025-05-16,2000,12,46.0,split_002,46,5
stability_weight,2025-05-19,2000,12,46.0,split_002,46,5
stability_weight,2025-05-20,2000,12,46.0,split_002,46,5
stability_weight,2025-05-21,2000,12,46.0,split_002,46,5
stability_weight,2025-05-22,1999,12,46.0,split_002,46,5
stability_weight,2025-05-23,1999,12,46.0,split_002,46,5
stability_weight,2025-05-26,1999,12,46.0,split_002,46,5
stability_weight,2025-05-27,1999,12,46.0,split_002,46,5
stability_weight,2025-05-28,1999,12,46.0,split_002,46,5
stability_weight,2025-05-29,1999,12,46.0,split_002,46,5
stability_weight,2025-05-30,1999,12,46.0,split_002,46,5
stability_weight,2025-06-03,2000,12,46.0,split_002,46,5
stability_weight,2025-06-04,2000,12,46.0,split_002,46,5
stability_weight,2025-06-05,2000,12,46.0,split_002,46,5
stability_weight,2025-06-06,2000,12,46.0,split_002,46,5
stability_weight,2025-06-09,2000,12,46.0,split_002,46,5
stability_weight,2025-06-10,2000,12,46.0,split_002,46,5
stability_weight,2025-06-11,2000,12,46.0,split_002,46,5
stability_weight,2025-06-12,2000,12,46.0,split_002,46,5
stability_weight,2025-06-13,2000,10,46.0,split_002,46,5
stability_weight,2025-06-16,2000,10,46.0,split_002,46,5
stability_weight,2025-06-17,2000,10,46.0,split_002,46,5
stability_weight,2025-06-18,2000,10,46.0,split_002,46,5
stability_weight,2025-06-19,2000,10,46.0,split_002,46,5
stability_weight,2025-06-20,2000,10,46.0,split_002,46,5
stability_weight,2025-06-23,2000,10,46.0,split_002,46,5
stability_weight,2025-06-24,2000,10,46.0,split_002,46,5
stability_weight,2025-06-25,2000,10,46.0,split_002,46,5
stability_weight,2025-06-26,2000,10,46.0,split_002,46,5
stability_weight,2025-06-27,2000,10,46.0,split_002,46,5
stability_weight,2025-06-30,2000,10,46.0,split_002,46,5
stability_weight,2025-07-01,2000,12,46.0,split_002,46,5
