instrument,old_fill_count,old_buy_executed_shares,old_sell_executed_shares,old_gross_value,old_cash_fee,old_slippage_cost,new_fill_count,new_buy_executed_shares,new_sell_executed_shares,new_gross_value,new_cash_fee,new_slippage_cost,delta_fill_count,delta_buy_executed_shares,delta_sell_executed_shares,delta_gross_value,delta_cash_fee,delta_slippage_cost,is_focus_instrument,absolute_gross_value_impact
SH600285,82,134000.0,133999.99159102672,6128382.273574285,3480.2256306899217,6128.333292918189,65,213200.0,213199.56389931153,9573313.698614456,5403.198138513536,9573.257502222112,-17,79200.0,79199.57230828481,3444931.4250401706,1922.9725078236143,3444.924209303923,False,3444931.4250401706
SZ002647,45,185500.0,153517.2512227745,1773417.8372472343,953.6280036655342,1773.235322554161,35,504100.0,504114.5213206669,5216566.194270996,2945.529246953822,5216.518985210487,-10,318600.0,350597.2700978924,3443148.357023762,1991.901243288288,3443.2836626563258,False,3443148.357023762
SZ000656,73,1395300.0,1395572.5559239856,3584834.5832433347,2035.929573959125,3584.836677899171,53,2742700.0,2743586.255318661,7023848.090180423,4005.5304615852892,7023.835723884189,-20,1347400.0,1348013.6993946757,3439013.5069370884,1969.6008876261642,3438.9990459850183,False,3439013.5069370884
SZ000065,57,164500.0,164692.13407030024,3465316.214220244,1970.8790114328378,3465.3088970679323,42,343000.0,343001.3974619526,6898112.022307627,3876.3270279330222,6898.102278602788,-15,178500.0,178309.26339165235,3432795.808087383,1905.4480165001844,3432.7933815348556,False,3432795.808087383
SH601333,87,719900.0,720546.9963347099,4695966.272161183,2768.7360417822656,4695.963547739978,73,1257900.0,1259927.6594449175,8113954.629969656,4696.147316176142,8113.95432236583,-14,538000.0,539380.6631102075,3417988.3578084726,1927.4112743938767,3417.9907746258523,False,3417988.3578084726
SZ002372,96,144600.0,144601.92115250268,3697076.1419890546,2136.847332098093,3697.016068016726,59,282700.0,282704.4195764306,7100484.425983219,4043.4290723664517,7100.4399197642015,-37,138100.0,138102.4984239279,3403408.283994165,1906.5817402683588,3403.4238517474755,False,3403408.283994165
SZ002970,67,44400.0,44399.9872044021,3462904.2535846625,1968.3111198213978,3462.9341576743604,42,91900.0,91898.19642048753,6852859.417845953,3876.696361781173,6852.940610257617,-25,47500.0,47498.20921608542,3389955.164261291,1908.3852419597752,3390.0064525832563,False,3389955.164261291
SZ002148,62,131700.0,131701.19576036243,2118466.6864666096,1251.2723640003876,2118.468050539315,42,356000.0,356005.45638283284,5491638.619383666,3126.1247148022076,5491.656698020537,-20,224300.0,224304.2606224704,3373171.932917056,1874.85235080182,3373.1886474812222,False,3373171.932917056
SZ300705,99,148800.0,148803.50749275475,5374533.3211414125,3084.347888298611,5374.662527654164,60,234900.0,234906.37784186742,8746624.286955921,4971.939756053654,8746.683826775812,-39,86100.0,86102.87034911267,3372090.9658145085,1887.5918677550426,3372.0212991216486,False,3372090.9658145085
SH688348,40,15164.0,15163.803794408104,1506483.7234949316,880.0980056454052,1506.4870799787584,24,49224.0,49223.490703195755,4834083.333230822,2720.4144351192026,4834.102603720856,-16,34060.0,34059.686908787655,3327599.6097358908,1840.3164294737974,3327.615523742097,False,3327599.6097358908
SZ001376,32,14200.0,14210.930820877056,417300.9771820321,280.4282490149008,417.30464983056163,26,126000.0,125975.71815328515,3719161.5386844967,2116.792451210939,3719.1939446116126,-6,111800.0,111764.7873324081,3301860.5615024646,1836.3642021960381,3301.889294781051,False,3301860.5615024646
SZ002332,92,210200.0,210604.75804283912,4275255.062721299,2528.5327474196893,4275.179207857823,74,372300.0,372721.4500237049,7536940.11121252,4359.517883228665,7536.86849770818,-18,162100.0,162116.69198086578,3261685.048491221,1830.9851358089754,3261.6892898503575,False,3261685.048491221
SZ002761,58,185100.0,185109.75040181095,3109685.964455058,1781.8712342087017,3109.664282724556,36,377800.0,377843.1443316847,6354937.5515752435,3568.3132866124893,6354.91911063725,-22,192700.0,192733.39392987374,3245251.5871201856,1786.4420524037876,3245.254827912694,False,3245251.5871201856
SZ002063,60,317100.0,317101.41748107254,3511888.5046033296,2005.5765648115625,3511.895311955647,45,627400.0,627395.6812070849,6753054.373088289,3806.939532365226,6753.059838952298,-15,310300.0,310294.2637260124,3241165.8684849595,1801.3629675536636,3241.1645269966516,False,3241165.8684849595
SZ002270,73,107400.0,107399.21948533086,3421526.5121796783,1948.78360373767,3421.515513714841,54,210700.0,210706.33832452088,6644471.863621644,3773.058744240019,6644.433983554973,-19,103300.0,103307.11883919002,3222945.3514419654,1824.2751405023491,3222.918469840132,False,3222945.3514419654
SZ301153,42,40600.0,40599.239479543015,1879434.2745743794,1066.904997058674,1879.4435140805938,30,111100.0,111099.00797403706,5099543.456460331,2872.162202001952,5099.56652496389,-12,70500.0,70499.76849449404,3220109.181885951,1805.257204943278,3220.123010883296,False,3220109.181885951
SH601928,77,216100.0,216069.5299573219,4632104.004938742,2656.343706433989,4632.162361394901,56,359300.0,359232.8546745131,7811398.220100261,4458.851778026921,7811.47824852673,-21,143200.0,143163.3247171912,3179294.215161519,1802.508071592932,3179.3158871318283,False,3179294.215161519
SH688700,42,30746.0,30745.170191995483,1824584.7256988885,1044.258485116309,1824.6160337609144,33,108945.0,108943.03797224138,5003277.4788699495,2827.379996350551,5003.315596973787,-9,78199.0,78197.8677802459,3178692.753171061,1783.1215112342422,3178.699563212873,False,3178692.753171061
SH600603,18,33200.0,33199.96949559124,462452.37418581184,266.3440735200892,462.45576996129074,16,257700.0,257699.7492371975,3637759.705707198,2041.6153118481895,3637.7812229950314,-2,224500.0,224499.77974160627,3175307.3315213863,1775.2712383281005,3175.325453033741,False,3175307.3315213863
SZ000070,30,87600.0,87594.51278202803,995344.0819595034,582.2865166673296,995.3382962507328,22,364600.0,364587.3409924482,4166111.4638593365,2330.294895745573,4166.0827806103825,-8,277000.0,276992.8282104202,3170767.381899833,1748.0083790782433,3170.7444843596495,False,3170767.381899833
SZ300832,123,87300.0,87300.25738054067,10483350.405452864,5920.733200790359,10483.38827775746,82,113600.0,113600.37266340418,13637773.81785471,7678.464394262617,13637.803281173303,-41,26300.0,26300.11528286351,3154423.4124018457,1757.7311934722584,3154.415003415843,False,3154423.4124018457
SZ001965,171,484000.0,484011.78782284557,10958969.912085116,6326.743179269296,10958.927705796583,141,620100.0,620108.2223747238,14113053.027686788,8146.554436033126,14112.998590260064,-30,136100.0,136096.4345518782,3154083.115601672,1819.81125676383,3154.070884463481,False,3154083.115601672
SZ000937,87,296600.0,278797.91108900437,3487866.089507848,2051.3234308503484,3487.782684125019,65,584600.0,512297.8870229201,6631028.404938381,3760.8903958523633,6630.637958650668,-22,288000.0,233499.97593391576,3143162.315430533,1709.566965002015,3142.8552745256493,False,3143162.315430533
SH600018,162,763400.0,759930.0772010613,8801284.276160406,5222.50051572225,8801.347257423511,132,1024500.0,1025057.6930316077,11940760.820110548,7023.195385565823,11940.858720789794,-30,261100.0,265127.61583054636,3139476.5439501423,1800.6948698435726,3139.5114633662834,False,3139476.5439501423
SZ002572,69,124500.0,124500.38849963633,3619464.8057295554,2057.164144485845,3619.471245037854,55,237300.0,237300.3088243755,6758274.234476141,3867.3776350672265,6758.29009877669,-14,112800.0,112799.92032473917,3138809.4287465853,1810.2134905813814,3138.818853738836,False,3138809.4287465853
SZ002055,64,257600.0,251909.12096656326,3018034.4306751234,1706.1251386278739,3018.0197704051684,46,525300.0,525312.469820353,6151582.998804571,3484.025858948744,6151.581512248297,-18,267700.0,273403.34885378974,3133548.5681294478,1777.90072032087,3133.561741843129,False,3133548.5681294478
SZ002840,56,107200.0,107202.48876251624,2361924.968589371,1371.9514684026924,2361.9624450447154,43,249500.0,249499.40158741924,5492322.027094202,3135.4762517882773,5492.333356557801,-13,142300.0,142296.912824903,3130397.058504831,1763.524783385585,3130.370911513086,False,3130397.058504831
SH600916,56,186600.0,186615.04510713255,3075872.9013275383,1745.6771874297176,3075.8769262315773,37,374200.0,374224.50945969473,6201310.540320555,3493.9111798984773,6201.318404696607,-19,187600.0,187609.46435256218,3125437.6389930164,1748.2339924687597,3125.44147846503,False,3125437.6389930164
SH688408,61,41404.0,41404.34218896975,4337029.149666146,2492.0752131989075,4337.096048377395,42,68741.0,68742.11787064353,7457490.830069177,4210.1784198826645,7457.587454362976,-19,27337.0,27337.775681673782,3120461.6804030305,1718.103206683757,3120.491405985581,False,3120461.6804030305
SZ000591,39,264600.0,192702.9066919426,1999190.0837561304,1049.5313352243936,1998.8674592346733,35,616600.0,567610.3782415501,5101694.377085679,2834.652687647074,5101.479186293365,-4,352000.0,374907.47154960746,3102504.293329549,1785.1213524226803,3102.611727058692,False,3102504.293329549
SZ002253,57,86800.0,82598.76641128461,1818800.1816341057,1024.7710216409153,1818.7604860927581,32,228900.0,228897.19446577973,4901519.449469348,2774.2702299599405,4901.537741149215,-25,142100.0,146298.42805449513,3082719.2678352427,1749.4992083190252,3082.7772550564573,False,3082719.2678352427
SH603018,41,111600.0,111605.35053129417,1517964.7226771235,880.8979078577064,1517.9667534132527,29,330800.0,330809.2073358493,4577123.117165759,2579.177949571333,4577.135414574185,-12,219200.0,219203.8568045551,3059158.3944886355,1698.2800417136268,3059.1686611609325,False,3059158.3944886355
SZ000027,50,151400.0,151400.05497587024,1807073.4737758304,1032.4713393620495,1807.0582880807333,37,397700.0,397697.7309395385,4866036.055173196,2765.915568827423,4866.031360531326,-13,246300.0,246297.67596366827,3058962.581397366,1733.4442294653736,3058.9730724505926,False,3058962.581397366
SZ002120,88,419200.0,419203.44701270736,5946851.220688505,3368.532842266527,5946.860767356435,62,641900.0,641910.9381574943,9001804.398112306,5094.051414949623,9001.805757740278,-26,222700.0,222707.49114478694,3054953.1774238013,1725.518572683096,3054.944990383843,False,3054953.1774238013
SH601997,134,682600.0,677788.4423231161,7849084.360257728,4551.273322591611,7849.023956258423,111,954300.0,954293.0532086309,10889030.336541567,6317.907505614125,10889.003492144257,-23,271700.0,276504.61088551476,3039945.976283839,1766.6341830225138,3039.9795358858337,False,3039945.976283839
SH600516,44,180600.0,180600.29613295858,1649384.3103631898,925.6712370048501,1649.3764628335516,30,521100.0,521099.0835564357,4679900.076264758,2638.7984019190044,4679.877409593783,-14,340500.0,340498.78742347716,3030515.765901568,1713.1271649141543,3030.5009467602317,False,3030515.765901568
SZ002318,74,81700.0,81699.6976997754,3596409.7826168,2036.3256446973226,3596.4153579814824,45,150900.0,150899.8905025769,6623277.157063627,3754.74777083118,6623.284445585071,-29,69200.0,69200.1928028015,3026867.3744468265,1718.4221261338573,3026.8690876035885,False,3026867.3744468265
SH600908,47,152300.0,152317.82059978813,1660044.4416841853,965.0694962797745,1660.0558935744345,30,429700.0,429809.0784627915,4684487.838285398,2651.221265551095,4684.499647932241,-17,277400.0,277491.2578630034,3024443.396601212,1686.1517692713203,3024.443754357806,False,3024443.396601212
SZ000903,58,521800.0,521823.310170151,3014961.2747487053,1700.567226549547,3014.941193964871,42,1065500.0,1065513.5855137422,6032773.128606178,3418.5519662100837,6032.787734379237,-16,543700.0,543690.2753435911,3017811.8538574725,1717.9847396605367,3017.846540414366,False,3017811.8538574725
SZ300298,45,56600.0,47799.6513515915,2529095.0913073844,1389.032494994926,2528.914688078624,31,124400.0,105398.2984683669,5503352.051864064,2994.0974743952047,5502.938306376891,-14,67800.0,57598.647116775406,2974256.96055668,1605.0649794002786,2974.023618298267,False,2974256.96055668
SH688188,36,8528.0,8527.969152497159,2590148.270022935,1474.700009167053,2590.2099092591316,30,18294.0,18293.923664793074,5559365.859321795,3152.9541671436227,5559.498272194927,-6,9766.0,9765.954512295915,2969217.5892988606,1678.2541579765698,2969.2883629357957,False,2969217.5892988606
SH600449,31,39100.0,39097.6756304787,994838.6891862799,573.4023209671576,994.8416468361941,23,163200.0,163186.91148709456,3959754.7083782256,2225.0339374540963,3959.7720404367788,-8,124100.0,124089.23585661587,2964916.019191946,1651.6316164869386,2964.9303936005845,False,2964916.019191946
SZ002468,72,273800.0,249298.87275659008,6166515.440121885,3414.8159715454885,6166.23337541061,57,405700.0,376072.57872501254,9125690.386099596,5062.22546363769,9125.33220010877,-15,131900.0,126773.70596842247,2959174.94597771,1647.4094920922016,2959.0988246981606,False,2959174.94597771
SZ000800,26,50700.0,50695.416373684435,803500.2682892432,467.3066361797682,803.4997380439243,20,237000.0,236974.59994421096,3755339.5003037183,2111.272466351939,3755.3431234856857,-6,186300.0,186279.18357052654,2951839.232014475,1643.9658301721706,2951.8433854417617,False,2951839.232014475
SH688187,72,62246.0,62248.10744425976,5761051.017093638,3259.1584893169047,5761.062203817274,54,94066.0,94068.70354789161,8706791.08173308,4915.002087966966,8706.816150154043,-18,31820.0,31820.596103631848,2945740.0646394417,1655.8435986500617,2945.7539463367693,False,2945740.0646394417
SZ002100,44,191700.0,191702.38629512745,2458356.1184869274,1410.341496652873,2458.3886131177824,34,424900.0,424906.9186638407,5392715.60504098,3049.075710106869,5392.76496393669,-10,233200.0,233204.53236871323,2934359.486554052,1638.7342134539958,2934.3763508189077,False,2934359.486554052
SH600123,61,170400.0,114301.03352657356,2209603.729857011,1151.6911774174794,2209.1783381936666,44,362200.0,307002.97626172536,5141356.22943359,2848.782690839052,5140.938528081331,-17,191800.0,192701.9427351518,2931752.4995765784,1697.0915134215727,2931.7601898876646,False,2931752.4995765784
SZ300751,67,34300.0,34313.37619904602,5260703.368266054,2944.311214586573,5260.690312676058,49,52500.0,52530.53182736033,8187678.425299805,4588.894004863718,8187.667080580085,-18,18200.0,18217.155628314315,2926975.05703375,1644.5827902771448,2926.976767904027,False,2926975.05703375
SH600085,76,102300.0,102300.10346188357,6881213.284269048,3891.021731771549,6881.220783089615,59,144500.0,144499.97288492325,9772383.23652172,5490.423974607587,9772.388565132975,-17,42200.0,42199.86942303968,2891169.952252673,1599.402242836038,2891.1677820433597,False,2891169.952252673
SH688032,65,19290.0,19290.029725005745,4711514.267344635,2672.572322950387,4711.581695013681,40,31884.0,31883.97318220081,7598641.74919243,4282.518899819953,7598.72560379634,-25,12594.0,12593.943457195066,2887127.4818477947,1609.946576869566,2887.1439087826584,False,2887127.4818477947
SH601699,109,328200.0,293302.58356339147,7844876.027017501,4357.293264699495,7844.431924909655,82,445200.0,410903.3073002439,10719158.881594297,5994.514956886113,10718.712337787127,-27,117000.0,117600.72373685241,2874282.8545767954,1637.2216921866184,2874.2804128774715,False,2874282.8545767954
SZ300146,39,107200.0,106899.73309754308,2479238.1581080067,1393.4953611091667,2479.2308790098105,31,232600.0,232599.50913431338,5346972.242966652,3006.0999196260873,5346.973164143507,-8,125400.0,125699.7760367703,2867734.084858645,1612.6045585169206,2867.742285133697,False,2867734.084858645
SH600882,60,91400.0,85200.33145588226,4511712.674009931,2501.081882653682,4511.540338360733,43,152700.0,139000.4910704394,7370699.726274293,4047.6500826683596,7370.337633943701,-17,61300.0,53800.15961455714,2858987.0522643616,1546.5682000146776,2858.797295582968,False,2858987.0522643616
SH688343,40,35421.0,35421.0,2902539.7965358193,1664.4989289286784,2902.5483784494118,34,96513.0,96513.0,5734092.825891825,3235.3504780845783,5734.161002756776,-6,61092.0,61092.0,2831553.029356006,1570.8515491558999,2831.612624307364,False,2831553.029356006
SZ002773,74,92000.0,91998.25871214995,5695945.261260878,3218.327928912895,5695.9579072140195,53,140500.0,140499.65681847278,8526526.776945183,4807.269021047517,8526.558103114907,-21,48500.0,48501.39810632283,2830581.5156843048,1588.9410921346216,2830.6001959008872,False,2830581.5156843048
SH688331,28,22401.0,22401.0,2098823.3940649405,1177.3463559518934,2098.8335139194387,24,75634.0,75634.0,4911222.3071968565,2760.967382016112,4911.269950026567,-4,53233.0,53233.0,2812398.913131916,1583.6210260642185,2812.4364361071284,False,2812398.913131916
SH600062,107,205000.0,205000.78328643687,8213724.717353593,4643.850073818398,8213.735727119183,66,275100.0,275100.0027548655,11021210.9153828,6225.297820216014,11021.23454794859,-41,70100.0,70099.21946842864,2807486.198029208,1581.4477463976154,2807.498820829407,False,2807486.198029208
SH600098,56,192900.0,186299.0573979426,2278525.718386093,1279.5346710992767,2278.485762139526,35,426600.0,426579.22104829876,5084303.449194088,2882.0456779624624,5084.304567738,-21,233700.0,240280.16365035615,2805777.7308079945,1602.5110068631857,2805.818805598474,False,2805777.7308079945
SZ002668,55,128100.0,128103.47193967756,2636664.0291731935,1488.1483208926056,2636.670431577173,36,268100.0,268093.4436821132,5440331.871384112,3071.5498289072743,5440.339392662984,-19,140000.0,139989.97174243565,2803667.8422109187,1583.4015080146687,2803.668961085811,False,2803667.8422109187
SZ301238,22,23400.0,19803.564945478156,640189.7056361199,352.00345041623035,640.1371427851118,17,130300.0,101809.07665090373,3432537.618646279,1818.131521148241,3432.1100006775664,-5,106900.0,82005.51170542558,2792347.913010159,1466.1280707320107,2791.9728578924546,False,2792347.913010159
SH601000,136,915500.0,894573.9945777626,7812170.332887992,4531.715200618141,7812.107272131982,105,1241100.0,1195774.6679445638,10595274.459007936,6100.288338501484,10595.140012995618,-31,325600.0,301200.67336680123,2783104.1261199433,1568.5731378833425,2783.032740863636,False,2783104.1261199433
