datetime,instrument,score,method,signal_artifact_id,profile_name,profile_type,research_run_family_id
2026-02-04,SH600031,0.07040954,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-04,SH600032,0.07603097,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-04,SH600033,-0.06556934,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-04,SH600035,0.013176084,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-04,SH600036,-0.0505687,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-04,SH600037,0.081632614,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600000,-0.11347264,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600004,0.0201025,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600006,-0.044225156,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600007,0.06577742,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600008,0.030114532,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600009,-0.048399627,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600010,-0.055058837,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600011,-0.062164187,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600012,-0.010344803,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600015,-0.015462637,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600016,0.0025610924,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600017,0.042883277,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600018,-0.06666672,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600019,-0.028685272,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600020,-0.040020227,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600021,-0.05475676,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600022,0.045161247,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600023,-0.015904546,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600025,0.0035618544,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600026,0.2889638,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600027,-0.029539526,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600028,0.054308534,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600029,0.030058742,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600030,-0.008748114,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600031,0.08586192,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600032,0.046094775,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600033,-0.04421103,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600035,0.013176084,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600036,-0.020321906,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-05,SH600037,0.055065036,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600000,-0.123028755,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600004,0.0051181316,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600006,-0.048122525,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600007,0.04161954,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600008,0.013285875,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600009,-0.05357492,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600010,-0.08470696,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600011,-0.06224382,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600012,-0.029391706,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600015,-0.012599945,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600016,0.01569295,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600017,0.032757044,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600018,-0.06986898,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600019,-0.02486962,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600020,-0.04437715,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600021,-0.04230386,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600022,0.03870964,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600023,-0.011952102,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600025,0.004436493,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600026,0.25633574,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600027,-0.03122288,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600028,0.054941177,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600029,0.030950665,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600030,-0.01433444,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600031,0.031419635,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600032,0.031446576,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600033,-0.05915022,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600035,0.00484097,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600036,-0.01639843,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-06,SH600037,0.0026893616,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600000,-0.12692505,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600004,0.0051020384,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600006,-0.058443904,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600007,0.052679777,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600008,0.019702911,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600009,-0.03933847,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600010,-0.059734523,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600011,-0.058071077,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600012,-0.022618234,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600015,-0.009678185,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600016,0.023488522,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600017,0.026126146,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600018,-0.07274711,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600019,-0.028685272,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600020,-0.04895103,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600021,-0.057204187,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600022,0.018749952,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600023,-0.01968509,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600025,-0.00617826,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600026,0.2053467,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600027,-0.030276775,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600028,0.088733435,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600029,0.0514158,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600030,-0.014864564,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600031,0.04521835,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600032,0.036340833,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600033,-0.042182267,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600035,0.008281589,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600036,-0.015085101,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-09,SH600037,0.023532033,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600000,-0.12010419,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600004,0.004322171,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600006,-0.07104796,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600007,0.06351042,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600008,0.01324296,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600009,-0.037881732,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600010,0.0,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600011,-0.06471342,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600012,-0.021724403,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600015,-0.0021807551,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600016,0.025841355,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600017,0.023508072,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600018,-0.06847823,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600019,-0.028915644,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600020,-0.046130955,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600021,-0.04827857,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600022,0.025316477,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600023,-0.015841603,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600025,-0.007915616,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600026,0.24091768,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600027,-0.029488266,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600028,0.082105994,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600029,0.043018818,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600030,-0.005865693,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600031,0.051279426,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600032,0.017521858,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600033,-0.010171473,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600035,0.008281589,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600036,-0.018775046,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-10,SH600037,0.05311477,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600000,-0.09521258,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600004,0.008681893,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600006,-0.06247759,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600007,0.067843795,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600008,0.023081899,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600009,-0.018796206,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600010,0.051077843,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600011,-0.0545969,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600012,0.0006920099,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600015,0.029668331,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600016,0.049921393,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600017,0.036396623,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600018,-0.03367001,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600019,0.0,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600020,-0.03277862,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600021,-0.037349403,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600022,0.037974715,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600023,0.004032254,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600025,-0.004420817,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600026,0.21614492,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600027,-0.020104885,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600028,0.09572899,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600029,0.050505042,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600030,0.0036133528,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600031,0.075534225,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600032,0.014943957,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600033,0.0026564598,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600035,0.010373473,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600036,0.008648276,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-11,SH600037,0.023357272,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600000,-0.1057235,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600004,0.00078988075,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600006,-0.07933116,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600007,0.07088256,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600008,0.00975287,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600009,-0.024924934,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600010,0.054826617,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600011,-0.058237493,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600012,-0.022237718,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600015,0.025081515,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600016,0.039542794,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600017,0.0226655,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600018,-0.036117435,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600019,0.0028795004,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600020,-0.04196161,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600021,-0.027261674,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600022,0.05806446,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600023,0.012121201,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600025,-0.008865237,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600026,0.31042135,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600027,-0.009657562,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600028,0.10934615,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600029,0.028816223,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600030,-0.0042527914,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600031,0.076857924,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
2026-02-12,SH600032,0.014833093,transparent_momentum_20d,signal:qlib-exchange-local-reference-v1,local_reference,reference,qlib_exchange_v1
