factor,cluster_id,window_count,eligible_window_count,selected_window_count,selection_frequency,direction_adjusted_positive_window_ratio,direction_agreement_ratio,median_train_ic,median_validation_ic,median_test_ic,worst_test_ic,median_oos_degradation,worst_oos_degradation,fdr_pass_frequency,coverage_min,coverage_median,stability_role,role_reason,representative_score,exclusion_reason
alpha360_VOLUME38,cluster_006,3,3,3,1.0,1.0,1.0,0.0457601952469325,0.0679934998588428,0.058519972298203,0.0416769330171484,-0.0158473517227263,-0.0263165668416943,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.026316566841694353,1.0,redundant_with_cluster_representative
alpha360_VOLUME39,cluster_006,3,3,3,1.0,1.0,1.0,0.0463531695069038,0.068821440659372,0.0575894147611737,0.0423353156318086,-0.0154073699696763,-0.0264861250275634,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.026486125027563458,1.0,redundant_with_cluster_representative
alpha360_VOLUME40,cluster_006,3,3,3,1.0,1.0,1.0,0.047356644742311,0.0702582397111884,0.0557627240567292,0.0411962577554451,-0.0156138176805293,-0.0290619819557432,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.029061981955743263,1.0,redundant_with_cluster_representative
alpha360_VOLUME42,cluster_006,3,3,3,1.0,1.0,1.0,0.0484646863046136,0.0710200177558775,0.0540738032618741,0.041476143335398,-0.0184408841615651,-0.0295438744204794,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.029543874420479496,1.0,redundant_with_cluster_representative
alpha360_VOLUME43,cluster_006,3,3,3,1.0,1.0,1.0,0.0495725505343755,0.0711956244280223,0.0542420904199584,0.0434085757449642,-0.0190311426181831,-0.027787048683058,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.027787048683058077,1.0,redundant_with_cluster_representative
alpha360_VOLUME44,cluster_006,3,3,3,1.0,1.0,1.0,0.0503017396326069,0.070885726950235,0.0531120244852644,0.0449884538186889,-0.019376044638936,-0.0258972731315461,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02589727313154614,1.0,redundant_with_cluster_representative
alpha360_VOLUME45,cluster_006,3,3,3,1.0,1.0,1.0,0.0507226823114101,0.0713201287281247,0.0520107126095386,0.0452633953731858,-0.0193094161185861,-0.0266616883225759,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.026661688322575934,1.0,redundant_with_cluster_representative
alpha360_VOLUME46,cluster_006,3,3,3,1.0,1.0,1.0,0.05059468429777,0.0697141018074044,0.0491133334846245,0.0453000689303086,-0.0206007683227799,-0.0265799017486236,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.026579901748623666,1.0,redundant_with_cluster_representative
alpha360_VOLUME47,cluster_006,3,3,3,1.0,1.0,1.0,0.0504715156402656,0.0692255939460457,0.0463677382451633,0.0459987486048584,-0.0228578557008823,-0.0277534917864878,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.027753491786487804,1.0,redundant_with_cluster_representative
alpha360_VOLUME48,cluster_006,3,3,3,1.0,1.0,1.0,0.0501170992281155,0.0692228071842179,0.0462108701589489,0.0437144203867334,-0.0255083867974844,-0.0278823398675523,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.027882339867552383,1.0,redundant_with_cluster_representative
alpha360_VOLUME49,cluster_006,3,3,3,1.0,1.0,1.0,0.0499170314648153,0.0681214031981308,0.0478867392284594,0.043616840372803,-0.0245045628253277,-0.0248298931370029,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.024829893137002908,1.0,redundant_with_cluster_representative
alpha360_VOLUME50,cluster_006,3,3,3,1.0,1.0,1.0,0.0494973417090915,0.0680699031796381,0.0491281895437875,0.0449351193991264,-0.0230942280394411,-0.0231347837805117,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02313478378051171,1.0,redundant_with_cluster_representative
alpha360_VOLUME51,cluster_006,3,3,3,1.0,1.0,1.0,0.0502321047475299,0.0705316600033735,0.0500761994998724,0.0467632548787521,-0.0237684051246213,-0.024086615325225,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02408661532522506,1.0,redundant_with_cluster_representative
alpha360_VOLUME52,cluster_006,3,3,3,1.0,1.0,1.0,0.0502938498635644,0.0709266665317349,0.0502231110117599,0.0485445300907917,-0.0223821364409432,-0.0244746099228497,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02447460992284977,1.0,redundant_with_cluster_representative
alpha360_VOLUME53,cluster_006,3,3,3,1.0,1.0,1.0,0.0499991501897831,0.0706464890492557,0.0507787677669399,0.0501759677149865,-0.0204705213342692,-0.0248302176390196,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02483021763901968,1.0,redundant_with_cluster_representative
alpha360_VOLUME54,cluster_006,3,3,3,1.0,1.0,1.0,0.0498706935870879,0.0707765819821916,0.0507860727763123,0.0499541063353561,-0.0208224756468355,-0.0252359184852698,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.025235918485269883,1.0,redundant_with_cluster_representative
alpha360_VOLUME55,cluster_006,3,3,3,1.0,1.0,1.0,0.0500678181691446,0.0729174563251333,0.0504871898826854,0.0504762552722688,-0.0224302664424479,-0.0287023964583817,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.028702396458381733,1.0,redundant_with_cluster_representative
alpha360_VOLUME56,cluster_006,3,3,3,1.0,1.0,1.0,0.0498344463779767,0.0751068050841407,0.0503852547543394,0.049855951818441,-0.0252508532656996,-0.0281493612780954,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.0281493612780954,1.0,redundant_with_cluster_representative
alpha360_VOLUME57,cluster_006,3,3,3,1.0,1.0,1.0,0.0500611824973157,0.0766390939166891,0.0513429833774053,0.0499357564962213,-0.0267033374204677,-0.0268487084767729,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02684870847677296,1.0,redundant_with_cluster_representative
alpha360_VOLUME58,cluster_006,3,3,3,1.0,1.0,1.0,0.0502371405786273,0.0765944166119083,0.0505653698696938,0.0487225103319881,-0.0275615384206669,-0.0278719062799202,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.0278719062799202,1.0,redundant_with_cluster_representative
alpha360_VOLUME59,cluster_006,3,3,3,1.0,1.0,1.0,0.0505944217499351,0.0763592006557205,0.050646859084253,0.0473494331502748,-0.0269438599875422,-0.0290097675054456,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02900976750544565,1.0,redundant_with_cluster_representative
alpha158_VSUMD20,cluster_007,3,3,3,1.0,1.0,1.0,-0.0240214946207057,-0.0369022007197027,-0.0510454815016555,-0.0574420406968174,0.0141432807819527,-0.024363488765167,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.024363488765167078,1.0,redundant_with_cluster_representative
alpha158_VSUMN20,cluster_007,3,3,3,1.0,1.0,1.0,0.0240215064583337,0.0369022457617856,0.0510454456588091,0.0293630272463065,0.0141431998970235,-0.0243634275303463,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.024363427530346354,1.0,redundant_with_cluster_representative
alpha158_VSUMP20,cluster_007,3,3,3,1.0,1.0,1.0,-0.0240214983510182,-0.0369022335082497,-0.0510455038308957,-0.0574420553050735,0.014143270322646,-0.0243634576766444,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.024363457676644433,1.0,redundant_with_cluster_representative
alpha360_VOLUME16,cluster_007,3,3,3,1.0,1.0,1.0,0.0185873402646482,0.0306244396378218,0.0457838080714591,0.0284896508411236,0.0151593684336373,-0.0254247414517736,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.025424741451773616,1.0,redundant_with_cluster_representative
alpha360_VOLUME17,cluster_007,3,3,3,1.0,1.0,1.0,0.0194062007653353,0.0299706984764986,0.0486370732802855,0.0298279138035546,0.0186663748037868,-0.0259541267482605,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02595412674826051,1.0,redundant_with_cluster_representative
alpha360_VOLUME18,cluster_007,3,3,3,1.0,1.0,1.0,0.0210495740985111,0.0275017186208497,0.0523014869601846,0.0302881849598736,0.0247997683393348,-0.0278904055536797,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.027890405553679748,1.0,redundant_with_cluster_representative
alpha360_VOLUME19,cluster_007,3,3,3,1.0,1.0,1.0,0.0224503721535115,0.0296880159206005,0.0529176446395739,0.0319597459786685,0.0250611533608186,-0.0270754115739069,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.027075411573906943,1.0,redundant_with_cluster_representative
alpha360_VOLUME20,cluster_007,3,3,3,1.0,1.0,1.0,0.0237945594405238,0.0292964877367991,0.0526362142505216,0.0333707552300131,0.0264828549446124,-0.027159346777113,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.027159346777113055,1.0,redundant_with_cluster_representative
alpha360_VOLUME21,cluster_007,3,3,3,1.0,1.0,1.0,0.024732323352526,0.0270225590492482,0.0505067642145561,0.0336576265542933,0.0265514848975148,-0.0286057079008787,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.028605707900878755,1.0,redundant_with_cluster_representative
alpha360_VOLUME22,cluster_007,3,3,3,1.0,1.0,1.0,0.0251386531337606,0.0245690739920346,0.0494611011952813,0.0361010737747349,0.0265291139176959,-0.029366982468444,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.029366982468444075,1.0,redundant_with_cluster_representative
alpha158_VMA30,cluster_007,3,3,2,0.6666666666666666,1.0,1.0,0.0228836012184277,0.0440211408043693,0.0481468086013639,0.0277719345078647,-0.0107795740614428,-0.0256848159198803,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02568481591988038,0.8666666666666666,redundant_with_cluster_representative
alpha360_VOLUME15,cluster_008,3,3,3,1.0,1.0,1.0,0.0174158101267443,0.0265273325223476,0.0425862732757025,0.0273241776827022,0.0160589407533548,-0.0226244693330531,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.02262446933305313,1.0,redundant_with_cluster_representative
alpha360_VOLUME13,cluster_008,3,3,2,0.6666666666666666,1.0,1.0,0.0145618561501795,0.0270909030220587,0.0371559049478824,0.0253747836870672,-0.00338060943665,-0.0168262207991239,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.01682622079912393,0.8666666666666666,redundant_with_cluster_representative
volume_ratio_5_20,cluster_008,3,3,2,0.6666666666666666,1.0,1.0,-0.0169816475486666,-0.0395566957062308,-0.0392172478277257,-0.057988657724191,-0.0091663778983944,-0.0179933079182836,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.01799330791828364,0.8666666666666666,redundant_with_cluster_representative
alpha360_VOLUME12,cluster_008,3,3,2,0.6666666666666666,1.0,1.0,0.0131841590609698,0.0274065676070204,0.0335162594607434,0.0252926759063263,-0.0023094200709487,-0.0107285319956205,0.6666666666666666,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.010728531995620592,0.7999999999999999,redundant_with_cluster_representative
alpha158_IMXD5,cluster_009,3,3,2,0.6666666666666666,1.0,1.0,-0.0153583316148922,-0.0449388738655843,-0.015192431741662,-0.0385079584886581,-0.0200351756329352,-0.0297464421239222,0.6666666666666666,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.029746442123922218,0.7999999999999999,redundant_with_cluster_representative
alpha360_OPEN6,cluster_010,3,3,3,1.0,1.0,1.0,0.032578046240424,0.0635243228506662,0.041539228764474,0.0261992980940527,-0.0219850940861922,-0.0274678130669716,1.0,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.027467813066971644,1.0,redundant_with_cluster_representative
alpha360_HIGH7,cluster_010,3,3,2,0.6666666666666666,1.0,1.0,0.0209296184128217,0.0652654249750633,0.0336667932921108,0.017349373799143,-0.0064996717349197,-0.0234917596052766,0.6666666666666666,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_positive_ratio=1.000;worst_oos_degradation=-0.023491759605276684,0.7999999999999999,redundant_with_cluster_representative
