view,pair_id,expected_dates,valid_dates,valid_date_fraction,insufficient_dates,constant_dates,positive_fraction,negative_fraction,zero_fraction,sign_consistency,dominant_sign,mean_signed_rho,median_signed_rho,q10_signed_rho,mean_abs_rho,median_abs_rho,q10_abs_rho,mean_n_common,median_n_common,q10_n_common,min_n_common,mean_common_coverage,median_common_coverage,q10_common_coverage,mean_jaccard,median_jaccard,q10_jaccard,comparable,factor,control,self_comparison,interpretation,exposure_role
Full,8170.0,3382.0,3382.0,1.0,0.0,0.0,0.1159077468953282,0.8840922531046718,0.0,0.8840922531046718,-1.0,-0.1924467993830559,-0.20436770349143418,-0.3827891981165715,0.2148028367631806,0.21074036185033632,0.04273937724879026,1899.6431105854524,1932.0,1722.0,978.0,0.9675153827859102,0.9750514607580636,0.9235,0.9706487220982289,0.9767140619351729,0.9307416191548161,True,alpha158_CORR60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,8646.0,3382.0,3382.0,1.0,0.0,0.0,0.5393258426966292,0.4606741573033708,0.0,0.5393258426966292,1.0,0.02230282682563499,0.015839149694695576,-0.14603062695214902,0.10995745757054824,0.09334362116774657,0.01930124950429915,1899.7936132465995,1933.0,1722.0,978.0,0.96759092877098,0.9750953202906006,0.9235,0.9826084810761048,0.9849718249531343,0.9614681573747099,True,alpha158_IMAX20,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,9121.0,3382.0,3382.0,1.0,0.0,0.0,0.5496747486694263,0.4503252513305736,0.0,0.5496747486694263,1.0,0.029162543190125696,0.018931861764670217,-0.13692279466943066,0.11063110916090621,0.0931381429261959,0.018358867629358774,1899.7977528089887,1933.0,1722.0,978.0,0.9675929985521742,0.9750953202906006,0.9235,0.9786910951936261,0.9818437261469573,0.9514185837208424,True,alpha158_IMAX30,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,9595.0,3382.0,3382.0,1.0,0.0,0.0,0.5890005913660555,0.4109994086339444,0.0,0.5890005913660555,1.0,0.043212762700225185,0.029124888412776287,-0.10497070487210519,0.10435605654834616,0.08019083787605388,0.01504523973003826,1899.804553518628,1933.0,1722.0,978.0,0.9675963989069934,0.9750953202906006,0.9235,0.9705230793848294,0.9765201685731487,0.9305869910260963,True,alpha158_IMAX60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,10068.0,3382.0,3382.0,1.0,0.0,0.0,0.44529863985807216,0.5547013601419278,0.0,0.5547013601419278,-1.0,-0.02811999067512382,-0.019213875427780587,-0.21966044864284348,0.11614272186086527,0.09518047810699634,0.017548120652413443,1899.7936132465995,1933.0,1722.0,978.0,0.96759092877098,0.9750953202906006,0.9235,0.9826084810761048,0.9849718249531343,0.9614681573747099,True,alpha158_IMIN20,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,10540.0,3382.0,3382.0,1.0,0.0,0.0,0.43110585452395034,0.5688941454760497,0.0,0.5688941454760497,-1.0,-0.03492646010941197,-0.025446515489185945,-0.24671125223423804,0.12196308075963565,0.10017086234560067,0.0188243807628587,1899.7977528089887,1933.0,1722.0,978.0,0.9675929985521742,0.9750953202906006,0.9235,0.9786910951936261,0.9818437261469573,0.9514185837208424,True,alpha158_IMIN30,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,11011.0,3382.0,3382.0,1.0,0.0,0.0,0.4024246008279125,0.5975753991720876,0.0,0.5975753991720876,-1.0,-0.04946067162423348,-0.034514266919183176,-0.2577858306091649,0.1190485271802162,0.08730955760352488,0.0164770269330954,1899.804553518628,1933.0,1722.0,978.0,0.9675963989069934,0.9750953202906006,0.9235,0.9705230793848294,0.9765201685731487,0.9305869910260963,True,alpha158_IMIN60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,11481.0,3382.0,3382.0,1.0,0.0,0.0,0.5555884092253105,0.44441159077468956,0.0,0.5555884092253105,1.0,0.027305443481588858,0.024832882581123587,-0.1701868432627038,0.12562100459793007,0.10602636609706365,0.022431436058321912,1899.7936132465995,1933.0,1722.0,978.0,0.96759092877098,0.9750953202906006,0.9235,0.9826084810761048,0.9849718249531343,0.9614681573747099,True,alpha158_IMXD20,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,11950.0,3382.0,3382.0,1.0,0.0,0.0,0.5748078060319338,0.42519219396806623,0.0,0.5748078060319338,1.0,0.03655251943300059,0.027807179131583627,-0.16193692916545183,0.12637089325927553,0.1056480099451638,0.018679917649820375,1899.7977528089887,1933.0,1722.0,978.0,0.9675929985521742,0.9750953202906006,0.9235,0.9786910951936261,0.9818437261469573,0.9514185837208424,True,alpha158_IMXD30,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,12418.0,3382.0,3382.0,1.0,0.0,0.0,0.6232998225901834,0.37670017740981665,0.0,0.6232998225901834,1.0,0.05623288096917734,0.04144145708926798,-0.12569854521711976,0.12360330916668456,0.09346814884224457,0.02033823017346321,1899.804553518628,1933.0,1722.0,978.0,0.9675963989069934,0.9750953202906006,0.9235,0.9705230793848294,0.9765201685731487,0.9305869910260963,True,alpha158_IMXD60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,12885.0,3382.0,3382.0,1.0,0.0,0.0,0.24068598462448257,0.7593140153755175,0.0,0.7593140153755175,-1.0,-0.08306992388039618,-0.08336863461115229,-0.23358724940046943,0.11982942061634419,0.10169633880770015,0.020371195583429032,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_KLEN,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,13351.0,3382.0,3382.0,1.0,0.0,0.0,0.40005913660555886,0.5999408633944412,0.0,0.5999408633944412,-1.0,-0.023740552999983063,-0.023058912235798843,-0.14582443049731966,0.07812752494902464,0.06115825860272782,0.011187354044711847,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_KLOW,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,13816.0,3382.0,3382.0,1.0,0.0,0.0,0.4145476049674749,0.5854523950325251,0.0,0.5854523950325251,-1.0,-0.017361392162578492,-0.017886655229617764,-0.1279501637035213,0.07122375547506032,0.058114444257079984,0.01062857981176464,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_KUP,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,14280.0,3382.0,3382.0,1.0,0.0,0.0,0.6608515671200473,0.33914843287995267,0.0,0.6608515671200473,1.0,0.046332044684138964,0.05111707344304996,-0.11958941849071178,0.10998899725422195,0.09527615516513112,0.016911014095946933,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_LOW0,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,14743.0,3382.0,3382.0,1.0,0.0,0.0,0.43406268480189236,0.5659373151981076,0.0,0.5659373151981076,-1.0,-0.045808217180564124,-0.027417135051421106,-0.28285701123221424,0.14483610287323193,0.12117137278459422,0.02075376618904405,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MA10,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,15205.0,3382.0,3382.0,1.0,0.0,0.0,0.38261383796570075,0.6173861620342992,0.0,0.6173861620342992,-1.0,-0.06665439731785482,-0.05686779499850295,-0.3152181725982482,0.16012204369761357,0.13349540537994675,0.025204725626231828,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MA20,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,15666.0,3382.0,3382.0,1.0,0.0,0.0,0.3592548787699586,0.6407451212300413,0.0,0.6407451212300413,-1.0,-0.0821745473341511,-0.08030329201843436,-0.3393255587908552,0.1705245708508293,0.14567264681958314,0.029787957109123145,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MA30,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,16126.0,3382.0,3382.0,1.0,0.0,0.0,0.46392667060910703,0.5360733293908929,0.0,0.5360733293908929,-1.0,-0.03113917658000698,-0.01592682945380272,-0.25779675353724935,0.13527136065597978,0.11170511734542557,0.02178300304652945,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MA5,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,16585.0,3382.0,3382.0,1.0,0.0,0.0,0.2811945594322886,0.7188054405677115,0.0,0.7188054405677115,-1.0,-0.11475803207925918,-0.09898530788621701,-0.3721676427346512,0.17765492348098277,0.14402345488002122,0.023410500936699913,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MA60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,17043.0,3382.0,3382.0,1.0,0.0,0.0,0.3246599645180367,0.6753400354819633,0.0,0.6753400354819633,-1.0,-0.0825374851649948,-0.06798650264750691,-0.300807224672408,0.14202348827373243,0.11296870743420825,0.02069918599102973,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MAX5,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,17500.0,3382.0,3382.0,1.0,0.0,0.0,0.6398580721466588,0.3601419278533412,0.0,0.6398580721466588,1.0,0.042650340194422084,0.05076857298750155,-0.15158749039424696,0.12366168932315308,0.10653366714419811,0.017195517094928905,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MIN10,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,17956.0,3382.0,3382.0,1.0,0.0,0.0,0.6094027202838557,0.3905972797161443,0.0,0.6094027202838557,1.0,0.03287841711579534,0.042060241364195755,-0.1728634982610561,0.1263754582581546,0.10564928901390014,0.019901498325408058,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MIN20,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,18411.0,3382.0,3382.0,1.0,0.0,0.0,0.5878178592548787,0.4121821407451212,0.0,0.5878178592548787,1.0,0.024859668479377726,0.0372341608065715,-0.17960408716458143,0.12782653410047817,0.10669085089926553,0.020617159485696285,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MIN30,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,18865.0,3382.0,3382.0,1.0,0.0,0.0,0.6507983441750443,0.34920165582495566,0.0,0.6507983441750443,1.0,0.04759314176820117,0.05225894245445198,-0.14028879102938552,0.1213992112643417,0.10583605689215533,0.019155173488616242,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MIN5,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,19318.0,3382.0,3382.0,1.0,0.0,0.0,0.5570668243642815,0.4429331756357185,0.0,0.5570668243642815,1.0,0.007168563943068853,0.01976764647601751,-0.18442261946396887,0.11745454608585897,0.09381926375111652,0.01632451918600258,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_MIN60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,19770.0,3382.0,3382.0,1.0,0.0,0.0,0.5147841513897102,0.48521584861028977,0.0,0.5147841513897102,1.0,-0.012490251920956541,0.004559108712351905,-0.24105147167191715,0.13287525316373971,0.11214927094035779,0.019758825485495044,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_QTLD10,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,20221.0,3382.0,3382.0,1.0,0.0,0.0,0.4674748669426375,0.5325251330573625,0.0,0.5325251330573625,-1.0,-0.026894379788164186,-0.013565316833116275,-0.2580892155763366,0.14152477076484477,0.11696152564571956,0.021805202392889494,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_QTLD20,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,20671.0,3382.0,3382.0,1.0,0.0,0.0,0.43938497930218806,0.560615020697812,0.0,0.560615020697812,-1.0,-0.039090128660422864,-0.030680459573564106,-0.2818016893049062,0.14863267047105466,0.122612076136307,0.024978642496957183,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_QTLD30,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,21120.0,3382.0,3382.0,1.0,0.0,0.0,0.5310467179183915,0.4689532820816085,0.0,0.5310467179183915,1.0,-0.0012281317426316718,0.013334293715756246,-0.20840157210811963,0.12434198203025537,0.10519585291777869,0.02096039273853346,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_QTLD5,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,21568.0,3382.0,3382.0,1.0,0.0,0.0,0.37551744529863984,0.6244825547013602,0.0,0.6244825547013602,-1.0,-0.06628677794374119,-0.056957870769850046,-0.302176212276996,0.1515931689405834,0.11797667208681839,0.022471268230436953,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_QTLD60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,22015.0,3382.0,3382.0,1.0,0.0,0.0,0.3565937315198108,0.6434062684801892,0.0,0.6434062684801892,-1.0,-0.08362867999472201,-0.07362339807671295,-0.33634408310901415,0.16383782056493676,0.13993847364680814,0.026392739303911582,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_QTLU20,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,22461.0,3382.0,3382.0,1.0,0.0,0.0,0.32436428149024243,0.6756357185097576,0.0,0.6756357185097576,-1.0,-0.10008983171314376,-0.09664644368272994,-0.36025722169889424,0.17566088203358432,0.15081644633422076,0.028874502284395805,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_QTLU30,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,22906.0,3382.0,3382.0,1.0,0.0,0.0,0.255765819041987,0.744234180958013,0.0,0.744234180958013,-1.0,-0.1322524524741928,-0.11817326850483144,-0.3925432844868206,0.187300030601407,0.15339849443739112,0.029275352850190752,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_QTLU60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,23350.0,3382.0,3382.0,1.0,0.0,0.0,0.5023654642223536,0.4976345357776464,0.0,0.5023654642223536,1.0,0.014539383878412472,0.0017024581647444217,-0.18376336335355745,0.1272169170823299,0.1080620003974055,0.020667519439188917,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_RANK10,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,23793.0,3382.0,3382.0,1.0,0.0,0.0,0.5526315789473685,0.4473684210526316,0.0,0.5526315789473685,1.0,0.02980007441272689,0.024317437234805186,-0.1848125795420547,0.1372809042386822,0.12039714698838225,0.022107889397883877,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_RANK20,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,24235.0,3382.0,3382.0,1.0,0.0,0.0,0.5774689532820816,0.4225310467179184,0.0,0.5774689532820816,1.0,0.041661136742807504,0.03614593218902838,-0.1828071706367552,0.1438358342544214,0.12652801844389633,0.02498856785148697,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_RANK30,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,24676.0,3382.0,3382.0,1.0,0.0,0.0,0.6428149024246008,0.3571850975753992,0.0,0.6428149024246008,1.0,0.06988323922187582,0.06392751449666903,-0.15417015924021374,0.14749033656259355,0.12444939463647907,0.021036926661803696,1899.7782377291544,1933.0,1722.0,978.0,0.9675832410122571,0.9750953202906006,0.9235,0.9998102439969236,1.0,0.9994591963515705,True,alpha158_RANK60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,25116.0,3382.0,3382.0,1.0,0.0,0.0,0.48905972797161446,0.5109402720283855,0.0,0.5109402720283855,-1.0,0.006336097100591579,-0.007064476568858998,-0.22397128885332143,0.1548473456111358,0.1310089217005206,0.026877779480508707,1899.6191602602012,1932.0,1722.0,978.0,0.9675034076232848,0.9750514607580636,0.9235,0.9997244129116716,1.0,0.9990255651465141,True,alpha158_RESI60,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
Full,25555.0,3382.0,3382.0,1.0,0.0,0.0,0.4175044352454169,0.5824955647545831,0.0,0.5824955647545831,-1.0,-0.05141588809700404,-0.03812819229534937,-0.2900541290113009,0.15148204990226707,0.1297188494429706,0.021448510605746013,1880.3409225310468,1910.0,1683.1,958.0,0.9575265098245803,0.9615192307692308,0.9074256903086085,0.9891035181584097,0.9912909836065574,0.9766941638790556,True,alpha158_ROC10,mature_log_total_market_cap,False,marginal_exposure_annotation_only,unresolved_or_not_dominant
