level,cluster_id,comparison_view,members,comparable_pairs,all_pairs,co_membership_retention,eligible_reference_members,eligible_universe_members,best_eligible_member_jaccard,full_max_within_cluster_distance
0.85,31131cd63637fe2141e3,C,3,3,3,1.0,3,490,0.5,0.10388245682235198
0.85,3264e4bdfea99cf9e3e7,C,21,210,210,1.0,21,490,1.0,0.005267413639214791
0.85,333854b667bd90f28686,C,2,1,1,1.0,2,490,1.0,0.08857742217949482
0.85,34f23fccb4dbd1fe28cb,C,10,45,45,1.0,10,490,0.47619047619047616,0.07919706161034568
0.85,35dc446b1a90ac517df3,C,2,1,1,1.0,2,490,1.0,0.0863623353277222
0.85,37dd125492439f052e5d,C,1,0,0,,1,490,1.0,0.0
0.85,3859a9b13ef5e5156f66,C,1,0,0,,1,490,1.0,0.0
0.85,3947a64400c86cab4da5,C,1,0,0,,1,490,0.5,0.0
0.85,3c9d146255f1a20e730a,C,1,0,0,,1,490,1.0,0.0
0.85,3d6c4f7613faeb6ae9df,C,1,0,0,,1,490,1.0,0.0
0.85,3fea0971bd24591c59a3,C,1,0,0,,1,490,1.0,0.0
0.85,45bcdb395f43240d95fc,C,1,0,0,,1,1,1.0,0.0
0.85,49c8a41e8afed3ae75e4,C,4,6,6,1.0,4,490,1.0,0.08633219810110604
0.85,4c1c08d3dcfc0ff40558,C,40,780,780,0.7756410256410257,40,490,0.7446808510638298,0.14028264233997323
0.85,4d038426683be578092e,C,1,0,0,,1,490,1.0,0.0
0.85,4e7dab8c1e04ddf597a2,C,1,0,0,,1,490,1.0,0.0
0.85,50eec6d2709cbfe99824,C,1,0,0,,1,490,1.0,0.0
0.85,51aae1f3d735c9419f3b,C,1,0,0,,1,490,1.0,0.0
0.85,51eebe34ff4681e7a9d7,C,7,21,21,1.0,7,490,1.0,0.1302041276813355
0.85,53a96f21bf2a26604ddc,C,3,3,3,1.0,3,490,1.0,3.7953629128395505e-10
0.85,55b3cca360caca79cb38,C,1,0,0,,1,490,1.0,0.0
0.85,5747fe37574b3e22e149,C,16,120,120,1.0,16,490,0.8421052631578947,0.07191370478152492
0.85,58e3632eb0bc9ea84af1,C,1,0,0,,1,490,1.0,0.0
0.85,5b8fc308d2e9977261c4,C,2,1,1,1.0,2,490,1.0,0.07824773942883956
0.85,5bda4ea1edbf84b2c299,C,1,0,0,,1,490,1.0,0.0
0.85,5d0a2536eadffa31c504,C,1,0,0,,1,490,1.0,0.0
0.85,64ff92670d1fc7a450a0,C,1,0,0,,1,490,1.0,0.0
0.85,652d3278c0814e5e26ad,C,1,0,0,,1,490,1.0,0.0
0.85,65ee45bf83ffe981ce03,C,39,741,741,0.854251012145749,39,490,0.8181818181818182,0.09745157479726396
0.85,68130b84ceb34fcc5b4c,C,3,3,3,1.0,3,490,1.0,1.1102230246251565e-16
0.85,69c1b696c1fed3e685b3,C,10,45,45,1.0,10,490,0.47619047619047616,0.05650166937648293
0.85,6d045d4a5a5a1e25a76d,C,1,0,0,,1,490,1.0,0.0
0.85,6d7e26d9fb12d6d1f05f,C,1,0,0,,1,490,1.0,0.0
0.85,6e373ca8c4c51161c94a,C,2,1,1,1.0,2,490,1.0,0.13295354450588392
0.85,6e8b881c5b29083f2cd9,C,2,1,1,1.0,2,490,1.0,0.0
0.85,6ecdf74759887a6c3d0c,C,1,0,0,,1,490,0.5,0.0
0.85,73842c5f575b4db6651f,C,2,1,1,1.0,2,490,1.0,0.048108351744284183
0.85,760344d19d910c88a231,C,3,3,3,0.3333333333333333,3,490,0.4,0.13274504278117305
0.85,798363c80e47957ecb6e,C,1,0,0,,1,490,1.0,0.0
0.85,7ad7bdd9a681975845d4,C,34,561,561,0.5276292335115864,34,490,0.7058823529411765,0.1285013666133814
0.85,802716de7f5d647f7782,C,5,10,10,1.0,5,490,0.45454545454545453,0.08213765055368749
0.85,8177082aee57c085c90f,C,1,0,0,,1,490,1.0,0.0
0.85,829505393e3921348650,C,1,0,0,,1,490,1.0,0.0
0.85,82dcac43bacce3fc3661,C,1,0,0,,1,1,1.0,0.0
0.85,85c3918a22d6e0e6b04f,C,1,0,0,,1,490,1.0,0.0
0.85,87c29bb2c96acbf308ec,C,1,0,0,,1,490,1.0,0.0
0.85,8b9c10f1738d819a3a5c,C,21,210,210,0.6190476190476191,21,490,0.6153846153846154,0.10140813464351095
0.85,8ccde5fb72eecef5052d,C,1,0,0,,1,490,1.0,0.0
0.85,8d110530703aea79c47f,C,3,3,3,1.0,3,490,1.0,0.0820546096146233
0.85,8e056b8e792abdcbc303,C,1,0,0,,1,490,1.0,0.0
0.85,905f9b38c98ec0289930,C,1,0,0,,1,490,1.0,0.0
0.85,925df0f0e6025cbe8c08,C,2,1,1,1.0,2,490,1.0,0.022126934638916795
0.85,928e1187c1f60f1539a1,C,1,0,0,,1,490,1.0,0.0
0.85,92de1d9fafb10d19e62d,C,1,0,0,,1,490,1.0,0.0
0.85,99abecbf5573d836c0b3,C,10,45,45,1.0,10,490,1.0,0.08921825052745347
0.85,9b1b698befa55b67587a,C,1,0,0,,1,490,1.0,0.0
0.85,9bd859cd4f410c55cb68,C,1,0,0,,1,490,0.5,0.0
0.85,9c8ea301d328a2cd7d32,C,5,10,10,0.4,5,490,0.5,0.1010414934303775
0.85,9cc5eb2d4a7f36654fa4,C,1,0,0,,1,490,1.0,0.0
0.85,9cd7b139f95035d8e150,C,2,1,1,1.0,2,490,1.0,0.06091401623893611
0.85,9e11780a6380bc9e2907,C,1,0,0,,1,490,1.0,0.0
0.85,9e359c111ed97df2f5b9,C,3,3,3,1.0,3,490,0.75,0.08112603661115081
0.85,9e80a35d40a36195ce83,C,1,0,0,,1,490,1.0,0.0
0.85,a0bd5f69ec2dc4510cbc,C,2,1,1,1.0,2,490,1.0,0.08013306500145823
0.85,a545df54283b7b075786,C,1,0,0,,1,490,1.0,0.0
0.85,acac013a5a2e88814f49,C,2,1,1,1.0,2,490,1.0,0.07174894979058855
0.85,af3edcd28e343b4afd92,C,1,0,0,,1,1,1.0,0.0
0.85,b0c74239f353ee5ed5bb,C,1,0,0,,1,490,1.0,0.0
0.85,b3733a70b7e7cecb1829,C,1,0,0,,1,490,1.0,0.0
0.85,b855fce0089e165b279c,C,3,3,3,1.0,3,490,1.0,0.12241721630288782
0.85,b980b27129a2ddcd1297,C,1,0,0,,1,490,1.0,0.0
0.85,bb481ade170e7b1644f5,C,2,1,1,1.0,2,490,1.0,0.07825519788233537
0.85,bcd4ae7bacdde4eb3250,C,2,1,1,1.0,2,490,1.0,0.01036801122365405
0.85,c398c20da83e349dc94a,C,15,105,105,1.0,15,490,1.0,0.12308245152401531
0.85,c4dbe0246bbbd990fe3d,C,1,0,0,,1,490,1.0,0.0
0.85,ca009d62ffb4e38d4f51,C,1,0,0,,1,490,1.0,0.0
0.85,ce1953d5155d1b3d4166,C,1,0,0,,1,490,1.0,0.0
0.85,ce29dc1c621b9fb31c07,C,1,0,0,,1,490,1.0,0.0
0.85,cfc2852027b8fa833e78,C,1,0,0,,1,490,1.0,0.0
0.85,d051b694375e548a949d,C,1,0,0,,1,490,1.0,0.0
0.85,d19a1d0786470217e2b9,C,2,1,1,0.0,2,490,0.5,0.10014112134271524
0.85,d5a17e2d5b78a507fac1,C,1,0,0,,1,490,1.0,0.0
0.85,d644a456a9384bc1a7a8,C,16,120,120,0.5,16,490,0.47619047619047616,0.10911161366591204
0.85,d6cf451f24db9f37b0b2,C,2,1,1,0.0,2,490,0.5,0.14475279605985691
0.85,d7490ce3acaa68a626b7,C,1,0,0,,1,490,1.0,0.0
0.85,d7b0da1631c945081ac7,C,1,0,0,,1,490,1.0,0.0
0.85,d7b9777e0f6ceefffbc1,C,6,15,15,1.0,6,490,0.5454545454545454,0.07252328592707125
0.85,e26457b832e3441af5a0,C,1,0,0,,1,490,1.0,0.0
0.85,e7b56d64b308b6a6b331,C,2,1,1,1.0,2,490,0.5,0.0547740405189201
0.85,e8dba402804c78bfb93c,C,2,1,1,1.0,2,490,1.0,0.00276912577987809
0.85,ea11cb9d6f9260164797,C,4,6,6,1.0,4,490,1.0,0.06003018264701576
0.85,eb48adede1d110d99114,C,1,0,0,,1,490,1.0,0.0
0.85,eba6840e806de72e6b05,C,1,0,0,,1,490,1.0,0.0
0.85,ee1914b04993cbfcfdf0,C,1,0,0,,1,490,1.0,0.0
0.85,ef028779b8e249020429,C,2,1,1,1.0,2,490,1.0,0.0
0.85,f1260a1077021ff345c4,C,1,0,0,,1,490,1.0,0.0
0.85,f36b4c760b9ed9892335,C,1,0,0,,1,490,1.0,0.0
0.85,f36e408233a08a518210,C,1,0,0,,1,490,1.0,0.0
0.85,fafdb752083a2a6a32c4,C,2,1,1,1.0,2,490,1.0,0.13353513330511535
0.85,fb1d02df222563a817aa,C,16,120,120,0.5416666666666666,16,490,0.4230769230769231,0.11113502028009137
0.85,fbebd930c9eb3e21e9e7,C,11,55,55,1.0,11,490,1.0,0.10330783093706852
0.85,ff71c050b7473ffadb39,C,1,0,0,,1,490,1.0,0.0
0.85,04bb0bb1b47e9d933fe1,D,1,0,0,,1,493,1.0,0.0
0.85,05a5e07ccb42b446712c,D,1,0,0,,1,1,1.0,0.0
0.85,088ee2aa453ebc20cda6,D,1,0,0,,1,493,1.0,0.0
0.85,0c2f61077a39a0d119cb,D,1,0,0,,1,493,1.0,0.0
0.85,0ea703d9c7528e585a4a,D,1,0,0,,1,493,0.5,0.0
0.85,0ea75c2af358cad5a82c,D,1,0,0,,1,493,0.5,0.0
0.85,0f2d2c1c659e838d03e9,D,1,0,0,,1,493,1.0,0.0
0.85,0f34420bf6deb7a69f7c,D,40,780,780,0.7384615384615385,40,493,0.7391304347826086,0.12099013271188586
0.85,10ab03ef9cf7699ad71e,D,7,21,21,1.0,7,493,0.875,0.06512529615947726
0.85,11d5ba29f76765ccf8f5,D,2,1,1,1.0,2,493,1.0,0.0001380714424861207
0.85,132e383a3c692ba1089e,D,1,0,0,,1,493,1.0,0.0
0.85,13d23ecc45a37049b2e6,D,3,3,3,1.0,3,493,1.0,2.220446049250313e-16
0.85,15ab88f85c5d919cc327,D,1,0,0,,1,493,1.0,0.0
0.85,18049a99624b8600fa68,D,1,0,0,,1,493,1.0,0.0
0.85,1a56020529c6d64d6b19,D,1,0,0,,1,493,1.0,0.0
0.85,1b87df472e386a2274ae,D,1,0,0,,1,493,1.0,0.0
0.85,1c87baddb1ca72c9f1f5,D,1,0,0,,1,493,0.5,0.0
0.85,2053539fc90ad09b7b4a,D,1,0,0,,1,493,1.0,0.0
0.85,20e222bac9c9d8a31ddd,D,1,0,0,,1,493,1.0,0.0
0.85,2166aa8a701058a0e676,D,1,0,0,,1,493,1.0,0.0
0.85,2459ae027bbeb4794e4e,D,1,0,0,,1,493,1.0,0.0
0.85,26b702c5f914f1192a09,D,3,3,3,1.0,3,493,0.23076923076923078,0.09461202838227334
0.85,2857a87c99d5e649be37,D,1,0,0,,1,493,1.0,0.0
0.85,2abf9b23f15ee1b48ab9,D,1,0,0,,1,493,1.0,0.0
0.85,2cd8ec2f71b681c8a2d8,D,4,6,6,1.0,4,493,1.0,0.1361242729044947
0.85,2cf2e4c7943d89b5b2db,D,4,6,6,0.5,4,493,0.42857142857142855,0.11262021475879269
0.85,2d5ace017a64dafb19fc,D,2,1,1,1.0,2,493,1.0,0.11527930081982518
0.85,2dbd2f1072dd16970ce5,D,2,1,1,1.0,2,493,1.0,0.0
0.85,2e80607f11ab659a8b88,D,2,1,1,1.0,2,493,1.0,0.10273449835230741
0.85,2f04615f80fcda08db78,D,1,0,0,,1,493,0.5,0.0
0.85,31131cd63637fe2141e3,D,3,3,3,1.0,3,493,0.5,0.10388245682235198
0.85,3264e4bdfea99cf9e3e7,D,21,210,210,1.0,21,493,0.9545454545454546,0.005267413639214791
0.85,333854b667bd90f28686,D,2,1,1,1.0,2,493,1.0,0.08857742217949482
0.85,34f23fccb4dbd1fe28cb,D,10,45,45,0.4666666666666667,10,493,0.4,0.07919706161034568
0.85,35dc446b1a90ac517df3,D,2,1,1,1.0,2,493,1.0,0.0863623353277222
0.85,37dd125492439f052e5d,D,1,0,0,,1,493,1.0,0.0
0.85,3859a9b13ef5e5156f66,D,1,0,0,,1,493,1.0,0.0
0.85,3947a64400c86cab4da5,D,1,0,0,,1,493,0.5,0.0
0.85,3c9d146255f1a20e730a,D,1,0,0,,1,493,0.25,0.0
0.85,3d6c4f7613faeb6ae9df,D,1,0,0,,1,493,1.0,0.0
0.85,3fea0971bd24591c59a3,D,1,0,0,,1,493,1.0,0.0
0.85,45bcdb395f43240d95fc,D,1,0,0,,1,493,1.0,0.0
0.85,49c8a41e8afed3ae75e4,D,4,6,6,0.5,4,493,0.375,0.08633219810110604
0.85,4c1c08d3dcfc0ff40558,D,40,780,780,0.7384615384615385,40,493,0.7391304347826086,0.14028264233997323
0.85,4d038426683be578092e,D,1,0,0,,1,493,1.0,0.0
0.85,4e7dab8c1e04ddf597a2,D,1,0,0,,1,493,1.0,0.0
0.85,50eec6d2709cbfe99824,D,1,0,0,,1,493,1.0,0.0
0.85,51aae1f3d735c9419f3b,D,1,0,0,,1,493,0.5,0.0
0.85,51eebe34ff4681e7a9d7,D,7,21,21,0.7142857142857143,7,493,0.5454545454545454,0.1302041276813355
0.85,53a96f21bf2a26604ddc,D,3,3,3,1.0,3,493,1.0,3.7953629128395505e-10
0.85,55b3cca360caca79cb38,D,1,0,0,,1,493,1.0,0.0
0.85,5747fe37574b3e22e149,D,16,120,120,1.0,16,493,0.8,0.07191370478152492
0.85,58e3632eb0bc9ea84af1,D,1,0,0,,1,493,1.0,0.0
0.85,5b8fc308d2e9977261c4,D,2,1,1,1.0,2,493,1.0,0.07824773942883956
0.85,5bda4ea1edbf84b2c299,D,1,0,0,,1,493,0.5,0.0
0.85,5d0a2536eadffa31c504,D,1,0,0,,1,493,1.0,0.0
0.85,64ff92670d1fc7a450a0,D,1,0,0,,1,493,1.0,0.0
0.85,652d3278c0814e5e26ad,D,1,0,0,,1,493,1.0,0.0
0.85,65ee45bf83ffe981ce03,D,39,741,741,0.8110661268556005,39,493,0.7777777777777778,0.09745157479726396
0.85,68130b84ceb34fcc5b4c,D,3,3,3,1.0,3,493,1.0,1.1102230246251565e-16
0.85,69c1b696c1fed3e685b3,D,10,45,45,1.0,10,493,0.47619047619047616,0.05650166937648293
0.85,6d045d4a5a5a1e25a76d,D,1,0,0,,1,493,1.0,0.0
0.85,6d7e26d9fb12d6d1f05f,D,1,0,0,,1,493,1.0,0.0
0.85,6e373ca8c4c51161c94a,D,2,1,1,1.0,2,493,1.0,0.13295354450588392
0.85,6e8b881c5b29083f2cd9,D,2,1,1,1.0,2,493,1.0,0.0
0.85,6ecdf74759887a6c3d0c,D,1,0,0,,1,493,0.5,0.0
0.85,73842c5f575b4db6651f,D,2,1,1,1.0,2,493,1.0,0.048108351744284183
0.85,760344d19d910c88a231,D,3,3,3,1.0,3,493,0.6,0.13274504278117305
0.85,798363c80e47957ecb6e,D,1,0,0,,1,493,0.5,0.0
0.85,7ad7bdd9a681975845d4,D,34,561,561,0.5294117647058824,34,493,0.6666666666666666,0.1285013666133814
0.85,802716de7f5d647f7782,D,5,10,10,0.6,5,493,0.36363636363636365,0.08213765055368749
0.85,8177082aee57c085c90f,D,1,0,0,,1,493,1.0,0.0
0.85,829505393e3921348650,D,1,0,0,,1,493,1.0,0.0
0.85,82dcac43bacce3fc3661,D,1,0,0,,1,493,1.0,0.0
0.85,85c3918a22d6e0e6b04f,D,1,0,0,,1,493,1.0,0.0
0.85,87c29bb2c96acbf308ec,D,1,0,0,,1,493,1.0,0.0
0.85,8b9c10f1738d819a3a5c,D,21,210,210,0.6761904761904762,21,493,0.68,0.10140813464351095
0.85,8ccde5fb72eecef5052d,D,1,0,0,,1,493,1.0,0.0
0.85,8d110530703aea79c47f,D,3,3,3,1.0,3,493,0.75,0.0820546096146233
0.85,8e056b8e792abdcbc303,D,1,0,0,,1,493,1.0,0.0
0.85,905f9b38c98ec0289930,D,1,0,0,,1,493,1.0,0.0
0.85,925df0f0e6025cbe8c08,D,2,1,1,1.0,2,493,1.0,0.022126934638916795
0.85,928e1187c1f60f1539a1,D,1,0,0,,1,493,1.0,0.0
0.85,92de1d9fafb10d19e62d,D,1,0,0,,1,493,1.0,0.0
0.85,99abecbf5573d836c0b3,D,10,45,45,0.4666666666666667,10,493,0.35294117647058826,0.08921825052745347
0.85,9b1b698befa55b67587a,D,1,0,0,,1,493,1.0,0.0
0.85,9bd859cd4f410c55cb68,D,1,0,0,,1,493,0.5,0.0
0.85,9c8ea301d328a2cd7d32,D,5,10,10,1.0,5,493,0.8333333333333334,0.1010414934303775
0.85,9cc5eb2d4a7f36654fa4,D,1,0,0,,1,493,1.0,0.0
0.85,9cd7b139f95035d8e150,D,2,1,1,1.0,2,493,1.0,0.06091401623893611
0.85,9e11780a6380bc9e2907,D,1,0,0,,1,493,1.0,0.0
0.85,9e359c111ed97df2f5b9,D,3,3,3,0.3333333333333333,3,493,0.25,0.08112603661115081
0.85,9e80a35d40a36195ce83,D,1,0,0,,1,493,1.0,0.0
0.85,a0bd5f69ec2dc4510cbc,D,2,1,1,1.0,2,493,1.0,0.08013306500145823
0.85,a545df54283b7b075786,D,1,0,0,,1,493,1.0,0.0
0.85,acac013a5a2e88814f49,D,2,1,1,1.0,2,493,1.0,0.07174894979058855
0.85,af3edcd28e343b4afd92,D,1,0,0,,1,493,0.045454545454545456,0.0
0.85,b0c74239f353ee5ed5bb,D,1,0,0,,1,493,1.0,0.0
0.85,b3733a70b7e7cecb1829,D,1,0,0,,1,493,1.0,0.0
0.85,b855fce0089e165b279c,D,3,3,3,1.0,3,493,1.0,0.12241721630288782
0.85,b980b27129a2ddcd1297,D,1,0,0,,1,493,1.0,0.0
0.85,bb481ade170e7b1644f5,D,2,1,1,1.0,2,493,0.07692307692307693,0.07825519788233537
0.85,bcd4ae7bacdde4eb3250,D,2,1,1,1.0,2,493,1.0,0.01036801122365405
0.85,c398c20da83e349dc94a,D,15,105,105,0.580952380952381,15,493,0.5789473684210527,0.12308245152401531
0.85,c4dbe0246bbbd990fe3d,D,1,0,0,,1,493,1.0,0.0
0.85,ca009d62ffb4e38d4f51,D,1,0,0,,1,493,1.0,0.0
0.85,ce1953d5155d1b3d4166,D,1,0,0,,1,493,1.0,0.0
0.85,ce29dc1c621b9fb31c07,D,1,0,0,,1,493,1.0,0.0
0.85,cfc2852027b8fa833e78,D,1,0,0,,1,493,1.0,0.0
0.85,d051b694375e548a949d,D,1,0,0,,1,493,0.5,0.0
0.85,d19a1d0786470217e2b9,D,2,1,1,1.0,2,493,1.0,0.10014112134271524
0.85,d5a17e2d5b78a507fac1,D,1,0,0,,1,493,1.0,0.0
0.85,d644a456a9384bc1a7a8,D,16,120,120,0.475,16,493,0.3333333333333333,0.10911161366591204
0.85,d6cf451f24db9f37b0b2,D,2,1,1,0.0,2,493,0.5,0.14475279605985691
0.85,d7490ce3acaa68a626b7,D,1,0,0,,1,493,1.0,0.0
0.85,d7b0da1631c945081ac7,D,1,0,0,,1,493,1.0,0.0
0.85,d7b9777e0f6ceefffbc1,D,6,15,15,1.0,6,493,0.5454545454545454,0.07252328592707125
0.85,e26457b832e3441af5a0,D,1,0,0,,1,493,1.0,0.0
0.85,e7b56d64b308b6a6b331,D,2,1,1,1.0,2,493,0.2857142857142857,0.0547740405189201
0.85,e8dba402804c78bfb93c,D,2,1,1,1.0,2,493,1.0,0.00276912577987809
0.85,ea11cb9d6f9260164797,D,4,6,6,1.0,4,493,1.0,0.06003018264701576
0.85,eb48adede1d110d99114,D,1,0,0,,1,493,1.0,0.0
0.85,eba6840e806de72e6b05,D,1,0,0,,1,493,1.0,0.0
0.85,ee1914b04993cbfcfdf0,D,1,0,0,,1,493,1.0,0.0
0.85,ef028779b8e249020429,D,2,1,1,1.0,2,493,1.0,0.0
0.85,f1260a1077021ff345c4,D,1,0,0,,1,493,1.0,0.0
0.85,f36b4c760b9ed9892335,D,1,0,0,,1,493,1.0,0.0
0.85,f36e408233a08a518210,D,1,0,0,,1,493,1.0,0.0
0.85,fafdb752083a2a6a32c4,D,2,1,1,1.0,2,493,1.0,0.13353513330511535
0.85,fb1d02df222563a817aa,D,16,120,120,0.5416666666666666,16,493,0.44,0.11113502028009137
0.85,fbebd930c9eb3e21e9e7,D,11,55,55,0.4909090909090909,11,493,0.4666666666666667,0.10330783093706852
0.85,ff71c050b7473ffadb39,D,1,0,0,,1,493,1.0,0.0
0.85,04bb0bb1b47e9d933fe1,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,05a5e07ccb42b446712c,LOO_A,1,0,0,,1,1,1.0,0.0
0.85,088ee2aa453ebc20cda6,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,0c2f61077a39a0d119cb,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,0ea703d9c7528e585a4a,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,0ea75c2af358cad5a82c,LOO_A,1,0,0,,1,490,0.5,0.0
0.85,0f2d2c1c659e838d03e9,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,0f34420bf6deb7a69f7c,LOO_A,40,780,780,0.7756410256410257,40,490,0.7777777777777778,0.12099013271188586
0.85,10ab03ef9cf7699ad71e,LOO_A,7,21,21,1.0,7,490,0.7777777777777778,0.06512529615947726
0.85,11d5ba29f76765ccf8f5,LOO_A,2,1,1,1.0,2,490,1.0,0.0001380714424861207
0.85,132e383a3c692ba1089e,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,13d23ecc45a37049b2e6,LOO_A,3,3,3,1.0,3,490,1.0,2.220446049250313e-16
0.85,15ab88f85c5d919cc327,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,18049a99624b8600fa68,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,1a56020529c6d64d6b19,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,1b87df472e386a2274ae,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,1c87baddb1ca72c9f1f5,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,2053539fc90ad09b7b4a,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,20e222bac9c9d8a31ddd,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,2166aa8a701058a0e676,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,2459ae027bbeb4794e4e,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,26b702c5f914f1192a09,LOO_A,3,3,3,1.0,3,490,1.0,0.09461202838227334
0.85,2857a87c99d5e649be37,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,2abf9b23f15ee1b48ab9,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,2cd8ec2f71b681c8a2d8,LOO_A,4,6,6,1.0,4,490,1.0,0.1361242729044947
0.85,2cf2e4c7943d89b5b2db,LOO_A,4,6,6,0.5,4,490,0.42857142857142855,0.11262021475879269
0.85,2d5ace017a64dafb19fc,LOO_A,2,1,1,1.0,2,490,1.0,0.11527930081982518
0.85,2dbd2f1072dd16970ce5,LOO_A,2,1,1,1.0,2,490,1.0,0.0
0.85,2e80607f11ab659a8b88,LOO_A,2,1,1,1.0,2,490,1.0,0.10273449835230741
0.85,2f04615f80fcda08db78,LOO_A,1,0,0,,1,490,0.5,0.0
0.85,31131cd63637fe2141e3,LOO_A,3,3,3,1.0,3,490,0.5,0.10388245682235198
0.85,3264e4bdfea99cf9e3e7,LOO_A,21,210,210,1.0,21,490,1.0,0.005267413639214791
0.85,333854b667bd90f28686,LOO_A,2,1,1,1.0,2,490,1.0,0.08857742217949482
0.85,34f23fccb4dbd1fe28cb,LOO_A,10,45,45,1.0,10,490,0.47619047619047616,0.07919706161034568
0.85,35dc446b1a90ac517df3,LOO_A,2,1,1,1.0,2,490,1.0,0.0863623353277222
0.85,37dd125492439f052e5d,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,3859a9b13ef5e5156f66,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,3947a64400c86cab4da5,LOO_A,1,0,0,,1,490,0.5,0.0
0.85,3c9d146255f1a20e730a,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,3d6c4f7613faeb6ae9df,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,3fea0971bd24591c59a3,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,45bcdb395f43240d95fc,LOO_A,1,0,0,,1,1,1.0,0.0
0.85,49c8a41e8afed3ae75e4,LOO_A,4,6,6,1.0,4,490,1.0,0.08633219810110604
0.85,4c1c08d3dcfc0ff40558,LOO_A,40,780,780,0.7756410256410257,40,490,0.7777777777777778,0.14028264233997323
0.85,4d038426683be578092e,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,4e7dab8c1e04ddf597a2,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,50eec6d2709cbfe99824,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,51aae1f3d735c9419f3b,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,51eebe34ff4681e7a9d7,LOO_A,7,21,21,0.5238095238095238,7,490,0.7142857142857143,0.1302041276813355
0.85,53a96f21bf2a26604ddc,LOO_A,3,3,3,1.0,3,490,1.0,3.7953629128395505e-10
0.85,55b3cca360caca79cb38,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,5747fe37574b3e22e149,LOO_A,16,120,120,1.0,16,490,0.8421052631578947,0.07191370478152492
0.85,58e3632eb0bc9ea84af1,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,5b8fc308d2e9977261c4,LOO_A,2,1,1,1.0,2,490,1.0,0.07824773942883956
0.85,5bda4ea1edbf84b2c299,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,5d0a2536eadffa31c504,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,64ff92670d1fc7a450a0,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,652d3278c0814e5e26ad,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,65ee45bf83ffe981ce03,LOO_A,39,741,741,0.854251012145749,39,490,0.8181818181818182,0.09745157479726396
0.85,68130b84ceb34fcc5b4c,LOO_A,3,3,3,1.0,3,490,1.0,1.1102230246251565e-16
0.85,69c1b696c1fed3e685b3,LOO_A,10,45,45,1.0,10,490,0.47619047619047616,0.05650166937648293
0.85,6d045d4a5a5a1e25a76d,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,6d7e26d9fb12d6d1f05f,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,6e373ca8c4c51161c94a,LOO_A,2,1,1,1.0,2,490,1.0,0.13295354450588392
0.85,6e8b881c5b29083f2cd9,LOO_A,2,1,1,1.0,2,490,1.0,0.0
0.85,6ecdf74759887a6c3d0c,LOO_A,1,0,0,,1,490,0.5,0.0
0.85,73842c5f575b4db6651f,LOO_A,2,1,1,1.0,2,490,1.0,0.048108351744284183
0.85,760344d19d910c88a231,LOO_A,3,3,3,1.0,3,490,1.0,0.13274504278117305
0.85,798363c80e47957ecb6e,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,7ad7bdd9a681975845d4,LOO_A,34,561,561,0.5276292335115864,34,490,0.7058823529411765,0.1285013666133814
0.85,802716de7f5d647f7782,LOO_A,5,10,10,1.0,5,490,0.45454545454545453,0.08213765055368749
0.85,8177082aee57c085c90f,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,829505393e3921348650,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,82dcac43bacce3fc3661,LOO_A,1,0,0,,1,1,1.0,0.0
0.85,85c3918a22d6e0e6b04f,LOO_A,1,0,0,,1,490,1.0,0.0
0.85,87c29bb2c96acbf308ec,LOO_A,1,0,0,,1,490,1.0,0.0
