factor,source_family,batch_id,dependency_class,cross_sectional_operator_present,max_lookback_trading_days,state_propagation_rule,classification_evidence,classifier_version,affected_date_count,fallback_sensitive,filter_only_reuse_allowed,recompute_policy,review_status
alpha158_CORR10,alpha158,alpha158_002,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=Corr($close, Log($volume+1), 10);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_CORR20,alpha158,alpha158_002,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=Corr($close, Log($volume+1), 20);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_CORR30,alpha158,alpha158_002,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=Corr($close, Log($volume+1), 30);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_CORR5,alpha158,alpha158_002,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=Corr($close, Log($volume+1), 5);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_CORR60,alpha158,alpha158_002,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=Corr($close, Log($volume+1), 60);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_HIGH0,alpha158,alpha158_002,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=$high/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMAX10,alpha158,alpha158_003,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMax($high, 10)/10;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMAX20,alpha158,alpha158_003,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMax($high, 20)/20;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMAX30,alpha158,alpha158_003,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMax($high, 30)/30;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMAX60,alpha158,alpha158_003,pure_time_series,False,60,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMax($high, 60)/60;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMIN10,alpha158,alpha158_003,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMin($low, 10)/10;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMIN20,alpha158,alpha158_003,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMin($low, 20)/20;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMIN30,alpha158,alpha158_003,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMin($low, 30)/30;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMIN5,alpha158,alpha158_003,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMin($low, 5)/5;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMIN60,alpha158,alpha158_003,pure_time_series,False,60,instrument_local_history_only,"qlib_per_instrument_expression;expression=IdxMin($low, 60)/60;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMXD10,alpha158,alpha158_003,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=(IdxMax($high, 10)-IdxMin($low, 10))/10;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMXD20,alpha158,alpha158_003,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=(IdxMax($high, 20)-IdxMin($low, 20))/20;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMXD30,alpha158,alpha158_003,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=(IdxMax($high, 30)-IdxMin($low, 30))/30;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMXD5,alpha158,alpha158_003,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=(IdxMax($high, 5)-IdxMin($low, 5))/5;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_IMXD60,alpha158,alpha158_003,pure_time_series,False,60,instrument_local_history_only,"qlib_per_instrument_expression;expression=(IdxMax($high, 60)-IdxMin($low, 60))/60;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KLEN,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=($high-$low)/$open;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KLOW,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=(Less($open, $close)-$low)/$open;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KLOW2,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=(Less($open, $close)-$low)/($high-$low+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KMID,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=($close-$open)/$open;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KMID2,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=($close-$open)/($high-$low+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KSFT,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=(2*$close-$high-$low)/$open;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KSFT2,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=(2*$close-$high-$low)/($high-$low+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KUP,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=($high-Greater($open, $close))/$open;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_KUP2,alpha158,alpha158_001,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=($high-Greater($open, $close))/($high-$low+1e-12);Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_LOW0,alpha158,alpha158_002,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=$low/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MA10,alpha158,alpha158_003,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=Mean($close, 10)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MA20,alpha158,alpha158_003,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=Mean($close, 20)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MA30,alpha158,alpha158_003,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=Mean($close, 30)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MA5,alpha158,alpha158_003,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=Mean($close, 5)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MA60,alpha158,alpha158_004,pure_time_series,False,60,instrument_local_history_only,"qlib_per_instrument_expression;expression=Mean($close, 60)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MAX10,alpha158,alpha158_004,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=Max($high, 10)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MAX20,alpha158,alpha158_004,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=Max($high, 20)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MAX30,alpha158,alpha158_004,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=Max($high, 30)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MAX5,alpha158,alpha158_004,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=Max($high, 5)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MAX60,alpha158,alpha158_004,pure_time_series,False,60,instrument_local_history_only,"qlib_per_instrument_expression;expression=Max($high, 60)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MIN10,alpha158,alpha158_004,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=Min($low, 10)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MIN20,alpha158,alpha158_004,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=Min($low, 20)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MIN30,alpha158,alpha158_004,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=Min($low, 30)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MIN5,alpha158,alpha158_004,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=Min($low, 5)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_MIN60,alpha158,alpha158_004,pure_time_series,False,60,instrument_local_history_only,"qlib_per_instrument_expression;expression=Min($low, 60)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_OPEN0,alpha158,alpha158_003,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=$open/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_QTLD10,alpha158,alpha158_004,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=Quantile($close, 10, 0.2)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_QTLD20,alpha158,alpha158_004,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=Quantile($close, 20, 0.2)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha158_QTLD30,alpha158,alpha158_004,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=Quantile($close, 30, 0.2)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
