factor,category,eligible,exclusion_reason,valid_rows,total_rows,coverage,missing_rate,min,max,mean,source_project,source_function,source_commit,license
ta_trend_ichimoku_b,trend,True,,21281,21285,0.9998120742306789,0.00018792576932114002,0.17916306853294373,95.80062103271484,6.121979835429763,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_ichimoku_base,trend,True,,17862,21285,0.8391825229034532,0.1608174770965468,0.1525215283036232,101.55316543579102,6.150306578319511,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_ichimoku_conv,trend,True,,20093,21285,0.9439981207423068,0.05600187925769318,0.11305661126971245,103.93134689331055,6.077532395923683,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_kst,trend,True,,18964,21285,0.8909560723514212,0.10904392764857884,-408.67249036828673,766.7866733670236,7.6878680405526545,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_kst_diff,trend,True,,18964,21285,0.8909560723514212,0.10904392764857884,-221.16138032146006,250.2600485445173,0.27222180500759335,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_kst_sig,trend,True,,19080,21285,0.8964059196617337,0.10359408033826634,-402.35921162698,728.021604973064,7.542824219699299,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_macd,trend,True,,18271,21285,0.8583979328165374,0.14160206718346258,-4.18235663135188,7.326609974258787,0.014272666608656503,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_macd_diff,trend,True,,17311,21285,0.8132957481794691,0.18670425182053085,-2.1612441882185642,2.3216918818990955,-0.0012361374617542006,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_macd_signal,trend,True,,17311,21285,0.8132957481794691,0.18670425182053085,-3.8030493228648377,5.995323392633227,0.013674606264699614,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_mass_index,trend,True,,16471,21285,0.7738313366220343,0.2261686633779657,12.700913204634181,31.677049453213364,24.9658378358143,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_psar_down,trend,True,,10988,21285,0.5162320883251116,0.4837679116748884,0.11416329443454742,113.91907501220703,6.278472105166588,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_psar_down_indicator,trend,True,,21285,21285,1.0,0.0,0.0,1.0,0.05243128964059197,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_psar_up,trend,True,,9705,21285,0.4559548978153629,0.5440451021846371,0.10068684816360474,96.4298324584961,5.740472900558845,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_psar_up_indicator,trend,True,,21285,21285,1.0,0.0,0.0,1.0,0.04994127319708715,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_sma_fast,trend,True,,19694,21285,0.9252525252525252,0.07474747474747478,0.11535116222997506,100.85860761006673,6.057937010873802,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_sma_slow,trend,True,,17862,21285,0.8391825229034532,0.1608174770965468,0.15163831470104364,97.66206213144156,6.078059972696177,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_stc,trend,True,,12632,21285,0.5934695795160911,0.40653042048390886,0.0,100.0,53.69918516983308,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_trix,trend,True,,16111,21285,0.7569180173831337,0.2430819826168663,-4.087217139799057,2.905830971540528,0.006399468874953089,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_vortex_ind_diff,trend,True,,19297,21285,0.9066008926474043,0.09339910735259571,-1.3736038929081968,0.9878242602284353,-0.0324713758461421,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_vortex_ind_neg,trend,True,,19297,21285,0.9066008926474043,0.09339910735259571,0.3946658037635223,1.8004358522646402,0.9956689416303511,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_trend_vortex_ind_pos,trend,True,,19297,21285,0.9066008926474043,0.09339910735259571,0.39270012241540564,1.4466941886936113,0.963197565784209,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_atr,volatility,True,,20423,21285,0.959501996711299,0.04049800328870101,0.0,6.274471783672561,0.20927580886705607,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_bbh,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,0.15345134699605792,110.71652361716544,6.5836179577508815,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_bbhi,volatility,True,,21285,21285,1.0,0.0,0.0,1.0,0.05929058022081278,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_bbl,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,-0.0036477639024333486,89.67834345410671,5.55827469929382,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_bbli,volatility,True,,21285,21285,1.0,0.0,0.0,1.0,0.04059196617336152,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_bbm,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,0.12292889654636383,98.63044624328613,6.070946328522351,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_bbp,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,-0.5028827100825556,1.5156034977050419,0.49904349617605237,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_bbw,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,1.356104075730803,203.26875468425723,15.284675857386212,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_dch,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,0.16960208117961884,113.91907501220703,6.691482614047595,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_dcl,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,0.1004566177725792,89.187255859375,5.563611774335759,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_dcm,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,0.13502934947609901,101.55316543579102,6.127547194191677,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_dcp,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,0.0,1.0,0.4504439611228795,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_dcw,volatility,True,,18642,21285,0.8758280479210712,0.12417195207892884,2.0687270300208125,166.19365228991785,16.74855327118685,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_kcc,volatility,True,,19960,21285,0.9377495889123796,0.062250411087620416,0.11368301957845688,101.57200775146484,6.054703034621501,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_kch,volatility,True,,21237,21285,0.9977448907681465,0.0022551092318534582,0.12311978936195374,108.40940551757812,6.2667755980792865,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_kchi,volatility,True,,21285,21285,1.0,0.0,0.0,1.0,0.15950199671129903,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_kcl,volatility,True,,21237,21285,0.9977448907681465,0.0022551092318534582,0.10424624755978584,94.89921875,5.819285726537239,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_kcli,volatility,True,,21285,21285,1.0,0.0,0.0,1.0,0.19130843316889828,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_kcp,volatility,True,,21155,21285,0.9938924124970636,0.006107587502936385,-29.648515145398196,6.522000628065986,0.47105820361863626,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_kcw,volatility,True,,19960,21285,0.9377495889123796,0.062250411087620416,0.0,24.09903248748951,6.655661740581662,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volatility_ui,volatility,True,,19428,21285,0.9127554615926708,0.08724453840732915,0.16246907539587283,62.808146424628795,5.835558136460728,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volume_adi,volume,True,,21170,21285,0.9945971341320179,0.0054028658679821095,-41809160.0,75181080.0,-734814.9375,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volume_cmf,volume,True,,18642,21285,0.8758280479210712,0.12417195207892884,-0.596240511399561,0.6686075623643047,-0.020307744951166346,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volume_em,volume,True,,21033,21285,0.9881606765327695,0.01183932346723049,-8237.3388671875,7265.1650390625,1.9161109924316406,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volume_fi,volume,True,,19710,21285,0.9260042283298098,0.07399577167019022,-1309127.4211939813,2427224.363666702,12823.37115005016,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volume_mfi,volume,True,,19428,21285,0.9127554615926708,0.08724453840732915,0.0,100.0,51.57083231103944,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volume_obv,volume,True,,21170,21285,0.9945971341320179,0.0054028658679821095,-24748140.0,216443408.0,5617954.5,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volume_sma_em,volume,True,,19297,21285,0.9066008926474043,0.09339910735259571,-1653.7894456045967,2459.6165466308594,1.3646639933798423,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
ta_volume_vwap,volume,True,,19428,21285,0.9127554615926708,0.08724453840732915,0.11412160494215098,100.53215433181481,6.088933743404946,ta,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT
