datetime,cash,nav,turnover,accounting_error,daily_return,holding_valuation_missing_count,unfilled_shares,calendar_mode,method
2020-11-03,5803018.622116965,9734877.264043909,0.0,0.0,0.008823840989393705,0,0,signal_date_only,alpha158_equal
2020-11-04,5803018.622116965,9741461.327983659,0.0,0.0,0.0006763376425986678,0,0,signal_date_only,alpha158_equal
2020-11-05,5803018.622116965,9828549.969300848,0.0,0.0,0.00893999764357889,0,0,signal_date_only,alpha158_equal
2020-11-06,5803018.622116965,9822453.30888353,0.0,0.0,-0.0006203011061002295,0,0,signal_date_only,alpha158_equal
2020-11-09,4775707.438202584,9951547.333525503,0.7609202776111097,0.0,0.01314274759903622,0,8683700,signal_date_only,alpha158_equal
2020-11-10,4775707.438202584,9937989.512704695,0.0,0.0,-0.0013623831919217233,0,0,signal_date_only,alpha158_equal
2020-11-11,4775707.438202584,9853613.998006666,0.0,0.0,-0.00849019961131603,0,0,signal_date_only,alpha158_equal
2020-11-12,4775707.438202584,9881155.676465118,0.0,0.0,0.0027950839624957258,0,0,signal_date_only,alpha158_equal
2020-11-13,4775707.438202584,9874785.554837072,0.0,0.0,-0.0006446737443088768,0,0,signal_date_only,alpha158_equal
2020-11-16,4775707.438202584,9896174.145128215,0.0,0.0,0.0021659802303923836,0,0,signal_date_only,alpha158_equal
2020-11-17,4775707.438202584,9833327.061458314,0.0,0.0,-0.006350644476162515,0,0,signal_date_only,alpha158_equal
2020-11-18,4775707.438202584,9837161.714415634,0.0,0.0,0.00038996495625065464,0,0,signal_date_only,alpha158_equal
2020-11-19,4775707.438202584,9872582.42120632,0.0,0.0,0.0036007039244643213,0,0,signal_date_only,alpha158_equal
2020-11-20,4775707.438202584,9882994.952203715,0.0,0.0,0.0010546917263540845,0,0,signal_date_only,alpha158_equal
2020-11-23,4775707.438202584,9852511.127765859,0.0,0.0,-0.003084472326990273,0,0,signal_date_only,alpha158_equal
