window,sample,label,factor_a,factor_b,spearman_corr
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,ret_10,-0.10827481659253761
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,ret_20,0.010166893673921233
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,rev_5,0.13230004649517751
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,std_20,0.3625820036419598
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,amplitude_20,0.3734443719750814
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,amount_std_20,0.9153095997151275
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,volume_ratio_5_20,-0.22392231098515314
main_research_2021_2023,tradable_only,label_10d_t1,amount_mean_20,corr_ret_volume_20,-0.010895064080919238
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,ret_5,-0.06441575250510667
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,ret_10,-0.009293215382660121
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,ret_20,0.12741060796089698
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,rev_5,0.06441575250510667
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,std_20,0.4789777573686314
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,amplitude_20,0.42964640543316185
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,volume_ratio_5_20,-0.1408425430743623
main_research_2021_2023,tradable_only,label_10d_t1,amount_std_20,corr_ret_volume_20,0.057814356126474536
main_research_2021_2023,tradable_only,label_10d_t1,corr_ret_volume_20,ret_5,0.23675795598453878
main_research_2021_2023,tradable_only,label_10d_t1,corr_ret_volume_20,ret_10,0.33456626740784245
main_research_2021_2023,tradable_only,label_10d_t1,corr_ret_volume_20,ret_20,0.502563224636927
main_research_2021_2023,tradable_only,label_10d_t1,corr_ret_volume_20,rev_5,-0.23675795598453878
main_research_2021_2023,tradable_only,label_10d_t1,corr_ret_volume_20,std_20,-0.024529691818232204
main_research_2021_2023,tradable_only,label_10d_t1,corr_ret_volume_20,volume_ratio_5_20,0.14924237216406655
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,rev_5,-1.0
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,std_20,0.008635225128037558
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,volume_ratio_5_20,0.3713659543036719
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,ret_5,0.652007671301963
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,ret_20,0.6453941287282614
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,rev_5,-0.652007671301963
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,std_20,0.07053432541904257
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,volume_ratio_5_20,0.49542734014127837
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,ret_5,0.42990892332151537
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,rev_5,-0.42990892332151537
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,std_20,0.18686107313089814
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,volume_ratio_5_20,0.3369429539063501
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,std_20,-0.008635225128037558
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,volume_ratio_5_20,-0.3713659543036719
main_research_2021_2023,tradable_only,label_20d_t1,std_20,volume_ratio_5_20,-0.03897952303644302
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,ret_5,-0.014161808522760146
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,ret_10,0.0425348651304435
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,ret_20,0.17060209438338433
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,rev_5,0.014161808522760146
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,std_20,0.9209555320073716
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,volume_ratio_5_20,-0.07801936658366583
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,corr_ret_volume_20,-0.03596528853495978
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,ret_5,-0.13230004649517751
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,ret_10,-0.10827481659253761
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,ret_20,0.010166893673921233
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,rev_5,0.13230004649517751
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,std_20,0.3625820036419598
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,amplitude_20,0.3734443719750814
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,amount_std_20,0.9153095997151275
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,volume_ratio_5_20,-0.22392231098515314
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,corr_ret_volume_20,-0.010895064080919238
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,ret_5,-0.06441575250510667
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,ret_10,-0.009293215382660121
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,ret_20,0.12741060796089698
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,rev_5,0.06441575250510667
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,std_20,0.4789777573686314
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,amplitude_20,0.42964640543316185
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,volume_ratio_5_20,-0.1408425430743623
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,corr_ret_volume_20,0.057814356126474536
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,ret_5,0.23675795598453878
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,ret_10,0.33456626740784245
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,ret_20,0.502563224636927
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,rev_5,-0.23675795598453878
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,std_20,-0.024529691818232204
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,volume_ratio_5_20,0.14924237216406655
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_5,rev_5,-1.0
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_5,std_20,0.036469807366780495
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_5,volume_ratio_5_20,0.37714760707802225
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_10,ret_5,0.6278329951447178
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_10,ret_20,0.648966726478364
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_10,rev_5,-0.6278329951447178
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_10,std_20,0.11171087282530087
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_10,volume_ratio_5_20,0.5181641261636665
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_20,ret_5,0.42728190950769906
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_20,rev_5,-0.42728190950769906
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_20,std_20,0.2378258532542831
recent_oos_2024_2026,tradable_only,label_10d_t1,ret_20,volume_ratio_5_20,0.3330334800716711
recent_oos_2024_2026,tradable_only,label_10d_t1,rev_5,std_20,-0.036469807366780495
recent_oos_2024_2026,tradable_only,label_10d_t1,rev_5,volume_ratio_5_20,-0.37714760707802225
recent_oos_2024_2026,tradable_only,label_10d_t1,std_20,volume_ratio_5_20,-0.02152599699049398
recent_oos_2024_2026,tradable_only,label_10d_t1,amplitude_20,ret_5,0.017100634258296058
recent_oos_2024_2026,tradable_only,label_10d_t1,amplitude_20,ret_10,0.08255706629168207
recent_oos_2024_2026,tradable_only,label_10d_t1,amplitude_20,ret_20,0.21644942523194768
recent_oos_2024_2026,tradable_only,label_10d_t1,amplitude_20,rev_5,-0.017100634258296058
recent_oos_2024_2026,tradable_only,label_10d_t1,amplitude_20,std_20,0.9264143072008132
recent_oos_2024_2026,tradable_only,label_10d_t1,amplitude_20,volume_ratio_5_20,-0.05851759542010528
recent_oos_2024_2026,tradable_only,label_10d_t1,amplitude_20,corr_ret_volume_20,-0.009348695784041933
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,ret_5,-0.08359367594248515
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,ret_10,-0.03249087691048407
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,ret_20,0.12134870031579194
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,rev_5,0.08359367594248515
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,std_20,0.24681601734039454
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,amplitude_20,0.24520356913383173
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,amount_std_20,0.9237221815802166
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,volume_ratio_5_20,-0.20510268413291388
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_mean_20,corr_ret_volume_20,0.07198931616949485
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_std_20,ret_5,-0.025996240721104534
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_std_20,ret_10,0.056116437674686874
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_std_20,ret_20,0.2269106394539566
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_std_20,rev_5,0.025996240721104534
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_std_20,std_20,0.39450317404364665
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_std_20,amplitude_20,0.34679213390837704
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_std_20,volume_ratio_5_20,-0.12097847444710358
recent_oos_2024_2026,tradable_only,label_10d_t1,amount_std_20,corr_ret_volume_20,0.12557275204351553
recent_oos_2024_2026,tradable_only,label_10d_t1,corr_ret_volume_20,ret_5,0.23384261736318998
recent_oos_2024_2026,tradable_only,label_10d_t1,corr_ret_volume_20,ret_10,0.30804907438419954
recent_oos_2024_2026,tradable_only,label_10d_t1,corr_ret_volume_20,ret_20,0.44016868940122517
recent_oos_2024_2026,tradable_only,label_10d_t1,corr_ret_volume_20,rev_5,-0.23384261736318998
recent_oos_2024_2026,tradable_only,label_10d_t1,corr_ret_volume_20,std_20,-0.012215990158387162
recent_oos_2024_2026,tradable_only,label_10d_t1,corr_ret_volume_20,volume_ratio_5_20,0.1463950888450682
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,rev_5,-1.0
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,std_20,0.036469807366780495
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,volume_ratio_5_20,0.37714760707802225
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,ret_5,0.6278329951447178
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,ret_20,0.648966726478364
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,rev_5,-0.6278329951447178
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,std_20,0.11171087282530087
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,volume_ratio_5_20,0.5181641261636665
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,ret_5,0.42728190950769906
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,rev_5,-0.42728190950769906
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,std_20,0.2378258532542831
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,volume_ratio_5_20,0.3330334800716711
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,std_20,-0.036469807366780495
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,volume_ratio_5_20,-0.37714760707802225
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,volume_ratio_5_20,-0.02152599699049398
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,ret_5,0.017100634258296058
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,ret_10,0.08255706629168207
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,ret_20,0.21644942523194768
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,rev_5,-0.017100634258296058
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,std_20,0.9264143072008132
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,volume_ratio_5_20,-0.05851759542010528
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,corr_ret_volume_20,-0.009348695784041933
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,ret_5,-0.08359367594248515
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,ret_10,-0.03249087691048407
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,ret_20,0.12134870031579194
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,rev_5,0.08359367594248515
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,std_20,0.24681601734039454
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,amplitude_20,0.24520356913383173
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,amount_std_20,0.9237221815802166
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,volume_ratio_5_20,-0.20510268413291388
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,corr_ret_volume_20,0.07198931616949485
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,ret_5,-0.025996240721104534
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,ret_10,0.056116437674686874
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,ret_20,0.2269106394539566
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,rev_5,0.025996240721104534
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,std_20,0.39450317404364665
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,amplitude_20,0.34679213390837704
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,volume_ratio_5_20,-0.12097847444710358
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,corr_ret_volume_20,0.12557275204351553
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,ret_5,0.23384261736318998
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,ret_10,0.30804907438419954
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,ret_20,0.44016868940122517
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,rev_5,-0.23384261736318998
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,std_20,-0.012215990158387162
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,volume_ratio_5_20,0.1463950888450682
