window,sample,label,factor,bucket_name,bucket,mean_rank_ic,directional_mean_rank_ic,ic_dates
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,1,-0.0527560918120779,0.0527560918120779,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,2,-0.06131448976120698,0.06131448976120698,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,3,-0.07988917111392148,0.07988917111392148,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,4,-0.10049207076499408,0.10049207076499408,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,5,-0.10988258639029898,0.10988258639029898,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,1,-0.027883134485934966,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,2,-0.012685096499878439,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,3,-0.026450869231039655,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,4,-0.01248991124324386,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,5,-0.031139045218581667,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,1,-0.045557268243453714,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,2,-0.03735164501254637,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,3,-0.03498825931646325,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,4,-0.023176517518320137,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,5,-0.04234339028580712,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,1,-0.011794479168359026,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,2,-0.03538664446408141,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,3,-0.03134963777793816,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,4,-0.031914027743864835,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,5,-0.025236631896783334,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,1,-0.02293283286315084,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,2,-0.02847873590628888,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,3,-0.028436251477770496,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,4,-0.030365236109016126,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,5,-0.03135357261169449,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,volatility_std_20,1,0.018046526479931588,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,volatility_std_20,2,-0.0046912425322837925,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,volatility_std_20,3,-0.0154328294621207,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,volatility_std_20,4,-0.030434452662019818,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,volatility_std_20,5,-0.06880635835585752,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,volatility_std_20,1,0.014334028662341621,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,volatility_std_20,2,-0.0038055015529039385,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,volatility_std_20,3,-0.02325943218989442,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,volatility_std_20,4,-0.03164943310191123,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,volatility_std_20,5,-0.08963000237876483,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,volatility_std_20,1,0.007395986307353219,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,volatility_std_20,2,-0.00936151118926335,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,volatility_std_20,3,-0.0314864688094431,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,volatility_std_20,4,-0.03333066777304362,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,volatility_std_20,5,-0.10144618144668667,,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,volatility_std_20,1,-0.018046526479931588,-0.018046526479931588,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,volatility_std_20,2,0.0046912425322837925,0.0046912425322837925,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,volatility_std_20,3,0.0154328294621207,0.0154328294621207,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,volatility_std_20,4,0.030434452662019818,0.030434452662019818,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,volatility_std_20,5,0.06880635835585752,0.06880635835585752,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,volatility_std_20,1,-0.04305784633716082,0.04305784633716082,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,volatility_std_20,2,-0.016257954747729408,0.016257954747729408,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,volatility_std_20,3,-0.013268846551930972,0.013268846551930972,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,volatility_std_20,4,-0.018332945452171602,0.018332945452171602,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,volatility_std_20,5,-0.07056067149368973,0.07056067149368973,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,1,-0.07081571967749516,0.07081571967749516,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,2,-0.05476779666463157,0.05476779666463157,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,3,-0.058821103554124565,0.058821103554124565,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,4,-0.0585821744518639,0.0585821744518639,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,5,-0.11479544452484403,0.11479544452484403,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,1,-0.0482274707769575,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,2,-0.07726286890956326,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,3,-0.06945658146515982,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,4,-0.061670467292370724,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,5,-0.08655795496551882,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,1,-0.05132347336781809,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,2,-0.0748676416053425,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,3,-0.0678024387828443,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,4,-0.05671268223600856,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,5,-0.07710563611368915,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,1,0.00880031182233662,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,2,0.0010654276583185623,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,3,-0.0025523837307315188,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,4,-0.012265170705124026,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,volatility_std_20,5,-0.06223156223129267,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,1,-0.019507651415555015,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,2,-0.027328876467959968,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,3,-0.035408029858641894,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,4,-0.02754760592135722,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,volatility_std_20,5,-0.04918792151157988,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,amount_variability_20,1,-0.003987552372685938,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,amount_variability_20,2,-0.016947061802846167,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,amount_variability_20,3,-0.020176392988156003,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,amount_variability_20,4,-0.04056949360230024,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_5,amount_variability_20,5,-0.043981306402360094,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,amount_variability_20,1,-0.004356384623392041,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,amount_variability_20,2,-0.016969637601118737,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,amount_variability_20,3,-0.025738108191697667,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,amount_variability_20,4,-0.05466759579540589,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_10,amount_variability_20,5,-0.0684657168655088,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,amount_variability_20,1,-0.006985301281282377,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,amount_variability_20,2,-0.02162627480233544,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,amount_variability_20,3,-0.03227155854747181,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,amount_variability_20,4,-0.06810626405908053,,726
main_research_2021_2023,tradable_only,label_20d_t1,ret_20,amount_variability_20,5,-0.0929624131108309,,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,amount_variability_20,1,0.003987552372685938,0.003987552372685938,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,amount_variability_20,2,0.016947061802846167,0.016947061802846167,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,amount_variability_20,3,0.020176392988156003,0.020176392988156003,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,amount_variability_20,4,0.04056949360230024,0.04056949360230024,726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5,amount_variability_20,5,0.043981306402360094,0.043981306402360094,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,amount_variability_20,1,-0.02806212462448673,0.02806212462448673,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,amount_variability_20,2,-0.03590877227898499,0.03590877227898499,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,amount_variability_20,3,-0.040334214722148855,0.040334214722148855,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,amount_variability_20,4,-0.07194444894407703,0.07194444894407703,726
main_research_2021_2023,tradable_only,label_20d_t1,std_20,amount_variability_20,5,-0.08820596815769506,0.08820596815769506,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,1,-0.04364568808843774,0.04364568808843774,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,2,-0.05890842641579867,0.05890842641579867,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,3,-0.0651843665101625,0.0651843665101625,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,4,-0.0940899128980076,0.0940899128980076,726
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20,amount_variability_20,5,-0.10727002017880347,0.10727002017880347,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,1,-0.022796028244046983,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,2,-0.023254771142632913,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,3,-0.03134307989219514,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,4,-0.011363753830411548,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_mean_20,amount_variability_20,5,-0.028250239594804733,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,1,-0.030370373798387616,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,2,-0.021353876770627486,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,3,-0.016956094235596162,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,4,-0.02460433627136247,,726
main_research_2021_2023,tradable_only,label_20d_t1,amount_std_20,amount_variability_20,5,-0.036165251165869085,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,1,0.008574486137928779,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,2,-0.008736528309466016,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,3,-0.013275783127005433,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,4,-0.038066252351632766,,726
main_research_2021_2023,tradable_only,label_20d_t1,volume_ratio_5_20,amount_variability_20,5,-0.04346616855219606,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,1,-0.008713664918049804,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,2,-0.02185949332528997,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,3,-0.025817832941690842,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,4,-0.03182686670541609,,726
main_research_2021_2023,tradable_only,label_20d_t1,corr_ret_volume_20,amount_variability_20,5,-0.022765917975914443,,726
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,liquidity_amount_mean_20,1,-0.06848685597224258,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,liquidity_amount_mean_20,2,-0.04281062426431366,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,liquidity_amount_mean_20,3,-0.0412414776576383,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,liquidity_amount_mean_20,4,-0.02970629098168193,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,liquidity_amount_mean_20,5,-0.023202281948600405,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,liquidity_amount_mean_20,1,-0.07817506214010787,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,liquidity_amount_mean_20,2,-0.05581951927136876,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,liquidity_amount_mean_20,3,-0.06354126257473772,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,liquidity_amount_mean_20,4,-0.04819639383132984,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,liquidity_amount_mean_20,5,-0.044902845384228056,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,liquidity_amount_mean_20,1,-0.08630494332223133,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,liquidity_amount_mean_20,2,-0.06718746503859649,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,liquidity_amount_mean_20,3,-0.07653858660776341,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,liquidity_amount_mean_20,4,-0.06349765364512458,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,liquidity_amount_mean_20,5,-0.06663398628962025,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,liquidity_amount_mean_20,1,0.06848685597224258,0.06848685597224258,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,liquidity_amount_mean_20,2,0.04281062426431366,0.04281062426431366,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,liquidity_amount_mean_20,3,0.0412414776576383,0.0412414776576383,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,liquidity_amount_mean_20,4,0.02970629098168193,0.02970629098168193,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,liquidity_amount_mean_20,5,0.023202281948600405,0.023202281948600405,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,liquidity_amount_mean_20,1,-0.04652193901061119,0.04652193901061119,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,liquidity_amount_mean_20,2,-0.03592662745974134,0.03592662745974134,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,liquidity_amount_mean_20,3,-0.06974710040488216,0.06974710040488216,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,liquidity_amount_mean_20,4,-0.08575122238958648,0.08575122238958648,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,liquidity_amount_mean_20,5,-0.10764014784230067,0.10764014784230067,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,1,-0.053078059963870536,0.053078059963870536,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,2,-0.04345461749510137,0.04345461749510137,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,3,-0.07088308641457634,0.07088308641457634,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,4,-0.09598606747975104,0.09598606747975104,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,liquidity_amount_mean_20,5,-0.11750119895930623,0.11750119895930623,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,1,0.01695550928578969,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,2,-0.010121213309077018,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,3,-0.01252179133063328,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,4,0.005358347993493751,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,liquidity_amount_mean_20,5,-0.002694219869544861,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,1,-0.05968957767586828,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,2,-0.05312984829280692,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,3,-0.07286358594883269,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,4,-0.07029453089053768,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,liquidity_amount_mean_20,5,-0.04461590153666139,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,1,-0.04870184150598579,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,2,-0.04019281520955813,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,3,-0.048763690941381194,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,4,-0.03777217115367682,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,volume_ratio_5_20,liquidity_amount_mean_20,5,-0.027982770345350957,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,1,-0.020028113704989414,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,2,0.005295499374691763,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,3,0.004596988648086813,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,4,0.026079254577279384,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,corr_ret_volume_20,liquidity_amount_mean_20,5,0.024489895019530708,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,volatility_std_20,1,-0.002775815486709308,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,volatility_std_20,2,-0.022267962163401347,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,volatility_std_20,3,-0.03545587233713055,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,volatility_std_20,4,-0.0514230851059214,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_5,volatility_std_20,5,-0.0774203754237555,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,volatility_std_20,1,0.0019143300555634314,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,volatility_std_20,2,-0.02603480757169397,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,volatility_std_20,3,-0.041291673321110244,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,volatility_std_20,4,-0.058888210782887515,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_10,volatility_std_20,5,-0.08983695514442946,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,volatility_std_20,1,0.004295743767540746,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,volatility_std_20,2,-0.028387008914163136,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,volatility_std_20,3,-0.036218443390517024,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,volatility_std_20,4,-0.039478795715696076,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,ret_20,volatility_std_20,5,-0.0867643214870509,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,volatility_std_20,1,0.002775815486709308,0.002775815486709308,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,volatility_std_20,2,0.022267962163401347,0.022267962163401347,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,volatility_std_20,3,0.03545587233713055,0.03545587233713055,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,volatility_std_20,4,0.0514230851059214,0.0514230851059214,565
recent_oos_2024_2026,tradable_only,label_20d_t1,rev_5,volatility_std_20,5,0.0774203754237555,0.0774203754237555,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,volatility_std_20,1,-0.006406439466158626,0.006406439466158626,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,volatility_std_20,2,0.00303174740083551,-0.00303174740083551,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,volatility_std_20,3,-0.009854071966310798,0.009854071966310798,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,volatility_std_20,4,-0.030803663703345478,0.030803663703345478,565
recent_oos_2024_2026,tradable_only,label_20d_t1,std_20,volatility_std_20,5,-0.06760913769244632,0.06760913769244632,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,1,-0.05584019595659753,0.05584019595659753,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,2,-0.028387071959809974,0.028387071959809974,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,3,-0.030809986625999108,0.030809986625999108,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,4,-0.03556965169068957,0.03556965169068957,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amplitude_20,volatility_std_20,5,-0.07383190471982305,0.07383190471982305,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,1,0.012198837507635925,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,2,0.006111430286666958,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,3,0.017346574273626913,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,4,0.020314398908467143,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_mean_20,volatility_std_20,5,-0.015347664617108325,,565
recent_oos_2024_2026,tradable_only,label_20d_t1,amount_std_20,volatility_std_20,1,0.0036547214937216297,,565
