window,sample,label,factor,category,expected_direction,quantile,mean_group_return,std_group_return,group_return_dates
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amount_cv_20__raw,liquidity,negative,5,-0.01193516760220759,0.060816661094019495,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amount_mean_20__raw,liquidity,watch,1,-0.007787266345554754,0.05717425534817643,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amount_mean_20__raw,liquidity,watch,2,-0.0072096435359333445,0.054086308774667274,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amount_mean_20__raw,liquidity,watch,3,-0.008437099220111233,0.05487592918262622,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amount_mean_20__raw,liquidity,watch,4,-0.01410178441834763,0.05547060864963115,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amount_mean_20__raw,liquidity,watch,5,-0.016695203090416263,0.06013170268013067,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amplitude_20__raw,risk,negative,1,-0.0040619765681287,0.03995312123578243,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amplitude_20__raw,risk,negative,2,-0.009893882218056364,0.04896876128645989,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amplitude_20__raw,risk,negative,3,-0.008438667481884493,0.06076886930673534,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amplitude_20__raw,risk,negative,4,-0.010535435921374,0.07004072649241269,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,amplitude_20__raw,risk,negative,5,-0.021295120619841068,0.07963621717901676,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,1,-0.008207872348477203,0.0498706677540997,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,2,-0.009589491761141712,0.057529241604750356,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,3,-0.011490052412906659,0.06082180195492018,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,4,-0.013177945507486985,0.056528708198376514,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,5,-0.011796343893034977,0.05695855924527295,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,downside_std_20__raw,risk,negative,1,-0.008402722053264765,0.04130572518036418,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,downside_std_20__raw,risk,negative,2,-0.011202429682660636,0.050879469282739544,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,downside_std_20__raw,risk,negative,3,-0.012245742172309384,0.05835713434940531,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,downside_std_20__raw,risk,negative,4,-0.009530065947886718,0.06717690538242706,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,downside_std_20__raw,risk,negative,5,-0.012843288785101943,0.07287423008208248,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,max_drawdown_20__raw,risk,negative,1,-0.01083643727902738,0.046380754956149337,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,max_drawdown_20__raw,risk,negative,2,-0.013609743148520443,0.056350487170484805,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,max_drawdown_20__raw,risk,negative,3,-0.011973628190484926,0.05817314794600523,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,max_drawdown_20__raw,risk,negative,4,-0.011176162280845439,0.060428335442806694,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,max_drawdown_20__raw,risk,negative,5,-0.006668429547831447,0.06551258527132675,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,ret_20__raw,momentum,watch,1,-0.005228919848425304,0.05727375847210961,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,ret_20__raw,momentum,watch,2,-0.006518823055640413,0.05136731820488945,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,ret_20__raw,momentum,watch,3,-0.008497752222983287,0.05384966005644246,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,ret_20__raw,momentum,watch,4,-0.013587648887736448,0.059310880583255905,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,ret_20__raw,momentum,watch,5,-0.02064146333745177,0.0707128778065926,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,1,-0.018577403600473774,0.07152364060854305,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,2,-0.01491606576496013,0.058383047016575464,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,3,-0.009653290818097642,0.05190325911746901,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,4,-0.006199819491274497,0.05218300050127101,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,5,-0.005077198431215386,0.05721479263589032,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_5__raw,reversal,positive,1,-0.01782874032668144,0.06619743065243167,726
