source,instrument,missing_row_count,first_missing_date,last_missing_date,classification
akshare_eastmoney,SZ300697,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300366,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688596,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603107,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH601728,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600418,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002895,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH601059,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300486,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603607,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300036,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600006,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688213,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002750,217,2024-08-01,2025-06-26,source_missing_vs_union
akshare_eastmoney,SZ300002,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300177,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ000851,308,2024-08-01,2025-11-10,source_missing_vs_union
akshare_eastmoney,SH603308,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ000963,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688239,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300307,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300997,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688348,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ000995,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ301230,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300630,192,2024-08-01,2025-05-21,source_missing_vs_union
akshare_eastmoney,SH600461,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ000628,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH601198,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ301299,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600426,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ301205,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300169,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH601020,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300008,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300967,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300446,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300817,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300348,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600010,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ000739,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002739,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300520,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603088,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300719,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688005,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300007,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002336,222,2024-08-01,2025-07-03,source_missing_vs_union
akshare_eastmoney,SZ002031,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002651,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600004,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300835,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300122,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688535,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300538,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300280,288,2024-08-01,2025-10-13,source_missing_vs_union
akshare_eastmoney,SH688261,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603906,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300337,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300003,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300680,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603220,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ000905,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688772,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300875,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300001,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688003,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002523,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ301139,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603003,221,2024-08-01,2025-07-02,source_missing_vs_union
akshare_eastmoney,SH603186,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ302132,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688475,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH601028,195,2024-08-01,2025-05-26,source_missing_vs_union
akshare_eastmoney,SZ300004,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300589,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688007,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603507,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688559,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688336,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002906,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002936,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ301018,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300840,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600777,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688195,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688006,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600207,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600811,180,2024-08-01,2025-04-30,source_missing_vs_union
akshare_eastmoney,SH600000,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ301196,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002439,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603063,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002308,40,2024-08-01,2024-09-27,source_missing_vs_union
akshare_eastmoney,SZ301488,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH601989,267,2024-08-01,2025-09-04,source_missing_vs_union
akshare_eastmoney,SH688652,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603189,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600011,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600009,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600650,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300740,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002100,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688425,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688234,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688018,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603106,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ301231,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300571,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688002,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688568,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603598,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300938,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ300399,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688047,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ301396,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002518,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH603087,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ002608,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688259,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH688278,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH600705,195,2024-08-01,2025-05-26,source_missing_vs_union
akshare_eastmoney,SZ300682,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SH601211,368,2024-08-01,2026-02-04,source_missing_vs_union
akshare_eastmoney,SZ000413,45,2024-08-01,2024-10-11,source_missing_vs_union
akshare_eastmoney,SZ300114,129,2024-08-01,2025-02-17,source_missing_vs_union
akshare_eastmoney,SH600837,140,2024-08-01,2025-03-04,source_missing_vs_union
