source,library_version,endpoint,instrument,query_parameters,retrieval_time_utc,http_or_api_status,row_count,raw_snapshot_sha256,normalizer_version
community,qlib_provider_snapshot_20260609,D.features,SH688239,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688239"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,9f82c741f95c9a0abab5e80a1dbe4289c36e8fd434b90e2281fe7f5262901504,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688259,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688259"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,01e4cc7c34279cfe1bc10c8dcc8bbd07e831313e3dcfbcbddbbf86a122d7a4de,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688261,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688261"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,ec0327a5cc6eb849a8873a432e564b121a81618b185a77990efd284f5f923035,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688278,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688278"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,2e317ef9f1d27ff4f5eeb642413f9f506e213a2989d206928cacd7fdf8305369,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688301,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688301"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,31ac6fb407b6f4d5d2807b52dc87a277f5637fd76a59e164b6505638c449e7a8,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688336,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688336"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,993e997f1086db14d2a58da901c13fac4393cbcc693f004ecaaadd8496c9f16e,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688348,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688348"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,8ef6d9b10bba4ba04d988b2df2ab64a186410009b543495682a7d070a953490e,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688425,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688425"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,144b185cffc00f67b39236598ef996f8f1a7bc5d4e56278fb0c87c4eafb4fe31,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688475,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688475"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,e5ceb9fb7de84b9362cfb4682f96a5a40ad7f365cd06711b131b3be0ee430916,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688535,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688535"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,e519f90d98293affba298a821fddebe945378050bd69fb9407296bac9c3e5915,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688559,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688559"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,e4585be3bff37c973c4dbbb8ccb25deb51115af558cc9d0eaf9cbcbbab3ed86c,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688568,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688568"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,b7a0ed37c8a6c5e40dcb00dc742be7d2bbe68112cda11a336c8bfcd3e7496f98,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688596,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688596"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,3fbbd0023adc0d46c13b5ad8af21ceea7bff81c949f15678a10628262da81ed4,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688652,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688652"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,ae6e93a16048a578b24175729513cfd3d3052d8415b069ccf9b03f091d8fb61b,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688711,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688711"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,8e5623613db1a938cb9e6ab8618b65c51f3c6a5017ab2d9401efd33cf1a574c2,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SH688772,"{""end_date"": ""2026-02-04"", ""instrument"": ""SH688772"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,1bd5180630be59944fd5f27fe04aaa6d3976c7a57e93f4fa8e9f65085cfc109b,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000413,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000413"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,10,43a56f1d2f041edf90bdfa129aec7271a1b4a10ff71a48d19a6724b3e599a0ed,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000627,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000627"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,251,f80a692395a5df27c0ebf1e4025681da675bb28c6adf2e12be7435f80dd44653,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000628,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000628"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,df4ba33a293ac3e731a5d2042f7c33ff4804e9d756bcf0f56d70edc3006c1104,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000739,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000739"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,ed33199cf7735981cbf7c1501511421b1c4e59163a1b27adcc231042b3644245,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000816,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000816"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,2c4c5857f45080df63f983b8e8cab413f92b27797d52556ea1095fbcf23aea1b,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000851,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000851"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,283,581395c3e5511edfe5c938456ad54ed321e48c510fa7f705fbf9e1dd591bbcbd,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000905,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000905"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,bdf58ed4ac8e934ce340e9585b8c9c2367fc96763eac41a7797f763eca182ff8,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000963,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000963"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,0f4af3b30bc9efff19a65fc0523d685019582afe2ca6d29dd7c4b7885aed665e,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000987,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000987"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,6e94b4f925cf0db3189ddff921f3f82cb1d8a6919e01fc1319473eabee8efa17,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ000995,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ000995"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,38b825798beea7ece7ca411d0808caf745d013b57ab38cb02623abe8f23dba4b,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ002031,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ002031"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,de05f00fa8b41bd514d8252e101689111c4af31c74884d95788091ba0ace86ae,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ002100,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ002100"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,1fd8e28b5376098a585b864c4b4ca87d6f4280f1ab2b1ad29b1bc6a41ddacbb1,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ002308,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ002308"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,16,2e0037456cc53a2a875a8dee4b4a283583eeac9de12fe335f08d1443ee0f039e,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ002336,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ002336"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,222,b217b0ba024c6f235956324ae3fe87959ab2574512a7d008b13ed89ce77bfccf,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ002439,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ002439"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,c3f03c2af811f818b864ac3810b259e9a16977f223dafb03511ef639aa614659,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ002518,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ002518"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,11e4fc3ded8a9bf8d2de2f956354af1e7bb56bededce6ed26f191745ffb69438,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ002523,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ002523"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,1a3bf52c87efa886d3d690fe7bd498341dc1d25c8bbe136bc8aa9c66038c8d42,data_source_audit_v2
community,qlib_provider_snapshot_20260609,D.features,SZ002583,"{""end_date"": ""2026-02-04"", ""instrument"": ""SZ002583"", ""start_date"": ""2024-08-01""}",2026-07-23T17:00:23.664839+00:00,success,368,b0e4368e5efc46640c2b0235c864e53aba19bdc3df80428abffc13a80bac5918,data_source_audit_v2
