datetime,instrument,alpha158_KMID,alpha158_KLEN,alpha158_KMID2,alpha158_KUP,alpha158_KUP2,alpha158_KLOW,alpha158_KLOW2,alpha158_KSFT,alpha158_KSFT2,alpha158_OPEN0,alpha158_HIGH0,alpha158_LOW0,alpha158_VWAP0,alpha158_ROC5,alpha158_ROC10,alpha158_ROC20,alpha158_ROC30,alpha158_ROC60,alpha158_MA5,alpha158_MA10
2020-11-02,SH600000,-0.0032327492,0.011853446,-0.27272654,0.005387948,0.45454696,0.0032327492,0.27272654,-0.005387948,-0.45454696,1.0032432,1.0086486,0.9967568,1.0015959,1.0378165,1.0432189,1.0237865,1.0724077,1.1199807,1.0109982,1.0268909
2020-11-03,SH600000,-0.0010740814,0.0128893675,-0.08333081,0.009667026,0.75,0.0021482606,0.16666919,-0.008592847,-0.6666616,1.0010753,1.0107527,0.9978494,1.0027343,1.019328,1.0300746,1.0171626,1.06448,1.119336,1.0017002,1.0183655
2020-11-04,SH600000,-0.001069443,0.012834191,-0.08332765,0.005347604,0.41666856,0.006417144,0.5000038,9.72663e-08,7.5786857e-06,1.0010706,1.006424,0.993576,0.99918383,1.0064687,1.0385721,1.009663,1.055662,1.1413512,0.9961667,1.010198
2020-11-05,SH600000,-0.010570784,0.013742048,-0.7692292,0.0,0.0,0.0031712642,0.23077084,-0.0073995204,-0.5384583,1.0106838,1.0106838,0.9967949,1.0016049,1.0010359,1.0309985,1.0031874,1.0533907,1.1228783,0.99381626,1.0049247
2020-11-06,SH600000,0.0021344232,0.010672311,0.19999637,0.004268944,0.40000182,0.004268944,0.40000182,0.0021344232,0.19999637,0.99787015,1.0042598,0.99361026,0.9998741,0.9861784,1.0330447,1.0031774,1.0468663,1.1214553,0.99342287,0.9984272
2020-11-09,SH600000,0.0010615641,0.009554077,0.11111111,0.00530782,0.5555556,0.0031846922,0.33333334,-0.0010615641,-0.11111111,0.9989396,1.0053022,0.99575824,1.0005494,0.9809381,1.0180337,1.0169264,1.0541011,1.1060666,0.99299216,0.9923594
2020-11-10,SH600000,-0.0010558816,0.015839472,-0.06666141,0.012671636,0.80000365,0.0021119553,0.13333495,-0.011615562,-0.7333301,1.001057,1.013742,0.9978858,1.0044624,0.983127,1.0021288,1.0084364,1.0402113,1.1120397,0.993235,0.9890168
2020-11-11,SH600000,0.00737621,0.01475242,0.5,0.002107516,0.142859,0.005268694,0.357141,0.010537388,0.714282,0.9926778,1.0020921,0.9874477,0.99482316,0.9769837,0.9833035,0.99687916,1.014668,1.0951861,0.9874542,0.98034644
2020-11-12,SH600000,-0.009453814,0.010504227,-0.90000093,0.0010504131,0.09999909,0.0,0.0,-0.010504227,-1.0,1.009544,1.0106045,1.0,1.003446,0.9925651,0.9935933,1.0201693,1.0211974,1.1198292,1.002531,0.9944792
2020-11-13,SH600000,-0.005313524,0.008501639,-0.625,0.0,0.0,0.0031881144,0.375,-0.0021254097,-0.25,1.0053419,1.0053419,0.9967949,0.99994946,1.0031874,0.9893218,1.0384891,1.0149813,1.1228783,1.0094031,1.0029962
2020-11-16,SH600000,0.0074626245,0.009594872,0.7777722,0.0010661723,0.11111897,0.0010660753,0.11110887,0.0074625276,0.77776206,0.99259263,1.0010582,0.9915345,0.9975458,0.997869,0.9788477,1.0211524,1.0021311,1.1205999,1.0001894,0.9955328
2020-11-17,SH600000,0.0073995693,0.009513732,0.7777778,0.0,0.0,0.0021141628,0.22222222,0.009513732,1.0,0.9926548,1.0,0.9905561,0.9959219,0.99264306,0.97589415,1.0052438,0.99264306,1.1374345,0.99328476,0.9896063
2020-11-18,SH600000,0.017838374,0.028331576,0.6296288,0.007345269,0.2592609,0.0031479315,0.11111036,0.013641037,0.48147824,0.98247427,1.0072166,0.9793815,0.99866307,0.985544,0.9628605,1.0,0.9721646,1.1020377,0.97876203,0.9759708
2020-11-19,SH600000,0.0041236584,0.014433039,0.28570965,0.0041237525,0.28571615,0.0061856285,0.4285742,0.006185535,0.4285677,0.9958933,1.0041068,0.98973304,0.99801785,0.9681446,0.9609465,0.9907344,0.96400946,1.0862241,0.98108584,0.97584045
2020-11-20,SH600000,-0.0010330329,0.011363644,-0.090906836,0.0041322256,0.3636356,0.0061983853,0.54545754,0.0010331268,0.090915106,1.0010341,1.0051706,0.9937952,0.99831736,0.9679136,0.9709988,1.0030851,0.9740841,1.0826842,0.99461627,0.98581564
2020-11-23,SH600000,0.02484472,0.030020723,0.82758564,0.002070401,0.06896573,0.0031056018,0.1034486,0.025879921,0.86206853,0.9757576,1.0020202,0.97272724,0.9918513,0.95456934,0.95253515,0.9697129,0.9686582,1.060574,0.9806223,0.96768624
2020-11-24,SH600000,-0.0070564593,0.015120984,-0.46666667,0.005040328,0.33333334,0.003024197,0.2,-0.009072591,-0.6,1.0071067,1.0121827,0.9969543,1.0046396,0.96751475,0.9603968,0.9624413,0.9684992,1.0619415,0.99209446,0.97655606
2020-11-25,SH600000,-0.0090909,0.0181818,-0.5,0.0090909,0.5,0.0,0.0,-0.0181818,-1.0,1.0091743,1.0183486,1.0,1.0092143,0.98882294,0.9745286,0.9582573,0.9714873,1.0652372,0.9984033,0.9831129
2020-11-26,SH600000,0.014227692,0.02337406,0.6086958,0.0010162835,0.043479122,0.008130084,0.34782505,0.021341493,0.9130418,0.98597187,1.0010021,0.9779559,0.99253374,0.97600895,0.94491774,0.93886393,0.963976,1.0390881,0.98618835,0.97186846
2020-11-27,SH600000,0.018981023,0.023976034,0.7916665,0.0,0.0,0.004995011,0.20833349,0.023976034,1.0,0.98137254,1.0,0.9764706,0.9871103,0.9480805,0.91766,0.90786105,0.9529799,1.0146984,0.97529805,0.95913714
2020-11-30,SH600000,-0.023301013,0.045631096,-0.5106389,0.022330081,0.48936108,0.0,0.0,-0.045631096,-1.0,1.0238569,1.0467197,1.0,1.0268238,0.98406,0.93935347,0.91948396,0.9592231,1.0397391,0.99200773,0.9784994
2020-12-01,SH600000,0.021825384,0.033730164,0.64705837,0.0049603474,0.1470597,0.0069444324,0.20588195,0.02380947,0.70588064,0.9786408,1.0048544,0.9718447,0.98991805,0.95633286,0.92526615,0.90296185,0.9301181,1.0058657,0.9776812,0.96322685
2020-12-02,SH600000,-0.0009746801,0.019493159,-0.050001137,0.012670576,0.6500011,0.0058479034,0.29999772,-0.0077973525,-0.40000454,1.0009756,1.0136585,0.9941464,1.0026141,0.95706594,0.94636875,0.91122115,0.94636875,1.0039296,0.9910348,0.9732863
2020-12-03,SH600000,0.0009775094,0.0117302025,0.0833327,0.0039100377,0.3333308,0.006842655,0.5833365,0.0039101266,0.33333838,0.99902344,1.0039062,0.9921875,0.99738586,0.9745794,0.95119816,0.9140506,0.9423848,0.9941001,0.9970573,0.97908807
2020-12-04,SH600000,-0.006835959,0.019531311,-0.35,0.0009765655,0.05,0.011718786,0.6,0.003906262,0.2,1.006883,1.0078663,0.98820055,0.99537116,1.0029336,0.95086175,0.9232856,0.9537953,0.99508613,1.0033443,0.99075174
2020-12-07,SH600000,-0.011869453,0.026706202,-0.44444558,0.0059346817,0.2222211,0.008902067,0.33333334,-0.008902067,-0.33333334,1.012012,1.018018,0.990991,1.0000983,1.0070181,0.99096614,0.9439301,0.9609527,1.0079886,1.019994,1.0094819
2020-12-08,SH600000,0.0010030321,0.013039144,0.07692469,0.008024074,0.61538357,0.004012037,0.30769178,-0.003009005,-0.23076707,0.998998,1.008016,0.99498993,1.0015458,1.0320628,0.9869955,0.9479073,0.94992524,1.0030643,1.0146487,1.0118386
2020-12-09,SH600000,-0.007013996,0.018036056,-0.3888875,0.011022059,0.61111253,0.0,0.0,-0.018036056,-1.0,1.0070635,1.0181634,1.0,1.0087438,1.0343218,0.9899142,0.9646996,0.9485925,1.0141503,1.0149632,1.020006
2020-12-10,SH600000,-0.009081776,0.020181686,-0.4500009,0.0050454214,0.25,0.006054487,0.2999991,-0.008072711,-0.40000182,1.009165,1.0142567,0.99389005,1.0034516,1.0427617,1.0162541,0.9602765,0.9541243,1.019368,1.0156616,1.0276774
2020-12-11,SH600000,-0.014227726,0.01930899,-0.7368446,0.0040650116,0.2105243,0.0010162529,0.052631076,-0.017276485,-0.89473784,1.014433,1.0185567,0.9989691,1.0048374,1.048443,1.0515187,0.9649366,0.9546328,1.026759,1.0185467,1.035248
2020-12-14,SH600000,0.0,0.012307639,0.0,0.005128183,0.41666666,0.0071794563,0.5833333,0.0020512734,0.16666667,1.0,1.0051281,0.99282056,0.99781775,1.0246328,1.0318238,0.9692472,0.9487454,1.0174419,1.0083996,1.0267595
2020-12-15,SH600000,-0.0020554548,0.0143885575,-0.14285342,0.0010277741,0.07142996,0.011305328,0.7857166,0.008222099,0.5714332,1.0020597,1.0030895,0.98867136,0.99382246,1.0278076,1.0607619,0.98148715,0.95782757,1.0195882,1.007021,1.0249423
2020-12-16,SH600000,-0.007201575,0.0144032445,-0.49999675,0.0061728726,0.42857513,0.0010287964,0.071428105,-0.012345651,-0.85714376,1.0072538,1.0134715,0.9989637,1.0043128,1.0268975,1.0621425,1.0051785,0.96784663,1.021719,1.0078683,1.0250657
2020-12-17,SH600000,0.013485511,0.020746881,0.6500018,0.0020746505,0.09999818,0.0051867203,0.25,0.01659758,0.80000365,0.9866939,1.0020471,0.9815762,0.99071664,1.0051148,1.0480952,0.9969463,0.95801204,1.009161,0.99445754,1.007657
2020-12-18,SH600000,0.0020533497,0.010266935,0.19999637,0.0030800714,0.2999991,0.0051335143,0.50000453,0.004106793,0.40000182,0.99795085,1.0030738,0.9928279,0.99749166,0.9938861,1.042033,0.9908292,0.962094,1.0071838,0.9967444,1.004532
2020-12-21,SH600000,0.005154617,0.012371081,0.41666666,0.0020618467,0.16666667,0.005154617,0.41666666,0.008247387,0.6666667,0.9948718,1.0020512,0.98974365,0.9972727,1.0,1.0246328,1.0153764,0.9671818,1.0195073,0.9977357,1.0030676
2020-12-22,SH600000,-0.014358967,0.020512836,-0.6999991,0.0,0.0,0.0061538694,0.3000009,-0.008205097,-0.3999982,1.0145681,1.0145681,0.9937565,1.0030077,1.0104005,1.0384973,1.0249922,0.9843993,1.0239832,1.0102142,1.0138544
2020-12-23,SH600000,-0.005208347,0.016666692,-0.31250036,0.0041666967,0.25000143,0.007291648,0.4374982,-0.0020833956,-0.12500355,1.0052357,1.0094241,0.9926702,0.9990483,1.0104655,1.0376445,1.027179,1.0010153,1.0156982,1.014433,1.0164245
2020-12-24,SH600000,0.0,0.015706848,0.0,0.011518336,0.7333321,0.004188512,0.26666787,-0.0073298244,-0.46666425,1.0,1.0115184,0.99581146,1.0031686,1.0230397,1.0282724,1.044986,0.9874258,1.0083567,1.009825,1.0135974
2020-12-25,SH600000,0.0020920539,0.010460174,0.20000182,0.0031379855,0.29999363,0.0052301344,0.50000453,0.0041842028,0.40001273,0.9979123,1.0031314,0.9926931,0.9982979,1.0187635,1.012535,1.0646994,0.977032,0.9916692,1.0029274,1.0091871
2020-12-28,SH600000,0.002094178,0.013612538,0.15384185,0.0062827244,0.46153954,0.0052356357,0.3846186,0.001047089,0.07692093,0.9979102,1.0062696,0.9926855,0.9990295,1.0187826,1.0187826,1.0512041,0.98745227,0.9895566,1.000187,1.0083314
2020-12-29,SH600000,-0.0062565105,0.010427518,-0.6,0.0031282553,0.3,0.0010427518,0.1,-0.008342015,-0.8,1.0062959,1.0094439,0.99895066,1.0028276,1.0083745,1.018862,1.0807701,1.0,0.99264306,1.0027393,1.0107067
2020-12-30,SH600000,-0.002100897,0.010504199,-0.20000546,0.0021008016,0.19999637,0.0063025,0.5999982,0.0021008016,0.19999637,1.0021054,1.0042106,0.99368423,0.997243,1.0052602,1.0157808,1.078904,1.021041,0.99261993,1.0048363,1.0123028
2020-12-31,SH600000,0.017875955,0.021030456,0.8500032,0.0010515323,0.050000455,0.002102969,0.099996366,0.018927392,0.8999991,0.98243797,1.0010331,0.98037195,0.99508476,0.9865927,1.0093235,1.0578672,1.0062413,0.9700262,0.9888581,0.99257207
2021-01-04,SH600000,0.0051867333,0.018672165,0.2777789,0.004149349,0.2222211,0.009336082,0.5,0.010373467,0.5555578,0.99484,1.004128,0.98555213,0.9947451,0.98868454,1.0072358,1.0495728,0.99799865,0.9721346,0.9901316,0.9908552
2021-01-05,SH600000,0.0,0.016528951,0.0,0.0,0.0,0.016528951,1.0,0.016528951,1.0,1.0,1.0,0.98347104,0.99190366,0.9886731,1.007243,1.0320542,1.0227308,0.9906766,0.99338883,0.99112344
2021-01-06,SH600000,0.020789979,0.021829557,0.95237744,0.0010395793,0.047622554,0.0,0.0,0.0197504,0.9047549,0.97963345,1.0010184,0.97963345,0.9940702,0.9704543,0.97858125,1.0162541,1.0030382,0.9714416,0.9851132,0.9791129
2021-01-07,SH600000,-0.0020345554,0.027466914,-0.07407295,0.010172961,0.3703715,0.015259396,0.5555556,0.0030518794,0.11111111,1.0020387,1.0122324,0.9847095,0.9946339,0.96844584,0.9735401,1.0101886,1.0,0.9714873,0.99247265,0.9828011
2021-01-08,SH600000,0.0,0.017293984,0.0,0.007121074,0.41176596,0.01017291,0.588234,0.003051836,0.17646807,1.0,1.0071211,0.9898271,0.9972781,0.9847485,0.9715457,0.9990136,1.0152516,0.9786782,0.9934897,0.9836331
2021-01-11,SH600000,-0.014242111,0.026449647,-0.53846127,0.011190295,0.42307922,0.0010172407,0.03845952,-0.024415165,-0.923081,1.0144479,1.0257999,0.99896806,1.0123236,1.0,0.98868454,1.0010777,1.0526518,1.0031561,1.007867,0.9989993
2021-01-12,SH600000,0.008247432,0.02164957,0.38095134,0.0010309408,0.04761946,0.0123711955,0.5714292,0.019587688,0.9047611,0.99182004,1.0010225,0.97955,0.98815936,0.9897803,0.9785692,0.9969493,1.0286759,0.98672974,1.0006101,0.9919234
2021-01-13,SH600000,0.009230775,0.016410235,0.5625011,0.004102535,0.24999858,0.0030769247,0.18750036,0.008205164,0.50000286,0.99085367,1.004065,0.9878049,0.9969246,0.9979534,0.9684681,0.9867354,1.0466914,0.9735466,0.994876,0.98898655
2021-01-14,SH600000,0.0040691234,0.020345801,0.19999819,0.00915562,0.45000046,0.007121058,0.35000136,0.0020345617,0.09999909,0.99594736,1.0091186,0.9888552,0.9994816,0.99387896,0.9625179,0.97770727,1.0384644,0.9827703,0.993093,0.9897453
2021-01-15,SH600000,-0.0060120537,0.031062081,-0.19354962,0.025050027,0.80645037,0.0,0.0,-0.031062081,-1.0,1.0060484,1.03125,1.0,1.0151458,0.9909022,0.9757895,0.98488724,1.0322556,0.97278196,0.98990977,0.9871804
2021-01-18,SH600000,0.016129026,0.025201587,0.64000046,0.0040322794,0.16000102,0.0050402805,0.19999854,0.017137028,0.679998,0.984127,1.0039682,0.9791667,0.9909373,0.9612994,0.9612994,0.96825516,1.0089537,0.96233535,0.9819743,0.9754181
2021-01-19,SH600000,0.00893747,0.023833163,0.37500143,0.005958313,0.25000095,0.008937379,0.37499765,0.011916536,0.4999981,0.9911417,1.0059055,0.9822835,0.995326,0.9625606,0.9527235,0.9596241,0.98326236,0.9448686,0.9816767,0.9724122
2021-01-20,SH600000,-0.014807484,0.02171772,-0.68181574,0.004935858,0.22727329,0.001974379,0.09091097,-0.017768962,-0.81817806,1.01503,1.02004,0.997996,1.0069762,0.9860239,0.9840059,0.9629297,1.0,0.94992524,1.0022272,0.9915994
2021-01-21,SH600000,-0.002001987,0.014014091,-0.14285529,0.00800804,0.57142764,0.004004065,0.28571707,-0.006005961,-0.42856586,1.002006,1.0100302,0.9959879,1.0029173,0.9899753,0.98391557,0.95788133,0.9939403,0.94284433,1.0052068,0.9941722
2021-01-22,SH600000,-0.017068265,0.02108429,-0.80952525,0.0010039833,0.047617603,0.0030120413,0.14285715,-0.015060207,-0.71428573,1.0173646,1.0183861,0.99693567,1.0031443,1.0132561,1.0040377,0.9754685,1.0030473,0.95703185,1.0210117,1.0120219
2021-01-25,SH600000,-0.005117691,0.011258902,-0.4545462,0.0010235197,0.09090759,0.005117691,0.4545462,-0.0010235197,-0.09090759,1.005144,1.0061728,0.994856,0.99759936,1.0369859,0.9968539,0.985574,0.99792814,0.95265496,1.0209792,1.0196363
2021-01-26,SH600000,-0.0010319992,0.012383897,-0.08333396,0.009287899,0.7499981,0.0020639985,0.16666792,-0.0082559,-0.6666641,1.0010331,1.0103306,0.99793386,1.002372,1.0496224,1.0103252,0.9886731,1.007243,0.9556172,1.0153029,1.0228463
2021-01-27,SH600000,0.0062047243,0.022750719,0.27272654,0.015511857,0.68181837,0.0010341364,0.04545511,-0.008272997,-0.36363673,0.99383354,1.0154161,0.9928058,1.0052358,1.0256803,1.0113454,0.97945577,0.9979303,0.9558451,1.0049521,1.0164584
2021-01-28,SH600000,-0.007194213,0.013360748,-0.5384588,0.0010277714,0.07692469,0.0051387637,0.38461646,-0.0030832207,-0.23076707,1.0072464,1.0082816,0.994824,1.0004995,1.0321211,1.0217743,0.9834761,0.9989962,0.96687514,1.005822,1.0216585
2021-01-29,SH600000,0.02786387,0.04953565,0.5625013,0.017543852,0.35416615,0.004127932,0.083332546,0.01444795,0.2916677,0.97289145,1.0170683,0.96887547,0.9953249,0.98300004,0.9960308,0.9719164,0.9809781,0.93978876,0.978941,0.9912978
2021-02-01,SH600000,0.050301753,0.05835006,0.86206853,0.004024155,0.06896573,0.004024155,0.06896573,0.050301753,0.86206853,0.9521073,1.0038314,0.9482759,0.983366,0.9310567,0.9654926,0.92812747,0.9348432,0.899407,0.9476888,0.9491391
2021-02-02,SH600000,-0.01256037,0.030917875,-0.40624946,0.011594181,0.37499928,0.0067633237,0.21875124,-0.017391227,-0.5624975,1.0127201,1.0244617,0.99315065,1.0049815,0.94716096,0.9941614,0.94716096,0.9540213,0.92271197,0.97866005,0.9701576
2021-02-03,SH600000,0.0068694227,0.036310047,0.18918793,0.016683023,0.45946026,0.012757601,0.35135183,0.002944,0.08107949,0.9931775,1.0165693,0.9805069,1.0008067,0.94831353,0.9726665,0.95710963,0.9366095,0.9219977,0.98515564,0.96908265
2021-02-04,SH600000,0.0068560527,0.028403519,0.2413804,0.0127326185,0.44827607,0.008814848,0.31034353,0.0029382827,0.10344784,0.99319065,1.012646,0.9844358,0.9980923,0.9396358,0.9698179,0.9542189,0.92897046,0.92991364,0.99529856,0.9702024
2021-02-05,SH600000,0.04280161,0.055447467,0.7719309,0.0097275665,0.17543754,0.0029182879,0.05263158,0.035992336,0.6491249,0.95895517,1.0093282,0.9561567,0.9918026,0.92909825,0.9133036,0.9169913,0.89089894,0.8796966,0.9686891,0.93911076
2021-02-08,SH600000,0.00093373505,0.028011203,0.033334345,0.008403361,0.3,0.018674107,0.6666657,0.011204481,0.4,0.9990671,1.0083956,0.98041046,0.99876964,0.97390753,0.90676314,0.90391034,0.8936822,0.87315613,0.9739076,0.9484344
2021-02-09,SH600000,-0.0018691337,0.018691592,-0.09999864,0.0037383523,0.20000182,0.013084105,0.6999996,0.0074766194,0.39999908,1.0018727,1.005618,0.9868914,0.9950017,0.95691043,0.9063482,0.91570646,0.8960821,0.8848383,0.98613036,0.96131015
2021-02-10,SH600000,0.0018743568,0.027179068,0.068963245,0.014995366,0.5517248,0.010309346,0.37931198,-0.002811663,-0.103449576,0.9981291,1.0149673,0.9878391,1.0004675,0.9598102,0.91020095,0.9205275,0.8915016,0.8915016,0.9932738,0.9694181
2021-02-18,SH600000,0.0027778454,0.02592594,0.10714541,0.017592572,0.6785703,0.005555522,0.21428432,-0.009259203,-0.35714054,0.9972299,1.0175438,0.99168974,1.0035449,0.9492424,0.89194214,0.9113636,0.8772038,0.8956611,0.9905647,0.96767217
2021-02-19,SH600000,0.01292705,0.032317623,0.4,0.013850386,0.4285707,0.005540188,0.17142932,0.0046168515,0.14285862,0.98723793,1.0136737,0.9817684,1.0020682,0.9771553,0.9078733,0.90426975,0.8823769,0.88788414,0.9824721,0.9645159
2021-02-22,SH600000,-0.019230723,0.022893734,-0.83999944,0.002747258,0.12000044,0.00091575267,0.040000144,-0.021062229,-0.9199997,1.0196078,1.022409,0.9990663,1.0068169,1.0009054,0.97478926,0.9411518,0.9047287,0.902918,1.0061703,0.9904798
2021-02-23,SH600000,0.006535977,0.026143823,0.2500008,0.019607846,0.74999917,0.0,0.0,-0.0130718695,-0.4999984,0.9935065,1.0194805,0.9935065,1.0047987,0.99072856,0.94803846,0.9425033,0.89794505,0.91835606,1.0014807,0.98923403
2021-02-24,SH600000,-0.01942643,0.031452373,-0.617646,0.0074005728,0.2352946,0.0046253684,0.14705946,-0.022201633,-0.7058811,1.0198113,1.0273585,0.995283,1.0105739,1.0084436,0.9679144,0.9414579,0.9264002,0.9292148,1.0167745,1.0092176
2021-02-25,SH600000,0.013133184,0.02345217,0.5599987,0.0046904166,0.19999927,0.0056285686,0.24000204,0.014071336,0.60000145,0.98703706,1.0046296,0.98148143,0.99411964,1.0027624,0.95186466,0.9231354,0.9082873,0.9082873,0.9974033,0.9953522
2021-02-26,SH600000,-0.016791001,0.02611943,-0.6428548,0.009328429,0.3571452,0.0,0.0,-0.02611943,-1.0,1.0170778,1.0265654,1.0,1.0103656,1.0408322,1.0170547,0.92887974,0.93263036,0.9468544,1.0138702,1.0182294
2021-03-01,SH600000,-0.0009442694,0.013220029,-0.07142718,0.004721433,0.3571424,0.0075543267,0.57143044,0.0018886246,0.14286086,1.0009452,1.005671,0.99243855,0.99875253,1.0122665,1.0131829,0.91871697,0.9158265,0.9640465,1.0075573,1.0130348
2021-03-02,SH600000,-0.013195083,0.032045227,-0.41176438,0.0084825475,0.26470548,0.010367596,0.3235301,-0.011310034,-0.35293975,1.0133715,1.0219675,0.9894938,1.004914,1.0296359,1.0200897,0.9245565,0.9341027,0.96088904,1.0122533,1.0217069
2021-03-03,SH600000,0.04497608,0.04688999,0.95918304,0.0,0.0,0.0019139074,0.04081697,0.04688999,1.0,0.9569597,1.0,0.9551282,0.9872554,0.9706987,0.9788949,0.8909911,0.9010997,0.9431733,0.97635406,0.98166794
2021-03-04,SH600000,0.007407381,0.014814846,0.49999717,0.003703775,0.25000426,0.0037036906,0.24999858,0.007407297,0.49999148,0.9926471,1.0036765,0.98897064,0.99674004,0.9926647,0.9954069,0.8878454,0.9071776,0.94207174,0.98143554,0.98576134
2021-03-05,SH600000,-0.0009199717,0.02299904,-0.040000435,0.006439718,0.2799994,0.015639352,0.6800001,0.008279662,0.36000028,1.0009208,1.0073664,0.9843463,0.9935692,0.9705357,1.0101649,0.9171017,0.91346157,0.9429258,0.9891484,0.9865728
2021-03-08,SH600000,-0.020947173,0.02823314,-0.7419357,0.0036429833,0.12903216,0.0036429833,0.12903216,-0.020947173,-0.7419357,1.0213953,1.0251163,0.99627906,1.0091778,0.984181,0.99625343,0.97113717,0.93762577,0.94602096,1.0024006,0.9970097
2021-03-09,SH600000,-0.004638252,0.02319109,-0.20000145,0.011131687,0.4799984,0.0074211527,0.32000014,-0.008348786,-0.35999972,1.0046599,1.0158434,0.9925443,1.0044863,0.9757403,1.0046573,0.9524538,0.9468928,0.93104404,1.0091338,0.9984151
