datetime,instrument,alpha360_CLOSE0,alpha360_CLOSE5,alpha360_CLOSE20,alpha360_CLOSE59,alpha360_OPEN0,alpha360_OPEN5,alpha360_OPEN20,alpha360_OPEN59,alpha360_HIGH0,alpha360_HIGH5,alpha360_HIGH20,alpha360_HIGH59,alpha360_LOW0,alpha360_LOW5,alpha360_LOW20,alpha360_LOW59,alpha360_VWAP0,alpha360_VWAP5,alpha360_VWAP20,alpha360_VWAP59,alpha360_VOLUME0,alpha360_VOLUME5,alpha360_VOLUME20,alpha360_VOLUME59
2020-10-16,SH600004,1.0,1.0171626,1.1244279,1.0955378,0.9985086,1.0231283,1.1490341,1.1206378,1.0059657,1.0305854,1.1505253,1.1294965,0.9962715,1.0141796,1.1229367,1.0778202,1.000552,1.0215455,1.1362838,1.1053075,1.0,0.937395,1.4301822,2.1887634
2020-10-19,SH600004,1.0,1.0488863,1.0934336,1.1214926,1.0120664,1.0330511,1.1409414,1.1102927,1.0196079,1.0496404,1.1409414,1.1267194,0.9962293,1.0247566,1.0745813,1.0871459,1.0065732,1.039577,1.0967381,1.1104894,1.0,1.2378256,2.7247403,2.6646214
2020-10-20,SH600004,1.0,1.0441091,1.0827045,1.1166569,1.0030257,1.0524317,1.1008631,1.1263931,1.0030257,1.0531883,1.1046462,1.1346314,0.99470496,1.0372996,1.0705988,1.1106656,0.9976612,1.0425022,1.0860656,1.1203326,1.0,1.4339955,3.3667371,2.2835412
2020-10-21,SH600004,1.0,1.0342643,1.0930032,1.1094154,0.99249244,1.0335138,1.0674797,1.113874,1.0075074,1.0342643,1.0930032,1.133194,0.990991,1.0207543,1.0584714,1.104214,1.0002007,1.0260344,1.079122,1.1174964,1.0,1.0605764,1.8936406,2.1546667
2020-10-22,SH600004,1.0,1.0198078,1.1101078,1.0969996,1.007593,1.0425882,1.1025147,1.1180525,1.009871,1.0456257,1.1313684,1.1180525,0.99316627,1.0182891,1.0994774,1.0676763,0.9991483,1.0269223,1.1148658,1.0886974,1.0,2.975087,2.1378276,4.377406
2020-10-23,SH600004,1.0,1.0228204,1.104447,1.0713868,1.0045766,1.021295,1.1059725,1.0917726,1.0091532,1.0289222,1.1212273,1.1159335,0.9984744,1.0190067,1.0937687,1.0638365,1.002467,1.023385,1.1054286,1.0915247,1.0,1.7119821,1.7735744,3.6126206
2020-10-26,SH600004,1.0,1.0270351,1.1369579,1.0689245,1.0147173,1.0394276,1.119919,1.0880947,1.0147173,1.047173,1.1385068,1.0972962,0.9984508,1.0231624,1.1113994,1.0620234,1.003006,1.033786,1.126344,1.0746315,1.0,1.3160489,1.5214857,1.9094865
2020-10-27,SH600004,1.0,1.0326641,1.1264609,1.0689242,1.003125,1.0357887,1.1475527,1.0874872,1.009375,1.0357887,1.1491151,1.0929015,0.99609375,1.0271962,1.122555,1.0627365,1.000057,1.0302489,1.1314543,1.0749853,1.0,0.8932633,1.3686051,2.246802
2020-10-28,SH600004,1.0,1.0448256,1.0965704,1.1128159,1.0015687,1.0369815,1.1185333,1.0732111,1.0039215,1.0526695,1.1185333,1.1174753,0.972549,1.0354127,1.0902953,1.0623392,0.98922354,1.0450354,1.1019073,1.0947661,1.0,0.8998557,1.7105618,1.788465
2020-10-29,SH600004,1.0,1.0485644,1.1099572,1.1069028,0.9968153,1.0565262,1.1147346,1.1360735,1.0055733,1.0589148,1.1219008,1.1360735,0.9936306,1.0413989,1.1059761,1.0998074,1.0001866,1.0476714,1.1129177,1.1114525,1.0,0.8604886,1.0940006,2.3104506
2020-10-30,SH600004,1.0,1.0446211,1.0977995,1.12011,0.9992032,1.0494019,1.1129361,1.1082778,1.0151395,1.0541828,1.1137327,1.1358862,0.99681276,1.0430274,1.0962062,1.1043339,1.0050806,1.0471982,1.1013839,1.1213452,1.0,0.84027004,1.4315912,2.2052426
2020-11-02,SH600004,1.0,1.0795381,1.1395124,1.1796024,1.0443144,1.095426,1.154561,1.18043,1.0526755,1.095426,1.1579052,1.1878802,0.99832773,1.0778657,1.1328243,1.1671854,1.0133977,1.0827832,1.1428288,1.1738096,1.0,0.35445178,0.37765852,1.2777027
2020-11-03,SH600004,1.0,1.0473949,1.1258632,1.1569366,0.9828151,1.050668,1.117681,1.158573,1.002455,1.0572141,1.1324089,1.1675732,0.9746318,1.0433035,1.1160446,1.1463,0.9905663,1.0474546,1.122692,1.1559674,1.0,0.5791246,0.46630093,1.6419796
2020-11-04,SH600004,1.0,1.0208845,1.0952089,1.1234645,0.97437954,1.022486,1.1056166,1.128269,1.0080065,1.024888,1.1080184,1.1322727,0.97277826,0.99286026,1.0920066,1.1090506,0.9919162,1.009883,1.0982859,1.1214083,1.0,1.0069032,0.6476288,1.3158314
2020-11-05,SH600004,1.0,0.9689257,1.0500149,1.0778337,0.9722222,0.96584,1.0569583,1.0801482,1.0123457,0.9743258,1.0592728,1.0894066,0.96682096,0.9627542,1.0430713,1.0685753,0.9937934,0.9691064,1.0512416,1.076662,1.0,0.46544757,0.4040703,0.733956
2020-11-06,SH600004,1.0,0.9691943,1.0533175,1.0903436,1.0030888,0.96842206,1.0594953,1.0810772,1.0123552,0.9838674,1.0672176,1.1019266,0.9907336,0.9661052,1.0502286,1.0756719,1.0003141,0.9741184,1.0578563,1.0897874,1.0,0.86422527,1.1653804,2.009315
2020-11-09,SH600004,1.0,0.906132,1.0537635,1.088637,0.9916667,0.9462866,1.0378547,1.0719703,1.0143939,0.95386297,1.0545211,1.0909097,0.9909091,0.90461665,1.0295216,1.0606067,1.003003,0.9182721,1.0444108,1.0796363,1.0,1.617455,0.93394405,1.2977469
