signal_date,execution_date,instrument,side,requested_shares
2023-08-01,2023-08-02,SH600708,sell,8900
2023-08-01,2023-08-02,SH600712,sell,14000
2023-08-01,2023-08-02,SH600789,sell,13600
2023-08-01,2023-08-02,SH600802,sell,4000
2023-08-01,2023-08-02,SH600851,sell,1300
2023-08-01,2023-08-02,SH600881,sell,2800
2023-08-01,2023-08-02,SH600965,sell,5500
2023-08-01,2023-08-02,SH600973,sell,2000
2023-08-01,2023-08-02,SH603167,sell,7400
2023-08-01,2023-08-02,SH603188,sell,26800
2023-08-01,2023-08-02,SH603222,sell,6300
2023-08-01,2023-08-02,SH603609,sell,1500
2023-08-01,2023-08-02,SZ000078,sell,6300
2023-08-01,2023-08-02,SZ000090,sell,1200
2023-08-01,2023-08-02,SZ000096,sell,5000
2023-08-01,2023-08-02,SZ000518,sell,2200
2023-08-01,2023-08-02,SZ000520,sell,1000
2023-08-01,2023-08-02,SZ000672,sell,2700
2023-08-01,2023-08-02,SZ000698,sell,2000
2023-08-01,2023-08-02,SZ000712,sell,2100
2023-08-01,2023-08-02,SZ000789,sell,700
2023-08-01,2023-08-02,SZ000897,sell,3400
2023-08-01,2023-08-02,SZ000931,sell,21800
2023-08-01,2023-08-02,SZ000959,sell,10800
2023-08-01,2023-08-02,SZ000990,sell,14100
2023-08-01,2023-08-02,SZ002081,sell,900
2023-08-01,2023-08-02,SZ002082,sell,2600
2023-08-01,2023-08-02,SZ002091,sell,3800
2023-08-01,2023-08-02,SZ002208,sell,1900
2023-08-01,2023-08-02,SZ002210,sell,27600
2023-08-01,2023-08-02,SZ002277,sell,8300
2023-08-01,2023-08-02,SZ002287,sell,6700
2023-08-01,2023-08-02,SZ002294,sell,15500
2023-08-01,2023-08-02,SZ002386,sell,26600
2023-08-01,2023-08-02,SZ002538,sell,23900
2023-08-01,2023-08-02,SZ002550,sell,13100
2023-08-01,2023-08-02,SZ002551,sell,10800
2023-08-01,2023-08-02,SZ002556,sell,14300
2023-08-01,2023-08-02,SZ002589,sell,8700
2023-08-01,2023-08-02,SZ002622,sell,26700
2023-08-01,2023-08-02,SZ002628,sell,40300
2023-08-01,2023-08-02,SZ002746,sell,4300
2023-08-01,2023-08-02,SZ300006,sell,10200
2023-08-01,2023-08-02,SZ300069,sell,7100
2023-08-01,2023-08-02,SZ300137,sell,6900
2023-08-01,2023-08-02,SZ300160,sell,10900
2023-08-01,2023-08-02,SZ300197,sell,12500
2023-08-01,2023-08-02,SZ300318,sell,4300
2023-08-01,2023-08-02,SZ300321,sell,2200
2023-08-01,2023-08-02,SZ300326,sell,5600
2023-08-01,2023-08-02,SZ300401,sell,1500
2023-08-01,2023-08-02,SZ300436,sell,8900
2023-08-01,2023-08-02,SZ300453,sell,2400
2023-08-01,2023-08-02,SH603117,buy,325000
2023-08-01,2023-08-02,SZ002667,buy,89600
2023-08-01,2023-08-02,SZ002726,buy,67200
2023-08-01,2023-08-02,SH600898,buy,238800
2023-08-01,2023-08-02,SH603377,buy,353000
2023-08-01,2023-08-02,SZ300301,buy,455600
2023-08-01,2023-08-02,SZ300486,buy,132500
2023-08-01,2023-08-02,SZ002218,buy,391900
2023-08-01,2023-08-02,SZ000697,buy,419000
2023-08-01,2023-08-02,SZ002692,buy,192800
2023-08-01,2023-08-02,SH600543,buy,159500
2023-08-01,2023-08-02,SH600078,buy,51200
2023-08-01,2023-08-02,SZ002259,buy,197000
2023-08-01,2023-08-02,SH600855,buy,109300
2023-08-01,2023-08-02,SH600525,buy,63200
2023-08-01,2023-08-02,SZ300442,buy,108100
2023-08-01,2023-08-02,SH600722,buy,371600
2023-08-01,2023-08-02,SZ002009,buy,43300
2023-08-01,2023-08-02,SZ002214,buy,79700
2023-08-01,2023-08-02,SH603618,buy,165600
2023-08-01,2023-08-02,SZ300191,buy,113000
2023-08-01,2023-08-02,SZ002054,buy,89800
2023-08-01,2023-08-02,SZ002132,buy,156000
2023-08-01,2023-08-02,SZ002760,buy,100100
2023-08-01,2023-08-02,SZ002348,buy,162300
2023-08-01,2023-08-02,SZ300483,buy,147300
2023-08-01,2023-08-02,SZ002039,buy,36100
2023-08-01,2023-08-02,SZ002341,buy,202300
2023-08-01,2023-08-02,SH603001,buy,573800
2023-08-01,2023-08-02,SH603100,buy,46500
2023-08-01,2023-08-02,SZ002686,buy,148800
2023-08-01,2023-08-02,SZ300093,buy,107400
2023-08-01,2023-08-02,SZ300143,buy,169300
2023-08-01,2023-08-02,SH600222,buy,158500
2023-08-01,2023-08-02,SZ300358,buy,160100
2023-08-01,2023-08-02,SH601218,buy,441600
2023-08-01,2023-08-02,SZ002042,buy,45600
2023-08-01,2023-08-02,SZ002248,buy,189800
2023-08-01,2023-08-02,SH600651,buy,139500
2023-08-01,2023-08-02,SZ002755,buy,138900
2023-08-01,2023-08-02,SZ002226,buy,76900
2023-08-01,2023-08-02,SZ002361,buy,147100
2023-08-01,2023-08-02,SZ300209,buy,698400
2023-08-01,2023-08-02,SZ002296,buy,165800
2023-08-01,2023-08-02,SZ002060,buy,54500
2023-08-01,2023-08-02,SZ002522,buy,178000
2023-08-01,2023-08-02,SZ002263,buy,145000
2023-08-01,2023-08-02,SH600775,buy,160200
2023-08-01,2023-08-02,SZ300167,buy,444700
2023-08-01,2023-08-02,SH600405,buy,101400
2023-08-29,2023-08-30,SH600078,sell,10000
2023-08-29,2023-08-30,SH600222,sell,17000
2023-08-29,2023-08-30,SH600405,sell,7900
2023-08-29,2023-08-30,SH600525,sell,9400
2023-08-29,2023-08-30,SH600543,sell,1700
2023-08-29,2023-08-30,SH600568,sell,1200
2023-08-29,2023-08-30,SH600648,sell,10200
2023-08-29,2023-08-30,SH600651,sell,21000
2023-08-29,2023-08-30,SH600775,sell,26000
2023-08-29,2023-08-30,SH600789,sell,3200
2023-08-29,2023-08-30,SH600855,sell,7800
2023-08-29,2023-08-30,SH600898,sell,3200
2023-08-29,2023-08-30,SH600965,sell,300
2023-08-29,2023-08-30,SH601218,sell,21600
2023-08-29,2023-08-30,SH603001,sell,16600
2023-08-29,2023-08-30,SH603100,sell,4800
2023-08-29,2023-08-30,SH603117,sell,10700
2023-08-29,2023-08-30,SH603377,sell,23200
2023-08-29,2023-08-30,SH603618,sell,54500
2023-08-29,2023-08-30,SZ000096,sell,2800
2023-08-29,2023-08-30,SZ000697,sell,15200
2023-08-29,2023-08-30,SZ002009,sell,11300
2023-08-29,2023-08-30,SZ002039,sell,2200
2023-08-29,2023-08-30,SZ002042,sell,5100
2023-08-29,2023-08-30,SZ002054,sell,17800
2023-08-29,2023-08-30,SZ002060,sell,7900
2023-08-29,2023-08-30,SZ002132,sell,25200
2023-08-29,2023-08-30,SZ002214,sell,5200
2023-08-29,2023-08-30,SZ002218,sell,31700
2023-08-29,2023-08-30,SZ002226,sell,10800
2023-08-29,2023-08-30,SZ002248,sell,23800
2023-08-29,2023-08-30,SZ002259,sell,7600
2023-08-29,2023-08-30,SZ002296,sell,10100
2023-08-29,2023-08-30,SZ002348,sell,7500
2023-08-29,2023-08-30,SZ002361,sell,31300
2023-08-29,2023-08-30,SZ002386,sell,4500
2023-08-29,2023-08-30,SZ002522,sell,7000
2023-08-29,2023-08-30,SZ002622,sell,5500
2023-08-29,2023-08-30,SZ002628,sell,12000
2023-08-29,2023-08-30,SZ002667,sell,7600
2023-08-29,2023-08-30,SZ002686,sell,8000
2023-08-29,2023-08-30,SZ002692,sell,7500
2023-08-29,2023-08-30,SZ002726,sell,16200
2023-08-29,2023-08-30,SZ002755,sell,17400
2023-08-29,2023-08-30,SZ002760,sell,6900
2023-08-29,2023-08-30,SZ300093,sell,10700
2023-08-29,2023-08-30,SZ300143,sell,69400
2023-08-29,2023-08-30,SZ300167,sell,18000
2023-08-29,2023-08-30,SZ300191,sell,9600
2023-08-29,2023-08-30,SZ300209,sell,24400
2023-08-29,2023-08-30,SZ300301,sell,19500
2023-08-29,2023-08-30,SZ300358,sell,28300
2023-08-29,2023-08-30,SZ300436,sell,3900
2023-08-29,2023-08-30,SZ300442,sell,16800
2023-08-29,2023-08-30,SZ300453,sell,200
2023-08-29,2023-08-30,SZ300483,sell,6900
2023-08-29,2023-08-30,SZ300486,sell,5900
2023-08-29,2023-08-30,SZ002455,buy,157000
2023-08-29,2023-08-30,SH603901,buy,87500
2023-08-29,2023-08-30,SH600731,buy,109300
2023-08-29,2023-08-30,SZ300443,buy,76700
2023-08-29,2023-08-30,SH603008,buy,70500
2023-08-29,2023-08-30,SZ000422,buy,37500
2023-08-29,2023-08-30,SZ300082,buy,256400
2023-08-29,2023-08-30,SZ002263,buy,147400
2023-08-29,2023-08-30,SH600075,buy,101700
2023-08-29,2023-08-30,SZ300117,buy,364100
2023-08-29,2023-08-30,SH600596,buy,28300
2023-08-29,2023-08-30,SZ000523,buy,165900
2023-08-29,2023-08-30,SH603609,buy,115900
2023-08-29,2023-08-30,SZ002539,buy,107700
2023-08-29,2023-08-30,SZ002529,buy,298400
2023-08-29,2023-08-30,SZ001896,buy,260100
2023-08-29,2023-08-30,SH600869,buy,76000
2023-08-29,2023-08-30,SZ002339,buy,182700
2023-08-29,2023-08-30,SH600213,buy,117500
2023-08-29,2023-08-30,SZ300409,buy,80300
2023-08-29,2023-08-30,SZ000536,buy,206600
2023-08-29,2023-08-30,SZ000558,buy,101300
2023-08-29,2023-08-30,SH600865,buy,67300
2023-08-29,2023-08-30,SH600682,buy,46200
2023-08-29,2023-08-30,SZ002501,buy,747700
2023-08-29,2023-08-30,SH600116,buy,46600
2023-08-29,2023-08-30,SZ000688,buy,74900
2023-08-29,2023-08-30,SH600841,buy,155300
2023-08-29,2023-08-30,SZ002645,buy,93300
2023-08-29,2023-08-30,SZ002264,buy,243600
2023-08-29,2023-08-30,SH600499,buy,14600
2023-08-29,2023-08-30,SZ002416,buy,373000
2023-08-29,2023-08-30,SZ002783,buy,230100
2023-08-29,2023-08-30,SH603968,buy,141500
2023-08-29,2023-08-30,SZ002538,buy,154800
2023-08-29,2023-08-30,SZ002408,buy,94000
2023-08-29,2023-08-30,SZ002545,buy,206700
2023-08-29,2023-08-30,SZ300040,buy,240400
2023-08-29,2023-08-30,SH600969,buy,186200
2023-08-29,2023-08-30,SH600805,buy,140500
2023-08-29,2023-08-30,SH600691,buy,131500
2023-08-29,2023-08-30,SH601388,buy,196200
2023-08-29,2023-08-30,SZ002346,buy,153900
2023-08-29,2023-08-30,SZ002637,buy,174900
2023-08-29,2023-08-30,SH600193,buy,82300
2023-08-29,2023-08-30,SZ002768,buy,72700
2023-08-29,2023-08-30,SZ300132,buy,194300
2023-08-29,2023-08-30,SZ002341,buy,193100
2023-08-29,2023-08-30,SZ000626,buy,95900
2023-08-29,2023-08-30,SH600722,buy,372900
2023-09-26,2023-09-27,SH600075,sell,10800
2023-09-26,2023-09-27,SH600078,sell,3800
2023-09-26,2023-09-27,SH600116,sell,4600
2023-09-26,2023-09-27,SH600213,sell,20300
2023-09-26,2023-09-27,SH600222,sell,6100
2023-09-26,2023-09-27,SH600405,sell,500
2023-09-26,2023-09-27,SH600499,sell,2400
2023-09-26,2023-09-27,SH600525,sell,1800
2023-09-26,2023-09-27,SH600596,sell,4800
2023-09-26,2023-09-27,SH600651,sell,7100
2023-09-26,2023-09-27,SH600682,sell,5300
2023-09-26,2023-09-27,SH600691,sell,9100
2023-09-26,2023-09-27,SH600722,sell,81300
2023-09-26,2023-09-27,SH600731,sell,15800
2023-09-26,2023-09-27,SH600775,sell,7200
2023-09-26,2023-09-27,SH600805,sell,8700
2023-09-26,2023-09-27,SH600841,sell,11000
2023-09-26,2023-09-27,SH600865,sell,2900
2023-09-26,2023-09-27,SH600869,sell,12500
2023-09-26,2023-09-27,SH600969,sell,13400
2023-09-26,2023-09-27,SH601388,sell,24800
2023-09-26,2023-09-27,SH603001,sell,3700
2023-09-26,2023-09-27,SH603008,sell,20700
2023-09-26,2023-09-27,SH603117,sell,9000
2023-09-26,2023-09-27,SH603609,sell,7100
2023-09-26,2023-09-27,SH603618,sell,39400
2023-09-26,2023-09-27,SH603901,sell,11900
2023-09-26,2023-09-27,SH603968,sell,3200
2023-09-26,2023-09-27,SZ000096,sell,600
2023-09-26,2023-09-27,SZ000422,sell,7800
2023-09-26,2023-09-27,SZ000523,sell,10600
2023-09-26,2023-09-27,SZ000536,sell,25100
2023-09-26,2023-09-27,SZ000558,sell,26100
2023-09-26,2023-09-27,SZ000626,sell,5400
2023-09-26,2023-09-27,SZ000688,sell,8100
2023-09-26,2023-09-27,SZ001896,sell,32800
2023-09-26,2023-09-27,SZ002039,sell,300
2023-09-26,2023-09-27,SZ002042,sell,1100
2023-09-26,2023-09-27,SZ002054,sell,13200
2023-09-26,2023-09-27,SZ002132,sell,3800
2023-09-26,2023-09-27,SZ002226,sell,4100
2023-09-26,2023-09-27,SZ002248,sell,300
2023-09-26,2023-09-27,SZ002259,sell,4400
2023-09-26,2023-09-27,SZ002263,sell,18800
2023-09-26,2023-09-27,SZ002264,sell,23400
2023-09-26,2023-09-27,SZ002339,sell,25400
2023-09-26,2023-09-27,SZ002341,sell,50700
2023-09-26,2023-09-27,SZ002361,sell,17500
2023-09-26,2023-09-27,SZ002408,sell,13500
2023-09-26,2023-09-27,SZ002416,sell,78000
2023-09-26,2023-09-27,SZ002455,sell,13100
2023-09-26,2023-09-27,SZ002501,sell,63000
2023-09-26,2023-09-27,SZ002529,sell,27300
2023-09-26,2023-09-27,SZ002538,sell,12000
2023-09-26,2023-09-27,SZ002539,sell,20100
2023-09-26,2023-09-27,SZ002545,sell,35400
2023-09-26,2023-09-27,SZ002645,sell,10700
2023-09-26,2023-09-27,SZ002692,sell,4700
2023-09-26,2023-09-27,SZ002726,sell,9400
2023-09-26,2023-09-27,SZ002755,sell,10700
2023-09-26,2023-09-27,SZ002768,sell,7900
2023-09-26,2023-09-27,SZ002783,sell,167200
2023-09-26,2023-09-27,SZ300040,sell,19200
2023-09-26,2023-09-27,SZ300082,sell,17000
2023-09-26,2023-09-27,SZ300132,sell,29300
2023-09-26,2023-09-27,SZ300143,sell,46400
2023-09-26,2023-09-27,SZ300301,sell,1400
2023-09-26,2023-09-27,SZ300409,sell,11600
2023-09-26,2023-09-27,SZ300443,sell,25800
2023-09-26,2023-09-27,SZ300117,buy,364400
2023-09-26,2023-09-27,SZ300370,buy,226400
2023-09-26,2023-09-27,SZ002586,buy,236000
2023-09-26,2023-09-27,SZ002470,buy,697200
2023-09-26,2023-09-27,SH600825,buy,118300
2023-09-26,2023-09-27,SZ002678,buy,224100
2023-09-26,2023-09-27,SH601968,buy,144300
2023-09-26,2023-09-27,SH600551,buy,95000
2023-09-26,2023-09-27,SZ300152,buy,537900
2023-09-26,2023-09-27,SZ002789,buy,261600
2023-09-26,2023-09-27,SH600831,buy,68100
2023-09-26,2023-09-27,SZ002457,buy,300000
2023-09-26,2023-09-27,SZ002181,buy,450700
2023-09-26,2023-09-27,SH600191,buy,175000
2023-09-26,2023-09-27,SH603126,buy,89500
2023-09-26,2023-09-27,SZ002637,buy,168300
2023-09-26,2023-09-27,SZ002498,buy,296100
2023-09-26,2023-09-27,SZ002346,buy,150100
2023-09-26,2023-09-27,SZ000861,buy,96700
2023-09-26,2023-09-27,SH600800,buy,441500
2023-09-26,2023-09-27,SH601886,buy,269000
2023-09-26,2023-09-27,SZ002024,buy,39700
2023-09-26,2023-09-27,SH600229,buy,171100
2023-09-26,2023-09-27,SH603003,buy,256000
2023-09-26,2023-09-27,SH603066,buy,112700
2023-09-26,2023-09-27,SH600692,buy,123600
2023-09-26,2023-09-27,SZ000779,buy,66600
2023-09-26,2023-09-27,SZ300021,buy,118500
2023-09-26,2023-09-27,SZ000793,buy,268500
2023-09-26,2023-09-27,SH600730,buy,119000
2023-09-26,2023-09-27,SZ002238,buy,168600
2023-09-26,2023-09-27,SH600851,buy,62700
2023-09-26,2023-09-27,SH600620,buy,45600
2023-09-26,2023-09-27,SZ002358,buy,181500
2023-09-26,2023-09-27,SZ002638,buy,359500
2023-09-26,2023-09-27,SZ300022,buy,376900
2023-09-26,2023-09-27,SZ002772,buy,193300
2023-09-26,2023-09-27,SH600807,buy,206100
2023-09-26,2023-09-27,SZ000777,buy,29600
2023-09-26,2023-09-27,SZ002628,buy,399300
2023-09-26,2023-09-27,SZ002103,buy,166400
2023-09-26,2023-09-27,SH600082,buy,147500
2023-09-26,2023-09-27,SH600715,buy,243500
2023-09-26,2023-09-27,SH600959,buy,357500
2023-09-26,2023-09-27,SH603167,buy,249200
2023-09-26,2023-09-27,SZ002671,buy,220100
2023-09-26,2023-09-27,SZ300056,buy,195000
2023-09-26,2023-09-27,SZ300321,buy,128100
2023-09-26,2023-09-27,SH600193,buy,84500
2023-09-26,2023-09-27,SZ000726,buy,64500
2023-11-01,2023-11-02,SH600082,sell,6100
2023-11-01,2023-11-02,SH600191,sell,10400
2023-11-01,2023-11-02,SH600193,sell,3500
2023-11-01,2023-11-02,SH600213,sell,11200
2023-11-01,2023-11-02,SH600229,sell,16400
2023-11-01,2023-11-02,SH600551,sell,5500
2023-11-01,2023-11-02,SH600596,sell,1500
2023-11-01,2023-11-02,SH600620,sell,7000
2023-11-01,2023-11-02,SH600692,sell,3800
2023-11-01,2023-11-02,SH600715,sell,13000
2023-11-01,2023-11-02,SH600722,sell,67400
2023-11-01,2023-11-02,SH600730,sell,7300
2023-11-01,2023-11-02,SH600731,sell,6500
2023-11-01,2023-11-02,SH600800,sell,19900
2023-11-01,2023-11-02,SH600805,sell,1200
2023-11-01,2023-11-02,SH600807,sell,6900
2023-11-01,2023-11-02,SH600825,sell,10300
2023-11-01,2023-11-02,SH600831,sell,5300
2023-11-01,2023-11-02,SH600841,sell,1600
2023-11-01,2023-11-02,SH600851,sell,5400
2023-11-01,2023-11-02,SH600865,sell,1200
2023-11-01,2023-11-02,SH600869,sell,4100
2023-11-01,2023-11-02,SH600959,sell,50500
2023-11-01,2023-11-02,SH600969,sell,6000
2023-11-01,2023-11-02,SH601388,sell,10300
2023-11-01,2023-11-02,SH601886,sell,18300
2023-11-01,2023-11-02,SH601968,sell,12500
2023-11-01,2023-11-02,SH603003,sell,15700
2023-11-01,2023-11-02,SH603008,sell,10300
2023-11-01,2023-11-02,SH603066,sell,5300
2023-11-01,2023-11-02,SH603117,sell,6400
2023-11-01,2023-11-02,SH603126,sell,5100
2023-11-01,2023-11-02,SH603167,sell,12000
2023-11-01,2023-11-02,SH603618,sell,28000
2023-11-01,2023-11-02,SH603901,sell,2400
2023-11-01,2023-11-02,SH603968,sell,300
2023-11-01,2023-11-02,SZ000523,sell,2600
2023-11-01,2023-11-02,SZ000558,sell,17800
2023-11-01,2023-11-02,SZ000626,sell,2200
2023-11-01,2023-11-02,SZ000726,sell,2300
2023-11-01,2023-11-02,SZ000777,sell,4000
2023-11-01,2023-11-02,SZ000779,sell,3100
2023-11-01,2023-11-02,SZ000793,sell,21500
2023-11-01,2023-11-02,SZ002024,sell,1500
2023-11-01,2023-11-02,SZ002054,sell,9100
2023-11-01,2023-11-02,SZ002103,sell,26100
2023-11-01,2023-11-02,SZ002181,sell,29900
2023-11-01,2023-11-02,SZ002238,sell,8900
2023-11-01,2023-11-02,SZ002263,sell,11900
2023-11-01,2023-11-02,SZ002264,sell,12400
2023-11-01,2023-11-02,SZ002341,sell,11500
2023-11-01,2023-11-02,SZ002346,sell,15000
2023-11-01,2023-11-02,SZ002358,sell,13700
2023-11-01,2023-11-02,SZ002361,sell,8700
2023-11-01,2023-11-02,SZ002408,sell,3500
2023-11-01,2023-11-02,SZ002416,sell,17200
2023-11-01,2023-11-02,SZ002457,sell,34300
2023-11-01,2023-11-02,SZ002470,sell,56200
2023-11-01,2023-11-02,SZ002498,sell,22400
2023-11-01,2023-11-02,SZ002501,sell,8300
2023-11-01,2023-11-02,SZ002538,sell,500
2023-11-01,2023-11-02,SZ002539,sell,9400
2023-11-01,2023-11-02,SZ002586,sell,14000
2023-11-01,2023-11-02,SZ002628,sell,28100
2023-11-01,2023-11-02,SZ002637,sell,19100
2023-11-01,2023-11-02,SZ002638,sell,27400
2023-11-01,2023-11-02,SZ002645,sell,3300
2023-11-01,2023-11-02,SZ002671,sell,24400
2023-11-01,2023-11-02,SZ002678,sell,5300
2023-11-01,2023-11-02,SZ002772,sell,12100
2023-11-01,2023-11-02,SZ002783,sell,147300
2023-11-01,2023-11-02,SZ002789,sell,11000
2023-11-01,2023-11-02,SZ300021,sell,5600
2023-11-01,2023-11-02,SZ300022,sell,18800
2023-11-01,2023-11-02,SZ300040,sell,5300
2023-11-01,2023-11-02,SZ300056,sell,25100
2023-11-01,2023-11-02,SZ300082,sell,1700
2023-11-01,2023-11-02,SZ300117,sell,60700
2023-11-01,2023-11-02,SZ300132,sell,19500
2023-11-01,2023-11-02,SZ300143,sell,10300
2023-11-01,2023-11-02,SZ300152,sell,32600
2023-11-01,2023-11-02,SZ300321,sell,3000
2023-11-01,2023-11-02,SZ300370,sell,226400
2023-11-01,2023-11-02,SZ300409,sell,2400
2023-11-01,2023-11-02,SZ002690,buy,29700
2023-11-01,2023-11-02,SH600568,buy,332400
2023-11-01,2023-11-02,SH600382,buy,88900
2023-11-01,2023-11-02,SZ002259,buy,215600
2023-11-01,2023-11-02,SZ002698,buy,93900
2023-11-01,2023-11-02,SZ002634,buy,83400
2023-11-01,2023-11-02,SZ002614,buy,236300
2023-11-01,2023-11-02,SZ002234,buy,238200
2023-11-01,2023-11-02,SZ000798,buy,101000
2023-11-01,2023-11-02,SZ002552,buy,104900
2023-11-01,2023-11-02,SZ000031,buy,56800
2023-11-01,2023-11-02,SH600790,buy,73800
2023-11-01,2023-11-02,SH600022,buy,151200
2023-11-01,2023-11-02,SZ000861,buy,89100
2023-11-01,2023-11-02,SH603299,buy,111900
2023-11-01,2023-11-02,SH600172,buy,113600
2023-11-01,2023-11-02,SZ002746,buy,48200
2023-11-01,2023-11-02,SZ002299,buy,113800
2023-11-01,2023-11-02,SZ002016,buy,55700
2023-11-01,2023-11-02,SZ002726,buy,77600
2023-11-01,2023-11-02,SZ002203,buy,148900
2023-11-01,2023-11-02,SZ002399,buy,751600
2023-11-01,2023-11-02,SH600376,buy,149500
2023-11-01,2023-11-02,SH600834,buy,91000
2023-11-01,2023-11-02,SZ300469,buy,63000
2023-11-01,2023-11-02,SZ002692,buy,187100
2023-11-01,2023-11-02,SH601018,buy,158700
2023-11-01,2023-11-02,SH600097,buy,124400
2023-11-01,2023-11-02,SZ000910,buy,102100
2023-11-01,2023-11-02,SZ002545,buy,183600
2023-11-01,2023-11-02,SZ000156,buy,512200
2023-11-01,2023-11-02,SH603368,buy,122900
2023-11-01,2023-11-02,SH600662,buy,73900
2023-11-01,2023-11-02,SH600307,buy,203100
2023-11-01,2023-11-02,SZ002258,buy,69100
2023-11-01,2023-11-02,SZ002643,buy,50700
2023-11-01,2023-11-02,SH603609,buy,117500
2023-11-01,2023-11-02,SH600717,buy,32300
2023-11-01,2023-11-02,SH601002,buy,343600
2023-11-01,2023-11-02,SZ002102,buy,85300
2023-11-01,2023-11-02,SH600080,buy,159000
2023-11-01,2023-11-02,SH600696,buy,27400
2023-11-01,2023-11-02,SZ000833,buy,123000
2023-11-01,2023-11-02,SH600694,buy,35200
2023-11-01,2023-11-02,SH600639,buy,76000
2023-11-01,2023-11-02,SH600059,buy,59100
2023-11-01,2023-11-02,SH600693,buy,66200
2023-11-01,2023-11-02,SZ300051,buy,106900
2023-11-01,2023-11-02,SZ002568,buy,29200
2023-11-01,2023-11-02,SZ000019,buy,85900
2023-11-29,2023-11-30,SH600022,sell,18700
2023-11-29,2023-11-30,SH600059,sell,18100
2023-11-29,2023-11-30,SH600080,sell,11500
2023-11-29,2023-11-30,SH600097,sell,8700
2023-11-29,2023-11-30,SH600172,sell,10900
2023-11-29,2023-11-30,SH600193,sell,1200
2023-11-29,2023-11-30,SH600307,sell,13000
2023-11-29,2023-11-30,SH600376,sell,13700
2023-11-29,2023-11-30,SH600382,sell,4100
2023-11-29,2023-11-30,SH600568,sell,11900
2023-11-29,2023-11-30,SH600620,sell,4000
2023-11-29,2023-11-30,SH600639,sell,6900
2023-11-29,2023-11-30,SH600662,sell,3900
2023-11-29,2023-11-30,SH600693,sell,3300
2023-11-29,2023-11-30,SH600694,sell,4000
2023-11-29,2023-11-30,SH600696,sell,5000
2023-11-29,2023-11-30,SH600790,sell,2600
2023-11-29,2023-11-30,SH600800,sell,700
2023-11-29,2023-11-30,SH600851,sell,600
2023-11-29,2023-11-30,SH601002,sell,10400
2023-11-29,2023-11-30,SH601018,sell,16500
2023-11-29,2023-11-30,SH603008,sell,2500
2023-11-29,2023-11-30,SH603066,sell,1600
2023-11-29,2023-11-30,SH603117,sell,1600
2023-11-29,2023-11-30,SH603126,sell,700
2023-11-29,2023-11-30,SH603299,sell,7600
2023-11-29,2023-11-30,SH603368,sell,16200
2023-11-29,2023-11-30,SH603618,sell,11600
2023-11-29,2023-11-30,SZ000019,sell,7400
2023-11-29,2023-11-30,SZ000031,sell,6700
2023-11-29,2023-11-30,SZ000156,sell,95400
2023-11-29,2023-11-30,SZ000558,sell,8200
2023-11-29,2023-11-30,SZ000777,sell,1000
2023-11-29,2023-11-30,SZ000798,sell,8300
2023-11-29,2023-11-30,SZ000861,sell,17900
2023-11-29,2023-11-30,SZ000910,sell,6100
2023-11-29,2023-11-30,SZ002016,sell,4200
2023-11-29,2023-11-30,SZ002054,sell,5200
2023-11-29,2023-11-30,SZ002102,sell,8600
2023-11-29,2023-11-30,SZ002203,sell,40500
2023-11-29,2023-11-30,SZ002234,sell,168800
2023-11-29,2023-11-30,SZ002258,sell,4400
2023-11-29,2023-11-30,SZ002259,sell,8400
2023-11-29,2023-11-30,SZ002263,sell,1400
2023-11-29,2023-11-30,SZ002299,sell,63800
2023-11-29,2023-11-30,SZ002346,sell,7600
2023-11-29,2023-11-30,SZ002358,sell,3200
2023-11-29,2023-11-30,SZ002399,sell,68300
2023-11-29,2023-11-30,SZ002545,sell,36400
2023-11-29,2023-11-30,SZ002552,sell,15800
2023-11-29,2023-11-30,SZ002568,sell,21500
2023-11-29,2023-11-30,SZ002586,sell,7900
2023-11-29,2023-11-30,SZ002614,sell,18000
2023-11-29,2023-11-30,SZ002637,sell,11500
2023-11-29,2023-11-30,SZ002643,sell,8500
2023-11-29,2023-11-30,SZ002678,sell,600
2023-11-29,2023-11-30,SZ002690,sell,3500
2023-11-29,2023-11-30,SZ002692,sell,3500
2023-11-29,2023-11-30,SZ002698,sell,28200
2023-11-29,2023-11-30,SZ002726,sell,15000
2023-11-29,2023-11-30,SZ002746,sell,13900
2023-11-29,2023-11-30,SZ002783,sell,9200
2023-11-29,2023-11-30,SZ002789,sell,1700
2023-11-29,2023-11-30,SZ300051,sell,13200
2023-11-29,2023-11-30,SZ300056,sell,5300
2023-11-29,2023-11-30,SZ300117,sell,33000
2023-11-29,2023-11-30,SZ300152,sell,2700
2023-11-29,2023-11-30,SZ300370,sell,180700
2023-11-29,2023-11-30,SZ300469,sell,8300
2023-11-29,2023-11-30,SH600116,buy,49400
2023-11-29,2023-11-30,SH603609,buy,109200
2023-11-29,2023-11-30,SZ002634,buy,92300
2023-11-29,2023-11-30,SZ002039,buy,36300
2023-11-29,2023-11-30,SH600874,buy,119000
2023-11-29,2023-11-30,SZ000703,buy,39300
2023-11-29,2023-11-30,SH603020,buy,296200
2023-11-29,2023-11-30,SH600323,buy,41100
2023-11-29,2023-11-30,SH600801,buy,10600
2023-11-29,2023-11-30,SH603227,buy,92300
2023-11-29,2023-11-30,SH603568,buy,50400
2023-11-29,2023-11-30,SZ002318,buy,75500
2023-11-29,2023-11-30,SH600359,buy,141600
2023-11-29,2023-11-30,SZ002570,buy,771300
