api,parameters,status,row_count,columns,elapsed_seconds,error
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""000552.SZ""}",accessible_nonempty,2589,"ts_code,trade_date,close",0.122,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""000552.SZ""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.089,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""000605.SZ""}",accessible_nonempty,2358,"ts_code,trade_date,close",0.103,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""000605.SZ""}",accessible_nonempty,2657,"ts_code,trade_date,adj_factor",0.084,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""000605.SZ""}",accessible_nonempty,2334,"ts_code,trade_date,close",0.133,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""000605.SZ""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.089,
daily,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,close"", ""start_date"": 20000101, ""ts_code"": ""000815.SZ""}",accessible_nonempty,2575,"ts_code,trade_date,close",0.089,
adj_factor,"{""end_date"": ""20101231"", ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": 20000101, ""ts_code"": ""000815.SZ""}",accessible_nonempty,2657,"ts_code,trade_date,adj_factor",0.089,
daily,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,close"", ""start_date"": ""20110101"", ""ts_code"": ""000815.SZ""}",accessible_nonempty,2321,"ts_code,trade_date,close",0.097,
adj_factor,"{""end_date"": 20211231, ""fields"": ""ts_code,trade_date,adj_factor"", ""start_date"": ""20110101"", ""ts_code"": ""000815.SZ""}",accessible_nonempty,2675,"ts_code,trade_date,adj_factor",0.091,
