factor,source_family,dependency_class,max_lookback_trading_days,state_propagation_rule,recompute_policy,illegal_input_date_count,affected_instrument_count,materialization_mode,recompute_start,recompute_end
alpha360_HIGH3,alpha360,pure_time_series,3,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH30,alpha360,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH31,alpha360,pure_time_series,31,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH32,alpha360,pure_time_series,32,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH33,alpha360,pure_time_series,33,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH34,alpha360,pure_time_series,34,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH35,alpha360,pure_time_series,35,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH36,alpha360,pure_time_series,36,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH37,alpha360,pure_time_series,37,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH38,alpha360,pure_time_series,38,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH39,alpha360,pure_time_series,39,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH4,alpha360,pure_time_series,4,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH40,alpha360,pure_time_series,40,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH41,alpha360,pure_time_series,41,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH42,alpha360,pure_time_series,42,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH43,alpha360,pure_time_series,43,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH44,alpha360,pure_time_series,44,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH45,alpha360,pure_time_series,45,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH46,alpha360,pure_time_series,46,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH47,alpha360,pure_time_series,47,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH48,alpha360,pure_time_series,48,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH49,alpha360,pure_time_series,49,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH5,alpha360,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH50,alpha360,pure_time_series,50,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH51,alpha360,pure_time_series,51,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH52,alpha360,pure_time_series,52,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH53,alpha360,pure_time_series,53,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH54,alpha360,pure_time_series,54,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH55,alpha360,pure_time_series,55,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH56,alpha360,pure_time_series,56,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH57,alpha360,pure_time_series,57,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH58,alpha360,pure_time_series,58,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH59,alpha360,pure_time_series,59,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH6,alpha360,pure_time_series,6,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH7,alpha360,pure_time_series,7,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH8,alpha360,pure_time_series,8,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH9,alpha360,pure_time_series,9,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW0,alpha360,pure_time_series,0,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW1,alpha360,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW10,alpha360,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW11,alpha360,pure_time_series,11,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW12,alpha360,pure_time_series,12,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW13,alpha360,pure_time_series,13,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW14,alpha360,pure_time_series,14,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW15,alpha360,pure_time_series,15,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW16,alpha360,pure_time_series,16,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW17,alpha360,pure_time_series,17,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW18,alpha360,pure_time_series,18,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW19,alpha360,pure_time_series,19,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW2,alpha360,pure_time_series,2,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW20,alpha360,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW21,alpha360,pure_time_series,21,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW22,alpha360,pure_time_series,22,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW23,alpha360,pure_time_series,23,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW24,alpha360,pure_time_series,24,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW25,alpha360,pure_time_series,25,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW26,alpha360,pure_time_series,26,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW27,alpha360,pure_time_series,27,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW28,alpha360,pure_time_series,28,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW29,alpha360,pure_time_series,29,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW3,alpha360,pure_time_series,3,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW30,alpha360,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW31,alpha360,pure_time_series,31,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW32,alpha360,pure_time_series,32,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW33,alpha360,pure_time_series,33,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW34,alpha360,pure_time_series,34,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW35,alpha360,pure_time_series,35,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW36,alpha360,pure_time_series,36,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW37,alpha360,pure_time_series,37,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW38,alpha360,pure_time_series,38,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW39,alpha360,pure_time_series,39,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW4,alpha360,pure_time_series,4,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW40,alpha360,pure_time_series,40,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW41,alpha360,pure_time_series,41,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW42,alpha360,pure_time_series,42,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW43,alpha360,pure_time_series,43,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW44,alpha360,pure_time_series,44,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW45,alpha360,pure_time_series,45,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW46,alpha360,pure_time_series,46,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW47,alpha360,pure_time_series,47,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW48,alpha360,pure_time_series,48,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW49,alpha360,pure_time_series,49,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW5,alpha360,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW50,alpha360,pure_time_series,50,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW51,alpha360,pure_time_series,51,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW52,alpha360,pure_time_series,52,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW53,alpha360,pure_time_series,53,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW54,alpha360,pure_time_series,54,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW55,alpha360,pure_time_series,55,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW56,alpha360,pure_time_series,56,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW57,alpha360,pure_time_series,57,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW58,alpha360,pure_time_series,58,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW59,alpha360,pure_time_series,59,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW6,alpha360,pure_time_series,6,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW7,alpha360,pure_time_series,7,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW8,alpha360,pure_time_series,8,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_LOW9,alpha360,pure_time_series,9,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN0,alpha360,pure_time_series,0,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN1,alpha360,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN10,alpha360,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN11,alpha360,pure_time_series,11,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN12,alpha360,pure_time_series,12,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN13,alpha360,pure_time_series,13,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN14,alpha360,pure_time_series,14,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN15,alpha360,pure_time_series,15,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN16,alpha360,pure_time_series,16,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN17,alpha360,pure_time_series,17,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN18,alpha360,pure_time_series,18,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN19,alpha360,pure_time_series,19,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN2,alpha360,pure_time_series,2,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN20,alpha360,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN21,alpha360,pure_time_series,21,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN22,alpha360,pure_time_series,22,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN23,alpha360,pure_time_series,23,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN24,alpha360,pure_time_series,24,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN25,alpha360,pure_time_series,25,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN26,alpha360,pure_time_series,26,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN27,alpha360,pure_time_series,27,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN28,alpha360,pure_time_series,28,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN29,alpha360,pure_time_series,29,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN3,alpha360,pure_time_series,3,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN30,alpha360,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN31,alpha360,pure_time_series,31,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN32,alpha360,pure_time_series,32,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN33,alpha360,pure_time_series,33,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN34,alpha360,pure_time_series,34,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN35,alpha360,pure_time_series,35,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN36,alpha360,pure_time_series,36,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN37,alpha360,pure_time_series,37,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN38,alpha360,pure_time_series,38,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN39,alpha360,pure_time_series,39,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN4,alpha360,pure_time_series,4,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN40,alpha360,pure_time_series,40,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN41,alpha360,pure_time_series,41,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN42,alpha360,pure_time_series,42,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN43,alpha360,pure_time_series,43,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN44,alpha360,pure_time_series,44,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN45,alpha360,pure_time_series,45,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN46,alpha360,pure_time_series,46,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN47,alpha360,pure_time_series,47,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN48,alpha360,pure_time_series,48,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN49,alpha360,pure_time_series,49,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN5,alpha360,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN50,alpha360,pure_time_series,50,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN51,alpha360,pure_time_series,51,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN52,alpha360,pure_time_series,52,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN53,alpha360,pure_time_series,53,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN54,alpha360,pure_time_series,54,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN55,alpha360,pure_time_series,55,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN56,alpha360,pure_time_series,56,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN57,alpha360,pure_time_series,57,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN58,alpha360,pure_time_series,58,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN59,alpha360,pure_time_series,59,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN6,alpha360,pure_time_series,6,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN7,alpha360,pure_time_series,7,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN8,alpha360,pure_time_series,8,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_OPEN9,alpha360,pure_time_series,9,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
