pool_name,factor,source_family,source_project,category,stage,screening_gate,promotion_decision,promotion_reason,role,included,pool_reason,judgement_label,expected_direction,consensus_direction,coverage,missing_rate,valid_rows,total_rows,alphalens_status,jqfactor_status,qlib_status,metric_value_count,alphalens_mean_ic_10d,alphalens_mean_ic_20d,jqfactor_mean_ic_10d,jqfactor_mean_ic_20d,qlib_mean_10d,qlib_mean_20d,qlib_information_ratio_10d,qlib_information_ratio_20d,alphalens_ann_alpha_10d,alphalens_ann_alpha_20d,primary_rank_ic,primary_abs_rank_ic,max_abs_rank_ic,max_abs_rank_icir,max_rank_ic_win_rate,issue_tags,license,compute_adapter,board_status,board_reason
multi_source_v1,kunquant_alpha101_alpha027,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_v4_batch_holdout,holdout,holdout,alphalens_reloaded_not_run,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,1.0,0.0,89000,89000,not_run,not_run,pass,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha032,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_zero_valid_holdout,holdout,holdout,,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,0.0,1.0,0,89000,,,,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha036,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_zero_valid_holdout,holdout,holdout,,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,0.0,1.0,0,89000,,,,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha037,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_zero_valid_holdout,holdout,holdout,,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,0.0,1.0,0,89000,,,,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha039,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_zero_valid_holdout,holdout,holdout,,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,0.0,1.0,0,89000,,,,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha052,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_zero_valid_holdout,holdout,holdout,,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,0.0,1.0,0,89000,,,,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha061,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_v4_batch_holdout,holdout,holdout,alphalens_reloaded_not_run,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,1.0,0.0,89000,89000,not_run,not_run,pass,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha065,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_v4_batch_holdout,holdout,holdout,alphalens_reloaded_partial:quantile_turnover,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,1.0,0.0,89000,89000,partial_pass,partial_pass,pass,18.0,0.0189376788110689,0.0259523610964302,0.0189376788110689,0.0259523610964301,0.0188752260716409,0.0263110467892602,3.723873351724884,5.016066879137585,0.0217719443914501,0.0476396471122051,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha068,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_v4_batch_holdout,holdout,holdout,alphalens_reloaded_not_run,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,1.0,0.0,89000,89000,not_run,not_run,pass,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha075,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_v4_batch_holdout,holdout,holdout,alphalens_reloaded_partial:quantile_turnover,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,1.0,0.0,89000,89000,partial_pass,partial_pass,pass,18.0,-0.0135719850716602,-0.0163561735167999,-0.0135719850716602,-0.0163561735168,-0.0131797700257619,-0.0163448587865874,-2.786006219443267,-3.494870570757401,-0.0381141201714478,-0.0309496412613704,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha081,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_v4_batch_holdout,holdout,holdout,alphalens_reloaded_partial:quantile_turnover,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,1.0,0.0,89000,89000,partial_pass,partial_pass,pass,18.0,-0.0291891962013563,-0.032750578237955,-0.0291891962013563,-0.032750578237955,-0.0285067916918351,-0.0319782843110389,-6.706622653677479,-8.44792980052647,-0.0762216626465696,-0.0457591270530708,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha086,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_v4_batch_holdout,holdout,holdout,alphalens_reloaded_not_run,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,1.0,0.0,89000,89000,not_run,not_run,pass,,,,,,,,,,,,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
multi_source_v1,kunquant_alpha101_alpha099,alpha101,kunquant_alpha101,alpha101,alpha101_adapter_v4_batch_holdout,holdout,holdout,alphalens_reloaded_partial:quantile_turnover,holdout,False,open_source_evaluator_holdout,holdout,watch,watch,1.0,0.0,89000,89000,partial_pass,partial_pass,pass,18.0,-0.0230204751904908,-0.0242150278784506,-0.0230204751904908,-0.0242150278784506,-0.0223481301889853,-0.023956822352668,-4.415079046624539,-5.338472740899376,-0.0644161634303326,-0.0078146013293924,,,,,,,Apache-2.0,factor_research.alpha101_source.compute_alpha101_features,holdout,kept_out_by_source_promotion_or_judgement_gate
