factor,lineage_status,economic_family,source,defined,materializable,coverage_qualified,research_usable,temporarily_blocked,valid_count,row_count,coverage,qualified_month_fraction,unique_values,zero_fraction_of_finite,mean,std,min,q01,median,q99,max,inf_count,block_reason,temporal_gap_candidate_count
alpha360_VWAP44,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580799,2587671,0.9973443300945135,1.0,2146068,0.0,1.019679883876513,0.1973069218721391,0.1250496208667755,0.5580981862545014,1.0149904489517212,1.5428379249572755,17.037397384643555,0,,0
alpha360_VWAP45,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580803,2587671,0.9973458758860767,1.0,2148493,0.0,1.020022830805755,0.19951189733342775,0.12657064199447632,0.5548962473869323,1.0152016878128052,1.5478858733177185,17.616901397705078,0,,0
alpha360_VWAP46,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580807,2587671,0.9973474216776399,1.0,2152306,0.0,1.0203546757697102,0.2016987135895843,0.12836353480815887,0.5513710117340088,1.015346646308899,1.5530455946922295,18.170183181762695,0,,0
alpha360_VWAP47,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580809,2587671,0.9973481945734214,1.0,2156467,0.0,1.0206986279409718,0.2038704185339369,0.12992486357688904,0.548148763179779,1.0155106782913208,1.5577934789657593,18.525150299072266,0,,0
alpha360_VWAP48,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580810,2587671,0.9973485810213122,1.0,2160259,0.0,1.0210387689389773,0.20601331241929208,0.1327703893184662,0.5456049698591232,1.0156997442245483,1.5629774582386022,19.195144653320312,0,,0
alpha360_VWAP49,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580811,2587671,0.997348967469203,1.0,2162916,0.0,1.0213739680517726,0.2081492677393437,0.12520696222782135,0.5424045085906982,1.0159703493118286,1.568005084991455,19.969343185424805,0,,0
alpha360_VWAP5,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582071,2587671,0.9978358918115943,1.0,1609372,0.0,1.0034794556505888,0.06947428189338514,0.36078643798828125,0.8074715912342072,1.0036226511001587,1.1941879272460936,3.1010100841522217,0,,0
alpha360_VWAP50,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2166056,0.0,1.0217159817276342,0.2103055686377098,0.12210496515035629,0.5395909810066223,1.0162698030471802,1.5736855757236508,20.648571014404297,0,,0
alpha360_VWAP51,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2169235,0.0,1.0220471037412782,0.2124126145253754,0.1276918351650238,0.5364133048057557,1.0165730714797974,1.5800005888938906,19.93408203125,0,,0
alpha360_VWAP52,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580811,2587671,0.997348967469203,1.0,2172082,0.0,1.0223951839548135,0.21449275032242068,0.12534083425998688,0.5336417019367218,1.0167973041534424,1.5850524663925167,20.193195343017578,0,,0
alpha360_VWAP53,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580809,2587671,0.9973481945734214,1.0,2175371,0.0,1.0227223129540086,0.2164932468296126,0.12041333317756653,0.5305500102043151,1.017067313194275,1.5900169610977146,20.88003921508789,0,,0
alpha360_VWAP54,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2177048,0.0,1.0230157767448096,0.21840412535751574,0.12210500240325928,0.5277446961402893,1.0173137187957764,1.5949369525909423,21.0206298828125,0,,0
alpha360_VWAP55,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2180108,0.0,1.0232797377304172,0.22018418912220128,0.11710213869810104,0.5248518776893616,1.0175977945327759,1.5997399139404291,19.409690856933594,0,,0
alpha360_VWAP56,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,2183929,0.0,1.0235421252008448,0.22200864538642184,0.11410962790250778,0.5220332652330398,1.0177856087684631,1.6055100142955796,19.71000099182129,0,,0
alpha360_VWAP57,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580802,2587671,0.9973454894381859,1.0,2185711,0.0,1.0238019695203309,0.22379206254885572,0.11128256469964981,0.5192671465873718,1.01792573928833,1.6121428942680325,19.969343185424805,0,,0
alpha360_VWAP58,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580799,2587671,0.9973443300945135,1.0,2188347,0.0,1.0240692748835694,0.225524315831219,0.10886847972869873,0.5167498517036438,1.0180633068084717,1.6187203073501588,20.12180519104004,0,,0
alpha360_VWAP59,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580798,2587671,0.9973439436466228,1.0,2190596,0.0,1.0243289918745497,0.22727706305720055,0.10765030235052109,0.5140912282466888,1.018229901790619,1.6254407894611338,20.933380126953125,0,,0
alpha360_VWAP6,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581856,2587671,0.9977528055150752,1.0,1665256,0.0,1.0040441112125533,0.07574781071661689,0.3009371757507324,0.792391124367714,1.0039061307907104,1.2104676961898804,3.8282830715179443,0,,0
alpha360_VWAP7,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581663,2587671,0.9976782210721533,1.0,1710888,0.0,1.0045874678081688,0.08137382729122657,0.2678930163383484,0.7786544573307037,1.0041978359222412,1.2249487423896785,4.79318380355835,0,,0
alpha360_VWAP8,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581474,2587671,0.9976051824207947,1.0,1750118,0.0,1.0051054363962857,0.08655370239512818,0.25435003638267517,0.7662028366327286,1.0045242309570312,1.2385254979133609,5.858335494995117,0,,0
alpha360_VWAP9,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581304,2587671,0.9975394862793608,1.0,1784030,0.0,1.0056223718794353,0.09148850871344208,0.21656523644924164,0.755461130142212,1.0048151016235352,1.2518398368358614,6.614365100860596,0,,0
amount_cv_20,legacy_v1,Liquidity,project_basic,True,True,True,True,False,2571058,2587671,0.99357994119036,1.0,2571057,0.0,0.4504591627220864,0.1775631420198189,0.09385024316994055,0.1986207548623969,0.4123137128474297,1.0536148969416108,3.4863835331206494,0,,0
amount_mean_20,legacy_v1,Liquidity,project_basic,True,True,True,True,False,2571058,2587671,0.99357994119036,1.0,2569355,0.0,469891.9247153057,852696.9131071458,630.0351606845855,34730.09009423828,229507.655859375,3925035.157187505,35167533.5,0,,0
amount_std_20,legacy_v1,Liquidity,project_basic,True,True,True,True,False,2571058,2587671,0.99357994119036,1.0,2571057,0.0,207881.99100393784,363420.1475640503,1113.9764129262337,10676.79345147788,100871.5238759685,1686540.739520802,22995524.424996737,0,,0
amplitude_20,legacy_v1,VolatilityRisk,project_basic,True,True,True,True,False,2571058,2587671,0.99357994119036,1.0,2566467,1.6724632427584285e-05,0.03967847761661827,0.016220386134941624,0.0,0.012900036901701242,0.03715335270389915,0.08824076526984576,0.181930292211473,0,,0
corr_ret_amount_20,legacy_v1,Liquidity,project_basic,True,True,True,True,False,2570377,2587671,0.9933167701767343,1.0,2570377,0.0,0.2083026325044916,0.3209007821548642,-0.9470128362195273,-0.6286744791990851,0.2588912054559896,0.768482211671556,0.9835746126740695,0,,0
corr_ret_volume_20,legacy_v1,Liquidity,project_basic,True,True,True,True,False,2570377,2587671,0.9933167701767343,1.0,2570377,0.0,0.20245310421781484,0.3304330517256777,-0.9577501442690338,-0.6409783003912384,0.25390803239413995,0.7754615713665154,0.9832788457490783,0,,0
downside_std_20,legacy_v1,VolatilityRisk,project_basic,True,True,True,True,False,2570377,2587671,0.9933167701767343,1.0,1943525,3.890479879021638e-07,0.015039805557568635,0.0073785175741160275,0.0,0.003863273408775705,0.013583602167868357,0.03877674530648005,0.08896788734867639,0,,0
kunquant_alpha101_alpha001,recovered,Multi,alpha101,True,True,True,True,False,2475643,2587671,0.9567070156909437,1.0,6388,0.0,0.500261346244188,0.27192101343488434,0.0005274261603375527,0.035828025477707005,0.5070093457943925,0.9386892177589852,0.993798449612403,0,,0
kunquant_alpha101_alpha002,legacy_v1,Multi,alpha101,True,True,True,True,False,2587671,2587671,1.0,1.0,2549693,0.01467690444418939,-0.14683692639303458,0.45978165989846836,-0.9996323369443404,-0.9409034614326641,-0.1784467000043243,0.8696699259169335,0.999300096781814,0,,0
kunquant_alpha101_alpha003,legacy_v1,Multi,alpha101,True,True,True,True,False,2587671,2587671,1.0,1.0,2538326,0.01903526375648218,-0.19383044829592624,0.40879286187641467,-0.998147254879643,-0.8995631694518457,-0.22396688096004255,0.7417961449140199,0.9999988949017172,0,,0
kunquant_alpha101_alpha004,legacy_v1,Multi,alpha101,True,True,True,True,False,2544847,2587671,0.9834507555249489,1.0,17,0.0,-4.628246609717598,2.968805824704043,-9.0,-9.0,-4.0,-1.0,-1.0,0,,0
kunquant_alpha101_alpha005,legacy_v1,Multi,alpha101,True,True,True,True,False,2540006,2587671,0.9815799612856503,1.0,2172658,0.0,-0.3347693156620692,0.2985453050897453,-1.0,-0.9807196523898458,-0.25200203356535533,-0.00010563295265229252,-2.5e-07,0,,0
kunquant_alpha101_alpha005_canonical_vwap_v2,canonicalized,TradingBehavior,alpha101,True,True,True,True,False,2577905,2587671,0.9962259498985767,1.0,2485714,0.0,-0.24624915418625362,0.22275310134819615,-1.0,-0.933917617799901,-0.1822955761610222,-0.0007797572450052095,-2.5e-07,0,,0
kunquant_alpha101_alpha006,legacy_v1,Multi,alpha101,True,True,True,True,False,2587671,2587671,1.0,1.0,2540007,0.0184200387143497,-0.20259395431553126,0.41998443717402545,-0.9981312697391801,-0.9215231403550325,-0.2359695177534545,0.7731082637702509,0.9912297227533988,0,,0
kunquant_alpha101_alpha007,recovered,Multi,alpha101,True,True,True,True,False,2422653,2587671,0.9362291419581547,1.0,239,0.0021971780523252814,-5.570944332514809,22.943819259107592,-60.0,-60.0,-1.0,57.0,60.0,0,,0
kunquant_alpha101_alpha008,legacy_v1,Multi,alpha101,True,True,True,True,False,2512329,2587671,0.9708842430123459,1.0,177494,0.0,-0.5002575299652235,0.2886750963236886,-1.0,-0.9901808785529715,-0.5002592016588906,-0.0103359173126615,-0.0005002501250625312,0,,0
kunquant_alpha101_alpha009,legacy_v1,Multi,alpha101,True,True,True,True,False,2579199,2587671,0.9967260134692548,1.0,1079144,0.022213485659695123,-0.0002572007842645741,0.3627723732158443,-33.8475341796875,-0.7811558532714844,0.0,0.7409020233154298,35.817169189453125,0,,0
kunquant_alpha101_alpha010,legacy_v1,Multi,alpha101,True,True,True,True,False,2579199,2587671,0.9967260134692548,1.0,1079254,0.022213485659695123,-0.0004906273648981993,0.36277213262003494,-33.8475341796875,-0.7766745376586914,0.0,0.7459316635131836,35.817169189453125,0,,0
kunquant_alpha101_alpha011,legacy_v1,Multi,alpha101,True,True,True,True,False,2569351,2587671,0.992920274640787,1.0,2486759,0.0,0.49490985807973564,0.4695084764018263,6.806805103402126e-05,0.005213281020497593,0.33152802067133424,1.8340533510276842,2.0,0,,0
kunquant_alpha101_alpha011_canonical_vwap_v2,canonicalized,TradingBehavior,alpha101,True,True,True,True,False,2569351,2587671,0.992920274640787,1.0,2486598,0.0,0.48627966105942605,0.3291360672655454,3.85e-05,0.008012017023532294,0.4489846424351764,1.3939629726816518,1.9889875063598847,0,,0
kunquant_alpha101_alpha012,legacy_v1,Multi,alpha101,True,True,True,True,False,2579199,2587671,0.9967260134692548,1.0,1065504,0.022213873376967036,-0.027871306670690005,0.3617002225675999,-33.8475341796875,-0.8777058887481689,-0.009112298488616943,0.6238899993896485,35.817169189453125,0,,0
kunquant_alpha101_alpha013,legacy_v1,Multi,alpha101,True,True,True,True,False,2564434,2587671,0.9910201103617886,1.0,143190,0.0,-0.5002522973880392,0.28867509733887076,-1.0,-0.9902313624678664,-0.5002506265664161,-0.010282776349614395,-0.0005,0,,0
kunquant_alpha101_alpha014,legacy_v1,Multi,alpha101,True,True,True,True,False,2564738,2587671,0.9911375905205878,1.0,2540007,0.0096430902493744,-0.1026039659885098,0.2524235657310838,-0.9911923479228231,-0.7548426707931346,-0.06469052154056837,0.5414689487023137,0.9653179378005032,0,,0
kunquant_alpha101_alpha015,legacy_v1,Multi,alpha101,True,True,True,True,False,2587671,2587671,1.0,1.0,136760,0.0,-1.850214434962101,0.7175801842231923,-3.0,-2.8701983429575693,-1.8958071805171979,-0.11021842832036172,-0.0007532011046949536,0,,0
kunquant_alpha101_alpha016,legacy_v1,Multi,alpha101,True,True,True,True,False,2564434,2587671,0.9910201103617886,1.0,143165,0.0,-0.5002522973880398,0.28867509720700757,-1.0,-0.9902313624678664,-0.5002506265664161,-0.010282776349614395,-0.0005,0,,0
kunquant_alpha101_alpha017,legacy_v1,Multi,alpha101,True,True,True,True,False,2540006,2587671,0.9815799612856503,1.0,2537208,0.0,-0.14384404204394902,0.20295375900397722,-0.986486124151747,-0.8259692587006722,-0.04787891352988559,-0.0004950018426829946,-5.322552396627128e-07,0,,0
kunquant_alpha101_alpha018,legacy_v1,Multi,alpha101,True,True,True,True,False,2564434,2587671,0.9910201103617886,1.0,142111,0.0,-0.5002522973880396,0.2886750976412475,-1.0,-0.9902313624678664,-0.5002506265664161,-0.010282776349614395,-0.0005,0,,0
kunquant_alpha101_alpha020,legacy_v1,Multi,alpha101,True,True,True,True,False,2579199,2587671,0.9967260134692548,1.0,2565926,0.0,-0.14952305567969282,0.1890729034609156,-1.0,-0.9091414926211857,-0.08112431025,-1.2929415819846615e-05,-1.25e-10,0,,0
kunquant_alpha101_alpha021,recovered,Multi,alpha101,True,False,False,False,True,0,2587671,0.0,0.0,0,,,,,,,,,0,zero_finite_values,0
kunquant_alpha101_alpha022,legacy_v1,Multi,alpha101,True,True,True,True,False,2491875,2587671,0.9629798378541939,1.0,2491875,4.013042387760221e-07,0.0005910732453307008,0.3782580192408278,-1.962770413260128,-1.1280673777537793,0.0002878058016397873,1.1272514748483573,1.964816120166914,0,,0
kunquant_alpha101_alpha023,recovered,Multi,alpha101,True,False,False,False,True,0,2587671,0.0,0.0,0,,,,,,,,,0,zero_finite_values,0
kunquant_alpha101_alpha024,legacy_v1,Multi,alpha101,True,True,True,True,False,2569994,2587671,0.9931687606345629,1.0,1552149,0.03360319129149718,-0.3451301267863237,1.7833735794430658,-135.82925415039062,-5.049581785202026,-0.05274999141693115,0.9024112415313703,65.18258666992188,0,,0
kunquant_alpha101_alpha025,legacy_v1,Multi,alpha101,True,True,True,True,False,2491875,2587671,0.9629798378541939,1.0,208199,0.0,0.5002596438424881,0.2885974270591384,0.0005002501250625312,0.010341261633919338,0.5002578648788035,0.9901707190894982,1.0,0,,0
kunquant_alpha101_alpha025_canonical_vwap_v2,canonicalized,TradingBehavior,alpha101,True,True,True,True,False,2491875,2587671,0.9629798378541939,1.0,208199,0.0,0.500259643842488,0.28859742705913843,0.0005002501250625312,0.010341261633919338,0.5002578648788035,0.9901707190894982,1.0,0,,0
kunquant_alpha101_alpha026,legacy_v1,Multi,alpha101,True,True,True,True,False,2587671,2587671,1.0,1.0,216113,0.06286000036326102,-0.589737422630561,0.3982687341747942,-1.0000000000001126,-1.0000000000000018,-0.7385489458759935,0.5976143046671945,1.0000000000000138,0,,0
kunquant_alpha101_alpha027,recovered,Multi,alpha101,True,False,False,False,True,0,2587671,0.0,0.0,0,,,,,,,,,0,zero_finite_values,0
kunquant_alpha101_alpha027_canonical_vwap_v2,canonicalized,TradingBehavior,alpha101,True,False,False,False,True,0,2587671,0.0,0.0,0,,,,,,,,,0,zero_finite_values,0
kunquant_alpha101_alpha028,legacy_v1,Multi,alpha101,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2581322,0.001080827558664789,0.0001228241940235118,0.0005613009174865361,-0.015381603431762767,-0.0008986857001067277,0.0002019119905756905,0.0009479421940673376,0.012362661339043894,0,,0
kunquant_alpha101_alpha029,legacy_v1,Multi,alpha101,True,True,True,True,False,2530327,2587671,0.9778395321507255,1.0,477834,0.0,3.3332821740986285,1.460332622148758,1.0003016591251885,1.0171517671517671,3.2905811623246493,5.852278417626439,6.0,0,,0
kunquant_alpha101_alpha030,legacy_v1,Multi,alpha101,True,True,True,True,False,2569351,2587671,0.992920274640787,1.0,2497991,0.0,0.13423030222455293,0.1112089461218421,8.670661200981008e-05,0.006323840932411737,0.11507748793393485,0.6622233400402415,0.9989969909729187,0,,0
kunquant_alpha101_alpha031,legacy_v1,Multi,alpha101,True,True,True,True,False,2491875,2587671,0.9629798378541939,1.0,2485616,0.0,1.305647344509937,1.0197717874272354,-0.9989952242232485,-0.7905047214566229,1.6334915660308462,2.8947594876881917,3.0,0,,0
kunquant_alpha101_alpha033,legacy_v1,Multi,alpha101,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,49387,0.0,0.5002503743037797,0.2886712267069215,0.0005,0.010040160642570281,0.5002503755633451,0.9904618473895582,1.0,0,,0
kunquant_alpha101_alpha034,legacy_v1,Multi,alpha101,True,True,True,True,False,2579199,2587671,0.9967260134692548,1.0,106547,0.0,0.5002508530749277,0.28867509675908504,0.0005,0.010050251256281407,0.5002503755633451,0.9904522613065326,1.0,0,,0
kunquant_alpha101_alpha035,legacy_v1,Multi,alpha101,True,True,True,True,False,2434777,2587671,0.940914436186053,1.0,4268,0.19366249968682964,2593.1750413898276,3868.4628845479833,-0.0,-0.0,648.0,14880.0,14880.0,0,,0
kunquant_alpha101_alpha038,legacy_v1,Multi,alpha101,True,True,True,True,False,2540006,2587671,0.9815799612856503,1.0,2441510,0.0,-0.24606003133120793,0.2520067953120273,-0.9972444889779559,-0.9003232515691741,-0.14058369977871016,-0.0015960694577024051,-2.7983106533508728e-06,0,,0
kunquant_alpha101_alpha040,legacy_v1,Multi,alpha101,True,True,True,True,False,2540006,2587671,0.9815799612856503,1.0,2540006,0.0,-0.23974037316072958,0.2757472306022403,-0.9936084768116982,-0.8531852861778472,-0.2065503588072972,0.46453179606092776,0.9674772621049625,0,,0
kunquant_alpha101_alpha041,legacy_v1,Multi,alpha101,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2505160,0.0,4.8724393716696595,12.170826215886393,0.017567582428455353,0.3011228531599045,2.249926805496216,43.425098800659725,477.27960205078125,0,,0
kunquant_alpha101_alpha041_canonical_vwap_v2,canonicalized,TradingBehavior,alpha101,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,718041,0.0013308148851586858,0.00013268277968149806,0.06967068628115868,-6.165985107421875,-0.15484189987182617,0.0005737543106079102,0.14189910888671875,6.22576904296875,0,,0
kunquant_alpha101_alpha042,legacy_v1,Multi,alpha101,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,82455,0.0,7.180955377373162,56.74769154176159,0.0005,0.01013684744044602,1.0,98.65,2000.0,0,,0
kunquant_alpha101_alpha042_canonical_vwap_v2,canonicalized,TradingBehavior,alpha101,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,1587289,0.0,3.9365277601849655,30.284015468821426,0.0005,0.01150747986191024,1.1080729166666665,46.0,1976.0,0,,0
kunquant_alpha101_alpha043,legacy_v1,Multi,alpha101,True,True,True,True,False,2515817,2587671,0.97223217325541,1.0,159,0.0,44.026571090027616,38.236337413498546,1.0,2.0,32.0,152.0,160.0,0,,0
