partition_id,partition_path,factor_count,row_count,output_sha256,output_size_bytes,reused_v1,factors
alpha360_014,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/alpha360_014.parquet,25,2587671,28c2b8d967f03a0a8baf05a2725dbfd03f51208c37c7bb1d79c982c4c589bccd,258636120,True,"alpha360_VWAP33,alpha360_VWAP34,alpha360_VWAP35,alpha360_VWAP36,alpha360_VWAP37,alpha360_VWAP38,alpha360_VWAP39,alpha360_VWAP4,alpha360_VWAP40,alpha360_VWAP41,alpha360_VWAP42,alpha360_VWAP43,alpha360_VWAP44,alpha360_VWAP45,alpha360_VWAP46,alpha360_VWAP47,alpha360_VWAP48,alpha360_VWAP49,alpha360_VWAP5,alpha360_VWAP50,alpha360_VWAP51,alpha360_VWAP52,alpha360_VWAP53,alpha360_VWAP54,alpha360_VWAP55"
alpha360_015,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/alpha360_015.parquet,8,2587671,59970ef1529feb2232e52322988574f78cfaf275ac81e84341e738d5b736aa0c,82694167,True,"alpha360_VWAP56,alpha360_VWAP57,alpha360_VWAP58,alpha360_VWAP59,alpha360_VWAP6,alpha360_VWAP7,alpha360_VWAP8,alpha360_VWAP9"
ta_001,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/ta_001.parquet,25,2587671,727798c0ec76387b2a2e6bc6ec2c1de4a963344631f9bb88042d0851f3d8ab1e,426173279,True,"ta_momentum_ao,ta_momentum_kama,ta_momentum_ppo,ta_momentum_ppo_hist,ta_momentum_ppo_signal,ta_momentum_pvo,ta_momentum_pvo_hist,ta_momentum_pvo_signal,ta_momentum_roc,ta_momentum_rsi,ta_momentum_stoch,ta_momentum_stoch_rsi,ta_momentum_stoch_rsi_d,ta_momentum_stoch_rsi_k,ta_momentum_stoch_signal,ta_momentum_tsi,ta_momentum_uo,ta_momentum_wr,ta_trend_adx,ta_trend_adx_neg,ta_trend_adx_pos,ta_trend_aroon_down,ta_trend_aroon_ind,ta_trend_aroon_up,ta_trend_cci"
ta_002,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/ta_002.parquet,25,2587671,9bcc7479514c24651e7bfff875e07ae55db79de9f6111ec33e6f9f6bf364d91a,369194978,True,"ta_trend_dpo,ta_trend_ema_fast,ta_trend_ema_slow,ta_trend_ichimoku_a,ta_trend_ichimoku_b,ta_trend_ichimoku_base,ta_trend_ichimoku_conv,ta_trend_kst,ta_trend_kst_diff,ta_trend_kst_sig,ta_trend_macd,ta_trend_macd_diff,ta_trend_macd_signal,ta_trend_mass_index,ta_trend_psar_down,ta_trend_psar_down_indicator,ta_trend_psar_up,ta_trend_psar_up_indicator,ta_trend_sma_fast,ta_trend_sma_slow,ta_trend_stc,ta_trend_trix,ta_trend_vortex_ind_diff,ta_trend_vortex_ind_neg,ta_trend_vortex_ind_pos"
ta_003,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/ta_003.parquet,25,2587671,3cfa3b82a7f3ad8480dbe8465f2c200420e20e72ff4cf64611eb383b56f558a2,380969666,True,"ta_volatility_atr,ta_volatility_bbh,ta_volatility_bbhi,ta_volatility_bbl,ta_volatility_bbm,ta_volatility_bbp,ta_volatility_bbw,ta_volatility_dch,ta_volatility_dcl,ta_volatility_dcm,ta_volatility_dcp,ta_volatility_dcw,ta_volatility_kcc,ta_volatility_kch,ta_volatility_kcl,ta_volatility_kcli,ta_volatility_kcp,ta_volatility_kcw,ta_volatility_ui,ta_volume_adi,ta_volume_cmf,ta_volume_em,ta_volume_fi,ta_volume_mfi,ta_volume_obv"
ta_004,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/ta_004.parquet,2,2587671,bad64c946eaa94688ef68699b655bba352cdccef2cc30642b2d037031af72f7c,39216330,True,"ta_volume_sma_em,ta_volume_vwap"
alpha101_001,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/alpha101_001.parquet,25,2587671,cc35ac5ce4b7ef717f7c4543bb8acc8644c9c4210f8cb2755e491895d6e008ec,347069975,True,"kunquant_alpha101_alpha002,kunquant_alpha101_alpha003,kunquant_alpha101_alpha004,kunquant_alpha101_alpha005,kunquant_alpha101_alpha006,kunquant_alpha101_alpha008,kunquant_alpha101_alpha009,kunquant_alpha101_alpha010,kunquant_alpha101_alpha011,kunquant_alpha101_alpha012,kunquant_alpha101_alpha013,kunquant_alpha101_alpha014,kunquant_alpha101_alpha015,kunquant_alpha101_alpha016,kunquant_alpha101_alpha017,kunquant_alpha101_alpha018,kunquant_alpha101_alpha020,kunquant_alpha101_alpha022,kunquant_alpha101_alpha024,kunquant_alpha101_alpha025,kunquant_alpha101_alpha026,kunquant_alpha101_alpha028,kunquant_alpha101_alpha029,kunquant_alpha101_alpha030,kunquant_alpha101_alpha031"
alpha101_002,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/alpha101_002.parquet,25,2587671,1b363f0af8f7f7b6fedb97a5c2fdb5cd164e7a8faa684dd1893270596384a1d0,276800823,True,"kunquant_alpha101_alpha033,kunquant_alpha101_alpha034,kunquant_alpha101_alpha035,kunquant_alpha101_alpha038,kunquant_alpha101_alpha040,kunquant_alpha101_alpha041,kunquant_alpha101_alpha042,kunquant_alpha101_alpha043,kunquant_alpha101_alpha044,kunquant_alpha101_alpha045,kunquant_alpha101_alpha046,kunquant_alpha101_alpha047,kunquant_alpha101_alpha049,kunquant_alpha101_alpha050,kunquant_alpha101_alpha051,kunquant_alpha101_alpha053,kunquant_alpha101_alpha054,kunquant_alpha101_alpha055,kunquant_alpha101_alpha057,kunquant_alpha101_alpha060,kunquant_alpha101_alpha062,kunquant_alpha101_alpha064,kunquant_alpha101_alpha066,kunquant_alpha101_alpha071,kunquant_alpha101_alpha072"
alpha101_003,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/alpha101_003.parquet,14,2587671,3a230efed79d298677c55b1398194fe49f71df87278c9c55c7049b77c78a094a,135665662,True,"kunquant_alpha101_alpha073,kunquant_alpha101_alpha074,kunquant_alpha101_alpha077,kunquant_alpha101_alpha078,kunquant_alpha101_alpha083,kunquant_alpha101_alpha084,kunquant_alpha101_alpha085,kunquant_alpha101_alpha088,kunquant_alpha101_alpha092,kunquant_alpha101_alpha094,kunquant_alpha101_alpha095,kunquant_alpha101_alpha096,kunquant_alpha101_alpha098,kunquant_alpha101_alpha101"
project_basic_001,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/runtime/project_basic_001.parquet,15,2587671,150ee624075e85074162c87fc0eba195889391549a4890bd5b9198cb93948742,234582810,True,"amount_cv_20,amount_mean_20,amount_std_20,amplitude_20,corr_ret_amount_20,corr_ret_volume_20,downside_std_20,max_drawdown_20,ret_10,ret_20,ret_5,rev_20_exclude_5,rev_5,std_20,volume_ratio_5_20"
recovered,E:/qlib_prj/qlib_baseline/outputs/factor_universe_v2_matrix_readiness/runtime/matrix/full/recovered.parquet,19,2587671,d2eb5e0bb8b13f3b77047728fd7c6c45b8a737580a4863f43a5ee92f7a49345f,32221378,False,"kunquant_alpha101_alpha001,kunquant_alpha101_alpha007,kunquant_alpha101_alpha021,kunquant_alpha101_alpha023,kunquant_alpha101_alpha027,kunquant_alpha101_alpha061,kunquant_alpha101_alpha065,kunquant_alpha101_alpha068,kunquant_alpha101_alpha075,kunquant_alpha101_alpha081,kunquant_alpha101_alpha086,kunquant_alpha101_alpha099,alpha158_CNTN5,alpha158_IMAX5,alpha158_RANK5,ta_volatility_bbli,ta_volatility_kchi,ta_volume_nvi_canonical_v2,ta_volume_vpt_canonical_v2"
canonical,E:/qlib_prj/qlib_baseline/outputs/factor_universe_v2_matrix_readiness/runtime/matrix/full/canonical.parquet,28,2587671,89aa7c8e4aae2d445f64362c942d471ba7de006aa7590d8d77aff09992013336,258329168,False,"kunquant_alpha101_alpha005_canonical_vwap_v2,kunquant_alpha101_alpha011_canonical_vwap_v2,kunquant_alpha101_alpha025_canonical_vwap_v2,kunquant_alpha101_alpha027_canonical_vwap_v2,kunquant_alpha101_alpha041_canonical_vwap_v2,kunquant_alpha101_alpha042_canonical_vwap_v2,kunquant_alpha101_alpha047_canonical_vwap_v2,kunquant_alpha101_alpha050_canonical_vwap_v2,kunquant_alpha101_alpha057_canonical_vwap_v2,kunquant_alpha101_alpha061_canonical_vwap_v2,kunquant_alpha101_alpha062_canonical_vwap_v2,kunquant_alpha101_alpha064_canonical_vwap_v2,kunquant_alpha101_alpha065_canonical_vwap_v2,kunquant_alpha101_alpha066_canonical_vwap_v2,kunquant_alpha101_alpha071_canonical_vwap_v2,kunquant_alpha101_alpha072_canonical_vwap_v2,kunquant_alpha101_alpha073_canonical_vwap_v2,kunquant_alpha101_alpha074_canonical_vwap_v2,kunquant_alpha101_alpha075_canonical_vwap_v2,kunquant_alpha101_alpha077_canonical_vwap_v2,kunquant_alpha101_alpha078_canonical_vwap_v2,kunquant_alpha101_alpha081_canonical_vwap_v2,kunquant_alpha101_alpha083_canonical_vwap_v2,kunquant_alpha101_alpha084_canonical_vwap_v2,kunquant_alpha101_alpha086_canonical_vwap_v2,kunquant_alpha101_alpha094_canonical_vwap_v2,kunquant_alpha101_alpha096_canonical_vwap_v2,kunquant_alpha101_alpha098_canonical_vwap_v2"
mature_market,E:/qlib_prj/qlib_baseline/outputs/factor_universe_v2_matrix_readiness/runtime/matrix/full/mature_market.parquet,17,2587671,cc71cddd15de43ed16ef144d2326a1d60975e6986bcc086030d4366043de8ed0,295798308,False,"mature_amihud_illiquidity_20,mature_amount_momentum_20,mature_downside_volatility_60,mature_high_52w,mature_idiosyncratic_volatility_60,mature_intraday_return_20,mature_market_beta_60,mature_max_daily_return_21,mature_max_drawdown_60,mature_momentum_12_1,mature_overnight_return_20,mature_parkinson_volatility_20,mature_realized_volatility_60,mature_return_skewness_60,mature_reversal_1m,mature_vwap_deviation,mature_vwap_deviation_20"
mature_daily_basic,E:/qlib_prj/qlib_baseline/outputs/factor_universe_v2_matrix_readiness/runtime/matrix/full/mature_daily_basic.parquet,12,2587671,1eed29d967b462c272d20ec0dcb65c107ed2ff1fad191028e01601ce4833808a,172918849,False,"mature_abnormal_turnover_20,mature_book_to_price,mature_dividend_yield_ttm,mature_earnings_yield_ttm,mature_float_market_cap_ratio,mature_log_float_market_cap,mature_log_total_market_cap,mature_sales_to_price_ttm,mature_turnover_mean_20,mature_turnover_rate_free_float,mature_turnover_volatility_20,mature_volume_ratio"
mature_moneyflow,E:/qlib_prj/qlib_baseline/outputs/factor_universe_v2_matrix_readiness/runtime/matrix/full/mature_moneyflow.parquet,10,2587671,b7b096cc6c543961fe553a93c4f0e71da36e030ee57eaf2adfe075617bfb3e7d,198473475,False,"mature_extra_large_order_imbalance,mature_institutional_flow_persistence_20,mature_institutional_order_imbalance,mature_large_order_imbalance,mature_medium_order_imbalance,mature_net_flow_persistence_20,mature_net_flow_persistence_5,mature_net_flow_to_traded_amount,mature_overall_order_imbalance,mature_small_order_imbalance"
mature_fundamental,E:/qlib_prj/qlib_baseline/outputs/factor_universe_v2_matrix_readiness/runtime/matrix/full/mature_fundamental.parquet,19,2587671,4a184c75b966aff74c14bc989a13e10e719f97f7c909e30e323b78dc92bf7c24,111420493,False,"mature_accruals_to_assets,mature_asset_growth_yoy,mature_book_leverage,mature_book_to_market_pit,mature_cash_ratio,mature_cashflow_quality,mature_cashflow_to_price_pit,mature_cashflow_to_sales,mature_current_ratio,mature_earnings_to_price_pit,mature_gross_margin,mature_gross_profitability,mature_net_income_growth_yoy,mature_net_margin,mature_operating_cashflow_to_assets,mature_operating_profitability,mature_return_on_assets,mature_revenue_growth_yoy,mature_sales_to_price_pit"
