batch_id,status,returncode,factor_count,factors,config_path,output_dir,started_at,ended_at,elapsed_seconds
batch_012,skipped_existing,,5,"alpha360_CLOSE4,alpha360_CLOSE3,alpha360_CLOSE2,alpha360_CLOSE1,alpha360_OPEN59",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_012.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_012,2026-06-28T11:00:33,2026-06-28T11:00:33,0.002
batch_013,skipped_existing,,5,"alpha360_OPEN58,alpha360_OPEN57,alpha360_OPEN56,alpha360_OPEN55,alpha360_OPEN54",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_013.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_013,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_014,skipped_existing,,5,"alpha360_OPEN53,alpha360_OPEN52,alpha360_OPEN51,alpha360_OPEN50,alpha360_OPEN49",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_014.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_014,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_015,skipped_existing,,5,"alpha360_OPEN48,alpha360_OPEN47,alpha360_OPEN46,alpha360_OPEN45,alpha360_OPEN44",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_015.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_015,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_016,skipped_existing,,5,"alpha360_OPEN43,alpha360_OPEN42,alpha360_OPEN41,alpha360_OPEN40,alpha360_OPEN39",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_016.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_016,2026-06-28T11:00:33,2026-06-28T11:00:33,0.002
batch_017,skipped_existing,,5,"alpha360_OPEN38,alpha360_OPEN37,alpha360_OPEN36,alpha360_OPEN35,alpha360_OPEN34",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_017.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_017,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_018,skipped_existing,,5,"alpha360_OPEN33,alpha360_OPEN32,alpha360_OPEN31,alpha360_OPEN30,alpha360_OPEN29",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_018.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_018,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_019,skipped_existing,,5,"alpha360_OPEN28,alpha360_OPEN27,alpha360_OPEN26,alpha360_OPEN25,alpha360_OPEN24",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_019.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_019,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_020,skipped_existing,,5,"alpha360_OPEN23,alpha360_OPEN22,alpha360_OPEN21,alpha360_OPEN20,alpha360_OPEN19",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_020.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_020,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_021,skipped_existing,,5,"alpha360_OPEN18,alpha360_OPEN17,alpha360_OPEN16,alpha360_OPEN15,alpha360_OPEN14",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_021.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_021,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_022,skipped_existing,,5,"alpha360_OPEN13,alpha360_OPEN12,alpha360_OPEN11,alpha360_OPEN10,alpha360_OPEN9",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_022.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_022,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_023,skipped_existing,,5,"alpha360_OPEN8,alpha360_OPEN7,alpha360_OPEN6,alpha360_OPEN5,alpha360_OPEN4",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_023.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_023,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_024,skipped_existing,,5,"alpha360_OPEN3,alpha360_OPEN2,alpha360_OPEN1,alpha360_OPEN0,alpha360_HIGH59",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_024.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_024,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_025,skipped_existing,,5,"alpha360_HIGH58,alpha360_HIGH57,alpha360_HIGH56,alpha360_HIGH55,alpha360_HIGH54",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_025.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_025,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_026,skipped_existing,,5,"alpha360_HIGH53,alpha360_HIGH52,alpha360_HIGH51,alpha360_HIGH50,alpha360_HIGH49",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_026.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_026,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_027,skipped_existing,,5,"alpha360_HIGH48,alpha360_HIGH47,alpha360_HIGH46,alpha360_HIGH45,alpha360_HIGH44",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_027.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_027,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_028,skipped_existing,,5,"alpha360_HIGH43,alpha360_HIGH42,alpha360_HIGH41,alpha360_HIGH40,alpha360_HIGH39",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_028.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_028,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_029,skipped_existing,,5,"alpha360_HIGH38,alpha360_HIGH37,alpha360_HIGH36,alpha360_HIGH35,alpha360_HIGH34",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_029.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_029,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_030,skipped_existing,,5,"alpha360_HIGH33,alpha360_HIGH32,alpha360_HIGH31,alpha360_HIGH30,alpha360_HIGH29",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_030.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_030,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_031,skipped_existing,,5,"alpha360_HIGH28,alpha360_HIGH27,alpha360_HIGH26,alpha360_HIGH25,alpha360_HIGH24",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_031.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_031,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_032,skipped_existing,,5,"alpha360_HIGH23,alpha360_HIGH22,alpha360_HIGH21,alpha360_HIGH20,alpha360_HIGH19",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_032.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_032,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_033,skipped_existing,,5,"alpha360_HIGH18,alpha360_HIGH17,alpha360_HIGH16,alpha360_HIGH15,alpha360_HIGH14",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_033.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_033,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_034,skipped_existing,,5,"alpha360_HIGH13,alpha360_HIGH12,alpha360_HIGH11,alpha360_HIGH10,alpha360_HIGH9",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_034.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_034,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_035,skipped_existing,,5,"alpha360_HIGH8,alpha360_HIGH7,alpha360_HIGH6,alpha360_HIGH5,alpha360_HIGH4",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_035.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_035,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_036,skipped_existing,,5,"alpha360_HIGH3,alpha360_HIGH2,alpha360_HIGH1,alpha360_HIGH0,alpha360_LOW59",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_036.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_036,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_037,skipped_existing,,5,"alpha360_LOW58,alpha360_LOW57,alpha360_LOW56,alpha360_LOW55,alpha360_LOW54",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_037.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_037,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_038,skipped_existing,,5,"alpha360_LOW53,alpha360_LOW52,alpha360_LOW51,alpha360_LOW50,alpha360_LOW49",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_038.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_038,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_039,skipped_existing,,5,"alpha360_LOW48,alpha360_LOW47,alpha360_LOW46,alpha360_LOW45,alpha360_LOW44",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_039.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_039,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_040,skipped_existing,,5,"alpha360_LOW43,alpha360_LOW42,alpha360_LOW41,alpha360_LOW40,alpha360_LOW39",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_040.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_040,2026-06-28T11:00:33,2026-06-28T11:00:33,0.001
batch_041,pass,0.0,5,"alpha360_LOW38,alpha360_LOW37,alpha360_LOW36,alpha360_LOW35,alpha360_LOW34",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_041.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_041,2026-06-28T11:00:33,2026-06-28T11:01:02,28.642
batch_042,pass,0.0,5,"alpha360_LOW33,alpha360_LOW32,alpha360_LOW31,alpha360_LOW30,alpha360_LOW29",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_042.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_042,2026-06-28T11:01:02,2026-06-28T11:01:29,27.507
batch_043,pass,0.0,5,"alpha360_LOW28,alpha360_LOW27,alpha360_LOW26,alpha360_LOW25,alpha360_LOW24",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_043.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_043,2026-06-28T11:01:29,2026-06-28T11:01:56,26.44
batch_044,pass,0.0,5,"alpha360_LOW23,alpha360_LOW22,alpha360_LOW21,alpha360_LOW20,alpha360_LOW19",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_044.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_044,2026-06-28T11:01:56,2026-06-28T11:02:19,23.358
batch_045,pass,0.0,5,"alpha360_LOW18,alpha360_LOW17,alpha360_LOW16,alpha360_LOW15,alpha360_LOW14",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_045.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_045,2026-06-28T11:02:19,2026-06-28T11:02:43,24.087
batch_046,pass,0.0,5,"alpha360_LOW13,alpha360_LOW12,alpha360_LOW11,alpha360_LOW10,alpha360_LOW9",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_046.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_046,2026-06-28T11:02:43,2026-06-28T11:03:08,24.52
batch_047,pass,0.0,5,"alpha360_LOW8,alpha360_LOW7,alpha360_LOW6,alpha360_LOW5,alpha360_LOW4",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_047.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_047,2026-06-28T11:03:08,2026-06-28T11:03:31,22.921
batch_048,pass,0.0,5,"alpha360_LOW3,alpha360_LOW2,alpha360_LOW1,alpha360_LOW0,alpha360_VWAP59",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_048.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_048,2026-06-28T11:03:31,2026-06-28T11:03:57,26.014
batch_049,pass,0.0,5,"alpha360_VWAP58,alpha360_VWAP57,alpha360_VWAP56,alpha360_VWAP55,alpha360_VWAP54",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_049.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_049,2026-06-28T11:03:57,2026-06-28T11:04:23,26.757
batch_050,pass,0.0,5,"alpha360_VWAP53,alpha360_VWAP52,alpha360_VWAP51,alpha360_VWAP50,alpha360_VWAP49",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_050.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_050,2026-06-28T11:04:23,2026-06-28T11:04:49,25.603
batch_051,pass,0.0,5,"alpha360_VWAP48,alpha360_VWAP47,alpha360_VWAP46,alpha360_VWAP45,alpha360_VWAP44",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_051.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_051,2026-06-28T11:04:49,2026-06-28T11:05:15,25.974
batch_052,pass,0.0,5,"alpha360_VWAP43,alpha360_VWAP42,alpha360_VWAP41,alpha360_VWAP40,alpha360_VWAP39",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_052.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_052,2026-06-28T11:05:15,2026-06-28T11:05:41,25.579
batch_053,pass,0.0,5,"alpha360_VWAP38,alpha360_VWAP37,alpha360_VWAP36,alpha360_VWAP35,alpha360_VWAP34",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_053.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_053,2026-06-28T11:05:41,2026-06-28T11:06:07,26.77
batch_054,pass,0.0,5,"alpha360_VWAP33,alpha360_VWAP32,alpha360_VWAP31,alpha360_VWAP30,alpha360_VWAP29",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_054.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_054,2026-06-28T11:06:07,2026-06-28T11:06:34,26.968
batch_055,pass,0.0,5,"alpha360_VWAP28,alpha360_VWAP27,alpha360_VWAP26,alpha360_VWAP25,alpha360_VWAP24",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_055.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_055,2026-06-28T11:06:34,2026-06-28T11:07:01,26.285
batch_056,pass,0.0,5,"alpha360_VWAP23,alpha360_VWAP22,alpha360_VWAP21,alpha360_VWAP20,alpha360_VWAP19",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_056.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_056,2026-06-28T11:07:01,2026-06-28T11:07:26,25.017
batch_057,pass,0.0,5,"alpha360_VWAP18,alpha360_VWAP17,alpha360_VWAP16,alpha360_VWAP15,alpha360_VWAP14",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_057.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_057,2026-06-28T11:07:26,2026-06-28T11:07:51,25.224
batch_058,pass,0.0,5,"alpha360_VWAP13,alpha360_VWAP12,alpha360_VWAP11,alpha360_VWAP10,alpha360_VWAP9",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_058.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_058,2026-06-28T11:07:51,2026-06-28T11:08:18,27.257
batch_059,pass,0.0,5,"alpha360_VWAP8,alpha360_VWAP7,alpha360_VWAP6,alpha360_VWAP5,alpha360_VWAP4",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_059.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_059,2026-06-28T11:08:18,2026-06-28T11:08:45,26.719
batch_060,pass,0.0,5,"alpha360_VWAP3,alpha360_VWAP2,alpha360_VWAP1,alpha360_VWAP0,alpha360_VOLUME59",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_060.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_060,2026-06-28T11:08:45,2026-06-28T11:09:12,26.969
batch_061,pass,0.0,5,"alpha360_VOLUME58,alpha360_VOLUME57,alpha360_VOLUME56,alpha360_VOLUME55,alpha360_VOLUME54",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_061.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_061,2026-06-28T11:09:12,2026-06-28T11:09:39,26.961
batch_062,pass,0.0,5,"alpha360_VOLUME53,alpha360_VOLUME52,alpha360_VOLUME51,alpha360_VOLUME50,alpha360_VOLUME49",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_062.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_062,2026-06-28T11:09:39,2026-06-28T11:10:06,26.855
