selection_date,effective_date,instrument,action
2025-04-30,2025-05-06,SZ301127,enter
2025-04-30,2025-05-06,SZ301160,enter
2025-04-30,2025-05-06,SZ301261,enter
2025-04-30,2025-05-06,SZ301413,enter
2025-04-30,2025-05-06,SZ301566,enter
2025-04-30,2025-05-06,SZ301603,enter
2025-04-30,2025-05-06,SZ301606,enter
2025-04-30,2025-05-06,SZ301608,enter
2025-04-30,2025-05-06,SH600123,exit
2025-04-30,2025-05-06,SH600237,exit
2025-04-30,2025-05-06,SH600328,exit
2025-04-30,2025-05-06,SH600499,exit
2025-04-30,2025-05-06,SH600516,exit
2025-04-30,2025-05-06,SH600640,exit
2025-04-30,2025-05-06,SH600705,exit
2025-04-30,2025-05-06,SH600771,exit
2025-04-30,2025-05-06,SH600811,exit
2025-04-30,2025-05-06,SH600818,exit
2025-04-30,2025-05-06,SH600825,exit
2025-04-30,2025-05-06,SH600894,exit
2025-04-30,2025-05-06,SH600959,exit
2025-04-30,2025-05-06,SH600992,exit
2025-04-30,2025-05-06,SH601101,exit
2025-04-30,2025-05-06,SH601778,exit
2025-04-30,2025-05-06,SH601949,exit
2025-04-30,2025-05-06,SH603037,exit
2025-04-30,2025-05-06,SH603178,exit
2025-04-30,2025-05-06,SH603191,exit
2025-04-30,2025-05-06,SH603219,exit
2025-04-30,2025-05-06,SH603358,exit
2025-04-30,2025-05-06,SH603390,exit
2025-04-30,2025-05-06,SH603499,exit
2025-04-30,2025-05-06,SH603505,exit
2025-04-30,2025-05-06,SH603580,exit
2025-04-30,2025-05-06,SH603876,exit
2025-04-30,2025-05-06,SH603950,exit
2025-04-30,2025-05-06,SH605296,exit
2025-04-30,2025-05-06,SH688007,exit
2025-04-30,2025-05-06,SH688326,exit
2025-04-30,2025-05-06,SH688348,exit
2025-04-30,2025-05-06,SH688556,exit
2025-04-30,2025-05-06,SZ000506,exit
2025-04-30,2025-05-06,SZ000539,exit
2025-04-30,2025-05-06,SZ000561,exit
2025-04-30,2025-05-06,SZ000839,exit
2025-04-30,2025-05-06,SZ000851,exit
2025-04-30,2025-05-06,SZ002030,exit
2025-04-30,2025-05-06,SZ002043,exit
2025-04-30,2025-05-06,SZ002235,exit
2025-04-30,2025-05-06,SZ002248,exit
2025-04-30,2025-05-06,SZ002274,exit
2025-04-30,2025-05-06,SZ002313,exit
2025-04-30,2025-05-06,SZ002326,exit
2025-04-30,2025-05-06,SZ002378,exit
2025-04-30,2025-05-06,SZ002403,exit
2025-04-30,2025-05-06,SZ002647,exit
2025-04-30,2025-05-06,SZ002682,exit
2025-04-30,2025-05-06,SZ002728,exit
2025-04-30,2025-05-06,SZ002805,exit
2025-04-30,2025-05-06,SZ002855,exit
2025-04-30,2025-05-06,SZ002866,exit
2025-04-30,2025-05-06,SZ002888,exit
2025-04-30,2025-05-06,SZ002927,exit
2025-04-30,2025-05-06,SZ002957,exit
2025-04-30,2025-05-06,SZ002995,exit
2025-04-30,2025-05-06,SZ003031,exit
2025-04-30,2025-05-06,SZ300020,exit
2025-04-30,2025-05-06,SZ300135,exit
2025-04-30,2025-05-06,SZ300172,exit
2025-04-30,2025-05-06,SZ300270,exit
2025-04-30,2025-05-06,SZ300350,exit
2025-04-30,2025-05-06,SZ300365,exit
2025-04-30,2025-05-06,SZ300393,exit
2025-04-30,2025-05-06,SZ300400,exit
2025-04-30,2025-05-06,SZ300419,exit
2025-04-30,2025-05-06,SZ300486,exit
2025-04-30,2025-05-06,SZ300538,exit
2025-04-30,2025-05-06,SZ300554,exit
2025-04-30,2025-05-06,SZ300585,exit
2025-04-30,2025-05-06,SZ300606,exit
2025-04-30,2025-05-06,SZ300727,exit
2025-04-30,2025-05-06,SZ300812,exit
2025-04-30,2025-05-06,SZ300875,exit
2025-04-30,2025-05-06,SZ300887,exit
2025-04-30,2025-05-06,SZ300921,exit
2025-04-30,2025-05-06,SZ300988,exit
2025-04-30,2025-05-06,SZ301123,exit
2025-04-30,2025-05-06,SZ301239,exit
2025-04-30,2025-05-06,SZ301299,exit
2025-04-30,2025-05-06,SZ301361,exit
2025-04-30,2025-05-06,SZ301516,exit
2025-04-30,2025-05-06,SZ301568,exit
2025-05-30,2025-06-03,SH600172,enter
2025-05-30,2025-06-03,SH600313,enter
2025-05-30,2025-06-03,SH600336,enter
2025-05-30,2025-06-03,SH600609,enter
2025-05-30,2025-06-03,SH600679,enter
2025-05-30,2025-06-03,SH600825,enter
2025-05-30,2025-06-03,SH600868,enter
2025-05-30,2025-06-03,SH600881,enter
2025-05-30,2025-06-03,SH601399,enter
2025-05-30,2025-06-03,SH603015,enter
2025-05-30,2025-06-03,SH603110,enter
2025-05-30,2025-06-03,SH603119,enter
2025-05-30,2025-06-03,SH603207,enter
2025-05-30,2025-06-03,SH603214,enter
2025-05-30,2025-06-03,SH603366,enter
2025-05-30,2025-06-03,SH603390,enter
2025-05-30,2025-06-03,SH603912,enter
2025-05-30,2025-06-03,SH603915,enter
2025-05-30,2025-06-03,SH605179,enter
2025-05-30,2025-06-03,SH605488,enter
2025-05-30,2025-06-03,SH688114,enter
2025-05-30,2025-06-03,SH688165,enter
2025-05-30,2025-06-03,SH688299,enter
2025-05-30,2025-06-03,SH688306,enter
2025-05-30,2025-06-03,SH688331,enter
2025-05-30,2025-06-03,SH688660,enter
2025-05-30,2025-06-03,SH688698,enter
2025-05-30,2025-06-03,SZ000530,enter
2025-05-30,2025-06-03,SZ000541,enter
2025-05-30,2025-06-03,SZ000566,enter
2025-05-30,2025-06-03,SZ000753,enter
2025-05-30,2025-06-03,SZ000816,enter
2025-05-30,2025-06-03,SZ000973,enter
2025-05-30,2025-06-03,SZ002076,enter
2025-05-30,2025-06-03,SZ002095,enter
2025-05-30,2025-06-03,SZ002117,enter
2025-05-30,2025-06-03,SZ002196,enter
2025-05-30,2025-06-03,SZ002235,enter
2025-05-30,2025-06-03,SZ002248,enter
2025-05-30,2025-06-03,SZ002265,enter
2025-05-30,2025-06-03,SZ002326,enter
2025-05-30,2025-06-03,SZ002361,enter
2025-05-30,2025-06-03,SZ002403,enter
2025-05-30,2025-06-03,SZ002469,enter
2025-05-30,2025-06-03,SZ002523,enter
2025-05-30,2025-06-03,SZ002575,enter
2025-05-30,2025-06-03,SZ002701,enter
2025-05-30,2025-06-03,SZ300019,enter
2025-05-30,2025-06-03,SZ300153,enter
2025-05-30,2025-06-03,SZ300233,enter
2025-05-30,2025-06-03,SZ300248,enter
2025-05-30,2025-06-03,SZ300281,enter
2025-05-30,2025-06-03,SZ300441,enter
2025-05-30,2025-06-03,SZ300467,enter
2025-05-30,2025-06-03,SZ300571,enter
2025-05-30,2025-06-03,SZ300652,enter
2025-05-30,2025-06-03,SZ300723,enter
2025-05-30,2025-06-03,SZ300753,enter
2025-05-30,2025-06-03,SZ300805,enter
2025-05-30,2025-06-03,SZ300822,enter
2025-05-30,2025-06-03,SZ300879,enter
2025-05-30,2025-06-03,SZ300892,enter
2025-05-30,2025-06-03,SZ300898,enter
2025-05-30,2025-06-03,SZ301079,enter
2025-05-30,2025-06-03,SZ301110,enter
2025-05-30,2025-06-03,SZ301259,enter
2025-05-30,2025-06-03,SZ301389,enter
2025-05-30,2025-06-03,SZ301396,enter
2025-05-30,2025-06-03,SZ301558,enter
2025-05-30,2025-06-03,SZ301571,enter
2025-05-30,2025-06-03,SZ301611,enter
2025-05-30,2025-06-03,SH600056,exit
2025-05-30,2025-06-03,SH600088,exit
2025-05-30,2025-06-03,SH600098,exit
2025-05-30,2025-06-03,SH600339,exit
2025-05-30,2025-06-03,SH600350,exit
2025-05-30,2025-06-03,SH600409,exit
2025-05-30,2025-06-03,SH600587,exit
2025-05-30,2025-06-03,SH600612,exit
2025-05-30,2025-06-03,SH600661,exit
2025-05-30,2025-06-03,SH600755,exit
2025-05-30,2025-06-03,SH600777,exit
2025-05-30,2025-06-03,SH600816,exit
2025-05-30,2025-06-03,SH600827,exit
2025-05-30,2025-06-03,SH600867,exit
2025-05-30,2025-06-03,SH600977,exit
2025-05-30,2025-06-03,SH601019,exit
2025-05-30,2025-06-03,SH601038,exit
2025-05-30,2025-06-03,SH601801,exit
2025-05-30,2025-06-03,SH601858,exit
2025-05-30,2025-06-03,SH603232,exit
2025-05-30,2025-06-03,SH603260,exit
2025-05-30,2025-06-03,SH603297,exit
2025-05-30,2025-06-03,SH603348,exit
2025-05-30,2025-06-03,SH603368,exit
2025-05-30,2025-06-03,SH603530,exit
2025-05-30,2025-06-03,SH603628,exit
2025-05-30,2025-06-03,SH605168,exit
2025-05-30,2025-06-03,SH688029,exit
2025-05-30,2025-06-03,SH688090,exit
2025-05-30,2025-06-03,SH688153,exit
2025-05-30,2025-06-03,SH688289,exit
2025-05-30,2025-06-03,SH688475,exit
2025-05-30,2025-06-03,SH688549,exit
2025-05-30,2025-06-03,SZ000028,exit
2025-05-30,2025-06-03,SZ000035,exit
2025-05-30,2025-06-03,SZ000151,exit
2025-05-30,2025-06-03,SZ000301,exit
2025-05-30,2025-06-03,SZ000650,exit
2025-05-30,2025-06-03,SZ000778,exit
2025-05-30,2025-06-03,SZ001872,exit
2025-05-30,2025-06-03,SZ002033,exit
2025-05-30,2025-06-03,SZ002125,exit
2025-05-30,2025-06-03,SZ002226,exit
2025-05-30,2025-06-03,SZ002254,exit
2025-05-30,2025-06-03,SZ002323,exit
2025-05-30,2025-06-03,SZ002372,exit
2025-05-30,2025-06-03,SZ002395,exit
2025-05-30,2025-06-03,SZ002438,exit
2025-05-30,2025-06-03,SZ002561,exit
2025-05-30,2025-06-03,SZ002705,exit
2025-05-30,2025-06-03,SZ002712,exit
2025-05-30,2025-06-03,SZ002875,exit
2025-05-30,2025-06-03,SZ002913,exit
2025-05-30,2025-06-03,SZ002952,exit
2025-05-30,2025-06-03,SZ002967,exit
2025-05-30,2025-06-03,SZ300039,exit
2025-05-30,2025-06-03,SZ300125,exit
2025-05-30,2025-06-03,SZ300349,exit
2025-05-30,2025-06-03,SZ300357,exit
2025-05-30,2025-06-03,SZ300359,exit
2025-05-30,2025-06-03,SZ300477,exit
2025-05-30,2025-06-03,SZ300532,exit
2025-05-30,2025-06-03,SZ300560,exit
2025-05-30,2025-06-03,SZ300592,exit
2025-05-30,2025-06-03,SZ300596,exit
2025-05-30,2025-06-03,SZ300630,exit
2025-05-30,2025-06-03,SZ300739,exit
2025-05-30,2025-06-03,SZ300855,exit
2025-05-30,2025-06-03,SZ300856,exit
2025-05-30,2025-06-03,SZ301071,exit
2025-05-30,2025-06-03,SZ301117,exit
2025-06-30,2025-07-01,SH600300,enter
2025-06-30,2025-07-01,SH600366,enter
2025-06-30,2025-07-01,SH600439,enter
2025-06-30,2025-07-01,SH600590,enter
2025-06-30,2025-07-01,SH600693,enter
2025-06-30,2025-07-01,SH600880,enter
2025-06-30,2025-07-01,SH600882,enter
2025-06-30,2025-07-01,SH600973,enter
2025-06-30,2025-07-01,SH603039,enter
2025-06-30,2025-07-01,SH603069,enter
2025-06-30,2025-07-01,SH603106,enter
2025-06-30,2025-07-01,SH603166,enter
2025-06-30,2025-07-01,SH603232,enter
2025-06-30,2025-07-01,SH603416,enter
2025-06-30,2025-07-01,SH603607,enter
2025-06-30,2025-07-01,SH603906,enter
2025-06-30,2025-07-01,SH603958,enter
2025-06-30,2025-07-01,SH605133,enter
2025-06-30,2025-07-01,SH688023,enter
2025-06-30,2025-07-01,SH688068,enter
2025-06-30,2025-07-01,SH688159,enter
2025-06-30,2025-07-01,SH688258,enter
2025-06-30,2025-07-01,SH688326,enter
2025-06-30,2025-07-01,SH688365,enter
2025-06-30,2025-07-01,SH688382,enter
2025-06-30,2025-07-01,SH688615,enter
2025-06-30,2025-07-01,SZ000506,enter
2025-06-30,2025-07-01,SZ000533,enter
2025-06-30,2025-07-01,SZ000561,enter
2025-06-30,2025-07-01,SZ000796,enter
2025-06-30,2025-07-01,SZ000813,enter
2025-06-30,2025-07-01,SZ000995,enter
2025-06-30,2025-07-01,SZ001236,enter
2025-06-30,2025-07-01,SZ002017,enter
2025-06-30,2025-07-01,SZ002048,enter
2025-06-30,2025-07-01,SZ002102,enter
2025-06-30,2025-07-01,SZ002104,enter
2025-06-30,2025-07-01,SZ002164,enter
2025-06-30,2025-07-01,SZ002184,enter
2025-06-30,2025-07-01,SZ002204,enter
2025-06-30,2025-07-01,SZ002221,enter
2025-06-30,2025-07-01,SZ002313,enter
2025-06-30,2025-07-01,SZ002345,enter
2025-06-30,2025-07-01,SZ002376,enter
2025-06-30,2025-07-01,SZ002647,enter
2025-06-30,2025-07-01,SZ002664,enter
2025-06-30,2025-07-01,SZ002682,enter
2025-06-30,2025-07-01,SZ002733,enter
2025-06-30,2025-07-01,SZ002866,enter
2025-06-30,2025-07-01,SZ002952,enter
2025-06-30,2025-07-01,SZ002995,enter
2025-06-30,2025-07-01,SZ300032,enter
2025-06-30,2025-07-01,SZ300039,enter
2025-06-30,2025-07-01,SZ300121,enter
2025-06-30,2025-07-01,SZ300179,enter
2025-06-30,2025-07-01,SZ300201,enter
2025-06-30,2025-07-01,SZ300240,enter
2025-06-30,2025-07-01,SZ300258,enter
2025-06-30,2025-07-01,SZ300703,enter
2025-06-30,2025-07-01,SZ300835,enter
2025-06-30,2025-07-01,SZ300921,enter
2025-06-30,2025-07-01,SZ301011,enter
2025-06-30,2025-07-01,SZ301071,enter
2025-06-30,2025-07-01,SZ301076,enter
2025-06-30,2025-07-01,SZ301302,enter
2025-06-30,2025-07-01,SZ301551,enter
2025-06-30,2025-07-01,SZ301600,enter
2025-06-30,2025-07-01,SH600201,exit
2025-06-30,2025-07-01,SH600313,exit
2025-06-30,2025-07-01,SH600330,exit
2025-06-30,2025-07-01,SH600335,exit
2025-06-30,2025-07-01,SH600336,exit
2025-06-30,2025-07-01,SH600449,exit
2025-06-30,2025-07-01,SH600509,exit
2025-06-30,2025-07-01,SH600572,exit
2025-06-30,2025-07-01,SH600729,exit
2025-06-30,2025-07-01,SH600757,exit
2025-06-30,2025-07-01,SH600868,exit
2025-06-30,2025-07-01,SH601222,exit
2025-06-30,2025-07-01,SH601598,exit
2025-06-30,2025-07-01,SH601880,exit
2025-06-30,2025-07-01,SH603207,exit
2025-06-30,2025-07-01,SH603327,exit
2025-06-30,2025-07-01,SH603350,exit
2025-06-30,2025-07-01,SH603658,exit
2025-06-30,2025-07-01,SH605011,exit
2025-06-30,2025-07-01,SH605090,exit
2025-06-30,2025-07-01,SH605196,exit
2025-06-30,2025-07-01,SH605588,exit
2025-06-30,2025-07-01,SH688065,exit
2025-06-30,2025-07-01,SH688095,exit
2025-06-30,2025-07-01,SH688639,exit
2025-06-30,2025-07-01,SH688652,exit
2025-06-30,2025-07-01,SZ000017,exit
2025-06-30,2025-07-01,SZ000027,exit
2025-06-30,2025-07-01,SZ000069,exit
2025-06-30,2025-07-01,SZ000421,exit
2025-06-30,2025-07-01,SZ000526,exit
2025-06-30,2025-07-01,SZ000552,exit
2025-06-30,2025-07-01,SZ000589,exit
2025-06-30,2025-07-01,SZ000620,exit
2025-06-30,2025-07-01,SZ000719,exit
2025-06-30,2025-07-01,SZ000791,exit
2025-06-30,2025-07-01,SZ000922,exit
2025-06-30,2025-07-01,SZ000928,exit
2025-06-30,2025-07-01,SZ002003,exit
2025-06-30,2025-07-01,SZ002035,exit
2025-06-30,2025-07-01,SZ002076,exit
2025-06-30,2025-07-01,SZ002124,exit
2025-06-30,2025-07-01,SZ002577,exit
2025-06-30,2025-07-01,SZ002737,exit
2025-06-30,2025-07-01,SZ002791,exit
2025-06-30,2025-07-01,SZ300025,exit
2025-06-30,2025-07-01,SZ300070,exit
2025-06-30,2025-07-01,SZ300175,exit
2025-06-30,2025-07-01,SZ300197,exit
2025-06-30,2025-07-01,SZ300263,exit
2025-06-30,2025-07-01,SZ300264,exit
2025-06-30,2025-07-01,SZ300280,exit
2025-06-30,2025-07-01,SZ300298,exit
2025-06-30,2025-07-01,SZ300441,exit
2025-06-30,2025-07-01,SZ300482,exit
2025-06-30,2025-07-01,SZ300697,exit
2025-06-30,2025-07-01,SZ300822,exit
2025-06-30,2025-07-01,SZ300880,exit
2025-06-30,2025-07-01,SZ300903,exit
2025-06-30,2025-07-01,SZ300990,exit
2025-06-30,2025-07-01,SZ301039,exit
2025-06-30,2025-07-01,SZ301266,exit
2025-06-30,2025-07-01,SZ301488,exit
2025-06-30,2025-07-01,SZ301508,exit
2025-06-30,2025-07-01,SZ301565,exit
2025-06-30,2025-07-01,SZ301566,exit
2025-06-30,2025-07-01,SZ301589,exit
2025-07-31,2025-08-01,SH600127,enter
2025-07-31,2025-08-01,SH600201,enter
2025-07-31,2025-08-01,SH600212,enter
2025-07-31,2025-08-01,SH600313,enter
2025-07-31,2025-08-01,SH600315,enter
2025-07-31,2025-08-01,SH600327,enter
2025-07-31,2025-08-01,SH600336,enter
2025-07-31,2025-08-01,SH600343,enter
2025-07-31,2025-08-01,SH600449,enter
2025-07-31,2025-08-01,SH600478,enter
2025-07-31,2025-08-01,SH600509,enter
2025-07-31,2025-08-01,SH600610,enter
2025-07-31,2025-08-01,SH600816,enter
2025-07-31,2025-08-01,SH600977,enter
2025-07-31,2025-08-01,SH601869,enter
2025-07-31,2025-08-01,SH603767,enter
2025-07-31,2025-08-01,SH603955,enter
2025-07-31,2025-08-01,SH605088,enter
2025-07-31,2025-08-01,SH605168,enter
2025-07-31,2025-08-01,SH605196,enter
2025-07-31,2025-08-01,SH688095,enter
2025-07-31,2025-08-01,SH688222,enter
2025-07-31,2025-08-01,SH688403,enter
2025-07-31,2025-08-01,SH688499,enter
2025-07-31,2025-08-01,SH688716,enter
2025-07-31,2025-08-01,SH688776,enter
2025-07-31,2025-08-01,SZ000525,enter
2025-07-31,2025-08-01,SZ000620,enter
2025-07-31,2025-08-01,SZ000677,enter
2025-07-31,2025-08-01,SZ000722,enter
2025-07-31,2025-08-01,SZ000852,enter
2025-07-31,2025-08-01,SZ000928,enter
2025-07-31,2025-08-01,SZ002010,enter
2025-07-31,2025-08-01,SZ002086,enter
2025-07-31,2025-08-01,SZ002181,enter
2025-07-31,2025-08-01,SZ002219,enter
2025-07-31,2025-08-01,SZ002250,enter
2025-07-31,2025-08-01,SZ002438,enter
2025-07-31,2025-08-01,SZ002471,enter
2025-07-31,2025-08-01,SZ002537,enter
2025-07-31,2025-08-01,SZ002549,enter
2025-07-31,2025-08-01,SZ002596,enter
2025-07-31,2025-08-01,SZ002730,enter
2025-07-31,2025-08-01,SZ002839,enter
2025-07-31,2025-08-01,SZ002899,enter
2025-07-31,2025-08-01,SZ002988,enter
2025-07-31,2025-08-01,SZ300070,enter
2025-07-31,2025-08-01,SZ300119,enter
2025-07-31,2025-08-01,SZ300238,enter
2025-07-31,2025-08-01,SZ300263,enter
2025-07-31,2025-08-01,SZ300611,enter
2025-07-31,2025-08-01,SZ300798,enter
2025-07-31,2025-08-01,SZ300875,enter
2025-07-31,2025-08-01,SZ300918,enter
2025-07-31,2025-08-01,SZ300961,enter
2025-07-31,2025-08-01,SZ300984,enter
2025-07-31,2025-08-01,SZ300990,enter
2025-07-31,2025-08-01,SZ301270,enter
2025-07-31,2025-08-01,SZ301299,enter
2025-07-31,2025-08-01,SZ301307,enter
2025-07-31,2025-08-01,SZ301522,enter
2025-07-31,2025-08-01,SZ301556,enter
2025-07-31,2025-08-01,SZ301592,enter
2025-07-31,2025-08-01,SZ301626,enter
2025-07-31,2025-08-01,SZ301628,enter
2025-07-31,2025-08-01,SH600004,exit
2025-07-31,2025-08-01,SH600200,exit
2025-07-31,2025-08-01,SH600272,exit
2025-07-31,2025-08-01,SH600323,exit
2025-07-31,2025-08-01,SH600355,exit
2025-07-31,2025-08-01,SH600461,exit
2025-07-31,2025-08-01,SH600649,exit
2025-07-31,2025-08-01,SH600719,exit
2025-07-31,2025-08-01,SH600727,exit
2025-07-31,2025-08-01,SH600996,exit
2025-07-31,2025-08-01,SH601298,exit
2025-07-31,2025-08-01,SH601636,exit
2025-07-31,2025-08-01,SH601808,exit
2025-07-31,2025-08-01,SH603018,exit
2025-07-31,2025-08-01,SH603100,exit
2025-07-31,2025-08-01,SH603110,exit
2025-07-31,2025-08-01,SH603225,exit
2025-07-31,2025-08-01,SH603233,exit
2025-07-31,2025-08-01,SH603390,exit
2025-07-31,2025-08-01,SH603393,exit
2025-07-31,2025-08-01,SH603416,exit
2025-07-31,2025-08-01,SH603699,exit
2025-07-31,2025-08-01,SH603958,exit
2025-07-31,2025-08-01,SH605218,exit
2025-07-31,2025-08-01,SH605555,exit
2025-07-31,2025-08-01,SH688326,exit
2025-07-31,2025-08-01,SH688439,exit
2025-07-31,2025-08-01,SH688515,exit
2025-07-31,2025-08-01,SZ000004,exit
2025-07-31,2025-08-01,SZ000883,exit
2025-07-31,2025-08-01,SZ000923,exit
2025-07-31,2025-08-01,SZ000925,exit
2025-07-31,2025-08-01,SZ000937,exit
2025-07-31,2025-08-01,SZ002011,exit
2025-07-31,2025-08-01,SZ002154,exit
2025-07-31,2025-08-01,SZ002253,exit
2025-07-31,2025-08-01,SZ002270,exit
2025-07-31,2025-08-01,SZ002305,exit
2025-07-31,2025-08-01,SZ002313,exit
2025-07-31,2025-08-01,SZ002380,exit
2025-07-31,2025-08-01,SZ002455,exit
2025-07-31,2025-08-01,SZ002533,exit
2025-07-31,2025-08-01,SZ002588,exit
2025-07-31,2025-08-01,SZ002632,exit
2025-07-31,2025-08-01,SZ002647,exit
2025-07-31,2025-08-01,SZ002766,exit
2025-07-31,2025-08-01,SZ002796,exit
2025-07-31,2025-08-01,SZ002867,exit
2025-07-31,2025-08-01,SZ002889,exit
2025-07-31,2025-08-01,SZ002952,exit
2025-07-31,2025-08-01,SZ002995,exit
2025-07-31,2025-08-01,SZ003032,exit
2025-07-31,2025-08-01,SZ300076,exit
2025-07-31,2025-08-01,SZ300162,exit
2025-07-31,2025-08-01,SZ300343,exit
2025-07-31,2025-08-01,SZ300595,exit
2025-07-31,2025-08-01,SZ300637,exit
2025-07-31,2025-08-01,SZ300644,exit
2025-07-31,2025-08-01,SZ300667,exit
2025-07-31,2025-08-01,SZ300788,exit
2025-07-31,2025-08-01,SZ300805,exit
2025-07-31,2025-08-01,SZ300807,exit
2025-07-31,2025-08-01,SZ300835,exit
2025-07-31,2025-08-01,SZ301389,exit
2025-07-31,2025-08-01,SZ301603,exit
2025-08-29,2025-09-01,SH600330,enter
2025-08-29,2025-09-01,SH600354,enter
2025-08-29,2025-09-01,SH600397,enter
2025-08-29,2025-09-01,SH600405,enter
2025-08-29,2025-09-01,SH600744,enter
2025-08-29,2025-09-01,SH600771,enter
2025-08-29,2025-09-01,SH600793,enter
2025-08-29,2025-09-01,SH601005,enter
2025-08-29,2025-09-01,SH601086,enter
2025-08-29,2025-09-01,SH601177,enter
2025-08-29,2025-09-01,SH601908,enter
2025-08-29,2025-09-01,SH603109,enter
2025-08-29,2025-09-01,SH603110,enter
2025-08-29,2025-09-01,SH603169,enter
2025-08-29,2025-09-01,SH603260,enter
2025-08-29,2025-09-01,SH603297,enter
2025-08-29,2025-09-01,SH603395,enter
2025-08-29,2025-09-01,SH605208,enter
2025-08-29,2025-09-01,SH688062,enter
2025-08-29,2025-09-01,SH688192,enter
2025-08-29,2025-09-01,SH688289,enter
2025-08-29,2025-09-01,SH688388,enter
2025-08-29,2025-09-01,SH688449,enter
2025-08-29,2025-09-01,SH688621,enter
2025-08-29,2025-09-01,SH688627,enter
2025-08-29,2025-09-01,SH688678,enter
2025-08-29,2025-09-01,SH688685,enter
2025-08-29,2025-09-01,SZ000965,enter
2025-08-29,2025-09-01,SZ000967,enter
2025-08-29,2025-09-01,SZ002057,enter
2025-08-29,2025-09-01,SZ002125,enter
2025-08-29,2025-09-01,SZ002161,enter
2025-08-29,2025-09-01,SZ002190,enter
2025-08-29,2025-09-01,SZ002313,enter
2025-08-29,2025-09-01,SZ002378,enter
2025-08-29,2025-09-01,SZ002380,enter
2025-08-29,2025-09-01,SZ002533,enter
2025-08-29,2025-09-01,SZ002562,enter
2025-08-29,2025-09-01,SZ002565,enter
2025-08-29,2025-09-01,SZ002734,enter
2025-08-29,2025-09-01,SZ002846,enter
2025-08-29,2025-09-01,SZ002908,enter
2025-08-29,2025-09-01,SZ002995,enter
2025-08-29,2025-09-01,SZ003005,enter
2025-08-29,2025-09-01,SZ300530,enter
2025-08-29,2025-09-01,SZ300572,enter
2025-08-29,2025-09-01,SZ300586,enter
2025-08-29,2025-09-01,SZ300595,enter
2025-08-29,2025-09-01,SZ300648,enter
2025-08-29,2025-09-01,SZ300697,enter
2025-08-29,2025-09-01,SZ300698,enter
2025-08-29,2025-09-01,SZ300739,enter
2025-08-29,2025-09-01,SZ300740,enter
2025-08-29,2025-09-01,SZ300810,enter
2025-08-29,2025-09-01,SZ300835,enter
2025-08-29,2025-09-01,SZ300922,enter
2025-08-29,2025-09-01,SZ300938,enter
2025-08-29,2025-09-01,SZ300986,enter
2025-08-29,2025-09-01,SZ301137,enter
2025-08-29,2025-09-01,SZ301196,enter
2025-08-29,2025-09-01,SZ301389,enter
2025-08-29,2025-09-01,SZ301568,enter
2025-08-29,2025-09-01,SZ301613,enter
2025-08-29,2025-09-01,SZ301622,enter
2025-08-29,2025-09-01,SH600127,exit
2025-08-29,2025-09-01,SH600300,exit
2025-08-29,2025-09-01,SH600310,exit
2025-08-29,2025-09-01,SH600313,exit
2025-08-29,2025-09-01,SH600336,exit
2025-08-29,2025-09-01,SH600377,exit
2025-08-29,2025-09-01,SH600439,exit
2025-08-29,2025-09-01,SH600449,exit
2025-08-29,2025-09-01,SH600486,exit
2025-08-29,2025-09-01,SH600576,exit
2025-08-29,2025-09-01,SH600630,exit
2025-08-29,2025-09-01,SH600679,exit
2025-08-29,2025-09-01,SH600696,exit
2025-08-29,2025-09-01,SH600721,exit
2025-08-29,2025-09-01,SH600998,exit
2025-08-29,2025-09-01,SH601098,exit
2025-08-29,2025-09-01,SH601333,exit
2025-08-29,2025-09-01,SH601989,exit
2025-08-29,2025-09-01,SH603027,exit
2025-08-29,2025-09-01,SH603069,exit
2025-08-29,2025-09-01,SH603218,exit
2025-08-29,2025-09-01,SH603508,exit
2025-08-29,2025-09-01,SH603825,exit
2025-08-29,2025-09-01,SH603900,exit
2025-08-29,2025-09-01,SH605333,exit
2025-08-29,2025-09-01,SZ000049,exit
2025-08-29,2025-09-01,SZ000429,exit
2025-08-29,2025-09-01,SZ000520,exit
2025-08-29,2025-09-01,SZ000591,exit
2025-08-29,2025-09-01,SZ000620,exit
2025-08-29,2025-09-01,SZ000627,exit
2025-08-29,2025-09-01,SZ000656,exit
2025-08-29,2025-09-01,SZ000736,exit
2025-08-29,2025-09-01,SZ000758,exit
2025-08-29,2025-09-01,SZ000793,exit
2025-08-29,2025-09-01,SZ000816,exit
2025-08-29,2025-09-01,SZ000852,exit
2025-08-29,2025-09-01,SZ000899,exit
2025-08-29,2025-09-01,SZ000913,exit
2025-08-29,2025-09-01,SZ001286,exit
2025-08-29,2025-09-01,SZ001319,exit
2025-08-29,2025-09-01,SZ002248,exit
2025-08-29,2025-09-01,SZ002285,exit
2025-08-29,2025-09-01,SZ002587,exit
2025-08-29,2025-09-01,SZ002595,exit
2025-08-29,2025-09-01,SZ002667,exit
2025-08-29,2025-09-01,SZ002682,exit
2025-08-29,2025-09-01,SZ002807,exit
2025-08-29,2025-09-01,SZ002823,exit
2025-08-29,2025-09-01,SZ002840,exit
2025-08-29,2025-09-01,SZ002845,exit
2025-08-29,2025-09-01,SZ002899,exit
2025-08-29,2025-09-01,SZ002919,exit
2025-08-29,2025-09-01,SZ002962,exit
2025-08-29,2025-09-01,SZ300070,exit
2025-08-29,2025-09-01,SZ300107,exit
