batch_id,factor,valid_rows,total_rows,coverage
alpha158_005,alpha158_RSV30,2584131,2588000,0.9985050231839259
alpha158_005,alpha158_RSV5,2584131,2588000,0.9985050231839259
alpha158_005,alpha158_RSV60,2584131,2588000,0.9985050231839259
alpha158_005,alpha158_STD10,2583956,2588000,0.9984374034003091
alpha158_005,alpha158_STD20,2584114,2588000,0.9984984544049459
alpha158_005,alpha158_STD30,2584120,2588000,0.998500772797527
alpha158_005,alpha158_STD5,2583804,2588000,0.9983786707882535
alpha158_005,alpha158_STD60,2584131,2588000,0.9985050231839259
alpha158_006,alpha158_VMA10,2584131,2588000,0.9985050231839259
alpha158_006,alpha158_VMA20,2584131,2588000,0.9985050231839259
alpha158_006,alpha158_VMA30,2584131,2588000,0.9985050231839259
alpha158_006,alpha158_VMA5,2584131,2588000,0.9985050231839259
alpha158_006,alpha158_VMA60,2584131,2588000,0.9985050231839259
alpha158_006,alpha158_VSTD10,2583956,2588000,0.9984374034003091
alpha158_006,alpha158_VSTD20,2584114,2588000,0.9984984544049459
alpha158_006,alpha158_VSTD30,2584120,2588000,0.998500772797527
alpha158_006,alpha158_VSTD5,2583804,2588000,0.9983786707882535
alpha158_006,alpha158_VSTD60,2584131,2588000,0.9985050231839259
alpha158_006,alpha158_VSUMD10,2586778,2588000,0.9995278207109737
alpha158_006,alpha158_VSUMD20,2587298,2588000,0.9997287480680062
alpha158_006,alpha158_VSUMD30,2587446,2588000,0.9997859350850077
alpha158_006,alpha158_VSUMD5,2585556,2588000,0.9990556414219475
alpha158_006,alpha158_VSUMD60,2587628,2588000,0.999856259659969
alpha158_006,alpha158_VSUMN10,2586778,2588000,0.9995278207109737
alpha158_006,alpha158_VSUMN20,2587298,2588000,0.9997287480680062
alpha158_006,alpha158_VSUMN30,2587446,2588000,0.9997859350850077
alpha158_006,alpha158_VSUMN5,2585556,2588000,0.9990556414219475
alpha158_006,alpha158_VSUMN60,2587628,2588000,0.999856259659969
alpha158_006,alpha158_VSUMP10,2586778,2588000,0.9995278207109737
alpha158_006,alpha158_VSUMP20,2587298,2588000,0.9997287480680062
alpha158_006,alpha158_VSUMP30,2587446,2588000,0.9997859350850077
alpha158_006,alpha158_VSUMP5,2585556,2588000,0.9990556414219475
alpha158_006,alpha158_VSUMP60,2587628,2588000,0.999856259659969
alpha158_007,alpha158_WVMA10,2586394,2588000,0.9993794435857806
alpha158_007,alpha158_WVMA20,2587261,2588000,0.9997144513137558
alpha158_007,alpha158_WVMA30,2587422,2588000,0.9997766615146831
alpha158_007,alpha158_WVMA5,2584843,2588000,0.9987801391035549
alpha158_007,alpha158_WVMA60,2587626,2588000,0.9998554868624421
alpha360_001,alpha360_CLOSE1,2583432,2588000,0.9982349304482225
alpha360_001,alpha360_CLOSE10,2581149,2588000,0.9973527820710973
alpha360_001,alpha360_CLOSE11,2581127,2588000,0.9973442812982999
alpha360_001,alpha360_CLOSE12,2581102,2588000,0.9973346213292118
alpha360_001,alpha360_CLOSE13,2581079,2588000,0.9973257341576507
alpha360_001,alpha360_CLOSE14,2581056,2588000,0.9973168469860897
alpha360_001,alpha360_CLOSE15,2581032,2588000,0.997307573415765
alpha360_001,alpha360_CLOSE16,2581015,2588000,0.9973010046367852
alpha360_001,alpha360_CLOSE17,2580995,2588000,0.9972932766615147
alpha360_001,alpha360_CLOSE18,2580976,2588000,0.9972859350850077
alpha360_001,alpha360_CLOSE19,2580959,2588000,0.9972793663060279
alpha360_001,alpha360_CLOSE2,2583053,2588000,0.998088485316847
alpha360_001,alpha360_CLOSE20,2580943,2588000,0.9972731839258114
alpha360_001,alpha360_CLOSE21,2580925,2588000,0.997266228748068
alpha360_001,alpha360_CLOSE22,2580901,2588000,0.9972569551777434
alpha360_001,alpha360_CLOSE23,2580883,2588000,0.99725
alpha360_001,alpha360_CLOSE24,2580866,2588000,0.9972434312210201
alpha360_001,alpha360_CLOSE25,2580850,2588000,0.9972372488408037
alpha360_001,alpha360_CLOSE26,2580844,2588000,0.9972349304482225
alpha360_001,alpha360_CLOSE27,2580842,2588000,0.9972341576506956
alpha360_001,alpha360_CLOSE28,2580833,2588000,0.9972306800618238
alpha360_001,alpha360_CLOSE29,2580827,2588000,0.9972283616692427
alpha360_001,alpha360_CLOSE3,2582700,2588000,0.997952086553323
alpha360_001,alpha360_CLOSE30,2580820,2588000,0.997225656877898
alpha360_001,alpha360_CLOSE31,2580814,2588000,0.9972233384853169
alpha360_002,alpha360_CLOSE32,2580812,2588000,0.9972225656877898
alpha360_002,alpha360_CLOSE33,2580810,2588000,0.9972217928902628
alpha360_002,alpha360_CLOSE34,2580806,2588000,0.9972202472952086
alpha360_002,alpha360_CLOSE35,2580806,2588000,0.9972202472952086
alpha360_002,alpha360_CLOSE36,2580805,2588000,0.9972198608964451
alpha360_002,alpha360_CLOSE37,2580801,2588000,0.997218315301391
alpha360_002,alpha360_CLOSE38,2580795,2588000,0.9972159969088099
alpha360_002,alpha360_CLOSE39,2580791,2588000,0.9972144513137557
alpha360_002,alpha360_CLOSE4,2582373,2588000,0.9978257341576507
alpha360_002,alpha360_CLOSE40,2580793,2588000,0.9972152241112828
alpha360_002,alpha360_CLOSE41,2580792,2588000,0.9972148377125193
alpha360_002,alpha360_CLOSE42,2580795,2588000,0.9972159969088099
alpha360_002,alpha360_CLOSE43,2580798,2588000,0.9972171561051004
alpha360_002,alpha360_CLOSE44,2580799,2588000,0.997217542503864
alpha360_002,alpha360_CLOSE45,2580803,2588000,0.9972190880989181
alpha360_002,alpha360_CLOSE46,2580807,2588000,0.9972206336939722
alpha360_002,alpha360_CLOSE47,2580809,2588000,0.9972214064914993
alpha360_002,alpha360_CLOSE48,2580810,2588000,0.9972217928902628
alpha360_002,alpha360_CLOSE49,2580811,2588000,0.9972221792890262
alpha360_002,alpha360_CLOSE5,2582071,2588000,0.9977090417310664
alpha360_002,alpha360_CLOSE50,2580812,2588000,0.9972225656877898
alpha360_002,alpha360_CLOSE51,2580812,2588000,0.9972225656877898
alpha360_002,alpha360_CLOSE52,2580811,2588000,0.9972221792890262
alpha360_002,alpha360_CLOSE53,2580809,2588000,0.9972214064914993
alpha360_002,alpha360_CLOSE54,2580805,2588000,0.9972198608964451
alpha360_003,alpha360_CLOSE55,2580805,2588000,0.9972198608964451
alpha360_003,alpha360_CLOSE56,2580806,2588000,0.9972202472952086
alpha360_003,alpha360_CLOSE57,2580802,2588000,0.9972187017001546
alpha360_003,alpha360_CLOSE58,2580799,2588000,0.997217542503864
alpha360_003,alpha360_CLOSE59,2580798,2588000,0.9972171561051004
alpha360_003,alpha360_CLOSE6,2581856,2588000,0.9976259659969088
alpha360_003,alpha360_CLOSE7,2581663,2588000,0.9975513910355487
alpha360_003,alpha360_CLOSE8,2581474,2588000,0.9974783616692426
alpha360_003,alpha360_CLOSE9,2581304,2588000,0.9974126738794435
alpha360_003,alpha360_HIGH0,2584131,2588000,0.9985050231839259
alpha360_003,alpha360_HIGH1,2583432,2588000,0.9982349304482225
alpha360_003,alpha360_HIGH10,2581149,2588000,0.9973527820710973
alpha360_003,alpha360_HIGH11,2581127,2588000,0.9973442812982999
alpha360_003,alpha360_HIGH12,2581102,2588000,0.9973346213292118
alpha360_003,alpha360_HIGH13,2581079,2588000,0.9973257341576507
alpha360_003,alpha360_HIGH14,2581056,2588000,0.9973168469860897
alpha360_003,alpha360_HIGH15,2581032,2588000,0.997307573415765
alpha360_003,alpha360_HIGH16,2581015,2588000,0.9973010046367852
alpha360_003,alpha360_HIGH17,2580995,2588000,0.9972932766615147
alpha360_003,alpha360_HIGH18,2580976,2588000,0.9972859350850077
alpha360_003,alpha360_HIGH19,2580959,2588000,0.9972793663060279
alpha360_003,alpha360_HIGH2,2583053,2588000,0.998088485316847
alpha360_003,alpha360_HIGH20,2580943,2588000,0.9972731839258114
alpha360_003,alpha360_HIGH21,2580925,2588000,0.997266228748068
alpha360_003,alpha360_HIGH22,2580901,2588000,0.9972569551777434
alpha360_004,alpha360_HIGH23,2580883,2588000,0.99725
alpha360_004,alpha360_HIGH24,2580866,2588000,0.9972434312210201
alpha360_004,alpha360_HIGH25,2580850,2588000,0.9972372488408037
alpha360_004,alpha360_HIGH26,2580844,2588000,0.9972349304482225
alpha360_004,alpha360_HIGH27,2580842,2588000,0.9972341576506956
alpha360_004,alpha360_HIGH28,2580833,2588000,0.9972306800618238
alpha360_004,alpha360_HIGH29,2580827,2588000,0.9972283616692427
alpha360_004,alpha360_HIGH3,2582700,2588000,0.997952086553323
alpha360_004,alpha360_HIGH30,2580820,2588000,0.997225656877898
alpha360_004,alpha360_HIGH31,2580814,2588000,0.9972233384853169
alpha360_004,alpha360_HIGH32,2580812,2588000,0.9972225656877898
alpha360_004,alpha360_HIGH33,2580810,2588000,0.9972217928902628
alpha360_004,alpha360_HIGH34,2580806,2588000,0.9972202472952086
alpha360_004,alpha360_HIGH35,2580806,2588000,0.9972202472952086
alpha360_004,alpha360_HIGH36,2580805,2588000,0.9972198608964451
alpha360_004,alpha360_HIGH37,2580801,2588000,0.997218315301391
alpha360_004,alpha360_HIGH38,2580795,2588000,0.9972159969088099
alpha360_004,alpha360_HIGH39,2580791,2588000,0.9972144513137557
alpha360_004,alpha360_HIGH4,2582373,2588000,0.9978257341576507
alpha360_004,alpha360_HIGH40,2580793,2588000,0.9972152241112828
alpha360_004,alpha360_HIGH41,2580792,2588000,0.9972148377125193
alpha360_004,alpha360_HIGH42,2580795,2588000,0.9972159969088099
alpha360_004,alpha360_HIGH43,2580798,2588000,0.9972171561051004
alpha360_004,alpha360_HIGH44,2580799,2588000,0.997217542503864
alpha360_004,alpha360_HIGH45,2580803,2588000,0.9972190880989181
alpha360_005,alpha360_HIGH46,2580807,2588000,0.9972206336939722
alpha360_005,alpha360_HIGH47,2580809,2588000,0.9972214064914993
alpha360_005,alpha360_HIGH48,2580810,2588000,0.9972217928902628
alpha360_005,alpha360_HIGH49,2580811,2588000,0.9972221792890262
alpha360_005,alpha360_HIGH5,2582071,2588000,0.9977090417310664
alpha360_005,alpha360_HIGH50,2580812,2588000,0.9972225656877898
alpha360_005,alpha360_HIGH51,2580812,2588000,0.9972225656877898
alpha360_005,alpha360_HIGH52,2580811,2588000,0.9972221792890262
alpha360_005,alpha360_HIGH53,2580809,2588000,0.9972214064914993
alpha360_005,alpha360_HIGH54,2580805,2588000,0.9972198608964451
alpha360_005,alpha360_HIGH55,2580805,2588000,0.9972198608964451
alpha360_005,alpha360_HIGH56,2580806,2588000,0.9972202472952086
alpha360_005,alpha360_HIGH57,2580802,2588000,0.9972187017001546
alpha360_005,alpha360_HIGH58,2580799,2588000,0.997217542503864
alpha360_005,alpha360_HIGH59,2580798,2588000,0.9972171561051004
alpha360_005,alpha360_HIGH6,2581856,2588000,0.9976259659969088
alpha360_005,alpha360_HIGH7,2581663,2588000,0.9975513910355487
alpha360_005,alpha360_HIGH8,2581474,2588000,0.9974783616692426
alpha360_005,alpha360_HIGH9,2581304,2588000,0.9974126738794435
alpha360_005,alpha360_LOW0,2584131,2588000,0.9985050231839259
alpha360_005,alpha360_LOW1,2583432,2588000,0.9982349304482225
alpha360_005,alpha360_LOW10,2581149,2588000,0.9973527820710973
alpha360_005,alpha360_LOW11,2581127,2588000,0.9973442812982999
alpha360_005,alpha360_LOW12,2581102,2588000,0.9973346213292118
alpha360_005,alpha360_LOW13,2581079,2588000,0.9973257341576507
alpha360_006,alpha360_LOW14,2581056,2588000,0.9973168469860897
alpha360_006,alpha360_LOW15,2581032,2588000,0.997307573415765
alpha360_006,alpha360_LOW16,2581015,2588000,0.9973010046367852
alpha360_006,alpha360_LOW17,2580995,2588000,0.9972932766615147
alpha360_006,alpha360_LOW18,2580976,2588000,0.9972859350850077
alpha360_006,alpha360_LOW19,2580959,2588000,0.9972793663060279
alpha360_006,alpha360_LOW2,2583053,2588000,0.998088485316847
alpha360_006,alpha360_LOW20,2580943,2588000,0.9972731839258114
alpha360_006,alpha360_LOW21,2580925,2588000,0.997266228748068
alpha360_006,alpha360_LOW22,2580901,2588000,0.9972569551777434
alpha360_006,alpha360_LOW23,2580883,2588000,0.99725
alpha360_006,alpha360_LOW24,2580866,2588000,0.9972434312210201
alpha360_006,alpha360_LOW25,2580850,2588000,0.9972372488408037
alpha360_006,alpha360_LOW26,2580844,2588000,0.9972349304482225
alpha360_006,alpha360_LOW27,2580842,2588000,0.9972341576506956
alpha360_006,alpha360_LOW28,2580833,2588000,0.9972306800618238
alpha360_006,alpha360_LOW29,2580827,2588000,0.9972283616692427
alpha360_006,alpha360_LOW3,2582700,2588000,0.997952086553323
alpha360_006,alpha360_LOW30,2580820,2588000,0.997225656877898
alpha360_006,alpha360_LOW31,2580814,2588000,0.9972233384853169
alpha360_006,alpha360_LOW32,2580812,2588000,0.9972225656877898
alpha360_006,alpha360_LOW33,2580810,2588000,0.9972217928902628
alpha360_006,alpha360_LOW34,2580806,2588000,0.9972202472952086
alpha360_006,alpha360_LOW35,2580806,2588000,0.9972202472952086
alpha360_006,alpha360_LOW36,2580805,2588000,0.9972198608964451
alpha360_007,alpha360_LOW37,2580801,2588000,0.997218315301391
alpha360_007,alpha360_LOW38,2580795,2588000,0.9972159969088099
alpha360_007,alpha360_LOW39,2580791,2588000,0.9972144513137557
alpha360_007,alpha360_LOW4,2582373,2588000,0.9978257341576507
alpha360_007,alpha360_LOW40,2580793,2588000,0.9972152241112828
alpha360_007,alpha360_LOW41,2580792,2588000,0.9972148377125193
alpha360_007,alpha360_LOW42,2580795,2588000,0.9972159969088099
alpha360_007,alpha360_LOW43,2580798,2588000,0.9972171561051004
alpha360_007,alpha360_LOW44,2580799,2588000,0.997217542503864
alpha360_007,alpha360_LOW45,2580803,2588000,0.9972190880989181
alpha360_007,alpha360_LOW46,2580807,2588000,0.9972206336939722
alpha360_007,alpha360_LOW47,2580809,2588000,0.9972214064914993
alpha360_007,alpha360_LOW48,2580810,2588000,0.9972217928902628
alpha360_007,alpha360_LOW49,2580811,2588000,0.9972221792890262
alpha360_007,alpha360_LOW5,2582071,2588000,0.9977090417310664
alpha360_007,alpha360_LOW50,2580812,2588000,0.9972225656877898
alpha360_007,alpha360_LOW51,2580812,2588000,0.9972225656877898
alpha360_007,alpha360_LOW52,2580811,2588000,0.9972221792890262
alpha360_007,alpha360_LOW53,2580809,2588000,0.9972214064914993
alpha360_007,alpha360_LOW54,2580805,2588000,0.9972198608964451
alpha360_007,alpha360_LOW55,2580805,2588000,0.9972198608964451
alpha360_007,alpha360_LOW56,2580806,2588000,0.9972202472952086
alpha360_007,alpha360_LOW57,2580802,2588000,0.9972187017001546
alpha360_007,alpha360_LOW58,2580799,2588000,0.997217542503864
alpha360_007,alpha360_LOW59,2580798,2588000,0.9972171561051004
alpha360_008,alpha360_LOW6,2581856,2588000,0.9976259659969088
alpha360_008,alpha360_LOW7,2581663,2588000,0.9975513910355487
alpha360_008,alpha360_LOW8,2581474,2588000,0.9974783616692426
alpha360_008,alpha360_LOW9,2581304,2588000,0.9974126738794435
alpha360_008,alpha360_OPEN0,2584131,2588000,0.9985050231839259
alpha360_008,alpha360_OPEN1,2583432,2588000,0.9982349304482225
alpha360_008,alpha360_OPEN10,2581149,2588000,0.9973527820710973
alpha360_008,alpha360_OPEN11,2581127,2588000,0.9973442812982999
alpha360_008,alpha360_OPEN12,2581102,2588000,0.9973346213292118
alpha360_008,alpha360_OPEN13,2581079,2588000,0.9973257341576507
alpha360_008,alpha360_OPEN14,2581056,2588000,0.9973168469860897
alpha360_008,alpha360_OPEN15,2581032,2588000,0.997307573415765
alpha360_008,alpha360_OPEN16,2581015,2588000,0.9973010046367852
alpha360_008,alpha360_OPEN17,2580995,2588000,0.9972932766615147
alpha360_008,alpha360_OPEN18,2580976,2588000,0.9972859350850077
alpha360_008,alpha360_OPEN19,2580959,2588000,0.9972793663060279
alpha360_008,alpha360_OPEN2,2583053,2588000,0.998088485316847
alpha360_008,alpha360_OPEN20,2580943,2588000,0.9972731839258114
alpha360_008,alpha360_OPEN21,2580925,2588000,0.997266228748068
alpha360_008,alpha360_OPEN22,2580901,2588000,0.9972569551777434
alpha360_008,alpha360_OPEN23,2580883,2588000,0.99725
alpha360_008,alpha360_OPEN24,2580866,2588000,0.9972434312210201
alpha360_008,alpha360_OPEN25,2580850,2588000,0.9972372488408037
alpha360_008,alpha360_OPEN26,2580844,2588000,0.9972349304482225
alpha360_008,alpha360_OPEN27,2580842,2588000,0.9972341576506956
alpha360_009,alpha360_OPEN28,2580833,2588000,0.9972306800618238
alpha360_009,alpha360_OPEN29,2580827,2588000,0.9972283616692427
alpha360_009,alpha360_OPEN3,2582700,2588000,0.997952086553323
alpha360_009,alpha360_OPEN30,2580820,2588000,0.997225656877898
alpha360_009,alpha360_OPEN31,2580814,2588000,0.9972233384853169
alpha360_009,alpha360_OPEN32,2580812,2588000,0.9972225656877898
alpha360_009,alpha360_OPEN33,2580810,2588000,0.9972217928902628
alpha360_009,alpha360_OPEN34,2580806,2588000,0.9972202472952086
alpha360_009,alpha360_OPEN35,2580806,2588000,0.9972202472952086
alpha360_009,alpha360_OPEN36,2580805,2588000,0.9972198608964451
alpha360_009,alpha360_OPEN37,2580801,2588000,0.997218315301391
alpha360_009,alpha360_OPEN38,2580795,2588000,0.9972159969088099
alpha360_009,alpha360_OPEN39,2580791,2588000,0.9972144513137557
alpha360_009,alpha360_OPEN4,2582373,2588000,0.9978257341576507
alpha360_009,alpha360_OPEN40,2580793,2588000,0.9972152241112828
alpha360_009,alpha360_OPEN41,2580792,2588000,0.9972148377125193
alpha360_009,alpha360_OPEN42,2580795,2588000,0.9972159969088099
alpha360_009,alpha360_OPEN43,2580798,2588000,0.9972171561051004
alpha360_009,alpha360_OPEN44,2580799,2588000,0.997217542503864
alpha360_009,alpha360_OPEN45,2580803,2588000,0.9972190880989181
alpha360_009,alpha360_OPEN46,2580807,2588000,0.9972206336939722
alpha360_009,alpha360_OPEN47,2580809,2588000,0.9972214064914993
alpha360_009,alpha360_OPEN48,2580810,2588000,0.9972217928902628
alpha360_009,alpha360_OPEN49,2580811,2588000,0.9972221792890262
alpha360_009,alpha360_OPEN5,2582071,2588000,0.9977090417310664
alpha360_010,alpha360_OPEN50,2580812,2588000,0.9972225656877898
alpha360_010,alpha360_OPEN51,2580812,2588000,0.9972225656877898
alpha360_010,alpha360_OPEN52,2580811,2588000,0.9972221792890262
alpha360_010,alpha360_OPEN53,2580809,2588000,0.9972214064914993
alpha360_010,alpha360_OPEN54,2580805,2588000,0.9972198608964451
alpha360_010,alpha360_OPEN55,2580805,2588000,0.9972198608964451
alpha360_010,alpha360_OPEN56,2580806,2588000,0.9972202472952086
alpha360_010,alpha360_OPEN57,2580802,2588000,0.9972187017001546
alpha360_010,alpha360_OPEN58,2580799,2588000,0.997217542503864
alpha360_010,alpha360_OPEN59,2580798,2588000,0.9972171561051004
alpha360_010,alpha360_OPEN6,2581856,2588000,0.9976259659969088
alpha360_010,alpha360_OPEN7,2581663,2588000,0.9975513910355487
alpha360_010,alpha360_OPEN8,2581474,2588000,0.9974783616692426
alpha360_010,alpha360_OPEN9,2581304,2588000,0.9974126738794435
alpha360_010,alpha360_VOLUME1,2583432,2588000,0.9982349304482225
alpha360_010,alpha360_VOLUME10,2581149,2588000,0.9973527820710973
alpha360_010,alpha360_VOLUME11,2581127,2588000,0.9973442812982999
alpha360_010,alpha360_VOLUME12,2581102,2588000,0.9973346213292118
alpha360_010,alpha360_VOLUME13,2581079,2588000,0.9973257341576507
alpha360_010,alpha360_VOLUME14,2581056,2588000,0.9973168469860897
alpha360_010,alpha360_VOLUME15,2581032,2588000,0.997307573415765
alpha360_010,alpha360_VOLUME16,2581015,2588000,0.9973010046367852
