slice,start_time,end_time,market,label,factor,category,expected_direction,coverage,mean_rank_ic,directional_mean_rank_ic,rank_icir,mean_ic,icir,valid_rows
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_1d_t1,amount_mean_20,liquidity,watch,0.9574946000655908,-0.0501088936188084,,-0.3230925504912766,-0.0166157815952381,-0.1448023809837225,1354694
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_1d_t1,ret_20,momentum,watch,0.9629376491343142,-0.0271971362439978,,-0.1707084943670022,-0.0120270626587385,-0.0824946433064524,1362395
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_1d_t1,ret_10,momentum,watch,0.9770092844945548,-0.0237225700820553,,-0.161820660970416,-0.0112747901661067,-0.0847101140174382,1382304
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_1d_t1,ret_5,momentum,watch,0.984502046886132,-0.0229545609533246,,-0.1586455691583088,-0.0101664519538772,-0.0786750355325697,1392905
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_1d_t1,rev_5,reversal,positive,0.984502046886132,0.0229545609533246,0.0229545609533246,0.1586455691583088,0.0101664519538772,0.0786750355325697,1392905
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_1d_t1,corr_ret_volume_20,price_volume,watch,0.9556760095898312,-0.0224960104308096,,-0.2686013624783931,-0.0045641352566238,-0.0656878690606166,1352121
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_1d_t1,volume_ratio_5_20,liquidity,watch,0.9574946000655908,-0.0201849956481395,,-0.2013691930133529,-0.0103325500794976,-0.1116637265667195,1354694
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,amount_std_20,liquidity,watch,0.9517647284194664,-0.0448737584052867,,-0.2503120494575825,-0.0067539689901081,-0.0550305309484447,1043354
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,std_20,risk,negative,0.949604599760452,-0.0395494987504316,0.0395494987504316,-0.1700098233765696,0.00234192411881,0.0125987980676852,1040986
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,ret_20,momentum,watch,0.9568548964588668,-0.0386027094375702,,-0.2084560118806512,-0.0131529693961382,-0.0793551822107427,1048934
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,amplitude_20,risk,negative,0.9517647284194664,-0.0383824583552105,0.0383824583552105,-0.1598999035137503,0.0066610592144395,0.0341577535702861,1043354
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,amount_mean_20,liquidity,watch,0.9517647284194664,-0.0353686432989683,,-0.1829133219792141,-0.0028601694472875,-0.0229798321483407,1043354
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,ret_10,momentum,watch,0.9743001246999948,-0.0305304503721688,,-0.1697258767523209,-0.0116138368745021,-0.0734363330855197,1068058
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,volume_ratio_5_20,liquidity,watch,0.9517647284194664,-0.0291593360815665,,-0.2646562471953832,-0.0144695881653068,-0.144959926040232,1043354
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,ret_5,momentum,watch,0.9834633393874102,-0.0254111840702521,,-0.1373949372208194,-0.0086302821541266,-0.0548308219338979,1078103
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,rev_5,reversal,positive,0.9834633393874102,0.0254111840702521,0.0254111840702521,0.1373949372208194,0.0086302821541266,0.0548308219338979,1078103
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_1d_t1,corr_ret_volume_20,price_volume,watch,0.949604599760452,-0.020259571360457,,-0.2013024527384567,-0.0012610161747122,-0.015068195862222,1040986
