slice,start_time,end_time,market,label,factor,category,expected_direction,coverage,mean_rank_ic,directional_mean_rank_ic,rank_icir,mean_ic,icir,valid_rows
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,amplitude_20,risk,negative,0.8884835663171191,-0.0812472356031128,0.0812472356031128,-0.5256960230225204,-0.0487555817908935,-0.3609495843168854,1544658
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,std_20,risk,negative,0.8863415304742561,-0.0756525478225401,0.0756525478225401,-0.4988095599527034,-0.0495771765133537,-0.3778915256893396,1540934
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,ret_20,momentum,watch,0.8984442630654695,-0.0558267724910838,,-0.3754761111661109,-0.0438389162729606,-0.3345501363753602,1561975
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,amount_std_20,liquidity,watch,0.8884835663171191,-0.0495997360314148,,-0.3373756893544206,-0.0195555760431535,-0.2055706190736706,1544658
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,ret_10,momentum,watch,0.912361744068131,-0.044585293664192,,-0.3150212931181729,-0.0406738391061899,-0.3243885559544086,1586171
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,corr_ret_volume_20,price_volume,watch,0.8863415304742561,-0.0324288401498873,,-0.3671293833156372,-0.0203336181133295,-0.2654795581335142,1540934
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,volume_ratio_5_20,liquidity,watch,0.8884835663171191,-0.0272318142596871,,-0.2927590075557033,-0.0355438051551896,-0.4228659568830611,1544658
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,amount_mean_20,liquidity,watch,0.8884835663171191,-0.0263379914924959,,-0.1684641650572632,-0.0035578759698432,-0.0369677315121491,1544658
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,ret_5,momentum,watch,0.9204841093036484,-0.0262168916674926,,-0.2068320822280552,-0.0287460411168849,-0.2578349669690265,1600292
baseline_alignment_2017_2020,2017-01-01,2020-08-01,all_stock_shsz_liquid2000,label_20d_t1,rev_5,reversal,positive,0.9204841093036484,0.0262168916674926,0.0262168916674926,0.2068320822280552,0.0287460411168849,0.2578349669690265,1600292
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,amount_std_20,liquidity,watch,0.9303168149999436,-0.1496889139310869,,-1.0935598843721428,-0.0720674884937835,-0.6625413290666127,1316242
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,amount_mean_20,liquidity,watch,0.9303168149999436,-0.1487825221162824,,-1.0210892548808237,-0.0694672553088242,-0.6359009015690772,1316242
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,amplitude_20,risk,negative,0.9303168149999436,-0.1102018274082288,0.1102018274082288,-0.6527372758774003,-0.0586512147786521,-0.3758145519987684,1316242
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,std_20,risk,negative,0.9285187216574124,-0.1020664230341204,0.1020664230341204,-0.6662633569191206,-0.052577593018375,-0.3738390986883428,1313698
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,ret_20,momentum,watch,0.935487040157418,-0.0610538568505205,,-0.4352179240360262,-0.0484784465023071,-0.389123342604639,1323557
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,corr_ret_volume_20,price_volume,watch,0.9285187216574124,-0.0451550492728354,,-0.5179895929514218,-0.0255781483199509,-0.3470380635707601,1313698
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,ret_10,momentum,watch,0.949410248001176,-0.0386443407264762,,-0.3004715267680101,-0.0393492625194811,-0.3450865848739836,1343256
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,ret_5,momentum,watch,0.9567369129338325,-0.0238927901940687,,-0.1909794741460034,-0.0298149618423675,-0.2783797956004704,1353622
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,rev_5,reversal,positive,0.9567369129338325,0.0238927901940687,0.0238927901940687,0.1909794741460034,0.0298149618423675,0.2783797956004704,1353622
main_research_2021_2023,2021-01-01,2023-12-29,all_stock_shsz_liquid2000,label_20d_t1,volume_ratio_5_20,liquidity,watch,0.9303168149999436,-0.0228594831498654,,-0.2672637515690584,-0.0183864685392296,-0.2318260979796904,1316242
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,amount_std_20,liquidity,watch,0.918916724668432,-0.0926828515543902,,-0.5098068283588941,-0.01843749835259,-0.1574200186850892,1007345
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,amount_mean_20,liquidity,watch,0.918916724668432,-0.0819748025257284,,-0.4171558497838566,-0.0108059413521137,-0.0913755477695913,1007345
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,ret_20,momentum,watch,0.9230071034298428,-0.0795411456845891,,-0.4745214566087365,-0.0451534639970551,-0.3219414827742377,1011829
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,ret_10,momentum,watch,0.9403711444029588,-0.056839013693146,,-0.3720336506583679,-0.0374938814728146,-0.2884766811370069,1030864
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,std_20,risk,negative,0.9168396077104188,-0.0537867812788723,0.0537867812788723,-0.2364584604555954,-0.0151723670195918,-0.0847867736017942,1005068
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,amplitude_20,risk,negative,0.918916724668432,-0.0511235305671605,0.0511235305671605,-0.2134141013020098,-0.0058324487140884,-0.0302782949090991,1007345
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,ret_5,momentum,watch,0.9493938777502188,-0.0408045801640563,,-0.2671087614391162,-0.0324448745270251,-0.2566203465568247,1040755
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,rev_5,reversal,positive,0.9493938777502188,0.0408045801640563,0.0408045801640563,0.2671087614391162,0.0324448745270251,0.2566203465568247,1040755
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,volume_ratio_5_20,liquidity,watch,0.918916724668432,-0.0372545498569139,,-0.3750940078761813,-0.0241530118933645,-0.2961407899566089,1007345
recent_oos_2024_2026,2024-01-01,2026-06-09,all_stock_shsz_liquid2000,label_20d_t1,corr_ret_volume_20,price_volume,watch,0.9168396077104188,-0.0060116764896575,,-0.066175641992524,0.0125255476625149,0.1710337360834586,1005068
