instrument,median_amount,mean_amount,valid_days
SH600026,145189.1171875,188763.72,244
SZ000573,145125.109375,217749.55,244
SH603866,145070.734375,185303.47,244
SH600436,144933.453125,186805.67,244
SZ000826,144892.953125,176899.6,227
SH600689,144071.6640625,183830.75,244
SZ300291,144039.328125,168533.1,244
SZ002448,143943.265625,312064.47,244
SH600105,143928.8203125,170921.58,234
SH600741,143882.4765625,178634.84,244
SZ000058,143835.609375,203977.92,206
SZ002719,143620.828125,180773.89,244
SZ000963,143526.8359375,160859.11,244
SZ002730,143427.359375,180449.45,231
SZ002699,143304.828125,183274.12,244
SZ000701,143263.4140625,169206.62,244
SH600750,143042.9609375,168909.8,244
SZ300316,142947.421875,183641.08,236
SH600830,142693.3671875,176774.03,244
SZ300329,142604.4765625,271999.16,244
SZ002711,142517.25,164463.67,244
SZ300236,142503.0625,202392.42,240
SZ300141,142425.3828125,186098.9,244
SZ300202,142181.546875,161289.98,244
SZ000667,142126.7578125,245400.62,234
SZ002583,141969.3359375,161540.1,226
SZ300162,141968.234375,224307.4,209
SZ002768,141966.2578125,191513.89,240
SZ002777,141900.4453125,193291.39,234
SH603608,141836.4765625,216733.83,216
SZ300006,141757.7421875,201218.06,244
SH601233,141735.40625,164365.89,243
SH600292,141733.328125,175462.0,244
SZ000926,141652.0625,173920.66,241
SZ002408,141372.3125,317006.12,234
SH603027,141346.28125,169697.75,204
SZ002234,141176.8359375,162361.36,244
SH600594,141113.90625,164668.27,243
SZ002410,141077.6796875,169263.47,244
SZ002139,141010.8984375,184180.34,244
SZ300115,140802.6484375,163628.81,244
SZ002606,140645.734375,237303.69,229
SH600872,140593.7734375,164396.4,244
SH600146,140454.234375,167698.81,181
SZ002568,140353.265625,165968.06,234
SH600226,140293.1171875,162811.58,218
SH600535,140246.609375,175267.03,244
SZ002177,140234.3125,216404.16,244
SZ300094,140188.65625,153563.6,244
SZ300089,140107.328125,180478.23,197
SZ002375,140075.9453125,192829.19,244
SH600775,139854.671875,162318.98,228
SH600409,139822.4375,170744.44,238
SH600495,139776.0546875,171337.94,244
SZ002433,139524.6015625,160105.47,234
SZ000567,139295.609375,274947.16,244
SH600277,139229.703125,170529.3,242
SZ300351,139135.046875,167469.61,208
SH600491,139010.125,173163.39,243
SZ002113,138426.140625,536067.5,221
SZ000671,138183.15625,169557.7,239
SZ000150,138114.1875,180858.89,225
SZ000039,138076.0625,181964.88,244
SH600685,137863.671875,202210.89,244
SZ000151,137667.3828125,175319.94,244
SZ002115,137626.5234375,168383.73,224
SZ000099,137580.4140625,186604.44,244
SH600056,137524.1796875,155126.19,244
SZ002023,137500.1875,172864.48,244
SH600428,137195.671875,194600.44,244
SZ002117,137142.328125,166745.11,244
SZ002436,137063.8828125,212229.55,244
SH600382,137042.0390625,153629.73,244
SH600993,136760.7265625,180319.7,244
SZ002078,136758.203125,162126.22,235
SZ300433,136753.1171875,194332.48,230
SZ300030,136657.9375,156467.73,244
SH600422,136617.9296875,160433.69,244
SZ002335,136516.40625,151833.06,233
SH600975,136512.0234375,205529.7,244
SH600729,136414.8984375,158981.22,224
SZ300307,136406.78125,171412.6,236
SZ300048,136199.2890625,222317.48,244
SH600157,136078.328125,178491.95,240
SZ300250,136031.453125,169265.55,233
SZ000016,135903.1171875,178280.02,226
SH601888,135844.2109375,161968.39,244
SH600602,135794.6640625,161100.98,244
SH600674,135584.0546875,175291.98,244
SZ002343,135451.875,178424.86,239
SZ000627,135438.359375,174050.98,228
SZ300007,135347.328125,173170.52,244
SZ300469,135308.328125,156457.34,244
SZ002320,135230.109375,168361.62,221
SZ300137,135213.265625,162561.33,244
SZ002618,134932.296875,177135.44,244
SH600478,134815.71875,164581.73,236
SH600023,134753.9609375,167022.9,244
SZ300476,134753.4453125,214337.05,244
SZ300215,134752.625,165351.66,239
SH603308,134707.328125,151010.69,217
SH603696,134672.0234375,181023.73,244
SZ000939,134561.65625,180852.77,242
SH600787,134533.015625,172453.25,244
SZ000679,134302.1640625,163159.47,234
SZ002146,134221.765625,169027.52,244
SZ300463,134129.515625,166807.92,244
SZ300324,133855.4609375,205972.86,192
SZ000008,133828.0234375,162691.92,234
SZ002626,133821.90625,165803.45,244
SZ002387,133683.390625,175330.05,186
SH600990,133411.15625,178873.2,183
SH600256,133395.1328125,164006.47,244
SZ002562,133341.125,160732.88,234
SH603798,133266.078125,177508.19,183
SZ300193,133143.015625,159406.7,244
SH601608,132987.46875,205193.52,244
SZ000601,132962.6640625,156143.75,244
SZ002486,132870.21875,329825.97,229
SZ002217,132536.1953125,159501.08,244
SZ002005,132470.953125,156469.94,243
SZ002564,132467.5,180299.05,201
SH600188,132300.9375,154694.34,243
SZ300473,132188.625,157894.45,200
SZ000596,131953.46875,147058.78,244
SH600530,131943.4375,183932.47,215
SH600589,131796.8671875,163659.28,234
SZ000816,131636.7578125,170171.97,244
SZ002384,131576.90625,149914.61,235
SZ300147,131260.2265625,151654.33,244
SZ300182,131095.328125,142816.9,239
SZ002126,130942.171875,160092.38,239
SZ300419,130630.15234375,189768.0,236
SZ002449,130569.78515625,173534.02,244
SZ002536,130409.68359375,174594.84,244
SZ000700,130262.1796875,164894.61,244
SZ002215,130220.8828125,148684.89,244
SH600273,130217.265625,161107.42,244
SZ300479,130207.78125,145534.05,230
SH600620,130179.640625,170875.31,233
SZ002708,130076.921875,182626.55,244
SH600521,129636.11328125,148456.33,244
SH601880,129626.171875,226989.55,244
SH600009,129428.16796875,154862.02,244
SZ002242,129309.453125,147932.94,239
SH600970,129235.0859375,156479.02,244
SZ002051,129212.7265625,185357.48,244
SZ002244,129146.51953125,171834.11,244
SZ002476,129073.44921875,229593.69,234
SH603778,129040.9375,162465.2,243
SH600101,128966.7109375,160968.75,244
SH601633,128929.15625,152703.48,244
SH600135,128928.375,159115.42,244
SH601890,128907.21875,178365.95,244
SZ300008,128818.140625,154110.61,237
SZ300426,128797.265625,172916.23,183
SZ300409,128795.9296875,159504.5,237
SZ300031,128794.5390625,151548.61,230
SZ002066,128550.85546875,170706.4,244
SZ300149,128542.8984375,188739.2,199
SH600831,128385.046875,150309.34,244
SH600827,128346.37890625,164914.58,244
SZ300468,128111.3828125,162747.39,212
SZ000587,128081.4609375,169167.31,239
SZ300217,128041.05859375,184007.45,244
SH601002,128038.9140625,194183.58,244
SZ300246,127982.78515625,145573.02,240
SH600201,127952.22265625,154288.3,244
SZ002050,127925.546875,154868.34,244
SH603589,127923.00390625,171260.16,244
SZ002518,127922.484375,139921.27,244
SH600136,127733.515625,134447.14,233
SZ002082,127718.4296875,206433.14,192
SH600141,127607.5078125,172139.28,239
SZ000802,127607.0,171990.58,188
SZ002366,127263.3984375,160812.55,235
SZ000036,127226.09375,161065.86,244
SZ002226,126982.90625,234756.58,209
SZ000055,126957.7890625,141237.8,244
SH600784,126904.04296875,157494.16,244
SZ300400,126812.54296875,153133.75,244
SZ002537,126809.6015625,172199.48,211
SH600456,126777.65625,153005.22,244
SH600433,126770.0859375,175607.1,244
SZ300288,126652.56640625,150594.92,234
SH601058,126538.04296875,174364.98,238
SH600165,126492.828125,170398.6,232
SH600809,126460.8515625,152319.9,243
SZ002227,126016.73828125,161500.22,244
SZ300018,125966.5,153315.78,244
SZ002551,125872.578125,141504.11,243
SZ000158,125871.046875,147100.0,244
SZ000584,125748.8359375,154156.66,184
SZ300314,125722.53515625,156916.92,244
SH600467,125691.375,160736.02,241
SZ000650,125601.32421875,146089.4,244
SZ000666,125576.203125,155429.64,244
SH600826,125559.48046875,166417.42,244
SZ000972,125538.984375,181011.6,233
SZ000848,125525.67578125,147180.33,244
SZ002495,125336.29296875,222909.92,244
SZ002033,125319.6171875,139375.02,244
SZ002296,125134.24609375,145834.1,244
SH600129,125124.53515625,171810.97,230
SZ002453,125111.5,180096.39,227
SZ002684,125090.6640625,175808.36,191
SZ002471,124971.890625,172283.67,244
SZ000541,124934.74609375,157840.14,244
SH600257,124784.859375,143603.8,244
SZ000518,124612.42578125,184354.28,244
SZ002311,124232.43359375,144688.73,244
SZ000680,124002.421875,171219.95,244
SH600336,123992.6640625,134706.25,234
SZ002124,123834.9921875,215977.02,243
SZ300198,123828.36328125,161090.86,244
SZ000881,123779.02734375,155431.11,238
SZ300045,123525.6015625,168585.05,209
SZ002093,123414.046875,151739.0,244
SH600373,123360.6171875,147827.55,244
SH600599,123343.0,204000.52,237
SH600185,123312.6328125,159054.5,243
SZ300485,123096.9296875,144424.33,244
SZ002073,123001.84375,141065.06,244
SH600310,122896.953125,169892.31,243
SZ000936,122873.86328125,152729.98,210
SZ000752,122872.7578125,154064.94,181
SZ002265,122826.265625,184830.3,231
SZ002579,122660.4765625,161669.22,224
SZ002490,122547.796875,183507.03,244
SZ002290,122307.40625,143000.6,244
SZ000599,122117.90625,158627.14,233
SZ000782,121999.69921875,159297.1,244
SZ002580,121998.37890625,147070.2,216
SZ002303,121574.421875,141032.66,242
SH600590,121546.42578125,146831.53,244
SZ300165,121528.64453125,138768.34,188
SZ002470,121496.35546875,144288.77,236
SZ002425,121473.0546875,146461.31,239
SH600072,121363.4453125,186271.89,239
SZ300183,121206.765625,158639.98,244
SZ002623,121206.66796875,204883.67,244
SZ000820,121193.18359375,131411.94,238
SZ000510,121094.99609375,252681.1,228
SZ002169,121004.11328125,158710.58,244
SZ002628,120908.1171875,154829.22,239
SH600210,120858.93359375,167763.48,244
SZ002084,120540.7421875,159461.5,235
SH601021,120534.6640625,133021.4,237
SZ002344,120514.625,144191.27,244
SH600782,120321.3515625,152852.72,236
SH601928,120254.9140625,136660.1,244
SH600076,120248.15234375,175668.39,244
SZ000688,120232.75,169155.66,223
SZ002605,120160.734375,164534.95,222
SH601636,120108.7109375,169427.66,244
SZ002163,119930.3203125,180012.14,244
SZ002609,119859.3671875,150581.56,244
SZ300056,119848.140625,132290.34,234
SZ002272,119817.8125,144469.84,184
SZ002249,119541.62109375,162771.47,210
SZ300034,119451.93359375,156502.98,244
SH600715,118962.8984375,135811.0,243
SZ000673,118934.08984375,139470.4,244
SZ002603,118879.359375,132515.77,244
SZ000915,118798.74609375,154305.94,244
SH603520,118737.83203125,159583.39,202
SZ000655,118658.24609375,165969.84,236
SZ300490,118452.265625,171270.83,224
SZ002667,118439.18359375,138224.14,238
SZ000721,118102.61328125,194888.48,244
SZ300004,118041.43359375,135567.05,230
SZ002134,118029.109375,149683.27,187
SZ000005,117905.8828125,157562.02,244
SZ000061,117816.7890625,159056.73,244
SZ002458,117751.2890625,135253.48,235
SZ000607,117601.515625,164366.67,244
SZ300309,117561.1953125,129027.4,243
SZ300159,117399.5859375,140819.78,244
SZ000513,117285.9296875,127636.03,244
SZ300356,117264.578125,122032.086,192
SZ002727,117020.546875,156188.52,241
SZ300317,116647.66015625,148990.9,234
SZ002401,116549.0703125,144510.25,244
SH600898,116429.59765625,153468.8,204
SZ002250,116261.86328125,142764.53,244
SH600096,116256.5,138049.38,244
SH600757,116209.65234375,130898.95,244
SZ002264,115926.62109375,165046.7,224
SZ300457,115915.43359375,152447.27,208
SZ300384,115799.76953125,127971.47,230
SZ000514,115759.09765625,182198.25,244
SZ300130,115730.5234375,155852.16,235
SH601558,115686.14453125,157788.6,244
SZ002031,115639.0859375,282522.88,197
SZ300343,115551.3046875,138113.36,229
SH600143,115480.05859375,125024.96,238
SZ000681,115475.83203125,152909.22,234
SH600077,115440.125,156450.9,244
SZ000890,115182.953125,159780.81,223
SH600008,115079.38671875,148245.47,244
SZ000731,115040.0859375,199813.16,244
SZ002028,115023.515625,135161.45,244
SH600458,114854.82421875,139236.92,244
SZ002166,114803.484375,137077.89,244
SH600592,114563.56640625,130424.19,206
SH600869,114447.1796875,181083.0,243
SZ000948,114383.765625,154345.66,219
SZ000958,114343.203125,148682.1,244
SZ000561,114198.5390625,159174.67,244
SH600460,114122.59375,179349.58,235
SZ300171,114012.7890625,152286.58,244
SH600517,113791.2890625,136926.52,244
SH600470,113601.01171875,141183.95,244
SZ300167,113459.4140625,128873.02,244
SZ300257,113412.484375,139086.23,224
SZ002252,113376.03515625,136461.52,244
SZ002009,113342.1875,147732.58,243
SZ300161,113189.3671875,135408.4,235
SZ000971,113170.859375,151409.72,211
SH600648,113158.3046875,139065.56,244
SH600416,113149.3984375,159100.08,241
SZ002388,113004.734375,188621.23,244
SZ002085,112901.01171875,142737.36,242
SZ002533,112660.15234375,210168.75,234
SZ000070,112412.1875,136702.61,244
SZ002152,112363.015625,135583.6,235
SZ002463,112321.08984375,150202.47,244
SZ000616,112135.71875,127742.87,244
SZ002141,112134.8828125,262839.53,244
SZ300350,111984.578125,127972.3,244
SH600963,111895.1484375,143137.25,244
SZ000017,111806.46875,159291.69,225
SZ002395,111729.30078125,138548.06,230
SZ002514,111709.86328125,182972.22,240
SZ002529,111649.44921875,121147.82,244
SH600270,111617.30078125,123207.39,244
SZ002260,111493.63671875,133100.75,224
SZ000790,111492.3046875,136889.98,234
SZ002770,111473.15234375,138419.05,238
SZ000785,111425.5625,155491.73,244
SZ002586,111354.81640625,148278.36,244
SZ002614,111319.4375,169669.44,239
SH600638,111220.95703125,141710.92,244
SH600582,111061.8359375,153988.84,244
SZ002452,111035.0546875,171215.1,222
SH600279,111013.359375,158943.64,244
SZ002660,110935.92578125,129553.125,244
SZ300012,110921.140625,118426.586,239
SZ002171,110593.1953125,135358.58,240
SH600776,110564.43359375,149584.23,244
SZ002772,110540.5,158474.8,239
SH600064,110439.9296875,141128.53,244
SZ001896,110435.5546875,150420.53,213
SZ000683,110401.29296875,156779.69,244
SH600835,110391.82421875,131806.11,244
SH603300,110373.75,192966.89,235
SZ000882,110348.8984375,184817.25,231
SH603128,110339.73828125,142401.53,238
SH603600,110266.3515625,134128.36,236
SH600070,110123.046875,142245.55,211
SZ000902,110121.3125,131002.22,239
SZ300015,109833.296875,129121.38,241
SH600891,109631.75,188403.25,244
SH600367,109556.73046875,176314.81,240
SZ002539,109555.421875,141204.44,244
SZ002746,109149.73046875,178679.56,244
SH603885,109111.125,136120.08,244
SH600881,108884.2109375,143714.08,235
SZ002125,108806.11328125,149479.27,244
SZ002247,108738.2265625,147186.45,239
SZ002188,108629.9453125,136039.81,244
SZ300269,108560.5703125,128392.734,231
SZ300013,108502.83203125,134768.72,244
SZ002254,108370.5078125,125424.805,239
SZ002437,108324.234375,144748.92,238
SZ002517,108253.38671875,127865.82,244
SZ002103,108244.38671875,158106.19,218
SZ300140,108076.609375,137052.77,239
SZ002672,108073.0859375,125736.44,207
SH603005,108040.59765625,149340.11,244
SH600331,108000.2109375,141936.81,193
SZ300237,107979.5078125,145338.02,244
SZ002348,107814.90625,157867.14,244
SZ002315,107785.359375,134750.62,244
SZ300126,107778.765625,140340.86,244
SZ300049,107775.4453125,129396.1,244
SH601333,107627.41796875,142778.44,244
SZ000552,107357.078125,141905.02,244
SZ300177,107237.1953125,151456.39,244
SH600423,107145.25,134304.72,233
SZ300003,107043.34765625,122758.664,220
SZ300319,106904.6953125,123982.26,238
SZ002181,106881.1953125,141653.4,237
SZ000403,106726.0625,125523.125,244
SZ000652,106605.29296875,146722.44,244
SH600017,106528.60546875,137326.86,244
SZ002154,106449.13671875,137849.7,244
SZ002076,106443.3671875,129801.7,211
SH600766,106436.83203125,126296.41,244
SZ000779,106308.12890625,146497.45,242
SZ300127,106296.60546875,173858.98,244
SZ300304,106261.5234375,211906.33,237
SZ002330,106211.12109375,126901.63,244
SZ002554,106201.875,156181.03,224
SH600187,106198.1484375,346688.53,244
SZ002086,106172.44921875,135708.17,244
SH600623,106155.6484375,154912.84,244
SZ002707,106092.1953125,151523.05,193
SZ002232,105837.2578125,142573.94,244
SZ300440,105828.5625,121828.98,244
SH601958,105674.06640625,143149.08,244
SZ002172,105629.5625,131528.72,244
SZ000035,105577.12890625,139010.64,196
SZ300262,105567.984375,124275.79,241
SH600736,105367.9140625,134707.61,239
SH600466,105349.078125,185164.69,238
SH601117,105335.59375,144111.23,241
SZ002363,105295.16015625,133163.97,238
SH600763,105143.83203125,121613.42,226
SH600012,105137.015625,128105.1,244
SZ000595,105095.5546875,229468.62,242
SH600862,105049.45703125,134677.61,244
SZ002775,105029.75390625,141112.08,244
SZ000892,105001.83203125,131051.0,236
SZ002286,104951.2578125,143698.31,207
SZ300187,104657.16015625,126163.82,244
SZ000837,104520.296875,139608.7,244
SZ002345,104345.32421875,122698.63,242
SZ300206,104313.16015625,128248.94,244
SZ002277,104095.7734375,115709.93,244
SH600621,104069.4609375,147098.58,188
SZ002535,104065.0859375,126938.67,229
SZ300039,104059.35546875,117520.37,244
SZ300099,103950.640625,125324.805,234
SZ000703,103916.8125,118794.016,244
SH603636,103889.87109375,119783.195,244
SZ300492,103598.40234375,128525.67,244
SZ002665,103279.1953125,129735.125,226
SH600125,103213.109375,147480.98,244
SZ300061,103124.6875,142042.03,191
SZ002323,103057.6796875,181304.56,228
SH600622,102946.55859375,123339.195,244
SH600894,102795.21484375,120187.48,244
SH600559,102513.33984375,138597.0,244
SZ000821,102475.6484375,122135.2,215
SZ300429,102416.5078125,122962.22,228
SZ000418,102412.67578125,121493.05,244
SZ000659,102230.9375,149673.7,186
SZ002220,102212.5234375,121074.37,244
SH601968,101995.1015625,151673.16,235
SZ002393,101974.796875,147597.7,244
SZ002322,101896.92578125,117941.38,244
SH600867,101842.421875,119332.875,243
SZ002441,101675.23046875,127163.09,244
SZ000819,101638.1875,129476.98,244
SZ002390,101610.671875,127969.13,244
SH603598,101545.203125,136350.2,244
SZ002205,101534.4921875,128383.43,243
SZ002029,101424.046875,120997.086,235
SH603309,101252.3125,134061.53,244
SH600742,101246.4921875,118245.48,244
SZ002376,101192.296875,113327.15,237
SZ002650,101092.8359375,124305.766,244
SH601199,101090.6171875,131437.7,244
SH600616,100970.171875,119915.22,244
SZ002231,100963.9296875,144380.95,191
SZ002317,100882.16796875,108113.97,244
SH600218,100876.26953125,127991.445,244
SH600555,100779.5390625,119664.734,242
SZ300069,100742.359375,118907.2,208
SH600971,100692.44921875,136799.78,244
SH600808,100630.04296875,132192.89,244
SZ000885,100534.0546875,147092.25,244
SZ002521,100469.5859375,144371.67,243
SZ000690,100431.640625,131255.75,244
SH600400,100413.1640625,126171.11,242
SH600538,100349.6875,127210.09,187
SH600195,100223.7421875,114801.31,244
SH600426,100222.203125,112291.31,244
SZ000825,100171.33984375,133644.64,244
SH600597,100083.6015625,121512.86,243
SZ002210,100042.140625,121909.31,244
SH601886,100032.55078125,121749.42,244
SH600075,99974.3125,124929.1,244
SH600186,99928.58984375,125837.73,244
SH600486,99763.25390625,111351.56,244
SZ300482,99731.5859375,102344.77,244
SH600501,99721.0859375,132000.81,244
SZ300263,99686.89453125,124148.32,244
SZ002365,99656.859375,123543.74,244
SZ002321,99653.5234375,117986.16,244
SH600596,99581.734375,126322.16,244
SH600328,99542.953125,131393.39,244
SH600572,99532.35546875,110136.74,244
SZ300397,99483.17578125,127270.7,244
SZ002251,99464.76171875,179427.19,244
SH600199,99460.76171875,135359.42,244
SH601801,99235.0234375,177559.89,244
SZ300278,99160.9140625,126152.57,228
SZ002328,99140.31640625,122746.12,244
SH600493,99055.5390625,112901.44,244
SZ002582,98965.8125,129421.6,207
SH600354,98899.65625,121654.82,233
SH600067,98801.09765625,121413.164,244
SZ002118,98778.2890625,117015.125,244
SZ300347,98612.18359375,110562.99,216
SH603901,98588.6015625,130472.61,235
SH600661,98587.953125,112526.84,244
SH603806,98580.625,134773.4,244
SH603328,98492.859375,120836.305,241
SZ300312,98454.68359375,123019.33,244
SH600175,98393.0234375,153552.77,216
SH603077,98388.3203125,124209.27,244
SZ002497,98266.8515625,147747.4,244
SZ000677,98242.4296875,111771.13,205
SZ000536,98239.19921875,146631.55,244
SH600137,98180.39453125,107956.93,244
SH600818,98117.1640625,150794.6,243
SH603883,98111.81640625,122771.64,208
SZ000090,98103.296875,134693.4,244
SZ000606,98032.45703125,166572.23,238
SH600386,97819.515625,122149.69,244
SZ000010,97747.7109375,127276.27,244
SZ000801,97703.74609375,113763.945,244
SZ002360,97562.6015625,114850.91,243
SZ002596,97555.328125,122674.22,225
SH600684,97550.21875,132719.05,244
SZ300175,97502.83203125,137895.14,242
SZ300480,97490.60546875,114764.2,184
SZ300086,97477.15625,122661.984,244
SH600018,97353.30078125,125549.516,244
SH600098,97342.23828125,126369.09,244
SZ000028,97147.8125,117427.945,185
SZ300486,97123.3828125,113792.08,244
SH600859,97119.30859375,111082.55,180
SZ300232,97023.5625,113472.336,244
SZ002499,97013.16796875,148005.84,214
SH600686,96868.19140625,126658.74,244
SZ000811,96819.98046875,112781.64,244
SZ002136,96758.9921875,117123.125,244
SZ000797,96757.03125,123956.55,232
SH600103,96728.4296875,113887.266,244
SH600197,96511.01953125,124383.83,244
SH603025,96510.046875,136726.45,224
SZ300444,96473.09765625,127940.516,244
SZ002351,96404.69140625,154288.25,244
SH603126,96389.90625,133661.53,244
SZ000716,96351.171875,129811.195,241
SZ002194,96312.5546875,120780.01,244
SZ300213,96309.5234375,117351.79,199
SZ300345,96113.41015625,128573.2,224
SZ002776,96065.1015625,119863.4,232
SZ300399,95999.8984375,128017.69,244
SZ002367,95743.484375,114912.87,244
SZ002572,95563.25390625,106522.734,244
SZ000404,95454.453125,111220.164,241
SZ300195,95432.58203125,112552.61,242
SZ000735,95387.265625,129915.53,244
SZ002040,95368.2734375,157530.58,213
SZ002734,95353.35546875,103871.46,244
SH600353,95267.6484375,170780.55,244
SH600527,95223.80078125,112790.98,234
SZ002228,95178.96875,161805.9,223
SH600747,95071.734375,121728.766,201
SH600133,95067.4453125,115430.31,228
SZ000935,94913.3125,431701.62,199
SZ002676,94875.30078125,109667.57,234
SZ000877,94868.9375,108388.19,225
SH600697,94866.015625,127024.68,240
SZ002760,94758.03125,130878.625,225
SZ002451,94739.4609375,139071.44,239
SZ002479,94726.828125,127918.39,226
SH601898,94704.59375,135307.78,244
SH600114,94626.65625,116014.07,244
SZ002248,94615.01953125,139151.36,244
SH600748,94367.30859375,127528.57,244
SH600278,94290.546875,116459.875,241
SH600628,94184.75,124732.17,244
SZ300062,94118.04296875,115976.03,216
SZ002020,94069.22265625,110903.16,232
SZ002110,94067.5859375,181182.89,183
SH603001,94061.37890625,116010.72,244
SZ300403,93976.18359375,112900.125,244
SH600851,93944.8203125,118414.01,233
SZ002243,93882.86328125,112103.05,244
SZ002011,93835.34765625,119297.56,214
SH600580,93820.171875,112120.63,237
SH600370,93724.3359375,118992.72,243
SZ002147,93638.8359375,125042.12,233
SZ002589,93627.1875,109741.93,244
SH600980,93426.51953125,149243.97,244
SH601929,93320.33203125,118081.97,244
SZ300318,93216.60546875,113467.375,244
SZ002414,93123.703125,121395.42,244
SH600811,93105.5546875,111892.47,244
SH600267,93060.078125,111419.58,221
SH603377,93057.4609375,157976.3,220
SH600290,93015.96875,107330.54,241
SZ300358,92992.5390625,113925.45,237
SH600998,92982.78125,113689.336,235
SH603198,92976.07421875,140539.11,244
SH600865,92966.4375,130478.66,244
SZ300084,92931.2109375,107249.27,236
SZ000020,92921.2890625,127602.91,229
SZ300252,92918.8203125,109570.75,239
SZ002761,92890.36328125,112401.49,244
SH600987,92799.5625,133846.17,244
SH603188,92795.65234375,117798.46,196
SH600397,92750.66015625,122564.14,188
SZ002559,92684.44921875,119840.31,244
SH601015,92507.4453125,140776.2,241
SH603588,92500.35546875,123221.83,244
SH600027,92489.33203125,114498.89,244
SZ002374,92391.76171875,176345.64,244
SH600097,92143.37109375,125166.36,226
SZ002530,92123.2109375,112379.38,223
SH600790,92118.16796875,114265.805,244
SH600107,92108.2578125,104116.8,237
SZ000889,92013.23828125,118664.875,234
SZ300266,91879.1953125,110702.49,239
SZ300224,91871.65234375,151523.72,230
SZ002575,91826.96875,130165.3,237
SZ300373,91745.9921875,127228.68,237
SZ002178,91693.625,123041.43,235
SZ002144,91623.61328125,104051.92,244
SZ002105,91283.5625,134278.83,244
SZ000707,91256.75,130866.84,233
SH603616,91252.046875,133820.52,235
SH603989,91211.87890625,106839.73,244
SZ300064,91180.65625,109621.1,244
SZ300394,91158.29296875,107077.375,244
SH603368,91117.6796875,140037.44,244
SH600311,90927.125,117691.984,242
SZ300326,90835.3125,111996.38,223
SH600345,90749.52734375,108888.734,244
SZ300117,90733.51953125,114714.43,234
SH603968,90529.0234375,123791.695,244
SZ300284,90480.36328125,121726.01,188
SH600229,90376.2265625,100027.81,244
SZ000981,90302.65234375,152149.8,190
SZ002749,90130.87890625,100341.305,244
SZ002287,90032.9453125,144394.6,239
SH603568,89993.03125,121890.55,244
SZ300041,89960.46875,119575.38,244
SZ002516,89943.45703125,131359.88,244
SZ000506,89887.1015625,147790.48,234
SH600701,89799.54296875,152338.16,238
SH600202,89682.53125,148993.8,233
SZ300448,89617.0625,112594.016,241
SZ002380,89520.453125,101997.29,244
SH600618,89469.796875,107718.96,244
SH600062,89436.4375,102473.58,244
SZ002658,89354.2265625,112787.58,235
SH600586,89219.9296875,106179.07,244
SH600022,89127.34375,123252.81,244
SH600995,89112.6171875,132366.81,235
SH601038,89069.8359375,129611.07,244
SZ000662,89017.6953125,100017.44,224
SZ000533,88972.70703125,118114.086,190
SZ300378,88917.30859375,104361.66,244
SZ000798,88779.7890625,127666.5,244
SH600323,88700.9453125,101673.2,244
SZ300155,88604.02734375,133215.14,244
SZ000898,88586.4296875,121551.734,243
SZ002588,88522.62109375,109292.45,244
SZ000685,88479.484375,110142.15,244
SZ002550,88359.80078125,102947.12,244
SZ002087,88305.05078125,102593.79,244
SZ002620,88298.80078125,158937.55,244
SZ000572,88222.3203125,128272.31,244
SH600712,88206.8125,111382.84,244
SH600551,88148.71875,96266.7,219
SH600567,88145.35546875,105191.625,244
SH600821,88074.12890625,124945.79,188
SH600515,88050.90625,142693.75,237
SZ002149,87955.23828125,106866.336,244
SZ002162,87878.3828125,114870.375,237
SZ300022,87850.91796875,104512.68,244
SZ000999,87848.29296875,100951.07,244
SZ002119,87841.45703125,139932.6,244
SH600439,87831.203125,96988.76,244
SZ000014,87693.98046875,103849.71,244
SH600398,87646.3125,100325.805,244
SH600326,87642.640625,107507.29,244
SH603008,87638.83203125,102347.34,244
SZ002422,87619.54296875,96525.7,244
SZ000780,87602.28125,145909.31,244
SH600235,87528.2890625,99956.73,244
SZ002505,87516.9375,142342.55,183
SH600449,87425.29296875,120567.15,244
SH600864,87420.21484375,123568.08,230
SH600720,87418.1328125,105630.89,244
SZ000830,87413.69921875,102956.34,244
SZ300181,87369.55859375,115682.266,244
SH600039,87286.28515625,119023.11,234
SH600543,87076.625,111078.59,226
SZ000761,87041.2265625,118961.63,243
SH600220,87029.67578125,104127.29,238
SZ002771,86980.6875,110053.03,211
SZ000065,86943.6171875,102043.52,193
SH600714,86812.578125,126306.46,195
SZ000605,86807.28125,123158.08,244
SH600758,86790.18359375,176341.9,244
SZ002294,86778.28515625,102389.07,244
SH603567,86739.015625,103834.02,229
SH600533,86737.9140625,155096.28,237
SH600378,86716.92578125,110437.375,244
SZ002054,86703.8671875,142008.47,244
SH600779,86695.1640625,119699.23,243
SZ002239,86687.6640625,106856.63,184
SZ002259,86674.6171875,103533.266,206
SZ002593,86637.6640625,117100.945,244
SZ002017,86600.73046875,102925.59,236
SZ002098,86554.125,123077.414,213
SZ002165,86443.14453125,115624.08,184
SZ000705,86419.81640625,97487.836,244
SZ002480,86399.5,98648.84,244
SZ002332,86356.3671875,110892.04,244
SZ002309,86266.484375,118107.305,239
SZ000815,86253.703125,102907.95,243
SZ300439,86162.93359375,105559.664,244
SH603111,86137.6875,104091.01,239
SZ002359,86086.4921875,106117.664,243
SZ000501,86058.203125,99705.6,244
SZ002548,86028.78515625,107365.91,244
SZ300388,85896.23046875,108855.42,240
SH600232,85885.96875,148403.56,243
