datetime,factor,quantile,mean_label,count
2018-12-06,amplitude_20,1,-0.010981914,388
2018-12-06,amplitude_20,2,-0.010680717,387
2018-12-06,amplitude_20,3,-0.0145084215,387
2018-12-06,amplitude_20,4,-0.012266987,387
2018-12-06,amplitude_20,5,-0.012903043,387
2018-12-07,amplitude_20,1,0.0042270785,389
2018-12-07,amplitude_20,2,0.006965812,388
2018-12-07,amplitude_20,3,0.008424137,388
2018-12-07,amplitude_20,4,0.010734725,388
2018-12-07,amplitude_20,5,0.013376427,389
2018-12-10,amplitude_20,1,0.0024606108,389
2018-12-10,amplitude_20,2,0.0012985589,389
2018-12-10,amplitude_20,3,0.0002542253,389
2018-12-10,amplitude_20,4,-0.0019594724,389
2018-12-10,amplitude_20,5,-0.0009038637,389
2018-12-11,amplitude_20,1,0.011407156,389
2018-12-11,amplitude_20,2,0.011375128,389
2018-12-11,amplitude_20,3,0.009679059,389
2018-12-11,amplitude_20,4,0.007523979,389
2018-12-11,amplitude_20,5,0.0037510986,389
2018-12-12,amplitude_20,1,-0.016406644,390
2018-12-12,amplitude_20,2,-0.023283353,389
2018-12-12,amplitude_20,3,-0.027458204,390
2018-12-12,amplitude_20,4,-0.029929085,389
2018-12-12,amplitude_20,5,-0.033200823,390
2018-12-13,amplitude_20,1,0.001044249,390
2018-12-13,amplitude_20,2,-0.0035222545,389
2018-12-13,amplitude_20,3,-0.0026925087,390
2018-12-13,amplitude_20,4,-0.00014805135,389
2018-12-13,amplitude_20,5,0.007761635,390
2018-12-14,amplitude_20,1,-0.005599006,390
2018-12-14,amplitude_20,2,-0.006602494,390
2018-12-14,amplitude_20,3,-0.0059667733,390
2018-12-14,amplitude_20,4,-0.007219047,390
2018-12-14,amplitude_20,5,-0.007991223,390
2018-12-17,amplitude_20,1,-0.00935637,391
2018-12-17,amplitude_20,2,-0.012775228,390
2018-12-17,amplitude_20,3,-0.013574624,390
2018-12-17,amplitude_20,4,-0.0153414905,390
2018-12-17,amplitude_20,5,-0.008755809,390
2018-12-18,amplitude_20,1,-0.0017069678,391
2018-12-18,amplitude_20,2,0.0020682565,390
2018-12-18,amplitude_20,3,0.0037492916,391
2018-12-18,amplitude_20,4,0.00707034,390
2018-12-18,amplitude_20,5,0.010250784,391
2018-12-19,amplitude_20,1,-0.0065651936,392
2018-12-19,amplitude_20,2,-0.005878754,391
2018-12-19,amplitude_20,3,-0.0066407975,391
2018-12-19,amplitude_20,4,-0.008377718,391
2018-12-19,amplitude_20,5,-0.012093337,392
2018-12-20,amplitude_20,1,0.0056846533,392
2018-12-20,amplitude_20,2,0.0070862123,391
2018-12-20,amplitude_20,3,0.009635544,391
2018-12-20,amplitude_20,4,0.008402591,391
2018-12-20,amplitude_20,5,0.0037759154,392
2018-12-21,amplitude_20,1,-0.012579966,391
2018-12-21,amplitude_20,2,-0.014404623,391
2018-12-21,amplitude_20,3,-0.013110052,391
2018-12-21,amplitude_20,4,-0.013338445,391
2018-12-21,amplitude_20,5,-0.010178314,391
2018-12-24,amplitude_20,1,-0.0018619501,392
2018-12-24,amplitude_20,2,-0.0022403926,391
2018-12-24,amplitude_20,3,-0.0031920266,391
2018-12-24,amplitude_20,4,-0.0027660513,391
2018-12-24,amplitude_20,5,0.0014160246,391
2018-12-25,amplitude_20,1,-0.0076310593,392
2018-12-25,amplitude_20,2,-0.012059185,392
2018-12-25,amplitude_20,3,-0.015403877,391
2018-12-25,amplitude_20,4,-0.017137079,392
2018-12-25,amplitude_20,5,-0.028114265,392
2018-12-26,amplitude_20,1,0.0030373363,392
2018-12-26,amplitude_20,2,0.0015559762,392
2018-12-26,amplitude_20,3,0.002027842,391
2018-12-26,amplitude_20,4,0.0022195955,392
2018-12-26,amplitude_20,5,0.0010422377,392
2018-12-27,amplitude_20,1,-0.0058329916,392
2018-12-27,amplitude_20,2,-0.004821773,392
2018-12-27,amplitude_20,3,-0.0044455384,392
2018-12-27,amplitude_20,4,-0.0038214617,392
2018-12-27,amplitude_20,5,0.0036241375,392
