datetime,factor,top_count,turnover
2019-05-29,corr_ret_volume_20,386,0.09895833333333337
2019-05-30,corr_ret_volume_20,386,0.1917098445595855
2019-05-31,corr_ret_volume_20,388,0.11398963730569944
2019-06-03,corr_ret_volume_20,391,0.5025773195876289
2019-06-04,corr_ret_volume_20,391,0.22250639386189264
2019-06-05,corr_ret_volume_20,392,0.17902813299232734
2019-06-06,corr_ret_volume_20,392,0.1607142857142857
2019-06-10,corr_ret_volume_20,392,0.25255102040816324
2019-06-11,corr_ret_volume_20,392,0.25255102040816324
2019-06-12,corr_ret_volume_20,392,0.15051020408163263
2019-06-13,corr_ret_volume_20,392,0.18112244897959184
2019-06-14,corr_ret_volume_20,393,0.16326530612244894
2019-06-17,corr_ret_volume_20,392,0.3256997455470738
2019-06-18,corr_ret_volume_20,392,0.201530612244898
2019-06-19,corr_ret_volume_20,393,0.14795918367346939
2019-06-20,corr_ret_volume_20,393,0.20101781170483457
2019-06-21,corr_ret_volume_20,392,0.2290076335877863
2019-06-24,corr_ret_volume_20,392,0.16836734693877553
2019-06-25,corr_ret_volume_20,393,0.18367346938775508
2019-06-26,corr_ret_volume_20,393,0.11959287531806617
2019-06-27,corr_ret_volume_20,393,0.11195928753180662
2019-06-28,corr_ret_volume_20,393,0.11195928753180662
2019-07-01,corr_ret_volume_20,393,0.19338422391857502
2019-07-02,corr_ret_volume_20,393,0.18575063613231557
2019-07-03,corr_ret_volume_20,393,0.17302798982188294
