outer_split_id,left_factor,right_factor,performance_correlation
split_001,alpha158_IMAX20,alpha158_CORR5,0.4835314810243264
split_001,alpha158_IMAX30,alpha158_CORR5,0.4065251904214723
split_001,alpha158_IMIN20,alpha158_CORR5,-0.4249506071481126
split_001,alpha158_IMXD20,alpha158_CORR5,0.47920927478615194
split_001,alpha158_KLEN,alpha158_CORR5,0.3356196239790737
split_001,alpha158_KLOW,alpha158_CORR5,0.11461173372059581
split_001,alpha158_KUP,alpha158_CORR5,0.37012123127380353
split_001,alpha158_LOW0,alpha158_CORR5,-0.3422089560880057
split_001,alpha158_MA10,alpha158_CORR5,-0.5204687837980189
split_001,alpha158_BETA10,alpha158_HIGH0,0.0659027560554658
split_001,alpha158_BETA20,alpha158_HIGH0,0.1713844177781566
split_001,alpha158_BETA30,alpha158_HIGH0,0.2014276283148695
split_001,alpha158_BETA5,alpha158_HIGH0,-0.13663951165472957
split_001,alpha158_CNTD30,alpha158_HIGH0,0.12483261646353346
split_001,alpha158_CNTP20,alpha158_HIGH0,0.19272794623570313
split_001,alpha158_CNTP30,alpha158_HIGH0,0.2455557690931416
split_001,alpha158_CORD10,alpha158_HIGH0,0.1684013870472389
split_001,alpha158_CORD20,alpha158_HIGH0,0.2125066373110561
split_001,alpha158_CORD30,alpha158_HIGH0,0.2366695856093179
split_001,alpha158_CORD5,alpha158_HIGH0,0.05036837913982593
split_001,alpha158_CORD60,alpha158_HIGH0,0.21443836621767484
split_001,alpha158_CORR10,alpha158_HIGH0,0.2475088338891118
split_001,alpha158_CORR20,alpha158_HIGH0,0.2392567230164659
split_001,alpha158_CORR5,alpha158_HIGH0,0.15372017766684545
split_001,alpha158_HIGH0,alpha158_HIGH0,1.0
split_001,alpha158_IMAX20,alpha158_HIGH0,0.18737547921988912
split_001,alpha158_IMAX30,alpha158_HIGH0,0.18506986297587946
split_001,alpha158_IMIN20,alpha158_HIGH0,-0.10807056818599106
split_001,alpha158_IMXD20,alpha158_HIGH0,0.1668611288240092
split_001,alpha158_KLEN,alpha158_HIGH0,0.7360025174205124
split_001,alpha158_KLOW,alpha158_HIGH0,0.43577747203484074
split_001,alpha158_KUP,alpha158_HIGH0,0.5719921689780993
split_001,alpha158_LOW0,alpha158_HIGH0,-0.0700398546907998
split_001,alpha158_MA10,alpha158_HIGH0,0.14643308692525442
split_001,alpha158_BETA10,alpha158_IMAX20,0.5937449390922008
split_001,alpha158_BETA20,alpha158_IMAX20,0.8749805872891171
split_001,alpha158_BETA30,alpha158_IMAX20,0.8314837047145078
split_001,alpha158_BETA5,alpha158_IMAX20,0.30740722573665774
split_001,alpha158_CNTD30,alpha158_IMAX20,0.8110321558120329
split_001,alpha158_CNTP20,alpha158_IMAX20,0.892348054828947
split_001,alpha158_CNTP30,alpha158_IMAX20,0.8000897125900241
split_001,alpha158_CORD10,alpha158_IMAX20,0.663185271374554
split_001,alpha158_CORD20,alpha158_IMAX20,0.7826835402458935
split_001,alpha158_CORD30,alpha158_IMAX20,0.6708501628201757
split_001,alpha158_CORD5,alpha158_IMAX20,0.4389118374784195
split_001,alpha158_CORD60,alpha158_IMAX20,0.4594747833107243
split_001,alpha158_CORR10,alpha158_IMAX20,0.608881760843443
split_001,alpha158_CORR20,alpha158_IMAX20,0.5511491225883544
split_001,alpha158_CORR5,alpha158_IMAX20,0.4835314810243264
split_001,alpha158_HIGH0,alpha158_IMAX20,0.18737547921988912
