datetime,variant_id,rank_ic,n,outer_split_id
2024-10-24,profitability,-0.2008262586853391,1995,split_001
2024-10-25,profitability,-0.15426804425311552,1993,split_001
2024-10-28,profitability,-0.10952208398361112,1995,split_001
2024-10-29,profitability,-0.03589724676846824,1993,split_001
2024-10-30,profitability,0.004017434976251316,1992,split_001
2024-10-31,profitability,-0.09159515745052381,1995,split_001
2024-11-01,profitability,-0.13692637827663967,1995,split_001
2024-11-04,profitability,-0.10262809077216765,1996,split_001
2024-11-05,profitability,-0.022099553401319867,1995,split_001
2024-11-06,profitability,-0.08253517733437908,1994,split_001
2024-11-07,profitability,-0.037661634548385996,1995,split_001
2024-11-08,profitability,0.020190662727542122,1997,split_001
2024-11-11,profitability,-0.00463359995707093,1996,split_001
2024-11-12,profitability,-0.033133784216198385,1995,split_001
2024-11-13,profitability,-0.05980444884472548,1995,split_001
2024-11-14,profitability,-0.07484427771910392,1994,split_001
2024-11-15,profitability,-0.10797145606067428,1993,split_001
2024-11-18,profitability,-0.01619953273225294,1993,split_001
2024-11-19,profitability,0.011690116910969621,1994,split_001
2024-11-20,profitability,0.03928346638683275,1994,split_001
2024-11-21,profitability,0.034813648752496235,1995,split_001
2024-11-22,profitability,0.18365761173709041,1994,split_001
2024-11-25,profitability,0.19285165008773317,1995,split_001
2024-11-26,profitability,0.23383698644430248,1995,split_001
2024-11-27,profitability,0.2593487362427871,1993,split_001
2024-11-28,profitability,0.23670986918442802,1994,split_001
2024-11-29,profitability,0.30502158846330696,1991,split_001
2024-12-02,profitability,0.3353877654615352,1994,split_001
2024-12-03,profitability,0.3166685332971745,1991,split_001
2024-12-04,profitability,0.3887648792883454,1993,split_001
2024-12-05,profitability,0.411938154870243,1991,split_001
2024-12-06,profitability,0.38540714250131375,1995,split_001
2024-12-09,profitability,0.38240814849348914,1994,split_001
2024-12-10,profitability,0.3879083926541549,1993,split_001
2024-12-11,profitability,0.39991390347533357,1993,split_001
2024-12-12,profitability,0.3929211517309865,1994,split_001
2024-12-13,profitability,0.3611932253113146,1996,split_001
2024-12-16,profitability,0.3016427392535655,1994,split_001
2024-12-17,profitability,0.30078241830219826,1995,split_001
2024-12-18,profitability,0.3259911353612606,1996,split_001
2024-12-19,profitability,0.33404885191867334,1996,split_001
2024-12-20,profitability,0.2848361679539715,1995,split_001
2024-12-23,profitability,0.2664445811102517,1996,split_001
2024-12-24,profitability,0.21244142842394048,1997,split_001
2024-12-25,profitability,0.20978276243120716,1996,split_001
2024-12-26,profitability,0.26782234737495403,1994,split_001
2024-12-27,profitability,0.09673533161060195,1992,split_001
2024-12-30,profitability,-0.005964470936745281,1993,split_001
2024-12-31,profitability,-0.03340261932439374,1991,split_001
2025-01-02,profitability,-0.18248806266094536,1991,split_001
2025-01-03,profitability,-0.1932867581317315,1989,split_001
2025-01-06,profitability,-0.18020499311450064,1992,split_001
2025-01-07,profitability,-0.19958823541857035,1991,split_001
2025-01-08,profitability,-0.1548106717094972,1991,split_001
2025-01-09,profitability,-0.22616662577198557,1990,split_001
2025-01-10,profitability,-0.1801459743277063,1991,split_001
2025-01-13,profitability,-0.1570878702034871,1992,split_001
2025-01-14,profitability,-0.12432403319114754,1992,split_001
2025-01-15,profitability,-0.10400695515751311,1994,split_001
2025-01-16,profitability,-0.18348238802851435,1994,split_001
2025-01-17,profitability,-0.22245028763340435,1993,split_001
2025-01-20,profitability,-0.2726877242122286,1993,split_001
2025-01-21,profitability,-0.28160932632396124,1993,split_001
2025-01-22,profitability,-0.28689933566398845,1995,split_001
2025-01-23,profitability,-0.27615392054824944,1993,split_001
2025-01-24,profitability,-0.3032368817015574,1993,split_001
2025-01-27,profitability,-0.24060421441607688,1993,split_001
2024-08-01,accounting_quality,0.051387386443729935,1993,split_001
2024-08-02,accounting_quality,0.05142006785092757,1993,split_001
2024-08-05,accounting_quality,0.04153538887970002,1993,split_001
2024-08-06,accounting_quality,0.04252334755791852,1993,split_001
2024-08-07,accounting_quality,-0.0074558743565380945,1995,split_001
2024-08-08,accounting_quality,-0.010892853033451092,1993,split_001
2024-08-09,accounting_quality,-0.04068955152930369,1993,split_001
2024-08-12,accounting_quality,-0.06083257542377649,1993,split_001
2024-08-13,accounting_quality,-0.06483058977861522,1994,split_001
2024-08-14,accounting_quality,-0.07955604533165207,1994,split_001
2024-08-15,accounting_quality,-0.07565541717865713,1994,split_001
2024-08-16,accounting_quality,-0.05774164788804288,1993,split_001
2024-08-19,accounting_quality,-0.0965432671948775,1996,split_001
2024-08-20,accounting_quality,-0.11119743781808564,1996,split_001
2024-08-21,accounting_quality,-0.10387956841076826,1995,split_001
2024-08-22,accounting_quality,-0.10769747136428859,1994,split_001
2024-08-23,accounting_quality,-0.11832983405380412,1995,split_001
2024-08-26,accounting_quality,-0.11831191872204802,1994,split_001
2024-08-27,accounting_quality,-0.13307417531209487,1993,split_001
2024-08-28,accounting_quality,-0.16943909862642517,1992,split_001
2024-08-29,accounting_quality,-0.19057704212220974,1990,split_001
2024-08-30,accounting_quality,-0.18942353862849245,1989,split_001
2024-09-02,accounting_quality,-0.1803583008872372,1993,split_001
2024-09-03,accounting_quality,-0.16358152584322422,1993,split_001
2024-09-04,accounting_quality,-0.18120448233901643,1994,split_001
