name,registry_name,category,stage,enabled,runnable,expected_direction,source_project,source_file,source_function,source_commit,license,compute_adapter,required_fields,labels,notes
alpha360_CLOSE49,alpha360_CLOSE49,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 49)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE48,alpha360_CLOSE48,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 48)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE47,alpha360_CLOSE47,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 47)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE46,alpha360_CLOSE46,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 46)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE45,alpha360_CLOSE45,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 45)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE44,alpha360_CLOSE44,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 44)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE43,alpha360_CLOSE43,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 43)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE42,alpha360_CLOSE42,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 42)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE41,alpha360_CLOSE41,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 41)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE40,alpha360_CLOSE40,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 40)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE39,alpha360_CLOSE39,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 39)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE38,alpha360_CLOSE38,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 38)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE37,alpha360_CLOSE37,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 37)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE36,alpha360_CLOSE36,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 36)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE35,alpha360_CLOSE35,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 35)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE34,alpha360_CLOSE34,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 34)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE33,alpha360_CLOSE33,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 33)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE32,alpha360_CLOSE32,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 32)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE31,alpha360_CLOSE31,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 31)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE30,alpha360_CLOSE30,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 30)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE29,alpha360_CLOSE29,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 29)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE28,alpha360_CLOSE28,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 28)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE27,alpha360_CLOSE27,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 27)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE26,alpha360_CLOSE26,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 26)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE25,alpha360_CLOSE25,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 25)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE24,alpha360_CLOSE24,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 24)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE23,alpha360_CLOSE23,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 23)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE22,alpha360_CLOSE22,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 22)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE21,alpha360_CLOSE21,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 21)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE20,alpha360_CLOSE20,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 20)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE19,alpha360_CLOSE19,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 19)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE18,alpha360_CLOSE18,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 18)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE17,alpha360_CLOSE17,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 17)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE16,alpha360_CLOSE16,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 16)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE15,alpha360_CLOSE15,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 15)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE14,alpha360_CLOSE14,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 14)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE13,alpha360_CLOSE13,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 13)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE12,alpha360_CLOSE12,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 12)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE11,alpha360_CLOSE11,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 11)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE10,alpha360_CLOSE10,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 10)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE9,alpha360_CLOSE9,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 9)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE8,alpha360_CLOSE8,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 8)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE7,alpha360_CLOSE7,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 7)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE6,alpha360_CLOSE6,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 6)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE5,alpha360_CLOSE5,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 5)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE4,alpha360_CLOSE4,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 4)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE3,alpha360_CLOSE3,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 3)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE2,alpha360_CLOSE2,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 2)/$close Pending Alpha360 batch V4 evaluation."
alpha360_CLOSE1,alpha360_CLOSE1,alpha360_close_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,$close,"label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($close, 1)/$close Pending Alpha360 batch V4 evaluation."
alpha360_OPEN59,alpha360_OPEN59,alpha360_open_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,"$close,$open","label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($open, 59)/$close Pending Alpha360 batch V4 evaluation."
alpha360_OPEN58,alpha360_OPEN58,alpha360_open_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,"$close,$open","label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($open, 58)/$close Pending Alpha360 batch V4 evaluation."
alpha360_OPEN57,alpha360_OPEN57,alpha360_open_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,"$close,$open","label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($open, 57)/$close Pending Alpha360 batch V4 evaluation."
alpha360_OPEN56,alpha360_OPEN56,alpha360_open_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,"$close,$open","label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($open, 56)/$close Pending Alpha360 batch V4 evaluation."
alpha360_OPEN55,alpha360_OPEN55,alpha360_open_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,"$close,$open","label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($open, 55)/$close Pending Alpha360 batch V4 evaluation."
alpha360_OPEN54,alpha360_OPEN54,alpha360_open_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,"$close,$open","label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($open, 54)/$close Pending Alpha360 batch V4 evaluation."
alpha360_OPEN53,alpha360_OPEN53,alpha360_open_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,"$close,$open","label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($open, 53)/$close Pending Alpha360 batch V4 evaluation."
alpha360_OPEN52,alpha360_OPEN52,alpha360_open_window,alpha360_adapter_batch_v4_pending,False,False,watch,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,qlib_expression_adapter_pending,"$close,$open","label_10d_t1,label_20d_t1","Qlib Alpha360 expression: Ref($open, 52)/$close Pending Alpha360 batch V4 evaluation."
