year,output,semantic_id,family,frozen_nodes,rows,valid,partial,partial_share_valid
2012,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,485960,473437,67723,0.1430454315991357
2012,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,485960,473120,11831,0.02500634088603314
2012,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,485960,473437,67723,0.1430454315991357
2012,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,485960,472398,157425,0.33324654211067783
2012,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,485960,472398,157425,0.33324654211067783
2012,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,485960,473777,19850,0.0418973483305437
2012,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,485960,473437,67723,0.1430454315991357
2012,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,485960,485423,0,0.0
2012,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,485960,473120,11831,0.02500634088603314
2012,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,485960,485423,0,0.0
2012,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,485960,483811,0,0.0
2012,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,485960,482837,0,0.0
2012,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,485960,467488,0,0.0
2012,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,485960,472398,157425,0.33324654211067783
2012,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,485960,483811,0,0.0
2012,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,485960,473437,67723,0.1430454315991357
2012,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,485960,472398,157425,0.33324654211067783
2012,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,485960,472398,157425,0.33324654211067783
2012,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,485960,473840,16328,0.034458889076481515
2012,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,485960,473437,67723,0.1430454315991357
2013,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,475975,469642,0,0.0
2013,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,475975,466705,0,0.0
2013,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,475975,458079,16176,0.03531268623970974
2013,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,475975,458811,1963,0.004278450167934073
2013,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,475975,458079,16176,0.03531268623970974
2013,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,475975,455865,37275,0.08176762857424895
2013,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,475975,455865,37275,0.08176762857424895
2013,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,475975,459582,3540,0.007702651539877541
2013,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,475975,458079,16176,0.03531268623970974
2013,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,475975,475360,0,0.0
2013,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,475975,458811,1963,0.004278450167934073
2013,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,475975,475360,0,0.0
2013,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,475975,471758,0,0.0
2013,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,475975,469642,0,0.0
2013,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,475975,456082,0,0.0
2013,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,475975,455865,37275,0.08176762857424895
2013,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,475975,471758,0,0.0
2013,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,475975,458079,16176,0.03531268623970974
2013,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,475975,455865,37275,0.08176762857424895
2013,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,475975,455865,37275,0.08176762857424895
2013,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,475975,459647,3251,0.0070728189240873976
2013,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,475975,458079,16176,0.03531268623970974
2014,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,489995,473175,0,0.0
2014,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,489995,466720,0,0.0
2014,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,489995,450672,18962,0.04207494585862889
2014,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,489995,453138,2138,0.00471820946378366
2014,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,489995,450672,18962,0.04207494585862889
2014,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,489995,446505,46272,0.10363153828064635
2014,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,489995,446505,46272,0.10363153828064635
2014,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,489995,454284,3946,0.008686196300111824
2014,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,489995,450672,18962,0.04207494585862889
2014,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,489995,487438,0,0.0
2014,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,489995,453138,2138,0.00471820946378366
2014,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,489995,487438,0,0.0
2014,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,489995,477902,0,0.0
2014,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,489995,473175,0,0.0
2014,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,489995,449948,0,0.0
2014,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,489995,446505,46272,0.10363153828064635
2014,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,489995,477902,0,0.0
2014,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,489995,450672,18962,0.04207494585862889
2014,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,489995,446505,46272,0.10363153828064635
2014,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,489995,446505,46272,0.10363153828064635
2014,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,489995,454371,3759,0.008272975167869429
2014,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,489995,450672,18962,0.04207494585862889
2015,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,487993,457648,0,0.0
2015,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,487993,447123,0,0.0
2015,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,487993,420974,32320,0.0767743376075482
2015,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,487993,423493,3227,0.007619960660506785
2015,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,487993,420974,32320,0.0767743376075482
2015,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,487993,415511,77099,0.18555224771426027
2015,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,487993,415511,77099,0.18555224771426027
2015,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,487993,425453,5875,0.013808810843971014
2015,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,487993,420974,32320,0.0767743376075482
2015,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,487993,481969,0,0.0
2015,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,487993,423493,3227,0.007619960660506785
2015,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,487993,481969,0,0.0
2015,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,487993,465599,0,0.0
2015,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,487993,457648,0,0.0
2015,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,487993,418472,0,0.0
2015,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,487993,415511,77099,0.18555224771426027
2015,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,487993,465599,0,0.0
2015,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,487993,420974,32320,0.0767743376075482
2015,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,487993,415511,77099,0.18555224771426027
2015,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,487993,415511,77099,0.18555224771426027
2015,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,487993,425700,5860,0.013765562602771906
2015,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,487993,420974,32320,0.0767743376075482
2016,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,488000,469995,0,0.0
2016,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,488000,464780,0,0.0
2016,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,488000,452923,12916,0.028516988538890717
2016,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,488000,454546,1314,0.002890796531044163
2016,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,488000,452923,12916,0.028516988538890717
2016,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,488000,451402,36372,0.08057562881865832
2016,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,488000,451402,36372,0.08057562881865832
2016,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,488000,455332,2443,0.005365315857440285
2016,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,488000,452923,12916,0.028516988538890717
2016,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,488000,483748,0,0.0
2016,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,488000,454546,1314,0.002890796531044163
2016,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,488000,483748,0,0.0
2016,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,488000,473980,0,0.0
2016,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,488000,469995,0,0.0
2016,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,488000,449959,0,0.0
2016,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,488000,451402,36372,0.08057562881865832
2016,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,488000,473980,0,0.0
2016,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,488000,452923,12916,0.028516988538890717
2016,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,488000,451402,36372,0.08057562881865832
2016,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,488000,451402,36372,0.08057562881865832
2016,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,488000,455384,2353,0.005167067793334856
2016,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,488000,452923,12916,0.028516988538890717
2017,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,488000,472815,0,0.0
2017,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,488000,468909,0,0.0
2017,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,488000,459736,10678,0.02322637339690605
2017,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,488000,460801,1065,0.0023111929010570724
2017,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,488000,459736,10678,0.02322637339690605
2017,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,488000,457802,28698,0.06268648891879022
2017,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,488000,457802,28698,0.06268648891879022
2017,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,488000,461484,2029,0.004396685475552782
2017,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,488000,459736,10678,0.02322637339690605
2017,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,488000,484198,0,0.0
2017,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,488000,460801,1065,0.0023111929010570724
2017,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,488000,484198,0,0.0
2017,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,488000,476045,0,0.0
2017,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,488000,472815,0,0.0
2017,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,488000,456009,0,0.0
2017,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,488000,457802,28698,0.06268648891879022
2017,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,488000,476045,0,0.0
2017,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,488000,459736,10678,0.02322637339690605
2017,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,488000,457802,28698,0.06268648891879022
2017,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,488000,457802,28698,0.06268648891879022
2017,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,488000,461528,1972,0.004272763515973029
2017,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,488000,459736,10678,0.02322637339690605
2018,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,485999,476027,0,0.0
2018,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,485999,473650,0,0.0
2018,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,485999,467508,6418,0.013728107326505644
2018,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,485999,468789,628,0.001339621876793184
2018,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,485999,467508,6418,0.013728107326505644
2018,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,485999,465848,18065,0.03877874328107022
2018,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,485999,465848,18065,0.03877874328107022
2018,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,485999,469198,1179,0.0025127984347759367
2018,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,485999,467508,6418,0.013728107326505644
2018,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,485999,483561,0,0.0
2018,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,485999,468789,628,0.001339621876793184
2018,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,485999,483561,0,0.0
2018,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,485999,478065,0,0.0
2018,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,485999,476027,0,0.0
2018,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,485999,464246,0,0.0
2018,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,485999,465848,18065,0.03877874328107022
2018,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,485999,478065,0,0.0
2018,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,485999,467508,6418,0.013728107326505644
2018,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,485999,465848,18065,0.03877874328107022
2018,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,485999,465848,18065,0.03877874328107022
2018,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,485999,469218,1140,0.002429574313005895
2018,erc_f6369a88c1589e3f,high_relative_to_current_close__d6_21,historical_high_current_close_ratio,16,485999,467508,6418,0.013728107326505644
2019,erc_1c97f35e1c57a7ce,positive_volume_variation__window_20,volume_change_positive_negative_partition,3,487969,487817,0,0.0
2019,erc_228b22f6ffe04c86,positive_price_variation__window_10,price_change_positive_negative_partition,3,487969,487645,0,0.0
2019,erc_358a00bb3fef169f,vwap_relative_to_current_close__d6_21,historical_vwap_current_close_ratio,16,487969,486009,4515,0.009289951420652705
2019,erc_37e550609cd38c9c,vwap_relative_to_current_close__d1_5,historical_vwap_current_close_ratio,3,487969,486076,624,0.0012837498662760555
2019,erc_3ce66b8c7c80ae6d,close_relative_to_current_close__d6_21,historical_close_current_close_ratio,16,487969,486009,4515,0.009289951420652705
2019,erc_50446426a2469979,low_relative_to_current_close__d22_63,historical_low_current_close_ratio,38,487969,486475,11600,0.02384500745156483
2019,erc_5c22c3b16e983dbe,close_relative_to_current_close__d22_63,historical_close_current_close_ratio,38,487969,486475,11600,0.02384500745156483
2019,erc_68b1ddfe076f4115,low_relative_to_current_close__d1_5,historical_low_current_close_ratio,5,487969,486221,1098,0.0022582323675859333
2019,erc_716af060ecb85801,low_relative_to_current_close__d6_21,historical_low_current_close_ratio,16,487969,486009,4515,0.009289951420652705
2019,erc_76d829963fb2f9ee,positive_volume_variation__window_60,volume_change_positive_negative_partition,3,487969,487913,0,0.0
2019,erc_8706c2f0bfd43b03,close_relative_to_current_close__d1_5,historical_close_current_close_ratio,3,487969,486076,624,0.0012837498662760555
2019,erc_8ef02558087d3f63,positive_price_variation__window_60,price_change_positive_negative_partition,3,487969,487913,0,0.0
2019,erc_9dab8b78f9bba2f8,positive_volume_variation__window_30,volume_change_positive_negative_partition,3,487969,487842,0,0.0
2019,erc_c36f4e900bbed946,positive_price_variation__window_20,price_change_positive_negative_partition,3,487969,487817,0,0.0
2019,erc_ce402b81a19b777d,past_return__window_5,simple_close_to_close_return,2,487969,481955,0,0.0
2019,erc_cfa35104ce583e7d,high_relative_to_current_close__d22_63,historical_high_current_close_ratio,38,487969,486475,11600,0.02384500745156483
2019,erc_db3d561078c82ac3,positive_price_variation__window_30,price_change_positive_negative_partition,3,487969,487842,0,0.0
2019,erc_de16999187d03a2f,open_relative_to_current_close__d6_21,historical_open_current_close_ratio,16,487969,486009,4515,0.009289951420652705
2019,erc_e1375e9cc265601a,open_relative_to_current_close__d22_63,historical_open_current_close_ratio,38,487969,486475,11600,0.02384500745156483
2019,erc_e9a677039313f33b,vwap_relative_to_current_close__d22_63,historical_vwap_current_close_ratio,38,487969,486475,11600,0.02384500745156483
2019,erc_ec991f61e2fa8754,open_relative_to_current_close__d1_5,historical_open_current_close_ratio,4,487969,486227,945,0.001943536660860051
