fold_role,factor,dates,universe_rows,finite_cells,n_below_100_dates,rank_suppressed_cells,infinite_cells,all_missing_dates,constant_dates,below_rank_min_dates,raw_U_not_ranked_dates,finite_rate
annual_2015:predict,alpha360_CLOSE21,244,487993,411829,0,0,0,0,0,0,0,0.8439239907129815
annual_2015:predict,alpha360_CLOSE22,244,487993,411425,0,0,0,0,0,0,0,0.8430961099851842
annual_2015:predict,alpha360_CLOSE23,244,487993,411016,0,0,0,0,0,0,0,0.8422579832087755
annual_2015:predict,alpha360_CLOSE24,244,487993,410635,0,0,0,0,0,0,0,0.8414772343045904
annual_2015:predict,alpha360_CLOSE25,244,487993,410269,0,0,0,0,0,0,0,0.8407272235462394
annual_2015:predict,alpha360_CLOSE26,244,487993,409930,0,0,0,0,0,0,0,0.8400325414503896
annual_2015:predict,alpha360_CLOSE27,244,487993,409585,0,0,0,0,0,0,0,0.8393255640962063
annual_2015:predict,alpha360_CLOSE28,244,487993,409261,0,0,0,0,0,0,0,0.8386616201461906
annual_2015:predict,alpha360_CLOSE29,244,487993,408951,0,0,0,0,0,0,0,0.8380263651322868
annual_2015:predict,alpha360_CLOSE3,244,487993,424854,0,0,0,0,0,0,0,0.8706149473455562
annual_2015:predict,alpha360_CLOSE31,244,487993,408376,0,0,0,0,0,0,0,0.8368480695419811
annual_2015:predict,alpha360_CLOSE32,244,487993,408114,0,0,0,0,0,0,0,0.8363111765947462
annual_2015:predict,alpha360_CLOSE33,244,487993,407860,0,0,0,0,0,0,0,0.8357906773252896
annual_2015:predict,alpha360_CLOSE34,244,487993,407639,0,0,0,0,0,0,0,0.8353378019766677
annual_2015:predict,alpha360_CLOSE35,244,487993,407417,0,0,0,0,0,0,0,0.8348828774183237
annual_2015:predict,alpha360_CLOSE36,244,487993,407192,0,0,0,0,0,0,0,0.8344218052308128
annual_2015:predict,alpha360_CLOSE37,244,487993,406966,0,0,0,0,0,0,0,0.8339586838335796
annual_2015:predict,alpha360_CLOSE38,244,487993,406730,0,0,0,0,0,0,0,0.8334750703391237
annual_2015:predict,alpha360_CLOSE39,244,487993,406508,0,0,0,0,0,0,0,0.8330201457807797
annual_2015:predict,alpha360_CLOSE4,244,487993,423231,0,0,0,0,0,0,0,0.867289079966311
annual_2015:predict,alpha360_CLOSE40,244,487993,406305,0,0,0,0,0,0,0,0.8326041562071587
annual_2015:predict,alpha360_CLOSE41,244,487993,406118,0,0,0,0,0,0,0,0.8322209539890941
annual_2015:predict,alpha360_CLOSE42,244,487993,405932,0,0,0,0,0,0,0,0.8318398009807517
annual_2015:predict,alpha360_CLOSE43,244,487993,405749,0,0,0,0,0,0,0,0.8314647956015763
annual_2015:predict,alpha360_CLOSE44,244,487993,405563,0,0,0,0,0,0,0,0.831083642593234
annual_2015:predict,alpha360_CLOSE45,244,487993,405357,0,0,0,0,0,0,0,0.8306615053904461
annual_2015:predict,alpha360_CLOSE46,244,487993,405158,0,0,0,0,0,0,0,0.8302537126557143
annual_2015:predict,alpha360_CLOSE47,244,487993,404989,0,0,0,0,0,0,0,0.8299073962126506
annual_2015:predict,alpha360_CLOSE48,244,487993,404833,0,0,0,0,0,0,0,0.8295877194959764
annual_2015:predict,alpha360_CLOSE49,244,487993,404683,0,0,0,0,0,0,0,0.8292803380376358
annual_2015:predict,alpha360_CLOSE50,244,487993,404550,0,0,0,0,0,0,0,0.8290077931445738
annual_2015:predict,alpha360_CLOSE51,244,487993,404442,0,0,0,0,0,0,0,0.8287864784945685
annual_2015:predict,alpha360_CLOSE52,244,487993,404337,0,0,0,0,0,0,0,0.8285713114737302
annual_2015:predict,alpha360_CLOSE53,244,487993,404232,0,0,0,0,0,0,0,0.8283561444528917
annual_2015:predict,alpha360_CLOSE54,244,487993,404125,0,0,0,0,0,0,0,0.8281368790126088
annual_2015:predict,alpha360_CLOSE55,244,487993,404017,0,0,0,0,0,0,0,0.8279155643626036
annual_2015:predict,alpha360_CLOSE56,244,487993,403910,0,0,0,0,0,0,0,0.8276962989223207
annual_2015:predict,alpha360_CLOSE57,244,487993,403779,0,0,0,0,0,0,0,0.8274278524487032
annual_2015:predict,alpha360_CLOSE58,244,487993,403637,0,0,0,0,0,0,0,0.8271368646681407
annual_2015:predict,alpha360_CLOSE59,244,487993,403514,0,0,0,0,0,0,0,0.8268848118723015
annual_2015:predict,alpha360_CLOSE6,244,487993,420721,0,0,0,0,0,0,0,0.8621455635634118
annual_2015:predict,alpha360_CLOSE7,244,487993,419758,0,0,0,0,0,0,0,0.8601721746008651
annual_2015:predict,alpha360_CLOSE8,244,487993,418880,0,0,0,0,0,0,0,0.8583729684647116
annual_2015:predict,alpha360_CLOSE9,244,487993,418087,0,0,0,0,0,0,0,0.856747945154951
annual_2015:predict,alpha360_HIGH10,244,487993,417366,0,0,0,0,0,0,0,0.8552704649451939
annual_2015:predict,alpha360_HIGH11,244,487993,416770,0,0,0,0,0,0,0,0.8540491359507206
annual_2015:predict,alpha360_HIGH12,244,487993,416203,0,0,0,0,0,0,0,0.8528872340381932
annual_2015:predict,alpha360_HIGH13,244,487993,415631,0,0,0,0,0,0,0,0.8517150860770544
annual_2015:predict,alpha360_HIGH14,244,487993,415081,0,0,0,0,0,0,0,0.8505880207298055
annual_2015:predict,alpha360_HIGH15,244,487993,414559,0,0,0,0,0,0,0,0.8495183332547803
annual_2015:predict,alpha360_HIGH16,244,487993,414071,0,0,0,0,0,0,0,0.8485183189103123
annual_2015:predict,alpha360_HIGH17,244,487993,413594,0,0,0,0,0,0,0,0.8475408458727891
annual_2015:predict,alpha360_HIGH18,244,487993,413124,0,0,0,0,0,0,0,0.846577717303322
annual_2015:predict,alpha360_HIGH19,244,487993,412674,0,0,0,0,0,0,0,0.8456555729283002
annual_2015:predict,alpha360_HIGH20,244,487993,412235,0,0,0,0,0,0,0,0.8447559698602234
annual_2015:predict,alpha360_HIGH21,244,487993,411829,0,0,0,0,0,0,0,0.8439239907129815
annual_2015:predict,alpha360_HIGH22,244,487993,411425,0,0,0,0,0,0,0,0.8430961099851842
annual_2015:predict,alpha360_HIGH23,244,487993,411016,0,0,0,0,0,0,0,0.8422579832087755
annual_2015:predict,alpha360_HIGH24,244,487993,410635,0,0,0,0,0,0,0,0.8414772343045904
annual_2015:predict,alpha360_HIGH25,244,487993,410269,0,0,0,0,0,0,0,0.8407272235462394
annual_2015:predict,alpha360_HIGH26,244,487993,409930,0,0,0,0,0,0,0,0.8400325414503896
annual_2015:predict,alpha360_HIGH27,244,487993,409585,0,0,0,0,0,0,0,0.8393255640962063
annual_2015:predict,alpha360_HIGH28,244,487993,409261,0,0,0,0,0,0,0,0.8386616201461906
annual_2015:predict,alpha360_HIGH29,244,487993,408951,0,0,0,0,0,0,0,0.8380263651322868
annual_2015:predict,alpha360_HIGH30,244,487993,408651,0,0,0,0,0,0,0,0.8374116022156055
annual_2015:predict,alpha360_HIGH31,244,487993,408376,0,0,0,0,0,0,0,0.8368480695419811
annual_2015:predict,alpha360_HIGH32,244,487993,408114,0,0,0,0,0,0,0,0.8363111765947462
annual_2015:predict,alpha360_HIGH33,244,487993,407860,0,0,0,0,0,0,0,0.8357906773252896
annual_2015:predict,alpha360_HIGH34,244,487993,407639,0,0,0,0,0,0,0,0.8353378019766677
annual_2015:predict,alpha360_HIGH35,244,487993,407417,0,0,0,0,0,0,0,0.8348828774183237
annual_2015:predict,alpha360_HIGH36,244,487993,407192,0,0,0,0,0,0,0,0.8344218052308128
annual_2015:predict,alpha360_HIGH37,244,487993,406966,0,0,0,0,0,0,0,0.8339586838335796
annual_2015:predict,alpha360_HIGH38,244,487993,406730,0,0,0,0,0,0,0,0.8334750703391237
annual_2015:predict,alpha360_HIGH39,244,487993,406508,0,0,0,0,0,0,0,0.8330201457807797
annual_2015:predict,alpha360_HIGH40,244,487993,406305,0,0,0,0,0,0,0,0.8326041562071587
annual_2015:predict,alpha360_HIGH41,244,487993,406118,0,0,0,0,0,0,0,0.8322209539890941
annual_2015:predict,alpha360_HIGH42,244,487993,405932,0,0,0,0,0,0,0,0.8318398009807517
annual_2015:predict,alpha360_HIGH43,244,487993,405749,0,0,0,0,0,0,0,0.8314647956015763
annual_2015:predict,alpha360_HIGH44,244,487993,405563,0,0,0,0,0,0,0,0.831083642593234
annual_2015:predict,alpha360_HIGH45,244,487993,405357,0,0,0,0,0,0,0,0.8306615053904461
annual_2015:predict,alpha360_HIGH46,244,487993,405158,0,0,0,0,0,0,0,0.8302537126557143
annual_2015:predict,alpha360_HIGH47,244,487993,404989,0,0,0,0,0,0,0,0.8299073962126506
annual_2015:predict,alpha360_HIGH48,244,487993,404833,0,0,0,0,0,0,0,0.8295877194959764
annual_2015:predict,alpha360_HIGH49,244,487993,404683,0,0,0,0,0,0,0,0.8292803380376358
annual_2015:predict,alpha360_HIGH5,244,487993,421821,0,0,0,0,0,0,0,0.8643996942579094
annual_2015:predict,alpha360_HIGH50,244,487993,404550,0,0,0,0,0,0,0,0.8290077931445738
annual_2015:predict,alpha360_HIGH51,244,487993,404442,0,0,0,0,0,0,0,0.8287864784945685
annual_2015:predict,alpha360_HIGH52,244,487993,404337,0,0,0,0,0,0,0,0.8285713114737302
annual_2015:predict,alpha360_HIGH53,244,487993,404232,0,0,0,0,0,0,0,0.8283561444528917
annual_2015:predict,alpha360_HIGH54,244,487993,404125,0,0,0,0,0,0,0,0.8281368790126088
annual_2015:predict,alpha360_HIGH55,244,487993,404017,0,0,0,0,0,0,0,0.8279155643626036
annual_2015:predict,alpha360_HIGH56,244,487993,403910,0,0,0,0,0,0,0,0.8276962989223207
annual_2015:predict,alpha360_HIGH57,244,487993,403779,0,0,0,0,0,0,0,0.8274278524487032
annual_2015:predict,alpha360_HIGH58,244,487993,403637,0,0,0,0,0,0,0,0.8271368646681407
annual_2015:predict,alpha360_HIGH59,244,487993,403514,0,0,0,0,0,0,0,0.8268848118723015
annual_2015:predict,alpha360_HIGH6,244,487993,420721,0,0,0,0,0,0,0,0.8621455635634118
annual_2015:predict,alpha360_HIGH7,244,487993,419758,0,0,0,0,0,0,0,0.8601721746008651
annual_2015:predict,alpha360_HIGH8,244,487993,418880,0,0,0,0,0,0,0,0.8583729684647116
annual_2015:predict,alpha360_HIGH9,244,487993,418087,0,0,0,0,0,0,0,0.856747945154951
annual_2015:predict,alpha360_LOW1,244,487993,428796,0,0,0,0,0,0,0,0.878692932070747
annual_2015:predict,alpha360_LOW10,244,487993,417366,0,0,0,0,0,0,0,0.8552704649451939
annual_2015:predict,alpha360_LOW11,244,487993,416770,0,0,0,0,0,0,0,0.8540491359507206
annual_2015:predict,alpha360_LOW12,244,487993,416203,0,0,0,0,0,0,0,0.8528872340381932
annual_2015:predict,alpha360_LOW13,244,487993,415631,0,0,0,0,0,0,0,0.8517150860770544
annual_2015:predict,alpha360_LOW14,244,487993,415081,0,0,0,0,0,0,0,0.8505880207298055
annual_2015:predict,alpha360_LOW15,244,487993,414559,0,0,0,0,0,0,0,0.8495183332547803
annual_2015:predict,alpha360_LOW16,244,487993,414071,0,0,0,0,0,0,0,0.8485183189103123
annual_2015:predict,alpha360_LOW17,244,487993,413594,0,0,0,0,0,0,0,0.8475408458727891
annual_2015:predict,alpha360_LOW18,244,487993,413124,0,0,0,0,0,0,0,0.846577717303322
annual_2015:predict,alpha360_LOW19,244,487993,412674,0,0,0,0,0,0,0,0.8456555729283002
annual_2015:predict,alpha360_LOW2,244,487993,426738,0,0,0,0,0,0,0,0.874475658462314
annual_2015:predict,alpha360_LOW20,244,487993,412235,0,0,0,0,0,0,0,0.8447559698602234
annual_2015:predict,alpha360_LOW21,244,487993,411829,0,0,0,0,0,0,0,0.8439239907129815
annual_2015:predict,alpha360_LOW22,244,487993,411425,0,0,0,0,0,0,0,0.8430961099851842
annual_2015:predict,alpha360_LOW23,244,487993,411016,0,0,0,0,0,0,0,0.8422579832087755
annual_2015:predict,alpha360_LOW24,244,487993,410635,0,0,0,0,0,0,0,0.8414772343045904
annual_2015:predict,alpha360_LOW25,244,487993,410269,0,0,0,0,0,0,0,0.8407272235462394
annual_2015:predict,alpha360_LOW26,244,487993,409930,0,0,0,0,0,0,0,0.8400325414503896
annual_2015:predict,alpha360_LOW27,244,487993,409585,0,0,0,0,0,0,0,0.8393255640962063
annual_2015:predict,alpha360_LOW28,244,487993,409261,0,0,0,0,0,0,0,0.8386616201461906
annual_2015:predict,alpha360_LOW29,244,487993,408951,0,0,0,0,0,0,0,0.8380263651322868
annual_2015:predict,alpha360_LOW3,244,487993,424854,0,0,0,0,0,0,0,0.8706149473455562
annual_2015:predict,alpha360_LOW30,244,487993,408651,0,0,0,0,0,0,0,0.8374116022156055
annual_2015:predict,alpha360_LOW31,244,487993,408376,0,0,0,0,0,0,0,0.8368480695419811
annual_2015:predict,alpha360_LOW32,244,487993,408114,0,0,0,0,0,0,0,0.8363111765947462
annual_2015:predict,alpha360_LOW33,244,487993,407860,0,0,0,0,0,0,0,0.8357906773252896
annual_2015:predict,alpha360_LOW34,244,487993,407639,0,0,0,0,0,0,0,0.8353378019766677
annual_2015:predict,alpha360_LOW35,244,487993,407417,0,0,0,0,0,0,0,0.8348828774183237
annual_2015:predict,alpha360_LOW36,244,487993,407192,0,0,0,0,0,0,0,0.8344218052308128
annual_2015:predict,alpha360_LOW37,244,487993,406966,0,0,0,0,0,0,0,0.8339586838335796
annual_2015:predict,alpha360_LOW38,244,487993,406730,0,0,0,0,0,0,0,0.8334750703391237
annual_2015:predict,alpha360_LOW39,244,487993,406508,0,0,0,0,0,0,0,0.8330201457807797
annual_2015:predict,alpha360_LOW4,244,487993,423231,0,0,0,0,0,0,0,0.867289079966311
annual_2015:predict,alpha360_LOW40,244,487993,406305,0,0,0,0,0,0,0,0.8326041562071587
annual_2015:predict,alpha360_LOW41,244,487993,406118,0,0,0,0,0,0,0,0.8322209539890941
annual_2015:predict,alpha360_LOW42,244,487993,405932,0,0,0,0,0,0,0,0.8318398009807517
annual_2015:predict,alpha360_LOW43,244,487993,405749,0,0,0,0,0,0,0,0.8314647956015763
annual_2015:predict,alpha360_LOW44,244,487993,405563,0,0,0,0,0,0,0,0.831083642593234
annual_2015:predict,alpha360_LOW45,244,487993,405357,0,0,0,0,0,0,0,0.8306615053904461
annual_2015:predict,alpha360_LOW46,244,487993,405158,0,0,0,0,0,0,0,0.8302537126557143
annual_2015:predict,alpha360_LOW47,244,487993,404989,0,0,0,0,0,0,0,0.8299073962126506
annual_2015:predict,alpha360_LOW48,244,487993,404833,0,0,0,0,0,0,0,0.8295877194959764
annual_2015:predict,alpha360_LOW49,244,487993,404683,0,0,0,0,0,0,0,0.8292803380376358
annual_2015:predict,alpha360_LOW5,244,487993,421821,0,0,0,0,0,0,0,0.8643996942579094
annual_2015:predict,alpha360_LOW50,244,487993,404550,0,0,0,0,0,0,0,0.8290077931445738
annual_2015:predict,alpha360_LOW51,244,487993,404442,0,0,0,0,0,0,0,0.8287864784945685
annual_2015:predict,alpha360_LOW52,244,487993,404337,0,0,0,0,0,0,0,0.8285713114737302
annual_2015:predict,alpha360_LOW53,244,487993,404232,0,0,0,0,0,0,0,0.8283561444528917
annual_2015:predict,alpha360_LOW54,244,487993,404125,0,0,0,0,0,0,0,0.8281368790126088
annual_2015:predict,alpha360_LOW55,244,487993,404017,0,0,0,0,0,0,0,0.8279155643626036
annual_2015:predict,alpha360_LOW56,244,487993,403910,0,0,0,0,0,0,0,0.8276962989223207
annual_2015:predict,alpha360_LOW57,244,487993,403779,0,0,0,0,0,0,0,0.8274278524487032
annual_2015:predict,alpha360_LOW58,244,487993,403637,0,0,0,0,0,0,0,0.8271368646681407
annual_2015:predict,alpha360_LOW59,244,487993,403514,0,0,0,0,0,0,0,0.8268848118723015
annual_2015:predict,alpha360_LOW6,244,487993,420721,0,0,0,0,0,0,0,0.8621455635634118
annual_2015:predict,alpha360_LOW7,244,487993,419758,0,0,0,0,0,0,0,0.8601721746008651
annual_2015:predict,alpha360_LOW8,244,487993,418880,0,0,0,0,0,0,0,0.8583729684647116
annual_2015:predict,alpha360_LOW9,244,487993,418087,0,0,0,0,0,0,0,0.856747945154951
annual_2015:predict,alpha360_OPEN10,244,487993,417366,0,0,0,0,0,0,0,0.8552704649451939
annual_2015:predict,alpha360_OPEN11,244,487993,416770,0,0,0,0,0,0,0,0.8540491359507206
annual_2015:predict,alpha360_OPEN12,244,487993,416203,0,0,0,0,0,0,0,0.8528872340381932
annual_2015:predict,alpha360_OPEN13,244,487993,415631,0,0,0,0,0,0,0,0.8517150860770544
annual_2015:predict,alpha360_OPEN14,244,487993,415081,0,0,0,0,0,0,0,0.8505880207298055
annual_2015:predict,alpha360_OPEN15,244,487993,414559,0,0,0,0,0,0,0,0.8495183332547803
annual_2015:predict,alpha360_OPEN16,244,487993,414071,0,0,0,0,0,0,0,0.8485183189103123
annual_2015:predict,alpha360_OPEN17,244,487993,413594,0,0,0,0,0,0,0,0.8475408458727891
annual_2015:predict,alpha360_OPEN18,244,487993,413124,0,0,0,0,0,0,0,0.846577717303322
annual_2015:predict,alpha360_OPEN19,244,487993,412674,0,0,0,0,0,0,0,0.8456555729283002
annual_2015:predict,alpha360_OPEN2,244,487993,426738,0,0,0,0,0,0,0,0.874475658462314
annual_2015:predict,alpha360_OPEN20,244,487993,412235,0,0,0,0,0,0,0,0.8447559698602234
annual_2015:predict,alpha360_OPEN21,244,487993,411829,0,0,0,0,0,0,0,0.8439239907129815
annual_2015:predict,alpha360_OPEN22,244,487993,411425,0,0,0,0,0,0,0,0.8430961099851842
annual_2015:predict,alpha360_OPEN23,244,487993,411016,0,0,0,0,0,0,0,0.8422579832087755
annual_2015:predict,alpha360_OPEN24,244,487993,410635,0,0,0,0,0,0,0,0.8414772343045904
annual_2015:predict,alpha360_OPEN25,244,487993,410269,0,0,0,0,0,0,0,0.8407272235462394
annual_2015:predict,alpha360_OPEN26,244,487993,409930,0,0,0,0,0,0,0,0.8400325414503896
annual_2015:predict,alpha360_OPEN27,244,487993,409585,0,0,0,0,0,0,0,0.8393255640962063
annual_2015:predict,alpha360_OPEN28,244,487993,409261,0,0,0,0,0,0,0,0.8386616201461906
