fold_role,output,dates,frozen_families,universe_rows,valid_rows,missing_rows,n_below_100_dates,constant_dates,single_family_valid_rows,effective_family_sum,max_family_weight,l1_sum,raw_any_parent_rows,raw_available_but_output_missing,infinite_cells,finite_rate,mean_effective_families,single_family_share_valid,mean_l1_weight_drift,raw_union_availability_loss
annual_2015:predict,erc_11b179c281e84335,244,1,487993,429477,58516,0,0,429477,429477,1.0,0.0,429477,0,0,0.8800884438916132,1.0,1.0,0.0,0.0
annual_2015:predict,erc_13382d0b01bbe5a4,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_14febb1e2e22e3c8,244,1,487993,467928,20065,0,0,467928,467928,1.0,0.0,467928,0,0,0.9588826069226403,1.0,1.0,0.0,0.0
annual_2015:predict,erc_1712925a3a57565a,244,1,487993,430896,57097,0,0,430896,430896,1.0,0.0,430896,0,0,0.8829962724875152,1.0,1.0,0.0,0.0
annual_2015:predict,erc_184a9d5068007d83,244,1,487993,363260,124733,0,0,363260,363260,1.0,0.0,363260,0,0,0.7443959237120205,1.0,1.0,0.0,0.0
annual_2015:predict,erc_1881209c97b92e2e,244,1,487993,482106,5887,0,0,482106,482106,1.0,0.0,482106,0,0,0.987936302364993,1.0,1.0,0.0,0.0
annual_2015:predict,erc_190c45a632cbee4f,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_194a629a3014a2c0,244,1,487993,429477,58516,0,0,429477,429477,1.0,0.0,429477,0,0,0.8800884438916132,1.0,1.0,0.0,0.0
annual_2015:predict,erc_1c328f10dce0a438,244,1,487993,391205,96788,0,0,391205,391205,1.0,0.0,391205,0,0,0.8016610894008726,1.0,1.0,0.0,0.0
annual_2015:predict,erc_1c97f35e1c57a7ce,244,1,487993,457648,30345,0,0,457648,457648,1.0,0.0,457648,0,0,0.9378167309776985,1.0,1.0,0.0,0.0
annual_2015:predict,erc_1fe2bf6a7f56d591,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_215a508805fe1c20,244,1,487993,393895,94098,0,0,393895,393895,1.0,0.0,393895,0,0,0.8071734635537805,1.0,1.0,0.0,0.0
annual_2015:predict,erc_228b22f6ffe04c86,244,1,487993,447123,40870,0,0,447123,447123,1.0,0.0,447123,0,0,0.9162487986508003,1.0,1.0,0.0,0.0
annual_2015:predict,erc_26bec51c7e111771,244,1,487993,403415,84578,0,0,403415,403415,1.0,0.0,403415,0,0,0.8266819401097967,1.0,1.0,0.0,0.0
annual_2015:predict,erc_2831b0e43d38e4b5,244,1,487993,408376,79617,0,0,408376,408376,1.0,0.0,408376,0,0,0.8368480695419811,1.0,1.0,0.0,0.0
annual_2015:predict,erc_2e1e5bd8ecff9dd8,244,1,487993,435871,52122,0,0,435871,435871,1.0,0.0,435871,0,0,0.8931910908558115,1.0,1.0,0.0,0.0
annual_2015:predict,erc_2e8b6cb0f9d7b86b,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_2ed30c042ef65f0a,244,1,487993,482106,5887,0,0,482106,482106,1.0,0.0,482106,0,0,0.987936302364993,1.0,1.0,0.0,0.0
annual_2015:predict,erc_310a9f67e8f80039,244,1,487993,481562,6431,0,0,481562,481562,1.0,0.0,481562,0,0,0.9868215322760777,1.0,1.0,0.0,0.0
annual_2015:predict,erc_32e317ff322f6e15,244,1,487993,435871,52122,0,0,435871,435871,1.0,0.0,435871,0,0,0.8931910908558115,1.0,1.0,0.0,0.0
annual_2015:predict,erc_34b9a4407e53a5bc,244,1,487993,326658,161335,0,0,326658,326658,1.0,0.0,326658,0,0,0.6693907494574717,1.0,1.0,0.0,0.0
annual_2015:predict,erc_350a39fe9841cb3f,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_3560d64fb68e4d18,244,1,487993,465981,22012,0,0,465981,465981,1.0,0.0,465981,0,0,0.9548927955933794,1.0,1.0,0.0,0.0
annual_2015:predict,erc_358a00bb3fef169f,244,1,487993,420974,67019,0,0,420974,420974,1.0,0.0,427981,7007,0,0.8626640136231463,1.0,1.0,0.0,0.0163722221313563
annual_2015:predict,erc_37e550609cd38c9c,244,1,487993,423493,64500,0,0,423493,423493,1.0,0.0,426147,2654,0,0.8678259729135459,1.0,1.0,0.0,0.006227897885002123
annual_2015:predict,erc_38d851d16107ea47,244,1,487993,445848,42145,0,0,445848,445848,1.0,0.0,445848,0,0,0.9136360562549053,1.0,1.0,0.0,0.0
annual_2015:predict,erc_3a3186e77dff7370,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_3cbadf7497f354e3,244,1,487993,431001,56992,0,0,431001,431001,1.0,0.0,431001,0,0,0.8832114395083536,1.0,1.0,0.0,0.0
annual_2015:predict,erc_3ce66b8c7c80ae6d,244,1,487993,420974,67019,0,0,420974,420974,1.0,0.0,427981,7007,0,0.8626640136231463,1.0,1.0,0.0,0.0163722221313563
annual_2015:predict,erc_401d8dfcc7503986,244,1,487993,434602,53391,0,0,434602,434602,1.0,0.0,434602,0,0,0.89059064371825,1.0,1.0,0.0,0.0
annual_2015:predict,erc_4086289249c98f60,244,1,487993,456072,31921,0,0,456072,456072,1.0,0.0,456072,0,0,0.9345871764554,1.0,1.0,0.0,0.0
annual_2015:predict,erc_408a3040f42d3aa2,244,1,487993,479266,8727,0,0,479266,479266,1.0,0.0,479266,0,0,0.9821165467537444,1.0,1.0,0.0,0.0
annual_2015:predict,erc_41781f0f49b6690f,244,1,487993,458226,29767,0,0,458226,458226,1.0,0.0,458226,0,0,0.9390011741971709,1.0,1.0,0.0,0.0
annual_2015:predict,erc_4198011de131cb6c,244,1,487993,430580,57413,0,0,430580,430580,1.0,0.0,430580,0,0,0.8823487222152777,1.0,1.0,0.0,0.0
annual_2015:predict,erc_4363a4c5b701b635,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_485005ec7e9db28f,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_4f1bcd69bd3f408a,244,1,487993,378180,109813,0,0,378180,378180,1.0,0.0,378180,0,0,0.774970132768298,1.0,1.0,0.0,0.0
annual_2015:predict,erc_50446426a2469979,244,1,487993,415511,72482,0,0,415511,415511,1.0,0.0,427435,11924,0,0.8514691809103819,1.0,1.0,0.0,0.027896639255091418
annual_2015:predict,erc_51590f98fed38ca2,244,1,487993,380048,107945,0,0,380048,380048,1.0,0.0,380048,0,0,0.7787980565294994,1.0,1.0,0.0,0.0
annual_2015:predict,erc_52b20f87e810021b,244,1,487993,430243,57750,0,0,430243,430243,1.0,0.0,430243,0,0,0.8816581385388725,1.0,1.0,0.0,0.0
annual_2015:predict,erc_52fd4730aae4b5ee,244,1,487993,391205,96788,0,0,391205,391205,1.0,0.0,391205,0,0,0.8016610894008726,1.0,1.0,0.0,0.0
annual_2015:predict,erc_5ba005b55a84c807,244,1,487993,430896,57097,0,0,430896,430896,1.0,0.0,430896,0,0,0.8829962724875152,1.0,1.0,0.0,0.0
annual_2015:predict,erc_5c22c3b16e983dbe,244,1,487993,415511,72482,0,0,415511,415511,1.0,0.0,427435,11924,0,0.8514691809103819,1.0,1.0,0.0,0.027896639255091418
annual_2015:predict,erc_6140a537d206c638,244,1,487993,320853,167140,0,0,320853,320853,1.0,0.0,320853,0,0,0.6574950870196908,1.0,1.0,0.0,0.0
annual_2015:predict,erc_618fc830545cb661,244,1,487993,430243,57750,0,0,430243,430243,1.0,0.0,430243,0,0,0.8816581385388725,1.0,1.0,0.0,0.0
annual_2015:predict,erc_631efedd679b71e1,244,1,487993,478700,9293,0,0,478700,478700,1.0,0.0,478700,0,0,0.9809566940509392,1.0,1.0,0.0,0.0
annual_2015:predict,erc_64f656a225c40c87,244,1,487993,436888,51105,0,0,436888,436888,1.0,0.0,436888,0,0,0.8952751371433607,1.0,1.0,0.0,0.0
annual_2015:predict,erc_6666016380bb418a,244,1,487993,410839,77154,0,0,410839,410839,1.0,0.0,410839,0,0,0.8418952730879337,1.0,1.0,0.0,0.0
annual_2015:predict,erc_687f9778a5f68686,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_68b1ddfe076f4115,244,1,487993,425453,62540,0,0,425453,425453,1.0,0.0,429679,4226,0,0.8718424239691963,1.0,1.0,0.0,0.009835249104564105
annual_2015:predict,erc_69a9de53d02b544f,244,1,487993,465981,22012,0,0,465981,465981,1.0,0.0,465981,0,0,0.9548927955933794,1.0,1.0,0.0,0.0
annual_2015:predict,erc_6be82424a71f9bc7,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_6c25ed64ad6c567b,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_6e5b9f3457c7130a,244,1,487993,378180,109813,0,0,378180,378180,1.0,0.0,378180,0,0,0.774970132768298,1.0,1.0,0.0,0.0
annual_2015:predict,erc_6fdaebce7fbeb966,244,1,487993,458226,29767,0,0,458226,458226,1.0,0.0,458226,0,0,0.9390011741971709,1.0,1.0,0.0,0.0
annual_2015:predict,erc_702556b9583c13f0,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_716af060ecb85801,244,1,487993,420974,67019,0,0,420974,420974,1.0,0.0,427981,7007,0,0.8626640136231463,1.0,1.0,0.0,0.0163722221313563
annual_2015:predict,erc_735659eb2774afc7,244,1,487993,458226,29767,0,0,458226,458226,1.0,0.0,458226,0,0,0.9390011741971709,1.0,1.0,0.0,0.0
annual_2015:predict,erc_7522921f6a7603d8,244,1,487993,363260,124733,0,0,363260,363260,1.0,0.0,363260,0,0,0.7443959237120205,1.0,1.0,0.0,0.0
annual_2015:predict,erc_76d829963fb2f9ee,244,1,487993,481969,6024,0,0,481969,481969,1.0,0.0,481969,0,0,0.9876555606330418,1.0,1.0,0.0,0.0
annual_2015:predict,erc_77a7e5e844591c15,244,1,487993,434798,53195,0,0,434798,434798,1.0,0.0,434798,0,0,0.8909922888238151,1.0,1.0,0.0,0.0
annual_2015:predict,erc_7ffe8e0e5f3cb5af,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_816a4a8c2194f406,244,1,487993,370712,117281,0,0,370712,370712,1.0,0.0,370712,0,0,0.759666634562381,1.0,1.0,0.0,0.0
annual_2015:predict,erc_819e0e0b8186a56f,244,1,487993,378180,109813,0,0,378180,378180,1.0,0.0,378180,0,0,0.774970132768298,1.0,1.0,0.0,0.0
annual_2015:predict,erc_83b4f877804c5138,244,1,487993,425020,62973,0,0,425020,425020,1.0,0.0,425020,0,0,0.8709551161594531,1.0,1.0,0.0,0.0
annual_2015:predict,erc_83e327406890e267,244,1,487993,430896,57097,0,0,430896,430896,1.0,0.0,430896,0,0,0.8829962724875152,1.0,1.0,0.0,0.0
annual_2015:predict,erc_8706c2f0bfd43b03,244,1,487993,423493,64500,0,0,423493,423493,1.0,0.0,426147,2654,0,0.8678259729135459,1.0,1.0,0.0,0.006227897885002123
annual_2015:predict,erc_87e21dc6ff50ac34,244,1,487993,430812,57181,0,0,430812,430812,1.0,0.0,430812,0,0,0.8828241388708444,1.0,1.0,0.0,0.0
annual_2015:predict,erc_88b156b24b0926ee,244,1,487993,363260,124733,0,0,363260,363260,1.0,0.0,363260,0,0,0.7443959237120205,1.0,1.0,0.0,0.0
annual_2015:predict,erc_89fe4369113645bf,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_8bcb0bbe96063a8a,244,1,487993,444648,43345,0,0,444648,444648,1.0,0.0,444648,0,0,0.9111770045881805,1.0,1.0,0.0,0.0
annual_2015:predict,erc_8ef02558087d3f63,244,1,487993,481969,6024,0,0,481969,481969,1.0,0.0,481969,0,0,0.9876555606330418,1.0,1.0,0.0,0.0
annual_2015:predict,erc_91ed70ebe8ab7f7b,244,1,487993,399464,88529,0,0,399464,399464,1.0,0.0,399464,0,0,0.8185855124971055,1.0,1.0,0.0,0.0
annual_2015:predict,erc_92f48216ed9e9323,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_939c61f2596b9b3e,244,1,487993,433215,54778,0,0,433215,433215,1.0,0.0,433215,0,0,0.8877483898334607,1.0,1.0,0.0,0.0
annual_2015:predict,erc_93e92c042f6e574b,244,1,487993,378180,109813,0,0,378180,378180,1.0,0.0,378180,0,0,0.774970132768298,1.0,1.0,0.0,0.0
annual_2015:predict,erc_9659483fe3c58fb1,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_97070189f5d80692,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_9b5603b83cfb0ed1,244,1,487993,464432,23561,0,0,464432,464432,1.0,0.0,464432,0,0,0.9517185697335823,1.0,1.0,0.0,0.0
annual_2015:predict,erc_9c6a81e5b35cf7c0,244,1,487993,456753,31240,0,0,456753,456753,1.0,0.0,456753,0,0,0.9359826882762663,1.0,1.0,0.0,0.0
annual_2015:predict,erc_9cc7f344785be999,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_9dab8b78f9bba2f8,244,1,487993,465599,22394,0,0,465599,465599,1.0,0.0,465599,0,0,0.954109997479472,1.0,1.0,0.0,0.0
annual_2015:predict,erc_a1539a6f4eff277a,244,1,487993,356141,131852,0,0,356141,356141,1.0,0.0,356141,0,0,0.729807599699176,1.0,1.0,0.0,0.0
annual_2015:predict,erc_a4bd307d9681d1d0,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_a62122354513b466,244,1,487993,375635,112358,0,0,375635,375635,1.0,0.0,375635,0,0,0.7697548940251192,1.0,1.0,0.0,0.0
annual_2015:predict,erc_abe10265409823ee,244,1,487993,431001,56992,0,0,431001,431001,1.0,0.0,431001,0,0,0.8832114395083536,1.0,1.0,0.0,0.0
annual_2015:predict,erc_ac2a69aef3f2ad78,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_b494570b9f6c640d,244,1,487993,430580,57413,0,0,430580,430580,1.0,0.0,430580,0,0,0.8823487222152777,1.0,1.0,0.0,0.0
annual_2015:predict,erc_b7cf4414b07717e6,244,1,487993,378180,109813,0,0,378180,378180,1.0,0.0,378180,0,0,0.774970132768298,1.0,1.0,0.0,0.0
annual_2015:predict,erc_b82f26d6b655fef4,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_b9ff5bca8ee18bdb,244,1,487993,404885,83108,0,0,404885,404885,1.0,0.0,404885,0,0,0.8296942784015344,1.0,1.0,0.0,0.0
annual_2015:predict,erc_be40843e5fb9d5fd,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_bf43c415efc83d87,244,1,487993,378180,109813,0,0,378180,378180,1.0,0.0,378180,0,0,0.774970132768298,1.0,1.0,0.0,0.0
annual_2015:predict,erc_bf67b9249fd590f8,244,1,487993,391205,96788,0,0,391205,391205,1.0,0.0,391205,0,0,0.8016610894008726,1.0,1.0,0.0,0.0
annual_2015:predict,erc_c1373d3c21cdcf3f,244,1,487993,481101,6892,0,0,481101,481101,1.0,0.0,481101,0,0,0.985876846594111,1.0,1.0,0.0,0.0
annual_2015:predict,erc_c30ec30ae026518f,244,1,487993,431694,56299,0,0,431694,431694,1.0,0.0,431694,0,0,0.8846315418458871,1.0,1.0,0.0,0.0
annual_2015:predict,erc_c36f4e900bbed946,244,1,487993,457648,30345,0,0,457648,457648,1.0,0.0,457648,0,0,0.9378167309776985,1.0,1.0,0.0,0.0
annual_2015:predict,erc_c403d40d7acc7d5f,244,1,487993,336073,151920,0,0,336073,336073,1.0,0.0,336073,0,0,0.6886840589926495,1.0,1.0,0.0,0.0
annual_2015:predict,erc_c74981a558c90dd1,244,1,487993,421821,66172,0,0,421821,421821,1.0,0.0,421821,0,0,0.8643996942579094,1.0,1.0,0.0,0.0
annual_2015:predict,erc_c7bade0851d0b522,244,1,487993,375635,112358,0,0,375635,375635,1.0,0.0,375635,0,0,0.7697548940251192,1.0,1.0,0.0,0.0
annual_2015:predict,erc_c95d8c672d045221,244,1,487993,430515,57478,0,0,430515,430515,1.0,0.0,430515,0,0,0.8822155235833301,1.0,1.0,0.0,0.0
annual_2015:predict,erc_cd54b6130e29641c,244,2,487993,487993,0,0,0,0,975986,0.5,0.0,487993,0,0,1.0,2.0,0.0,0.0,0.0
annual_2015:predict,erc_ce402b81a19b777d,244,1,487993,418472,69521,0,0,418472,418472,1.0,0.0,418472,0,0,0.8575368908980252,1.0,1.0,0.0,0.0
annual_2015:predict,erc_cf0717ce8957d715,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_cf2e9939172cbe6e,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_cfa35104ce583e7d,244,1,487993,415511,72482,0,0,415511,415511,1.0,0.0,427435,11924,0,0.8514691809103819,1.0,1.0,0.0,0.027896639255091418
annual_2015:predict,erc_d05fc30b232b94ef,244,2,487993,378180,109813,0,0,0,756360,0.5,0.0,435871,57691,0,0.774970132768298,2.0,0.0,0.0,0.1323579682979597
annual_2015:predict,erc_d50fb0899624f1da,244,1,487993,398469,89524,0,0,398469,398469,1.0,0.0,398469,0,0,0.8165465488234462,1.0,1.0,0.0,0.0
annual_2015:predict,erc_d692a9c76eac7a47,244,1,487993,478272,9721,0,0,478272,478272,1.0,0.0,478272,0,0,0.9800796322898074,1.0,1.0,0.0,0.0
annual_2015:predict,erc_d6eb10b4c727a2b1,244,1,487993,375635,112358,0,0,375635,375635,1.0,0.0,375635,0,0,0.7697548940251192,1.0,1.0,0.0,0.0
annual_2015:predict,erc_da1565e6303757b2,244,1,487993,403655,84338,0,0,403655,403655,1.0,0.0,403655,0,0,0.8271737504431416,1.0,1.0,0.0,0.0
annual_2015:predict,erc_db11c9d7582061dd,244,1,487993,477551,10442,0,0,477551,477551,1.0,0.0,477551,0,0,0.9786021520800503,1.0,1.0,0.0,0.0
annual_2015:predict,erc_db3d561078c82ac3,244,1,487993,465599,22394,0,0,465599,465599,1.0,0.0,465599,0,0,0.954109997479472,1.0,1.0,0.0,0.0
annual_2015:predict,erc_de16999187d03a2f,244,1,487993,420974,67019,0,0,420974,420974,1.0,0.0,427981,7007,0,0.8626640136231463,1.0,1.0,0.0,0.0163722221313563
annual_2015:predict,erc_deecfaa28672d890,244,1,487993,378180,109813,0,0,378180,378180,1.0,0.0,378180,0,0,0.774970132768298,1.0,1.0,0.0,0.0
annual_2015:predict,erc_e0039336c9cf90d7,244,1,487993,481381,6612,0,0,481381,481381,1.0,0.0,481381,0,0,0.9864506253163468,1.0,1.0,0.0,0.0
annual_2015:predict,erc_e1375e9cc265601a,244,1,487993,415511,72482,0,0,415511,415511,1.0,0.0,427435,11924,0,0.8514691809103819,1.0,1.0,0.0,0.027896639255091418
annual_2015:predict,erc_e9a677039313f33b,244,1,487993,415511,72482,0,0,415511,415511,1.0,0.0,427435,11924,0,0.8514691809103819,1.0,1.0,0.0,0.027896639255091418
annual_2015:predict,erc_eb51e5bf1ab2107c,244,1,487993,430594,57399,0,0,430594,430594,1.0,0.0,430594,0,0,0.8823774111513895,1.0,1.0,0.0,0.0
annual_2015:predict,erc_ec2f12ea4d8480c4,244,1,487993,429630,58363,0,0,429630,429630,1.0,0.0,429630,0,0,0.8804019729791206,1.0,1.0,0.0,0.0
annual_2015:predict,erc_ec991f61e2fa8754,244,1,487993,425700,62293,0,0,425700,425700,1.0,0.0,428029,2329,0,0.8723485787705971,1.0,1.0,0.0,0.005441220104245273
annual_2015:predict,erc_ed30570272d1c57c,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_eee9c6c4390e2340,244,1,487993,479266,8727,0,0,479266,479266,1.0,0.0,479266,0,0,0.9821165467537444,1.0,1.0,0.0,0.0
annual_2015:predict,erc_ef4f73c61c389b84,244,1,487993,434798,53195,0,0,434798,434798,1.0,0.0,434798,0,0,0.8909922888238151,1.0,1.0,0.0,0.0
annual_2015:predict,erc_f49640007a32dc45,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_f6369a88c1589e3f,244,1,487993,420974,67019,0,0,420974,420974,1.0,0.0,427981,7007,0,0.8626640136231463,1.0,1.0,0.0,0.0163722221313563
annual_2015:predict,erc_f67f5315575f570b,244,1,487993,430769,57224,0,0,430769,430769,1.0,0.0,430769,0,0,0.8827360228527869,1.0,1.0,0.0,0.0
annual_2015:predict,erc_fc6da2cc3f2667a7,244,1,487993,430896,57097,0,0,430896,430896,1.0,0.0,430896,0,0,0.8829962724875152,1.0,1.0,0.0,0.0
annual_2015:predict,erc_fcdcc3255938b010,244,1,487993,431138,56855,0,0,431138,431138,1.0,0.0,431138,0,0,0.8834921812403047,1.0,1.0,0.0,0.0
annual_2015:predict,erc_ffe2253a1023c6b2,244,1,487993,482106,5887,0,0,482106,482106,1.0,0.0,482106,0,0,0.987936302364993,1.0,1.0,0.0,0.0
annual_2015:train,erc_00117565632c65c3,1172,1,2220786,2184841,35945,0,0,2184841,2184841,1.0,0.0,2184841,0,0,0.9838142891750938,1.0,1.0,0.0,0.0
annual_2015:train,erc_00788fafdcd6a5d7,1172,1,2220786,2142108,78678,0,0,2142108,2142108,1.0,0.0,2142108,0,0,0.9645720028854649,1.0,1.0,0.0,0.0
annual_2015:train,erc_023793c16a68c052,1172,1,2220786,2142108,78678,0,0,2142108,2142108,1.0,0.0,2142108,0,0,0.9645720028854649,1.0,1.0,0.0,0.0
annual_2015:train,erc_037ede19dfe67dad,1172,1,2220786,2198472,22314,0,0,2198472,2198472,1.0,0.0,2198472,0,0,0.9899522061108094,1.0,1.0,0.0,0.0
annual_2015:train,erc_040fdbdf6f80eb9b,1172,1,2220786,2142108,78678,0,0,2142108,2142108,1.0,0.0,2142108,0,0,0.9645720028854649,1.0,1.0,0.0,0.0
annual_2015:train,erc_0451fc1cf4a1975f,1172,1,2220786,1805860,414926,0,0,1805860,1805860,1.0,0.0,1805860,0,0,0.8131625469540964,1.0,1.0,0.0,0.0
annual_2015:train,erc_0a1aac410f6966dc,1172,1,2220786,2199812,20974,0,0,2199812,2199812,1.0,0.0,2199812,0,0,0.9905555960817476,1.0,1.0,0.0,0.0
annual_2015:train,erc_0a67371497d65238,1172,1,2220786,2220786,0,0,0,2220786,2220786,1.0,0.0,2220786,0,0,1.0,1.0,1.0,0.0,0.0
annual_2015:train,erc_0c3d95428646e6a5,1172,1,2220786,2193306,27480,0,0,2193306,2193306,1.0,0.0,2193306,0,0,0.9876260026855357,1.0,1.0,0.0,0.0
annual_2015:train,erc_11517d81c4a1cf82,1172,1,2220786,1452282,768504,0,0,1452282,1452282,1.0,0.0,1452282,0,0,0.6539495475926091,1.0,1.0,0.0,0.0
annual_2015:train,erc_11b179c281e84335,1172,1,2220786,2139728,81058,0,0,2139728,2139728,1.0,0.0,2139728,0,0,0.9635003102505149,1.0,1.0,0.0,0.0
annual_2015:train,erc_13382d0b01bbe5a4,1172,1,2220786,2142108,78678,0,0,2142108,2142108,1.0,0.0,2142108,0,0,0.9645720028854649,1.0,1.0,0.0,0.0
annual_2015:train,erc_14febb1e2e22e3c8,1172,1,2220786,2140400,80386,0,0,2140400,2140400,1.0,0.0,2140400,0,0,0.9638029058180302,1.0,1.0,0.0,0.0
annual_2015:train,erc_1712925a3a57565a,1172,1,2220786,2141607,79179,0,0,2141607,2141607,1.0,0.0,2141607,0,0,0.9643464070828976,1.0,1.0,0.0,0.0
annual_2015:train,erc_184a9d5068007d83,1172,1,2220786,1712487,508299,0,0,1712487,1712487,1.0,0.0,1712487,0,0,0.7711175232552799,1.0,1.0,0.0,0.0
annual_2015:train,erc_1881209c97b92e2e,1172,1,2220786,2216369,4417,0,0,2216369,2216369,1.0,0.0,2216369,0,0,0.9980110645510193,1.0,1.0,0.0,0.0
