year,factor,dates,universe_rows,finite_cells,n_below_100_dates,rank_suppressed_cells,infinite_cells,all_missing_dates,constant_dates,below_rank_min_dates,raw_U_not_ranked_dates,finite_rate
2010,alpha158_SUMN20,223,355454,352959,0,0,0,0,0,0,0,0.9929808076431831
2010,alpha158_SUMN30,223,355454,353777,0,0,0,0,0,0,0,0.9952820899469411
2010,alpha158_SUMN60,223,355454,354953,0,0,0,0,0,0,0,0.9985905349215369
2010,alpha158_SUMP10,223,355454,351733,0,0,0,0,0,0,0,0.9895316974910959
2010,alpha158_SUMP20,223,355454,352959,0,0,0,0,0,0,0,0.9929808076431831
2010,alpha158_SUMP30,223,355454,353777,0,0,0,0,0,0,0,0.9952820899469411
2010,alpha158_SUMP60,223,355454,354953,0,0,0,0,0,0,0,0.9985905349215369
2010,alpha158_VSUMD20,223,355454,352959,0,0,0,0,0,0,0,0.9929808076431831
2010,alpha158_VSUMD30,223,355454,353777,0,0,0,0,0,0,0,0.9952820899469411
2010,alpha158_VSUMD60,223,355454,354953,0,0,0,0,0,0,0,0.9985905349215369
2010,alpha158_VSUMN20,223,355454,352959,0,0,0,0,0,0,0,0.9929808076431831
2010,alpha158_VSUMN30,223,355454,353777,0,0,0,0,0,0,0,0.9952820899469411
2010,alpha158_VSUMN60,223,355454,354953,0,0,0,0,0,0,0,0.9985905349215369
2010,alpha158_VSUMP20,223,355454,352959,0,0,0,0,0,0,0,0.9929808076431831
2010,alpha158_VSUMP30,223,355454,353777,0,0,0,0,0,0,0,0.9952820899469411
2010,alpha158_VSUMP60,223,355454,354953,0,0,0,0,0,0,0,0.9985905349215369
2010,alpha360_CLOSE11,223,355454,338457,0,0,0,0,0,0,0,0.9521822795636004
2010,alpha360_CLOSE12,223,355454,338428,0,0,0,0,0,0,0,0.9521006937606554
2010,alpha360_CLOSE13,223,355454,338371,0,0,0,0,0,0,0,0.9519403354583152
2010,alpha360_CLOSE14,223,355454,338269,0,0,0,0,0,0,0,0.951653378496233
2010,alpha360_CLOSE15,223,355454,338175,0,0,0,0,0,0,0,0.9513889279625493
2010,alpha360_CLOSE16,223,355454,338113,0,0,0,0,0,0,0,0.95121450314246
2010,alpha360_CLOSE17,223,355454,338023,0,0,0,0,0,0,0,0.9509613058229757
2010,alpha360_CLOSE18,223,355454,337957,0,0,0,0,0,0,0,0.9507756277886872
2010,alpha360_CLOSE19,223,355454,337881,0,0,0,0,0,0,0,0.9505618167189004
2010,alpha360_CLOSE21,223,355454,337722,0,0,0,0,0,0,0,0.950114501454478
2010,alpha360_CLOSE22,223,355454,337665,0,0,0,0,0,0,0,0.9499541431521378
2010,alpha360_CLOSE23,223,355454,337543,0,0,0,0,0,0,0,0.949610920119059
2010,alpha360_CLOSE24,223,355454,337490,0,0,0,0,0,0,0,0.9494618150309182
2010,alpha360_CLOSE25,223,355454,337441,0,0,0,0,0,0,0,0.9493239631569768
2010,alpha360_CLOSE26,223,355454,337426,0,0,0,0,0,0,0,0.9492817636037293
2010,alpha360_CLOSE27,223,355454,337399,0,0,0,0,0,0,0,0.949205804407884
2010,alpha360_CLOSE28,223,355454,337331,0,0,0,0,0,0,0,0.9490144997664958
2010,alpha360_CLOSE29,223,355454,337299,0,0,0,0,0,0,0,0.9489244740529014
2010,alpha360_CLOSE3,223,355454,339464,0,0,0,0,0,0,0,0.9550152762382755
2010,alpha360_CLOSE31,223,355454,337248,0,0,0,0,0,0,0,0.9487809955718602
2010,alpha360_CLOSE32,223,355454,337229,0,0,0,0,0,0,0,0.9487275428044135
2010,alpha360_CLOSE33,223,355454,337199,0,0,0,0,0,0,0,0.9486431436979187
2010,alpha360_CLOSE34,223,355454,337208,0,0,0,0,0,0,0,0.9486684634298671
2010,alpha360_CLOSE35,223,355454,337196,0,0,0,0,0,0,0,0.9486347037872692
2010,alpha360_CLOSE36,223,355454,337203,0,0,0,0,0,0,0,0.9486543969121181
2010,alpha360_CLOSE37,223,355454,337213,0,0,0,0,0,0,0,0.9486825299476163
2010,alpha360_CLOSE38,223,355454,337193,0,0,0,0,0,0,0,0.9486262638766197
2010,alpha360_CLOSE39,223,355454,337183,0,0,0,0,0,0,0,0.9485981308411215
2010,alpha360_CLOSE4,223,355454,339217,0,0,0,0,0,0,0,0.9543203902614684
2010,alpha360_CLOSE40,223,355454,337178,0,0,0,0,0,0,0,0.9485840643233724
2010,alpha360_CLOSE41,223,355454,337149,0,0,0,0,0,0,0,0.9485024785204274
2010,alpha360_CLOSE42,223,355454,337148,0,0,0,0,0,0,0,0.9484996652168776
2010,alpha360_CLOSE43,223,355454,337097,0,0,0,0,0,0,0,0.9483561867358364
2010,alpha360_CLOSE44,223,355454,337078,0,0,0,0,0,0,0,0.9483027339683897
2010,alpha360_CLOSE45,223,355454,337052,0,0,0,0,0,0,0,0.9482295880760943
2010,alpha360_CLOSE46,223,355454,337058,0,0,0,0,0,0,0,0.9482464678973932
2010,alpha360_CLOSE47,223,355454,337042,0,0,0,0,0,0,0,0.9482014550405959
2010,alpha360_CLOSE48,223,355454,337049,0,0,0,0,0,0,0,0.9482211481654448
2010,alpha360_CLOSE49,223,355454,337034,0,0,0,0,0,0,0,0.9481789486121973
2010,alpha360_CLOSE50,223,355454,337014,0,0,0,0,0,0,0,0.9481226825412008
2010,alpha360_CLOSE51,223,355454,337019,0,0,0,0,0,0,0,0.94813674905895
2010,alpha360_CLOSE52,223,355454,336991,0,0,0,0,0,0,0,0.9480579765595548
2010,alpha360_CLOSE53,223,355454,336937,0,0,0,0,0,0,0,0.9479060581678642
2010,alpha360_CLOSE54,223,355454,336922,0,0,0,0,0,0,0,0.9478638586146167
2010,alpha360_CLOSE55,223,355454,336907,0,0,0,0,0,0,0,0.9478216590613694
2010,alpha360_CLOSE56,223,355454,336895,0,0,0,0,0,0,0,0.9477878994187715
2010,alpha360_CLOSE57,223,355454,336886,0,0,0,0,0,0,0,0.9477625796868231
2010,alpha360_CLOSE58,223,355454,336873,0,0,0,0,0,0,0,0.9477260067406753
2010,alpha360_CLOSE59,223,355454,336863,0,0,0,0,0,0,0,0.947697873705177
2010,alpha360_CLOSE6,223,355454,338917,0,0,0,0,0,0,0,0.9534763991965205
2010,alpha360_CLOSE7,223,355454,338830,0,0,0,0,0,0,0,0.9532316417876856
2010,alpha360_CLOSE8,223,355454,338750,0,0,0,0,0,0,0,0.9530065775036995
2010,alpha360_CLOSE9,223,355454,338635,0,0,0,0,0,0,0,0.9526830475954694
2010,alpha360_HIGH10,223,355454,338526,0,0,0,0,0,0,0,0.9523763975085384
2010,alpha360_HIGH11,223,355454,338457,0,0,0,0,0,0,0,0.9521822795636004
2010,alpha360_HIGH12,223,355454,338428,0,0,0,0,0,0,0,0.9521006937606554
2010,alpha360_HIGH13,223,355454,338371,0,0,0,0,0,0,0,0.9519403354583152
2010,alpha360_HIGH14,223,355454,338269,0,0,0,0,0,0,0,0.951653378496233
2010,alpha360_HIGH15,223,355454,338175,0,0,0,0,0,0,0,0.9513889279625493
2010,alpha360_HIGH16,223,355454,338113,0,0,0,0,0,0,0,0.95121450314246
2010,alpha360_HIGH17,223,355454,338023,0,0,0,0,0,0,0,0.9509613058229757
2010,alpha360_HIGH18,223,355454,337957,0,0,0,0,0,0,0,0.9507756277886872
2010,alpha360_HIGH19,223,355454,337881,0,0,0,0,0,0,0,0.9505618167189004
2010,alpha360_HIGH20,223,355454,337809,0,0,0,0,0,0,0,0.9503592588633129
2010,alpha360_HIGH21,223,355454,337722,0,0,0,0,0,0,0,0.950114501454478
2010,alpha360_HIGH22,223,355454,337665,0,0,0,0,0,0,0,0.9499541431521378
2010,alpha360_HIGH23,223,355454,337543,0,0,0,0,0,0,0,0.949610920119059
2010,alpha360_HIGH24,223,355454,337490,0,0,0,0,0,0,0,0.9494618150309182
2010,alpha360_HIGH25,223,355454,337441,0,0,0,0,0,0,0,0.9493239631569768
2010,alpha360_HIGH26,223,355454,337426,0,0,0,0,0,0,0,0.9492817636037293
2010,alpha360_HIGH27,223,355454,337399,0,0,0,0,0,0,0,0.949205804407884
2010,alpha360_HIGH28,223,355454,337331,0,0,0,0,0,0,0,0.9490144997664958
2010,alpha360_HIGH29,223,355454,337299,0,0,0,0,0,0,0,0.9489244740529014
2010,alpha360_HIGH30,223,355454,337283,0,0,0,0,0,0,0,0.9488794611961041
2010,alpha360_HIGH31,223,355454,337248,0,0,0,0,0,0,0,0.9487809955718602
2010,alpha360_HIGH32,223,355454,337229,0,0,0,0,0,0,0,0.9487275428044135
2010,alpha360_HIGH33,223,355454,337199,0,0,0,0,0,0,0,0.9486431436979187
2010,alpha360_HIGH34,223,355454,337208,0,0,0,0,0,0,0,0.9486684634298671
2010,alpha360_HIGH35,223,355454,337196,0,0,0,0,0,0,0,0.9486347037872692
2010,alpha360_HIGH36,223,355454,337203,0,0,0,0,0,0,0,0.9486543969121181
2010,alpha360_HIGH37,223,355454,337213,0,0,0,0,0,0,0,0.9486825299476163
2010,alpha360_HIGH38,223,355454,337193,0,0,0,0,0,0,0,0.9486262638766197
2010,alpha360_HIGH39,223,355454,337183,0,0,0,0,0,0,0,0.9485981308411215
2010,alpha360_HIGH40,223,355454,337178,0,0,0,0,0,0,0,0.9485840643233724
2010,alpha360_HIGH41,223,355454,337149,0,0,0,0,0,0,0,0.9485024785204274
2010,alpha360_HIGH42,223,355454,337148,0,0,0,0,0,0,0,0.9484996652168776
2010,alpha360_HIGH43,223,355454,337097,0,0,0,0,0,0,0,0.9483561867358364
2010,alpha360_HIGH44,223,355454,337078,0,0,0,0,0,0,0,0.9483027339683897
2010,alpha360_HIGH45,223,355454,337052,0,0,0,0,0,0,0,0.9482295880760943
2010,alpha360_HIGH46,223,355454,337058,0,0,0,0,0,0,0,0.9482464678973932
2010,alpha360_HIGH47,223,355454,337042,0,0,0,0,0,0,0,0.9482014550405959
2010,alpha360_HIGH48,223,355454,337049,0,0,0,0,0,0,0,0.9482211481654448
2010,alpha360_HIGH49,223,355454,337034,0,0,0,0,0,0,0,0.9481789486121973
2010,alpha360_HIGH5,223,355454,339038,0,0,0,0,0,0,0,0.9538168089260495
2010,alpha360_HIGH50,223,355454,337014,0,0,0,0,0,0,0,0.9481226825412008
2010,alpha360_HIGH51,223,355454,337019,0,0,0,0,0,0,0,0.94813674905895
2010,alpha360_HIGH52,223,355454,336991,0,0,0,0,0,0,0,0.9480579765595548
2010,alpha360_HIGH53,223,355454,336937,0,0,0,0,0,0,0,0.9479060581678642
2010,alpha360_HIGH54,223,355454,336922,0,0,0,0,0,0,0,0.9478638586146167
2010,alpha360_HIGH55,223,355454,336907,0,0,0,0,0,0,0,0.9478216590613694
2010,alpha360_HIGH56,223,355454,336895,0,0,0,0,0,0,0,0.9477878994187715
2010,alpha360_HIGH57,223,355454,336886,0,0,0,0,0,0,0,0.9477625796868231
2010,alpha360_HIGH58,223,355454,336873,0,0,0,0,0,0,0,0.9477260067406753
2010,alpha360_HIGH59,223,355454,336863,0,0,0,0,0,0,0,0.947697873705177
2010,alpha360_HIGH6,223,355454,338917,0,0,0,0,0,0,0,0.9534763991965205
2010,alpha360_HIGH7,223,355454,338830,0,0,0,0,0,0,0,0.9532316417876856
2010,alpha360_HIGH8,223,355454,338750,0,0,0,0,0,0,0,0.9530065775036995
2010,alpha360_HIGH9,223,355454,338635,0,0,0,0,0,0,0,0.9526830475954694
2010,alpha360_LOW1,223,355454,340188,0,0,0,0,0,0,0,0.9570521080083498
2010,alpha360_LOW10,223,355454,338526,0,0,0,0,0,0,0,0.9523763975085384
2010,alpha360_LOW11,223,355454,338457,0,0,0,0,0,0,0,0.9521822795636004
2010,alpha360_LOW12,223,355454,338428,0,0,0,0,0,0,0,0.9521006937606554
2010,alpha360_LOW13,223,355454,338371,0,0,0,0,0,0,0,0.9519403354583152
2010,alpha360_LOW14,223,355454,338269,0,0,0,0,0,0,0,0.951653378496233
2010,alpha360_LOW15,223,355454,338175,0,0,0,0,0,0,0,0.9513889279625493
2010,alpha360_LOW16,223,355454,338113,0,0,0,0,0,0,0,0.95121450314246
2010,alpha360_LOW17,223,355454,338023,0,0,0,0,0,0,0,0.9509613058229757
2010,alpha360_LOW18,223,355454,337957,0,0,0,0,0,0,0,0.9507756277886872
2010,alpha360_LOW19,223,355454,337881,0,0,0,0,0,0,0,0.9505618167189004
2010,alpha360_LOW2,223,355454,339770,0,0,0,0,0,0,0,0.9558761471245224
2010,alpha360_LOW20,223,355454,337809,0,0,0,0,0,0,0,0.9503592588633129
2010,alpha360_LOW21,223,355454,337722,0,0,0,0,0,0,0,0.950114501454478
2010,alpha360_LOW22,223,355454,337665,0,0,0,0,0,0,0,0.9499541431521378
2010,alpha360_LOW23,223,355454,337543,0,0,0,0,0,0,0,0.949610920119059
2010,alpha360_LOW24,223,355454,337490,0,0,0,0,0,0,0,0.9494618150309182
2010,alpha360_LOW25,223,355454,337441,0,0,0,0,0,0,0,0.9493239631569768
2010,alpha360_LOW26,223,355454,337426,0,0,0,0,0,0,0,0.9492817636037293
2010,alpha360_LOW27,223,355454,337399,0,0,0,0,0,0,0,0.949205804407884
2010,alpha360_LOW28,223,355454,337331,0,0,0,0,0,0,0,0.9490144997664958
2010,alpha360_LOW29,223,355454,337299,0,0,0,0,0,0,0,0.9489244740529014
2010,alpha360_LOW3,223,355454,339464,0,0,0,0,0,0,0,0.9550152762382755
2010,alpha360_LOW30,223,355454,337283,0,0,0,0,0,0,0,0.9488794611961041
2010,alpha360_LOW31,223,355454,337248,0,0,0,0,0,0,0,0.9487809955718602
2010,alpha360_LOW32,223,355454,337229,0,0,0,0,0,0,0,0.9487275428044135
2010,alpha360_LOW33,223,355454,337199,0,0,0,0,0,0,0,0.9486431436979187
2010,alpha360_LOW34,223,355454,337208,0,0,0,0,0,0,0,0.9486684634298671
2010,alpha360_LOW35,223,355454,337196,0,0,0,0,0,0,0,0.9486347037872692
2010,alpha360_LOW36,223,355454,337203,0,0,0,0,0,0,0,0.9486543969121181
2010,alpha360_LOW37,223,355454,337213,0,0,0,0,0,0,0,0.9486825299476163
2010,alpha360_LOW38,223,355454,337193,0,0,0,0,0,0,0,0.9486262638766197
2010,alpha360_LOW39,223,355454,337183,0,0,0,0,0,0,0,0.9485981308411215
2010,alpha360_LOW4,223,355454,339217,0,0,0,0,0,0,0,0.9543203902614684
2010,alpha360_LOW40,223,355454,337178,0,0,0,0,0,0,0,0.9485840643233724
2010,alpha360_LOW41,223,355454,337149,0,0,0,0,0,0,0,0.9485024785204274
2010,alpha360_LOW42,223,355454,337148,0,0,0,0,0,0,0,0.9484996652168776
2010,alpha360_LOW43,223,355454,337097,0,0,0,0,0,0,0,0.9483561867358364
2010,alpha360_LOW44,223,355454,337078,0,0,0,0,0,0,0,0.9483027339683897
2010,alpha360_LOW45,223,355454,337052,0,0,0,0,0,0,0,0.9482295880760943
2010,alpha360_LOW46,223,355454,337058,0,0,0,0,0,0,0,0.9482464678973932
2010,alpha360_LOW47,223,355454,337042,0,0,0,0,0,0,0,0.9482014550405959
2010,alpha360_LOW48,223,355454,337049,0,0,0,0,0,0,0,0.9482211481654448
2010,alpha360_LOW49,223,355454,337034,0,0,0,0,0,0,0,0.9481789486121973
2010,alpha360_LOW5,223,355454,339038,0,0,0,0,0,0,0,0.9538168089260495
2010,alpha360_LOW50,223,355454,337014,0,0,0,0,0,0,0,0.9481226825412008
2010,alpha360_LOW51,223,355454,337019,0,0,0,0,0,0,0,0.94813674905895
2010,alpha360_LOW52,223,355454,336991,0,0,0,0,0,0,0,0.9480579765595548
2010,alpha360_LOW53,223,355454,336937,0,0,0,0,0,0,0,0.9479060581678642
2010,alpha360_LOW54,223,355454,336922,0,0,0,0,0,0,0,0.9478638586146167
2010,alpha360_LOW55,223,355454,336907,0,0,0,0,0,0,0,0.9478216590613694
2010,alpha360_LOW56,223,355454,336895,0,0,0,0,0,0,0,0.9477878994187715
2010,alpha360_LOW57,223,355454,336886,0,0,0,0,0,0,0,0.9477625796868231
2010,alpha360_LOW58,223,355454,336873,0,0,0,0,0,0,0,0.9477260067406753
2010,alpha360_LOW59,223,355454,336863,0,0,0,0,0,0,0,0.947697873705177
2010,alpha360_LOW6,223,355454,338917,0,0,0,0,0,0,0,0.9534763991965205
2010,alpha360_LOW7,223,355454,338830,0,0,0,0,0,0,0,0.9532316417876856
2010,alpha360_LOW8,223,355454,338750,0,0,0,0,0,0,0,0.9530065775036995
2010,alpha360_LOW9,223,355454,338635,0,0,0,0,0,0,0,0.9526830475954694
2010,alpha360_OPEN10,223,355454,338526,0,0,0,0,0,0,0,0.9523763975085384
2010,alpha360_OPEN11,223,355454,338457,0,0,0,0,0,0,0,0.9521822795636004
2010,alpha360_OPEN12,223,355454,338428,0,0,0,0,0,0,0,0.9521006937606554
2010,alpha360_OPEN13,223,355454,338371,0,0,0,0,0,0,0,0.9519403354583152
2010,alpha360_OPEN14,223,355454,338269,0,0,0,0,0,0,0,0.951653378496233
2010,alpha360_OPEN15,223,355454,338175,0,0,0,0,0,0,0,0.9513889279625493
2010,alpha360_OPEN16,223,355454,338113,0,0,0,0,0,0,0,0.95121450314246
2010,alpha360_OPEN17,223,355454,338023,0,0,0,0,0,0,0,0.9509613058229757
2010,alpha360_OPEN18,223,355454,337957,0,0,0,0,0,0,0,0.9507756277886872
2010,alpha360_OPEN19,223,355454,337881,0,0,0,0,0,0,0,0.9505618167189004
2010,alpha360_OPEN2,223,355454,339770,0,0,0,0,0,0,0,0.9558761471245224
2010,alpha360_OPEN20,223,355454,337809,0,0,0,0,0,0,0,0.9503592588633129
2010,alpha360_OPEN21,223,355454,337722,0,0,0,0,0,0,0,0.950114501454478
2010,alpha360_OPEN22,223,355454,337665,0,0,0,0,0,0,0,0.9499541431521378
2010,alpha360_OPEN23,223,355454,337543,0,0,0,0,0,0,0,0.949610920119059
2010,alpha360_OPEN24,223,355454,337490,0,0,0,0,0,0,0,0.9494618150309182
2010,alpha360_OPEN25,223,355454,337441,0,0,0,0,0,0,0,0.9493239631569768
2010,alpha360_OPEN26,223,355454,337426,0,0,0,0,0,0,0,0.9492817636037293
2010,alpha360_OPEN27,223,355454,337399,0,0,0,0,0,0,0,0.949205804407884
2010,alpha360_OPEN28,223,355454,337331,0,0,0,0,0,0,0,0.9490144997664958
2010,alpha360_OPEN29,223,355454,337299,0,0,0,0,0,0,0,0.9489244740529014
2010,alpha360_OPEN3,223,355454,339464,0,0,0,0,0,0,0,0.9550152762382755
2010,alpha360_OPEN30,223,355454,337283,0,0,0,0,0,0,0,0.9488794611961041
2010,alpha360_OPEN31,223,355454,337248,0,0,0,0,0,0,0,0.9487809955718602
2010,alpha360_OPEN32,223,355454,337229,0,0,0,0,0,0,0,0.9487275428044135
2010,alpha360_OPEN33,223,355454,337199,0,0,0,0,0,0,0,0.9486431436979187
2010,alpha360_OPEN34,223,355454,337208,0,0,0,0,0,0,0,0.9486684634298671
2010,alpha360_OPEN35,223,355454,337196,0,0,0,0,0,0,0,0.9486347037872692
2010,alpha360_OPEN36,223,355454,337203,0,0,0,0,0,0,0,0.9486543969121181
2010,alpha360_OPEN37,223,355454,337213,0,0,0,0,0,0,0,0.9486825299476163
2010,alpha360_OPEN38,223,355454,337193,0,0,0,0,0,0,0,0.9486262638766197
2010,alpha360_OPEN39,223,355454,337183,0,0,0,0,0,0,0,0.9485981308411215
2010,alpha360_OPEN4,223,355454,339217,0,0,0,0,0,0,0,0.9543203902614684
2010,alpha360_OPEN40,223,355454,337178,0,0,0,0,0,0,0,0.9485840643233724
2010,alpha360_OPEN41,223,355454,337149,0,0,0,0,0,0,0,0.9485024785204274
2010,alpha360_OPEN42,223,355454,337148,0,0,0,0,0,0,0,0.9484996652168776
2010,alpha360_OPEN43,223,355454,337097,0,0,0,0,0,0,0,0.9483561867358364
2010,alpha360_OPEN44,223,355454,337078,0,0,0,0,0,0,0,0.9483027339683897
2010,alpha360_OPEN45,223,355454,337052,0,0,0,0,0,0,0,0.9482295880760943
2010,alpha360_OPEN46,223,355454,337058,0,0,0,0,0,0,0,0.9482464678973932
2010,alpha360_OPEN47,223,355454,337042,0,0,0,0,0,0,0,0.9482014550405959
2010,alpha360_OPEN48,223,355454,337049,0,0,0,0,0,0,0,0.9482211481654448
2010,alpha360_OPEN49,223,355454,337034,0,0,0,0,0,0,0,0.9481789486121973
2010,alpha360_OPEN5,223,355454,339038,0,0,0,0,0,0,0,0.9538168089260495
2010,alpha360_OPEN50,223,355454,337014,0,0,0,0,0,0,0,0.9481226825412008
2010,alpha360_OPEN51,223,355454,337019,0,0,0,0,0,0,0,0.94813674905895
2010,alpha360_OPEN52,223,355454,336991,0,0,0,0,0,0,0,0.9480579765595548
2010,alpha360_OPEN53,223,355454,336937,0,0,0,0,0,0,0,0.9479060581678642
2010,alpha360_OPEN54,223,355454,336922,0,0,0,0,0,0,0,0.9478638586146167
2010,alpha360_OPEN55,223,355454,336907,0,0,0,0,0,0,0,0.9478216590613694
2010,alpha360_OPEN56,223,355454,336895,0,0,0,0,0,0,0,0.9477878994187715
2010,alpha360_OPEN57,223,355454,336886,0,0,0,0,0,0,0,0.9477625796868231
2010,alpha360_OPEN58,223,355454,336873,0,0,0,0,0,0,0,0.9477260067406753
2010,alpha360_OPEN59,223,355454,336863,0,0,0,0,0,0,0,0.947697873705177
2010,alpha360_OPEN6,223,355454,338917,0,0,0,0,0,0,0,0.9534763991965205
2010,alpha360_OPEN7,223,355454,338830,0,0,0,0,0,0,0,0.9532316417876856
2010,alpha360_OPEN8,223,355454,338750,0,0,0,0,0,0,0,0.9530065775036995
