instrument,event_id,record_date,ex_date,handler_family,required_without_exposure
SH600790,f62e6b222610dcdb79b7c8b4,20150520,20150521,unknown_cash_terms,False
SH600793,63d514656970029b634f7a93,20200612,20200615,unknown_cash_terms,False
SH600807,c4b39d59d8946e5932e9490a,20150506,20150507,unknown_cash_terms,False
SH600811,7a65f9d2c4a407ce089c6694,20170721,20170724,unknown_cash_terms,False
SH600815,6edfe293b329c1a0a6ca188b,20191220,20191223,unknown_cash_terms,False
SH600816,37cf83785cacbab3ba7d24be,20150922,20150923,unknown_cash_terms,False
SH600856,4221282ecc4f2d2601477c72,20160819,20160822,unknown_cash_terms,False
SH600869,700bda8ec5e8021def0443de,20151015,20151016,unknown_cash_terms,False
SH600879,066b3a0baa9cea0676d936a7,20170622,20170623,unknown_cash_terms,False
SH600892,cf2fdf6d75f7e084ced5a212,20170608,20170609,unknown_cash_terms,False
SH600959,a261b03ff6bb0357db284024,20160706,20160707,unknown_cash_terms,False
SH600966,f69f315d7d9d1973ad9ed22e,20150513,20150514,unknown_cash_terms,False
SH600984,1e155c2563fe5d0b2cc1864c,20180621,20180622,unknown_cash_terms,False
SH600988,22b2c860c64270ff1e98976e,20171024,20171025,unknown_cash_terms,False
SH600998,c81ac00b895ef02b74ccaf76,20231011,20231012,unknown_cash_terms,False
SH601005,876f1e49323f3b7e23b8e9c0,20171225,20171226,unknown_cash_terms,False
SH601011,c8a2cb73633c6c3836b4e5d3,20150925,20150928,unknown_cash_terms,False
SH601015,77cee4e5ffb8cde87142463e,20160721,20160722,unknown_cash_terms,False
SH601020,729646b6e817484a1ed0ff2c,20230615,20230616,unknown_cash_terms,False
SH601088,8512db439686955930394cd4,20170707,20170710,conflicting_entitlement_terms,False
SH601099,844599b3a42b8ac35d370587,20160926,20160927,unknown_cash_terms,False
SH601126,f3f44717887522383048e065,20151009,20151012,unknown_cash_terms,False
SH601199,96bc14dc8a328c84a8c1d91f,20151217,20151218,unknown_cash_terms,False
SH601258,1e402bee87b4c0edd600ebeb,20150617,20150618,unknown_cash_terms,False
SH601258,1ebcc27e9a3f97a9b9c67d4f,20191227,20191230,unknown_cash_terms,False
SH601388,d7c0844dd9a1a90170464f64,20160725,20160726,unknown_cash_terms,False
SH601518,3913179c0a5d40b17007a38c,20230628,20230629,unknown_cash_terms,False
SH601601,ee0a02da0c65cee5ae276bb9,20210629,20210630,conflicting_entitlement_terms,False
SH601777,3720a5148bde6a8a6ed8ad11,20201222,20201223,unknown_cash_terms,False
SH601908,fe39bdaa140f724f8be7f10a,20150925,20150928,unknown_cash_terms,False
SH601919,29a23ad0d339eae5fafd5130,20210713,20210714,unknown_cash_terms,False
SH601929,083b24c8e5dbe3439a6a7a0c,20151008,20151009,unknown_cash_terms,False
SH603002,bc2e2678ada57308435f5fb7,20151222,20151223,unknown_cash_terms,False
SH603009,027e6c55cb5a17ee8ba1acca,20170727,20170728,unknown_cash_terms,False
SH603025,2e5274a9e6845b8eebd48944,20180829,20180830,unknown_cash_terms,False
SH603032,07ec5e402208727f118cc26d,20230609,20230612,unknown_cash_terms,False
SH603077,5e871ec096fb4626757f8027,20150901,20150902,unknown_cash_terms,False
SH603085,abe77cc9196257a1f035369b,20180926,20180927,unknown_cash_terms,False
SH603101,a71e6b7470099f34b845e407,20190527,20190528,unknown_cash_terms,False
SH603101,22cdce21df9886b07e0d060a,20200609,20200610,unknown_cash_terms,False
SH603110,6b481f9610c2446a5e96768b,20210603,20210604,unknown_cash_terms,False
SH603181,625ccd8ed33828899585ee03,20200918,20200921,unknown_cash_terms,False
SH603181,304196096709d3ed9486dede,20210914,20210915,unknown_cash_terms,False
SH603226,6ad88e008c5687e336c8d391,20200608,20200609,unknown_cash_terms,False
SH603300,b28dd09696ffdbff69ed3cd1,20191014,20191015,unknown_cash_terms,False
SH603300,5d8ceaa52d1522969042f2e8,20230517,20230518,unknown_cash_terms,False
SH603378,b4da85c5ab25a6c6755b27e4,20220607,20220608,unknown_cash_terms,False
SH603389,e1730fed86dbe745b51e44f7,20190603,20190604,unknown_cash_terms,False
SH603398,e1d65d125e2829b31e0a9ebf,20190712,20190715,unknown_cash_terms,False
SH603595,3c4fe6522b3fbdc62864789f,20180927,20180928,unknown_cash_terms,False
SH603598,c6f8499650f9ea89ea8ae0b5,20160620,20160621,unknown_cash_terms,False
SH603603,f22d0c388d249e4440ecaa74,20221222,20221223,unknown_cash_terms,False
SH603609,51b82c5228ec2c74122d64ab,20150917,20150918,unknown_cash_terms,False
SH603686,1a175fbf6d2a0791a47ad2a0,20190926,20190927,unknown_cash_terms,False
SH603698,d76d18307c3ea8676dd43cb9,20190612,20190613,unknown_cash_terms,False
SH603703,3157466d462f081dab03a495,20230616,20230619,unknown_cash_terms,False
SH603709,19444e7ddf52571291868966,20230713,20230714,unknown_cash_terms,False
SH603737,c976127ab764fe94258dd884,20230615,20230616,unknown_cash_terms,False
SH603779,5b4206b7ca17fb8db7198c26,20191011,20191014,unknown_cash_terms,False
SH603789,07053adc76328c74fefb38bb,20170922,20170925,unknown_cash_terms,False
SH603900,d8fc41393dbc8d696945ebdc,20170929,20171009,unknown_cash_terms,False
SH603909,e11b797d62df7ae9b06e4b0b,20190927,20190930,unknown_cash_terms,False
SH603950,2e3f6243888621c0ad8d6f3c,20230509,20230510,unknown_cash_terms,False
SH603963,c2622b51c6d295041329733e,20200605,20200608,unknown_cash_terms,False
SH603969,fbd078036a5eba41dfc5c11a,20180926,20180927,unknown_cash_terms,False
SH603988,686e4a89c4420096c5d055ff,20171115,20171116,unknown_cash_terms,False
SH603990,daed0a0a291f70fbf37d6964,20220629,20220630,unknown_cash_terms,False
SH603990,ec826f8079207ce8da299b00,20230706,20230707,unknown_cash_terms,False
SH603993,bcd4bb91c2fbf26d9365b002,20151112,20151113,unknown_cash_terms,False
SH688039,6185fd5037b75006aac2272d,20230627,20230628,unknown_cash_terms,False
SH688072,928568940cb51e6a9ba498d8,20230927,20230928,unknown_cash_terms,False
SH688189,233abd14aa69caa319bb4a8b,20230612,20230613,unknown_cash_terms,False
SH688200,fd71bb6e8bae5a27387132b3,20220926,20220927,unknown_cash_terms,False
SH688300,8f6021e6898e78257ee1377f,20221107,20221108,unknown_cash_terms,False
SH688327,cf3f49396aeea6754de36bfb,20230612,20230613,unknown_cash_terms,False
SH688333,78d6c17e44172b612113c064,20220927,20220928,unknown_cash_terms,False
SH688339,bf4eaa309b67e4e190ef1fef,20230704,20230705,unknown_cash_terms,False
SH688536,cbfef1d34bf9354e1c7a9e03,20220919,20220920,unknown_cash_terms,False
SH688586,a3c9fc563287df005f0ae2ac,20221012,20221013,unknown_cash_terms,False
SH688601,bdeef8b8e3646c5f8d1d96ca,20220926,20220927,unknown_cash_terms,False
SH688686,5f90625004cb26d2b48e4a58,20220920,20220921,unknown_cash_terms,False
SH688699,5a51e827bfabeec2655d8a87,20220929,20220930,unknown_cash_terms,False
SH688798,d8de28c6b9ea2d226010a4ba,20230615,20230616,unknown_cash_terms,False
SZ000016,6f45af3d01418633f4ffe1b0,20150924,20150925,unknown_cash_terms,False
SZ000018,9a6d9891edcc04adc9f61cb4,20160606,20160607,unknown_cash_terms,False
SZ000019,3cfea13d19c8544ef074f94e,20160621,20160622,unknown_cash_terms,False
SZ000025,3ecba6eb8772fe9ff1c5b77d,20190514,20190515,unknown_cash_terms,False
SZ000035,80ea368c08974df59f52b5d0,20160526,20160527,unknown_cash_terms,False
SZ000048,190677fe1c061f0d76bff291,20191107,20191108,unknown_cash_terms,False
SZ000056,5a0a8239ec6b97ea4c9dbcf5,20160707,20160708,unknown_cash_terms,False
SZ000065,783327c72a75c48e1261041f,20161018,20161019,unknown_cash_terms,False
SZ000078,95f2dad68dd1e0729db88023,20160526,20160527,unknown_cash_terms,False
SZ000100,e1f208438934eea021f312ac,20230505,20230508,unknown_cash_terms,False
SZ000150,166820a3026e8204885caec5,20190527,20190528,unknown_cash_terms,False
SZ000155,6ee8253a845ef685c94fc83c,20161213,20161214,cash_and_listing_terms,False
SZ000409,beddbb1e0b51af098fc84081,20150717,20180803,historical_record_snapshot,False
SZ000410,995227e27aa68143c064d009,20191220,20191223,unknown_cash_terms,False
SZ000420,c2e44dd5f3931300876cc293,20161011,20161012,unknown_cash_terms,False
SZ000425,0ef7700ef22cb0bd1c910833,20150922,20150923,unknown_cash_terms,False
SZ000426,a760d38763544cd989806bd5,20150922,20150923,unknown_cash_terms,False
SZ000523,cfd294263aeb724aa4b5f6b2,20211208,20211209,unknown_cash_terms,False
SZ000545,9fb6cf9c73deadfd412d14c7,20150325,20150326,unknown_cash_terms,False
SZ000545,2efab22e93f92632dd155a6b,20150826,20150827,unknown_cash_terms,False
SZ000555,277d2621f889cde322376f94,20150921,20150922,unknown_cash_terms,False
SZ000558,7fa1f8e0bff398279173da17,20170602,20170605,unknown_cash_terms,False
SZ000566,dd25b1ac528018f953fcd8be,20160530,20160531,unknown_cash_terms,False
SZ000592,1687c9972e00a46395ce2d23,20160608,20160613,unknown_cash_terms,False
SZ000595,2121e524d3d00a032a8b5c78,20161219,20161220,unknown_cash_terms,False
SZ000595,85fbfe6f290c99112a543b9c,20201127,20201130,unknown_cash_terms,False
SZ000597,1bc83d2bb80704e36c57e01e,20190923,20190924,unknown_cash_terms,False
SZ000597,eb0c5cace05fd209e8576080,20200519,20200520,unknown_cash_terms,False
SZ000620,83605b44b9d56f2080e91fb0,20231225,20231226,unknown_cash_terms,False
SZ000657,9be230a0e84352e5f28289fa,20180629,20180702,unknown_cash_terms,False
SZ000657,e4769847f32855a909c060e6,20230608,20230609,unknown_cash_terms,False
SZ000669,5acc1d65e7db7988644de6f2,20180611,20180612,unknown_cash_terms,False
SZ000671,d7b2c7f1d5ef6f667673cda8,20150918,20150921,unknown_cash_terms,False
SZ000673,90579c3a7b38eb7d32dfef8a,20160425,20160426,unknown_cash_terms,False
SZ000683,2c8b69588f49ae09137eabfc,20160511,20160512,unknown_cash_terms,False
SZ000711,829c99d68cb07777db18f9b5,20180525,20180528,unknown_cash_terms,False
SZ000711,93c22d431b73dd2cc3b47b3f,20231215,20231218,unknown_cash_terms,False
SZ000727,5463c18ed066db145c44a3d0,20160623,20160624,unknown_cash_terms,False
SZ000753,c9543041882dc1f01cb8b8d9,20150506,20150507,unknown_cash_terms,False
SZ000760,72af567749f8e18cbf24be91,20150617,20150618,unknown_cash_terms,False
SZ000792,cb42bad001aafc80173deb95,20200330,20200331,unknown_cash_terms,False
SZ000795,da6c40619f892d0d382c5465,20160512,20160513,unknown_cash_terms,False
SZ000796,8078b2e7779ce2937a2f5a53,20231219,20231220,unknown_cash_terms,False
SZ000803,36498799115d752a7641f1d5,20220412,20220413,unknown_cash_terms,False
SZ000803,bb30cce322f8f416e34fb60b,20230712,20230713,unknown_cash_terms,False
SZ000813,672ac36cbf26fda08bb62d1e,20170523,20170524,unknown_cash_terms,False
SZ000836,0b424841b9cd41d3099ff5c9,20160224,20160225,unknown_cash_terms,False
SZ000851,1e53cb44c390272c6f897452,20180503,20180504,unknown_cash_terms,False
SZ000852,d24cb071d3cc4602a44d5ece,20160704,20160705,unknown_cash_terms,False
SZ000852,1d73a8cf19ab64495b3f6a9e,20190717,20190718,unknown_cash_terms,False
SZ000859,04b6418bae6f4c7815c73f9e,20150511,20150512,unknown_cash_terms,False
SZ000889,259c695643f554e020561b83,20200709,20200710,unknown_cash_terms,False
SZ000901,5590b175f2bba4019c01b7cb,20180604,20180605,unknown_cash_terms,False
SZ000912,15d03babc48ba325c64a1f36,20180727,20180730,cash_and_listing_terms,False
SZ000925,47dd096439dafac8f54d1f74,20180620,20180621,unknown_cash_terms,False
SZ000932,4f500b622cf06fd23ca33f60,20190612,20190613,unknown_cash_terms,False
SZ000951,9ccb3017bdc7708ed999f6c6,20210928,20210929,unknown_cash_terms,False
SZ000971,a42bdcfe222c54af8cd6897c,20180424,20180425,unknown_cash_terms,False
SZ000975,bf459d27fb71814fa86a8500,20200923,20200924,unknown_cash_terms,False
SZ000980,88fe0d1294525332572e61a5,20211214,20211215,unknown_cash_terms,False
SZ000981,b44a5879313a07646af373bc,20151112,20151113,unknown_cash_terms,False
SZ000981,6ca1651a3f163c698c951b28,20220221,20220225,unknown_cash_terms,False
SZ000982,14c99417da9943eff2ea15e1,20191224,20191225,unknown_cash_terms,False
SZ000997,6b6b633b2a41c5604060f295,20150605,20150608,unknown_cash_terms,False
SZ002053,b8422613638a8e1e5730b546,20160919,20160920,unknown_cash_terms,False
SZ002072,0846ddb8bdacffa2bd028194,20211223,20211224,unknown_cash_terms,False
SZ002075,46a579ac03d010390cea95d0,20151015,20151016,unknown_cash_terms,False
SZ002076,218ae22c572c7c5b146e25f4,20221220,20221221,unknown_cash_terms,False
SZ002084,61c50bd85a457ff6e82c6147,20200604,20200605,unknown_cash_terms,False
SZ002084,a37ebe1647cbb16c5065c8d9,20210531,20210601,unknown_cash_terms,False
SZ002084,b35ff6e9691969f00156e192,20220517,20220518,unknown_cash_terms,False
SZ002085,78e632bdb334828c9fbd5328,20150828,20150831,unknown_cash_terms,False
SZ002087,6fcae9fee2066599d22b1caf,20160928,20160929,unknown_cash_terms,False
SZ002088,8d8cf427680ac0191946db3e,20211019,20211020,unknown_cash_terms,False
SZ002102,e0325aaca0f3e4d362d705e7,20161011,20161012,unknown_cash_terms,False
SZ002109,deacca669d0bff994fb0387d,20180504,20180507,unknown_cash_terms,False
SZ002112,4546b00fb419f18f0417ae42,20220922,20220923,unknown_cash_terms,False
SZ002113,62e47d07ddc61dd048bfcf6c,20160831,20160901,unknown_cash_terms,False
SZ002113,3931abb80ef9b68d19421cd7,20180516,20180517,unknown_cash_terms,False
SZ002118,9b944b1a26ef5367c6e42c11,20161020,20161021,unknown_cash_terms,False
SZ002125,261ef4aa01cf7fdf7e8cc7fb,20161031,20161101,unknown_cash_terms,False
SZ002131,32f088a06f695210fcf4f9ca,20150820,20150821,unknown_cash_terms,False
SZ002138,4c33487da1fbed18ab90d91d,20150407,20150408,unknown_cash_terms,False
SZ002141,2996e698d9b3ce37f32324bc,20161021,20161024,unknown_cash_terms,False
SZ002145,8224a6e272b5674f10c32df3,20160505,20160506,unknown_cash_terms,False
SZ002149,e9b4f1fae2df8f99bccb62f5,20170602,20170605,unknown_cash_terms,False
SZ002153,fe62f61bbffaea9399e17180,20230616,20230619,unknown_cash_terms,False
SZ002157,7791ccaa02736403374b48a0,20160907,20160908,unknown_cash_terms,False
SZ002162,3ecb223ae43cfdb244696f9a,20150409,20150410,unknown_cash_terms,False
SZ002162,b7c5437b37516b8b577bba80,20160524,20160525,unknown_cash_terms,False
SZ002167,bcc797a62aafc19bd97277e3,20150623,20150624,unknown_cash_terms,False
SZ002171,87e21e9a2e3083ceb34feb6e,20170925,20170926,unknown_cash_terms,False
SZ002175,6fb3b29c5df655335df8fdde,20150623,20150624,unknown_cash_terms,False
SZ002175,a4767cd2c1ba7b1171acf7e9,20211224,20211227,unknown_cash_terms,False
SZ002180,8d092f62b39b17220e5d5665,20160606,20160607,unknown_cash_terms,False
SZ002192,300056f451de75d9fcac0fac,20160322,20160323,unknown_cash_terms,False
SZ002201,6fcf6a86f40515be728996e4,20170607,20170608,unknown_cash_terms,False
SZ002210,193ad590d3f1135409a54736,20201229,20201230,unknown_cash_terms,False
SZ002219,fa1b662f79306633950572a9,20151027,20151028,unknown_cash_terms,False
SZ002219,7094426de7e790a108074c3b,20220622,20220623,cash_and_listing_terms,False
SZ002223,1f2f6a17c4e83752b2912b7d,20150520,20150521,unknown_cash_terms,False
SZ002235,92d1ba389e9bd1e41e7f2688,20160418,20160419,unknown_cash_terms,False
SZ002235,6988797431bf245885ea4279,20180604,20180605,unknown_cash_terms,False
SZ002252,9c070d98c8999ef4590aaa2c,20150916,20150917,unknown_cash_terms,False
SZ002252,e1019d53e3030ab0f19fa137,20160927,20160928,unknown_cash_terms,False
SZ002256,da70b81052f44027cae83edf,20160926,20160927,unknown_cash_terms,False
SZ002260,f131d93b6fe02e83b91db8cc,20200924,20200925,cash_and_listing_terms,False
SZ002263,9f4dcae4f53cda28f8fbe863,20150529,20150601,unknown_cash_terms,False
SZ002271,a9c82533a171c4b0bcbcfe44,20201021,20201022,unknown_cash_terms,False
SZ002289,51af8c4483e74885af05819d,20170704,20170705,unknown_cash_terms,False
SZ002307,d63c0d89ac6d93c4907cc791,20180521,20180522,unknown_cash_terms,False
SZ002318,8510ad8901367abc07655a37,20151020,20151021,unknown_cash_terms,False
SZ002321,232104e17e56b8f6be5b266c,20211231,20220104,unknown_cash_terms,False
SZ002323,7ead6d0e9ac2e8635d1a94d5,20211230,20220106,unknown_cash_terms,False
SZ002326,6b3dc8007682168ca373da8e,20190927,20190930,unknown_cash_terms,False
SZ002329,dcc4f084e502c72181092a5a,20150922,20150923,unknown_cash_terms,False
SZ002335,b49bad7a875638a5c78f4c01,20200925,20200928,unknown_cash_terms,False
SZ002336,7a7c907712f7e128a86ab5b1,20190528,20190529,unknown_cash_terms,False
SZ002347,b9af09e0eab4d5b22ece6435,20160922,20160923,unknown_cash_terms,False
SZ002354,4b7f6b90e0dc32d92657953c,20201207,20201208,unknown_cash_terms,False
SZ002356,6ee7e5a1952cb546d9ecfca1,20211231,20220104,unknown_cash_terms,False
SZ002357,55c27359524e874716b4a122,20150916,20150917,unknown_cash_terms,False
SZ002359,2861f63a781cfee835b70522,20170915,20170918,unknown_cash_terms,False
SZ002366,3559e79b39000f6c039cf0ae,20221221,20221222,unknown_cash_terms,False
SZ002370,edcb7cac6c8756a63956544b,20170919,20170920,unknown_cash_terms,False
SZ002378,bb9a060ad9c2af014696a812,20150520,20150521,unknown_cash_terms,False
SZ002386,045710d59f1b5f98d32d0abb,20150605,20150608,unknown_cash_terms,False
SZ002388,72d9709c8fb0ad77600806f2,20150819,20150820,unknown_cash_terms,False
SZ002395,ee56ee1993742187717cc59c,20200519,20200520,unknown_cash_terms,False
SZ002408,e7f738746bbad592fe2ac708,20210928,20210929,unknown_cash_terms,False
SZ002412,367b2edeb7036e4f5017731e,20190529,20190530,unknown_cash_terms,False
SZ002421,4957a075906697e95e6c97fd,20161017,20161018,unknown_cash_terms,False
SZ002424,9dba282ce963018ae8392b79,20151019,20151020,unknown_cash_terms,False
SZ002427,0d8f5122619030bbf4a70ca5,20200529,20200601,unknown_cash_terms,False
SZ002427,5f231f047a158a7eb093645e,20221209,20221212,unknown_cash_terms,False
SZ002431,8b251a622b8728ee04c24be1,20160505,20160506,unknown_cash_terms,False
SZ002445,87a3f9f8dbd80e4655163909,20201230,20201231,unknown_cash_terms,False
SZ002464,947e145eef0ed643289612af,20180625,20180626,unknown_cash_terms,False
SZ002464,c6e5dcf9b4975130ac65adfa,20190612,20190613,unknown_cash_terms,False
SZ002465,c099ade25c56076e9f9509ed,20150924,20150925,unknown_cash_terms,False
SZ002472,28dae6012504e6ad586a0be8,20160923,20160926,unknown_cash_terms,False
SZ002481,f7db4fa80e3d495b66b83a2f,20151026,20151027,unknown_cash_terms,False
SZ002482,7cc3e856d67408b8af63b78e,20231219,20231220,unknown_cash_terms,False
SZ002485,b6373a66ad6531465e37b0bf,20180611,20180612,unknown_cash_terms,False
SZ002493,a05b26c7dc22bc5fef3e2d84,20150924,20150925,unknown_cash_terms,False
SZ002494,4f54c31e27f78e5f29769072,20150408,20150409,unknown_cash_terms,False
SZ002495,bfae0608b847c08b2ce0f737,20160923,20160926,unknown_cash_terms,False
SZ002501,069b50bbaa2a6d71080abe4a,20201230,20201231,unknown_cash_terms,False
SZ002502,baed941d4366615272f664d6,20160912,20160913,unknown_cash_terms,False
SZ002505,3c11976cc636c696d1d62158,20160607,20160608,unknown_cash_terms,False
SZ002512,51577b0a45c161a4ff4368e1,20150921,20150922,unknown_cash_terms,False
SZ002514,63348ccb9765d14e0a4bc545,20160526,20160527,unknown_cash_terms,False
SZ002515,868660977fafb0888a0def60,20170519,20170522,unknown_cash_terms,False
SZ002526,441fad7d69395c9a56492f22,20180525,20180528,unknown_cash_terms,False
SZ002526,4821f313519b23e48276d30a,20180919,20180920,unknown_cash_terms,False
SZ002528,69d73e6df03bd5ec71620833,20160520,20160523,unknown_cash_terms,False
SZ002529,5123da42f676304857d88d17,20150420,20150421,unknown_cash_terms,False
SZ002535,13f06db262f5b0565a51ab83,20160428,20160429,unknown_cash_terms,False
SZ002539,9d5c0f4cf48089969c6de839,20150918,20150921,unknown_cash_terms,False
SZ002540,732f82da31641b884a198500,20150410,20150413,unknown_cash_terms,False
SZ002547,25196aba79da9dfd062423cd,20151021,20151022,unknown_cash_terms,False
SZ002549,6cb6f4deaa5c2bac21d41b77,20150602,20150603,unknown_cash_terms,False
SZ002560,f4aabd86a11420399333fa6e,20160506,20160509,unknown_cash_terms,False
SZ002562,0600493cc3a8aba6606b83a5,20160708,20160711,unknown_cash_terms,False
SZ002563,5dbf717b63494994ffd25ba4,20150924,20150925,unknown_cash_terms,False
SZ002565,e3b01d7afb5d0d4fe7b55aee,20190531,20190603,unknown_cash_terms,False
SZ002578,77c5890ef892508d337ffb9b,20170522,20170523,unknown_cash_terms,False
