universe,instrument,start,end
all_stock_shsz_liquid2000,SZ001896,2000-01-04,2026-06-09
all_stock_shsz_liquid2000,SZ001979,2015-12-30,2026-06-09
all_stock_shsz_liquid2000,SZ002001,2004-06-25,2026-06-09
all_stock_shsz_liquid2000,SZ002002,2004-06-25,2024-01-18
all_stock_shsz_liquid2000,SZ002004,2004-06-25,2026-06-09
all_stock_shsz_liquid2000,SZ002005,2004-06-25,2026-06-09
all_stock_shsz_liquid2000,SZ002007,2004-06-25,2026-06-09
all_stock_shsz_liquid2000,SZ002008,2004-06-25,2026-06-09
all_stock_shsz_liquid2000,SZ002009,2004-06-29,2026-06-09
all_stock_shsz_liquid2000,SZ002010,2004-06-29,2026-06-09
all_stock_shsz_liquid2000,SZ002011,2004-07-05,2026-06-09
all_stock_shsz_liquid2000,SZ002016,2004-07-08,2026-06-09
all_stock_shsz_liquid2000,SZ002017,2004-07-13,2026-06-09
all_stock_shsz_liquid2000,SZ002019,2004-07-13,2026-06-09
all_stock_shsz_liquid2000,SZ002020,2004-07-15,2026-06-09
all_stock_shsz_liquid2000,SZ002021,2004-07-15,2026-06-09
all_stock_shsz_liquid2000,SZ002022,2004-07-21,2026-06-09
all_stock_shsz_liquid2000,SZ002023,2004-07-21,2026-06-09
all_stock_shsz_liquid2000,SZ002024,2004-07-21,2026-06-09
all_stock_shsz_liquid2000,SZ002027,2004-08-04,2026-06-09
all_stock_shsz_liquid2000,SZ002028,2004-08-05,2026-06-09
all_stock_shsz_liquid2000,SZ002029,2004-08-06,2026-06-09
all_stock_shsz_liquid2000,SZ002030,2004-08-09,2026-06-09
all_stock_shsz_liquid2000,SZ002031,2004-08-16,2026-06-09
all_stock_shsz_liquid2000,SZ002033,2004-08-25,2026-06-09
all_stock_shsz_liquid2000,SZ002035,2004-09-01,2026-06-09
all_stock_shsz_liquid2000,SZ002036,2004-09-03,2026-06-09
all_stock_shsz_liquid2000,SZ002037,2004-09-08,2026-06-09
all_stock_shsz_liquid2000,SZ002038,2004-09-09,2026-06-09
all_stock_shsz_liquid2000,SZ002039,2005-03-03,2026-06-09
all_stock_shsz_liquid2000,SZ002040,2005-03-25,2026-06-09
all_stock_shsz_liquid2000,SZ002041,2005-04-18,2026-06-09
all_stock_shsz_liquid2000,SZ002042,2005-04-27,2026-06-09
all_stock_shsz_liquid2000,SZ002043,2005-05-10,2026-06-09
all_stock_shsz_liquid2000,SZ002045,2005-05-23,2026-06-09
all_stock_shsz_liquid2000,SZ002047,2005-05-31,2026-06-09
all_stock_shsz_liquid2000,SZ002049,2005-06-06,2026-06-09
all_stock_shsz_liquid2000,SZ002050,2005-06-07,2026-06-09
all_stock_shsz_liquid2000,SZ002051,2006-06-19,2026-06-09
all_stock_shsz_liquid2000,SZ002054,2006-07-25,2026-06-09
all_stock_shsz_liquid2000,SZ002056,2006-08-02,2026-06-09
all_stock_shsz_liquid2000,SZ002058,2006-08-02,2026-06-09
all_stock_shsz_liquid2000,SZ002060,2006-08-10,2026-06-09
all_stock_shsz_liquid2000,SZ002063,2006-08-23,2026-06-09
all_stock_shsz_liquid2000,SZ002064,2006-08-23,2026-06-09
all_stock_shsz_liquid2000,SZ002066,2006-08-23,2026-06-09
all_stock_shsz_liquid2000,SZ002067,2006-09-15,2026-06-09
all_stock_shsz_liquid2000,SZ002068,2006-09-15,2026-06-09
all_stock_shsz_liquid2000,SZ002073,2006-10-18,2026-06-09
all_stock_shsz_liquid2000,SZ002074,2006-10-18,2026-06-09
all_stock_shsz_liquid2000,SZ002076,2006-10-25,2026-06-09
all_stock_shsz_liquid2000,SZ002077,2006-11-16,2026-06-09
all_stock_shsz_liquid2000,SZ002078,2006-11-16,2026-06-09
all_stock_shsz_liquid2000,SZ002079,2006-11-16,2026-06-09
all_stock_shsz_liquid2000,SZ002080,2006-11-20,2026-06-09
all_stock_shsz_liquid2000,SZ002081,2006-11-20,2026-06-09
all_stock_shsz_liquid2000,SZ002082,2006-11-20,2026-06-09
all_stock_shsz_liquid2000,SZ002084,2006-11-24,2026-06-09
all_stock_shsz_liquid2000,SZ002085,2006-11-28,2026-06-09
all_stock_shsz_liquid2000,SZ002086,2006-11-28,2026-06-09
all_stock_shsz_liquid2000,SZ002087,2006-11-30,2024-06-27
all_stock_shsz_liquid2000,SZ002090,2006-12-08,2026-06-09
all_stock_shsz_liquid2000,SZ002091,2006-12-08,2026-06-09
all_stock_shsz_liquid2000,SZ002092,2006-12-08,2026-06-09
all_stock_shsz_liquid2000,SZ002093,2006-12-15,2026-06-09
all_stock_shsz_liquid2000,SZ002095,2006-12-15,2026-06-09
all_stock_shsz_liquid2000,SZ002097,2006-12-22,2026-06-09
all_stock_shsz_liquid2000,SZ002098,2006-12-22,2026-06-09
all_stock_shsz_liquid2000,SZ002099,2006-12-26,2026-06-09
all_stock_shsz_liquid2000,SZ002102,2006-12-29,2026-06-09
all_stock_shsz_liquid2000,SZ002103,2007-01-10,2026-06-09
all_stock_shsz_liquid2000,SZ002104,2007-01-10,2026-06-09
all_stock_shsz_liquid2000,SZ002105,2007-01-12,2026-06-09
all_stock_shsz_liquid2000,SZ002106,2007-01-12,2026-06-09
all_stock_shsz_liquid2000,SZ002107,2007-01-24,2026-06-09
all_stock_shsz_liquid2000,SZ002108,2007-01-24,2026-06-09
all_stock_shsz_liquid2000,SZ002110,2007-01-26,2026-06-09
all_stock_shsz_liquid2000,SZ002111,2007-01-26,2026-06-09
all_stock_shsz_liquid2000,SZ002114,2007-02-15,2026-06-09
all_stock_shsz_liquid2000,SZ002115,2007-02-15,2026-06-09
all_stock_shsz_liquid2000,SZ002117,2007-03-02,2026-06-09
all_stock_shsz_liquid2000,SZ002119,2007-03-02,2026-06-09
all_stock_shsz_liquid2000,SZ002120,2007-03-06,2026-06-09
all_stock_shsz_liquid2000,SZ002121,2007-03-06,2026-06-09
all_stock_shsz_liquid2000,SZ002123,2007-03-28,2026-06-09
all_stock_shsz_liquid2000,SZ002124,2007-04-03,2026-06-09
all_stock_shsz_liquid2000,SZ002125,2007-04-03,2026-06-09
all_stock_shsz_liquid2000,SZ002126,2007-04-18,2026-06-09
all_stock_shsz_liquid2000,SZ002128,2007-04-18,2026-06-09
all_stock_shsz_liquid2000,SZ002130,2007-04-20,2026-06-09
all_stock_shsz_liquid2000,SZ002131,2007-04-27,2026-06-09
all_stock_shsz_liquid2000,SZ002132,2007-04-27,2026-06-09
all_stock_shsz_liquid2000,SZ002133,2007-04-27,2026-06-09
all_stock_shsz_liquid2000,SZ002134,2007-05-16,2026-06-09
all_stock_shsz_liquid2000,SZ002135,2007-05-30,2026-06-09
all_stock_shsz_liquid2000,SZ002136,2007-05-30,2026-06-09
all_stock_shsz_liquid2000,SZ002137,2007-06-13,2026-06-09
all_stock_shsz_liquid2000,SZ002138,2007-06-13,2026-06-09
all_stock_shsz_liquid2000,SZ002139,2007-06-29,2026-06-09
all_stock_shsz_liquid2000,SZ002141,2007-07-20,2026-06-09
all_stock_shsz_liquid2000,SZ002142,2007-07-19,2026-06-09
all_stock_shsz_liquid2000,SZ002144,2007-08-03,2026-06-09
all_stock_shsz_liquid2000,SZ002145,2007-08-03,2026-06-09
all_stock_shsz_liquid2000,SZ002146,2007-08-08,2026-06-09
all_stock_shsz_liquid2000,SZ002148,2007-08-10,2026-06-09
all_stock_shsz_liquid2000,SZ002149,2007-08-10,2026-06-09
all_stock_shsz_liquid2000,SZ002150,2007-08-10,2026-06-09
all_stock_shsz_liquid2000,SZ002151,2007-08-13,2026-06-09
all_stock_shsz_liquid2000,SZ002152,2007-08-13,2026-06-09
all_stock_shsz_liquid2000,SZ002153,2007-08-13,2026-06-09
all_stock_shsz_liquid2000,SZ002154,2007-08-16,2026-06-09
all_stock_shsz_liquid2000,SZ002155,2007-08-16,2026-06-09
all_stock_shsz_liquid2000,SZ002156,2007-08-16,2026-06-09
all_stock_shsz_liquid2000,SZ002157,2007-08-17,2026-06-09
all_stock_shsz_liquid2000,SZ002159,2007-08-17,2026-06-09
all_stock_shsz_liquid2000,SZ002161,2007-08-21,2026-06-09
all_stock_shsz_liquid2000,SZ002162,2007-08-23,2026-06-09
all_stock_shsz_liquid2000,SZ002163,2007-08-23,2026-06-09
all_stock_shsz_liquid2000,SZ002165,2007-09-13,2026-06-09
all_stock_shsz_liquid2000,SZ002166,2007-09-13,2026-06-09
all_stock_shsz_liquid2000,SZ002167,2007-09-13,2026-06-09
all_stock_shsz_liquid2000,SZ002168,2007-09-19,2026-06-09
all_stock_shsz_liquid2000,SZ002169,2007-09-19,2026-06-09
all_stock_shsz_liquid2000,SZ002170,2007-09-19,2026-06-09
all_stock_shsz_liquid2000,SZ002171,2007-09-21,2026-06-09
all_stock_shsz_liquid2000,SZ002172,2007-09-21,2026-06-09
all_stock_shsz_liquid2000,SZ002174,2007-09-25,2026-06-09
all_stock_shsz_liquid2000,SZ002176,2007-10-12,2026-06-09
all_stock_shsz_liquid2000,SZ002177,2007-11-01,2026-06-09
all_stock_shsz_liquid2000,SZ002178,2007-11-01,2026-06-09
all_stock_shsz_liquid2000,SZ002179,2007-11-01,2026-06-09
all_stock_shsz_liquid2000,SZ002181,2007-11-16,2026-06-09
all_stock_shsz_liquid2000,SZ002182,2007-11-13,2026-06-09
all_stock_shsz_liquid2000,SZ002183,2007-11-13,2026-06-09
all_stock_shsz_liquid2000,SZ002184,2007-11-16,2026-06-09
all_stock_shsz_liquid2000,SZ002185,2007-11-20,2026-06-09
all_stock_shsz_liquid2000,SZ002188,2007-11-22,2026-06-09
all_stock_shsz_liquid2000,SZ002189,2007-12-03,2026-06-09
all_stock_shsz_liquid2000,SZ002190,2007-12-03,2026-06-09
all_stock_shsz_liquid2000,SZ002191,2007-12-05,2026-06-09
all_stock_shsz_liquid2000,SZ002192,2007-12-05,2026-06-09
all_stock_shsz_liquid2000,SZ002193,2007-12-07,2026-06-09
all_stock_shsz_liquid2000,SZ002194,2007-12-07,2026-06-09
all_stock_shsz_liquid2000,SZ002195,2007-12-12,2026-06-09
all_stock_shsz_liquid2000,SZ002196,2007-12-12,2026-06-09
all_stock_shsz_liquid2000,SZ002197,2007-12-18,2026-06-09
all_stock_shsz_liquid2000,SZ002198,2007-12-18,2026-06-09
all_stock_shsz_liquid2000,SZ002200,2007-12-21,2026-06-09
all_stock_shsz_liquid2000,SZ002202,2007-12-26,2026-06-09
all_stock_shsz_liquid2000,SZ002203,2008-01-16,2026-06-09
all_stock_shsz_liquid2000,SZ002204,2008-01-16,2026-06-09
all_stock_shsz_liquid2000,SZ002205,2008-01-23,2026-06-09
all_stock_shsz_liquid2000,SZ002206,2008-01-23,2026-06-09
all_stock_shsz_liquid2000,SZ002208,2008-01-28,2026-06-09
all_stock_shsz_liquid2000,SZ002210,2008-01-30,2026-06-09
all_stock_shsz_liquid2000,SZ002213,2008-02-01,2026-06-09
all_stock_shsz_liquid2000,SZ002214,2008-02-18,2026-06-09
all_stock_shsz_liquid2000,SZ002215,2008-02-18,2026-06-09
all_stock_shsz_liquid2000,SZ002217,2008-02-20,2026-06-09
all_stock_shsz_liquid2000,SZ002218,2008-02-28,2026-06-09
all_stock_shsz_liquid2000,SZ002221,2008-03-06,2026-06-09
all_stock_shsz_liquid2000,SZ002222,2008-03-19,2026-06-09
all_stock_shsz_liquid2000,SZ002223,2008-04-18,2026-06-09
all_stock_shsz_liquid2000,SZ002224,2008-04-25,2026-06-09
all_stock_shsz_liquid2000,SZ002226,2008-05-06,2026-06-09
all_stock_shsz_liquid2000,SZ002227,2008-05-06,2026-06-09
all_stock_shsz_liquid2000,SZ002228,2008-05-08,2026-06-09
all_stock_shsz_liquid2000,SZ002229,2008-05-08,2026-06-09
all_stock_shsz_liquid2000,SZ002230,2008-05-12,2026-06-09
all_stock_shsz_liquid2000,SZ002231,2008-05-12,2026-01-29
all_stock_shsz_liquid2000,SZ002232,2008-05-09,2026-06-09
all_stock_shsz_liquid2000,SZ002233,2008-05-16,2026-06-09
all_stock_shsz_liquid2000,SZ002234,2008-05-16,2026-06-09
all_stock_shsz_liquid2000,SZ002235,2008-05-16,2026-06-09
all_stock_shsz_liquid2000,SZ002236,2008-05-20,2026-06-09
all_stock_shsz_liquid2000,SZ002237,2008-05-20,2026-06-09
all_stock_shsz_liquid2000,SZ002238,2008-05-26,2026-06-09
all_stock_shsz_liquid2000,SZ002239,2008-05-22,2026-06-09
all_stock_shsz_liquid2000,SZ002240,2008-05-23,2026-06-09
all_stock_shsz_liquid2000,SZ002241,2008-05-22,2026-06-09
all_stock_shsz_liquid2000,SZ002242,2008-05-28,2026-06-09
all_stock_shsz_liquid2000,SZ002243,2008-05-28,2026-06-09
all_stock_shsz_liquid2000,SZ002244,2008-05-29,2026-06-09
all_stock_shsz_liquid2000,SZ002245,2008-06-05,2026-06-09
all_stock_shsz_liquid2000,SZ002247,2008-06-12,2026-06-09
all_stock_shsz_liquid2000,SZ002248,2008-06-12,2026-06-09
all_stock_shsz_liquid2000,SZ002249,2008-06-19,2026-06-09
all_stock_shsz_liquid2000,SZ002250,2008-06-19,2026-06-09
all_stock_shsz_liquid2000,SZ002251,2008-06-19,2026-06-09
all_stock_shsz_liquid2000,SZ002252,2008-06-23,2026-06-09
all_stock_shsz_liquid2000,SZ002253,2008-06-23,2026-06-09
all_stock_shsz_liquid2000,SZ002254,2008-06-25,2026-06-09
all_stock_shsz_liquid2000,SZ002255,2008-06-25,2026-06-09
all_stock_shsz_liquid2000,SZ002256,2008-06-25,2026-06-09
all_stock_shsz_liquid2000,SZ002258,2008-07-08,2026-06-09
all_stock_shsz_liquid2000,SZ002259,2008-07-16,2026-06-09
all_stock_shsz_liquid2000,SZ002261,2008-07-23,2026-06-09
all_stock_shsz_liquid2000,SZ002262,2008-07-23,2026-06-09
all_stock_shsz_liquid2000,SZ002263,2008-07-28,2026-06-09
all_stock_shsz_liquid2000,SZ002264,2008-07-31,2026-06-09
all_stock_shsz_liquid2000,SZ002265,2008-08-06,2026-06-09
all_stock_shsz_liquid2000,SZ002268,2008-08-11,2026-06-09
all_stock_shsz_liquid2000,SZ002269,2008-08-28,2026-06-09
all_stock_shsz_liquid2000,SZ002270,2008-09-05,2026-06-09
all_stock_shsz_liquid2000,SZ002271,2008-09-10,2026-06-09
all_stock_shsz_liquid2000,SZ002272,2008-09-19,2026-06-09
all_stock_shsz_liquid2000,SZ002273,2008-09-19,2026-06-09
all_stock_shsz_liquid2000,SZ002274,2008-09-25,2026-06-09
all_stock_shsz_liquid2000,SZ002276,2009-07-10,2026-06-09
all_stock_shsz_liquid2000,SZ002277,2009-07-17,2026-06-09
all_stock_shsz_liquid2000,SZ002279,2009-08-11,2026-06-09
all_stock_shsz_liquid2000,SZ002281,2009-08-21,2026-06-09
all_stock_shsz_liquid2000,SZ002284,2009-08-28,2026-06-09
all_stock_shsz_liquid2000,SZ002285,2009-08-28,2026-06-09
all_stock_shsz_liquid2000,SZ002286,2009-08-28,2026-06-09
all_stock_shsz_liquid2000,SZ002287,2009-08-28,2026-06-09
all_stock_shsz_liquid2000,SZ002290,2009-09-03,2026-06-09
all_stock_shsz_liquid2000,SZ002292,2009-09-10,2026-06-09
all_stock_shsz_liquid2000,SZ002294,2009-09-10,2026-06-09
all_stock_shsz_liquid2000,SZ002295,2009-09-29,2026-06-09
all_stock_shsz_liquid2000,SZ002296,2009-09-29,2026-06-09
all_stock_shsz_liquid2000,SZ002298,2009-09-29,2026-06-09
all_stock_shsz_liquid2000,SZ002299,2009-10-21,2026-06-09
all_stock_shsz_liquid2000,SZ002301,2009-10-21,2026-06-09
all_stock_shsz_liquid2000,SZ002303,2009-11-03,2026-06-09
all_stock_shsz_liquid2000,SZ002304,2009-11-06,2026-06-09
all_stock_shsz_liquid2000,SZ002307,2009-11-11,2026-06-09
all_stock_shsz_liquid2000,SZ002308,2009-11-27,2024-08-22
all_stock_shsz_liquid2000,SZ002309,2009-11-27,2026-06-09
all_stock_shsz_liquid2000,SZ002310,2009-11-27,2026-06-09
all_stock_shsz_liquid2000,SZ002311,2009-11-27,2026-06-09
all_stock_shsz_liquid2000,SZ002313,2009-12-03,2026-06-09
all_stock_shsz_liquid2000,SZ002315,2009-12-09,2026-06-09
all_stock_shsz_liquid2000,SZ002317,2009-12-11,2026-06-09
all_stock_shsz_liquid2000,SZ002318,2009-12-11,2026-06-09
all_stock_shsz_liquid2000,SZ002320,2009-12-16,2026-06-09
all_stock_shsz_liquid2000,SZ002321,2009-12-16,2026-06-09
all_stock_shsz_liquid2000,SZ002322,2009-12-18,2026-06-09
all_stock_shsz_liquid2000,SZ002323,2009-12-18,2026-06-09
all_stock_shsz_liquid2000,SZ002324,2009-12-18,2026-06-09
all_stock_shsz_liquid2000,SZ002325,2009-12-22,2024-06-28
all_stock_shsz_liquid2000,SZ002328,2009-12-30,2026-06-09
all_stock_shsz_liquid2000,SZ002329,2010-01-06,2026-06-09
all_stock_shsz_liquid2000,SZ002330,2010-01-06,2026-06-09
all_stock_shsz_liquid2000,SZ002331,2010-01-06,2026-06-09
all_stock_shsz_liquid2000,SZ002332,2010-01-12,2026-06-09
all_stock_shsz_liquid2000,SZ002334,2010-01-13,2026-06-09
all_stock_shsz_liquid2000,SZ002335,2010-01-13,2026-06-09
all_stock_shsz_liquid2000,SZ002337,2010-01-15,2026-06-09
all_stock_shsz_liquid2000,SZ002339,2010-01-22,2026-06-09
all_stock_shsz_liquid2000,SZ002340,2010-01-22,2026-06-09
all_stock_shsz_liquid2000,SZ002341,2010-01-22,2024-07-02
all_stock_shsz_liquid2000,SZ002342,2010-01-26,2026-06-09
all_stock_shsz_liquid2000,SZ002343,2010-01-26,2026-06-09
all_stock_shsz_liquid2000,SZ002344,2010-01-26,2026-06-09
all_stock_shsz_liquid2000,SZ002345,2010-01-28,2026-06-09
all_stock_shsz_liquid2000,SZ002346,2010-01-28,2026-06-09
all_stock_shsz_liquid2000,SZ002348,2010-02-03,2026-06-09
all_stock_shsz_liquid2000,SZ002351,2010-02-05,2026-06-09
all_stock_shsz_liquid2000,SZ002352,2010-02-05,2026-06-09
all_stock_shsz_liquid2000,SZ002353,2010-02-05,2026-06-09
all_stock_shsz_liquid2000,SZ002357,2010-02-10,2026-06-09
all_stock_shsz_liquid2000,SZ002358,2010-02-10,2026-06-09
all_stock_shsz_liquid2000,SZ002360,2010-03-03,2026-06-09
all_stock_shsz_liquid2000,SZ002361,2010-03-03,2026-06-09
all_stock_shsz_liquid2000,SZ002362,2010-03-03,2026-06-09
all_stock_shsz_liquid2000,SZ002363,2010-03-05,2026-06-09
all_stock_shsz_liquid2000,SZ002364,2010-03-05,2026-06-09
all_stock_shsz_liquid2000,SZ002365,2010-03-05,2026-06-09
all_stock_shsz_liquid2000,SZ002366,2010-03-12,2026-06-09
all_stock_shsz_liquid2000,SZ002367,2010-03-12,2026-06-09
all_stock_shsz_liquid2000,SZ002368,2010-03-12,2026-06-09
all_stock_shsz_liquid2000,SZ002369,2010-03-16,2026-06-09
all_stock_shsz_liquid2000,SZ002371,2010-03-16,2026-06-09
all_stock_shsz_liquid2000,SZ002372,2010-03-18,2026-06-09
all_stock_shsz_liquid2000,SZ002374,2010-03-18,2026-06-09
all_stock_shsz_liquid2000,SZ002375,2010-03-23,2026-06-09
all_stock_shsz_liquid2000,SZ002376,2010-03-23,2026-06-09
all_stock_shsz_liquid2000,SZ002378,2010-03-31,2026-06-09
all_stock_shsz_liquid2000,SZ002380,2010-03-31,2026-06-09
all_stock_shsz_liquid2000,SZ002381,2010-04-02,2026-06-09
all_stock_shsz_liquid2000,SZ002383,2010-04-02,2026-06-09
all_stock_shsz_liquid2000,SZ002384,2010-04-09,2026-06-09
all_stock_shsz_liquid2000,SZ002385,2010-04-09,2026-06-09
all_stock_shsz_liquid2000,SZ002386,2010-04-09,2026-06-09
all_stock_shsz_liquid2000,SZ002387,2010-04-13,2026-06-09
all_stock_shsz_liquid2000,SZ002388,2010-04-13,2026-06-09
all_stock_shsz_liquid2000,SZ002390,2010-04-16,2026-06-09
all_stock_shsz_liquid2000,SZ002392,2010-04-23,2026-06-09
all_stock_shsz_liquid2000,SZ002393,2010-04-23,2026-06-09
all_stock_shsz_liquid2000,SZ002395,2010-04-29,2026-06-09
all_stock_shsz_liquid2000,SZ002399,2010-05-06,2026-06-09
all_stock_shsz_liquid2000,SZ002400,2010-05-06,2026-06-09
all_stock_shsz_liquid2000,SZ002401,2010-05-06,2026-06-09
all_stock_shsz_liquid2000,SZ002402,2010-05-11,2026-06-09
all_stock_shsz_liquid2000,SZ002404,2010-05-11,2026-06-09
all_stock_shsz_liquid2000,SZ002405,2010-05-18,2026-06-09
all_stock_shsz_liquid2000,SZ002406,2010-05-18,2026-06-09
all_stock_shsz_liquid2000,SZ002407,2010-05-18,2026-06-09
all_stock_shsz_liquid2000,SZ002408,2010-05-18,2026-06-09
all_stock_shsz_liquid2000,SZ002409,2010-05-25,2026-06-09
all_stock_shsz_liquid2000,SZ002410,2010-05-25,2026-06-09
all_stock_shsz_liquid2000,SZ002413,2010-05-28,2026-06-09
all_stock_shsz_liquid2000,SZ002414,2010-07-16,2026-06-09
all_stock_shsz_liquid2000,SZ002415,2010-05-28,2026-06-09
all_stock_shsz_liquid2000,SZ002416,2010-05-28,2026-06-09
all_stock_shsz_liquid2000,SZ002418,2010-06-01,2026-06-09
all_stock_shsz_liquid2000,SZ002421,2010-06-03,2026-06-09
all_stock_shsz_liquid2000,SZ002422,2010-06-03,2026-06-09
all_stock_shsz_liquid2000,SZ002423,2010-06-03,2026-06-09
all_stock_shsz_liquid2000,SZ002424,2010-06-03,2026-06-09
all_stock_shsz_liquid2000,SZ002425,2010-06-08,2026-06-09
all_stock_shsz_liquid2000,SZ002426,2010-06-08,2026-06-09
all_stock_shsz_liquid2000,SZ002428,2010-06-08,2026-06-09
all_stock_shsz_liquid2000,SZ002429,2010-06-10,2026-06-09
all_stock_shsz_liquid2000,SZ002431,2010-06-10,2026-06-09
all_stock_shsz_liquid2000,SZ002432,2010-06-10,2026-06-09
all_stock_shsz_liquid2000,SZ002433,2010-06-18,2024-07-04
all_stock_shsz_liquid2000,SZ002436,2010-06-18,2026-06-09
all_stock_shsz_liquid2000,SZ002437,2010-06-23,2026-06-09
all_stock_shsz_liquid2000,SZ002438,2010-06-23,2026-06-09
all_stock_shsz_liquid2000,SZ002439,2010-06-23,2026-06-09
all_stock_shsz_liquid2000,SZ002440,2010-07-06,2026-06-09
all_stock_shsz_liquid2000,SZ002441,2010-07-06,2026-06-09
all_stock_shsz_liquid2000,SZ002443,2010-07-06,2026-06-09
all_stock_shsz_liquid2000,SZ002444,2010-07-13,2026-06-09
all_stock_shsz_liquid2000,SZ002446,2010-07-13,2026-06-09
all_stock_shsz_liquid2000,SZ002448,2010-07-16,2026-06-09
all_stock_shsz_liquid2000,SZ002449,2010-07-16,2026-06-09
all_stock_shsz_liquid2000,SZ002451,2010-07-20,2026-06-09
all_stock_shsz_liquid2000,SZ002452,2010-07-20,2026-06-09
all_stock_shsz_liquid2000,SZ002453,2010-07-20,2026-06-09
all_stock_shsz_liquid2000,SZ002454,2010-07-20,2026-06-09
all_stock_shsz_liquid2000,SZ002455,2010-08-03,2026-06-09
all_stock_shsz_liquid2000,SZ002456,2010-08-03,2026-06-09
all_stock_shsz_liquid2000,SZ002457,2010-08-03,2026-06-09
all_stock_shsz_liquid2000,SZ002458,2010-08-10,2026-06-09
all_stock_shsz_liquid2000,SZ002460,2010-08-10,2026-06-09
all_stock_shsz_liquid2000,SZ002462,2010-08-18,2026-06-09
all_stock_shsz_liquid2000,SZ002463,2010-08-18,2026-06-09
all_stock_shsz_liquid2000,SZ002466,2010-08-31,2026-06-09
all_stock_shsz_liquid2000,SZ002467,2010-09-08,2026-06-09
all_stock_shsz_liquid2000,SZ002468,2010-09-08,2026-06-09
all_stock_shsz_liquid2000,SZ002469,2010-09-08,2026-06-09
all_stock_shsz_liquid2000,SZ002470,2010-09-08,2026-06-09
all_stock_shsz_liquid2000,SZ002471,2010-09-10,2026-06-09
all_stock_shsz_liquid2000,SZ002474,2010-09-15,2026-06-09
all_stock_shsz_liquid2000,SZ002475,2010-09-15,2026-06-09
all_stock_shsz_liquid2000,SZ002476,2010-09-15,2026-06-09
all_stock_shsz_liquid2000,SZ002479,2010-09-21,2026-06-09
all_stock_shsz_liquid2000,SZ002480,2010-09-21,2026-06-09
all_stock_shsz_liquid2000,SZ002481,2010-09-21,2026-06-09
all_stock_shsz_liquid2000,SZ002482,2010-09-29,2026-06-09
all_stock_shsz_liquid2000,SZ002483,2010-09-29,2026-06-09
all_stock_shsz_liquid2000,SZ002484,2010-09-29,2026-06-09
all_stock_shsz_liquid2000,SZ002486,2010-10-15,2026-06-09
all_stock_shsz_liquid2000,SZ002488,2010-10-21,2026-06-09
all_stock_shsz_liquid2000,SZ002489,2010-10-21,2026-06-09
all_stock_shsz_liquid2000,SZ002490,2010-10-21,2026-06-09
all_stock_shsz_liquid2000,SZ002493,2010-11-02,2026-06-09
all_stock_shsz_liquid2000,SZ002494,2010-11-02,2026-06-09
all_stock_shsz_liquid2000,SZ002495,2010-11-02,2026-06-09
all_stock_shsz_liquid2000,SZ002496,2010-11-09,2026-06-09
all_stock_shsz_liquid2000,SZ002497,2010-11-09,2026-06-09
all_stock_shsz_liquid2000,SZ002498,2010-11-09,2026-06-09
all_stock_shsz_liquid2000,SZ002500,2010-11-15,2026-06-09
all_stock_shsz_liquid2000,SZ002501,2010-11-17,2026-06-09
all_stock_shsz_liquid2000,SZ002502,2010-11-17,2024-07-16
all_stock_shsz_liquid2000,SZ002505,2010-11-18,2024-07-02
all_stock_shsz_liquid2000,SZ002506,2010-11-18,2026-06-09
all_stock_shsz_liquid2000,SZ002508,2010-11-23,2026-06-09
all_stock_shsz_liquid2000,SZ002510,2010-11-25,2026-06-09
all_stock_shsz_liquid2000,SZ002511,2010-11-25,2026-06-09
all_stock_shsz_liquid2000,SZ002512,2010-12-03,2026-06-09
all_stock_shsz_liquid2000,SZ002514,2010-12-03,2026-06-09
all_stock_shsz_liquid2000,SZ002516,2010-12-07,2026-06-09
all_stock_shsz_liquid2000,SZ002517,2010-12-07,2026-06-09
all_stock_shsz_liquid2000,SZ002518,2010-12-07,2026-06-09
all_stock_shsz_liquid2000,SZ002519,2010-12-07,2026-06-09
all_stock_shsz_liquid2000,SZ002521,2010-12-10,2026-06-09
all_stock_shsz_liquid2000,SZ002522,2010-12-10,2026-06-09
all_stock_shsz_liquid2000,SZ002527,2010-12-24,2026-06-09
all_stock_shsz_liquid2000,SZ002528,2010-12-24,2026-06-09
all_stock_shsz_liquid2000,SZ002529,2010-12-24,2026-06-09
all_stock_shsz_liquid2000,SZ002530,2010-12-31,2026-06-09
all_stock_shsz_liquid2000,SZ002533,2010-12-31,2026-06-09
all_stock_shsz_liquid2000,SZ002535,2011-01-11,2026-06-09
all_stock_shsz_liquid2000,SZ002536,2011-01-11,2026-06-09
all_stock_shsz_liquid2000,SZ002537,2011-01-10,2026-06-09
all_stock_shsz_liquid2000,SZ002538,2011-01-18,2026-06-09
all_stock_shsz_liquid2000,SZ002539,2011-01-18,2026-06-09
all_stock_shsz_liquid2000,SZ002545,2011-02-11,2026-06-09
all_stock_shsz_liquid2000,SZ002546,2011-02-11,2026-06-09
all_stock_shsz_liquid2000,SZ002547,2011-02-18,2026-06-09
all_stock_shsz_liquid2000,SZ002548,2011-02-18,2026-06-09
all_stock_shsz_liquid2000,SZ002550,2011-02-18,2026-06-09
all_stock_shsz_liquid2000,SZ002551,2011-02-25,2026-06-09
all_stock_shsz_liquid2000,SZ002552,2011-02-25,2026-06-09
all_stock_shsz_liquid2000,SZ002553,2011-02-25,2026-06-09
