instrument,datetime,listing_date_proxy,listing_age_days,listing_age_bucket
SZ300285,2023-12-29,2012-01-13,4368.0,501_plus
SZ300286,2023-12-29,2012-01-13,4368.0,501_plus
SZ300287,2023-12-29,2012-02-01,4349.0,501_plus
SZ300288,2023-12-29,2012-02-16,4334.0,501_plus
SZ300289,2023-12-29,2012-02-16,4334.0,501_plus
SZ300290,2023-12-29,2012-02-16,4334.0,501_plus
SZ300291,2023-12-29,2012-02-09,4341.0,501_plus
SZ300292,2023-12-29,2012-02-29,4321.0,501_plus
SZ300293,2023-12-29,2012-03-08,4313.0,501_plus
SZ300294,2023-12-29,2012-03-08,4313.0,501_plus
SZ300295,2023-12-29,2012-03-15,4306.0,501_plus
SZ300296,2023-12-29,2012-03-15,4306.0,501_plus
SZ300298,2023-12-29,2012-03-19,4302.0,501_plus
SZ300299,2023-12-29,2012-03-19,4302.0,501_plus
SZ300300,2023-12-29,2012-03-19,4302.0,501_plus
SZ300301,2023-12-29,2012-03-21,4300.0,501_plus
SZ300302,2023-12-29,2012-03-21,4300.0,501_plus
SZ300303,2023-12-29,2012-03-19,4302.0,501_plus
SZ300304,2023-12-29,2012-03-21,4300.0,501_plus
SZ300305,2023-12-29,2012-03-29,4292.0,501_plus
SZ300306,2023-12-29,2012-03-29,4292.0,501_plus
SZ300307,2023-12-29,2012-03-29,4292.0,501_plus
SZ300308,2023-12-29,2012-04-10,4280.0,501_plus
SZ300310,2023-12-29,2012-04-25,4265.0,501_plus
SZ300311,2023-12-29,2012-04-25,4265.0,501_plus
SZ300313,2023-12-29,2012-04-25,4265.0,501_plus
SZ300314,2023-12-29,2012-05-08,4252.0,501_plus
SZ300315,2023-12-29,2012-05-11,4249.0,501_plus
SZ300316,2023-12-29,2012-05-11,4249.0,501_plus
SZ300317,2023-12-29,2012-05-11,4249.0,501_plus
SZ300318,2023-12-29,2012-05-23,4237.0,501_plus
SZ300319,2023-12-29,2012-05-23,4237.0,501_plus
SZ300320,2023-12-29,2012-06-01,4228.0,501_plus
SZ300321,2023-12-29,2012-05-23,4237.0,501_plus
SZ300322,2023-12-29,2012-06-08,4221.0,501_plus
SZ300323,2023-12-29,2012-06-01,4228.0,501_plus
SZ300324,2023-12-29,2012-06-08,4221.0,501_plus
SZ300326,2023-12-29,2012-06-13,4216.0,501_plus
SZ300327,2023-12-29,2012-06-13,4216.0,501_plus
SZ300328,2023-12-29,2012-06-19,4210.0,501_plus
SZ300329,2023-12-29,2012-06-19,4210.0,501_plus
SZ300331,2023-12-29,2012-06-28,4201.0,501_plus
SZ300332,2023-12-29,2012-06-28,4201.0,501_plus
SZ300333,2023-12-29,2012-06-28,4201.0,501_plus
SZ300334,2023-12-29,2012-07-05,4194.0,501_plus
SZ300335,2023-12-29,2012-07-10,4189.0,501_plus
SZ300337,2023-12-29,2012-07-18,4181.0,501_plus
SZ300338,2023-12-29,2012-07-26,4173.0,501_plus
SZ300339,2023-12-29,2012-07-18,4181.0,501_plus
SZ300340,2023-12-29,2012-07-26,4173.0,501_plus
SZ300341,2023-12-29,2012-07-26,4173.0,501_plus
SZ300342,2023-12-29,2012-07-26,4173.0,501_plus
SZ300343,2023-12-29,2012-08-01,4167.0,501_plus
SZ300344,2023-12-29,2012-08-01,4167.0,501_plus
SZ300345,2023-12-29,2012-08-01,4167.0,501_plus
SZ300346,2023-12-29,2012-08-07,4161.0,501_plus
SZ300347,2023-12-29,2012-08-17,4151.0,501_plus
SZ300348,2023-12-29,2012-08-17,4151.0,501_plus
SZ300349,2023-12-29,2012-08-17,4151.0,501_plus
SZ300350,2023-12-29,2012-08-21,4147.0,501_plus
SZ300351,2023-12-29,2012-09-20,4117.0,501_plus
SZ300352,2023-12-29,2012-09-12,4125.0,501_plus
SZ300353,2023-12-29,2014-01-02,3648.0,501_plus
SZ300354,2023-12-29,2012-09-20,4117.0,501_plus
SZ300355,2023-12-29,2012-09-27,4110.0,501_plus
SZ300357,2023-12-29,2014-01-21,3629.0,501_plus
SZ300358,2023-12-29,2014-01-21,3629.0,501_plus
SZ300359,2023-12-29,2014-01-21,3629.0,501_plus
SZ300360,2023-12-29,2014-01-21,3629.0,501_plus
SZ300363,2023-12-29,2014-01-29,3621.0,501_plus
SZ300364,2023-12-29,2015-01-21,3264.0,501_plus
SZ300365,2023-12-29,2014-01-23,3627.0,501_plus
SZ300366,2023-12-29,2014-01-27,3623.0,501_plus
SZ300368,2023-12-29,2014-01-23,3627.0,501_plus
SZ300369,2023-12-29,2014-01-29,3621.0,501_plus
SZ300370,2023-12-29,2014-01-23,3627.0,501_plus
SZ300371,2023-12-29,2014-01-23,3627.0,501_plus
SZ300373,2023-12-29,2014-01-23,3627.0,501_plus
SZ300374,2023-12-29,2015-03-19,3207.0,501_plus
SZ300375,2023-12-29,2014-01-27,3623.0,501_plus
SZ300376,2023-12-29,2014-01-27,3623.0,501_plus
SZ300377,2023-12-29,2014-01-27,3623.0,501_plus
SZ300378,2023-12-29,2014-01-27,3623.0,501_plus
SZ300379,2023-12-29,2014-01-28,3622.0,501_plus
SZ300380,2023-12-29,2014-01-28,3622.0,501_plus
SZ300381,2023-12-29,2014-01-28,3622.0,501_plus
SZ300382,2023-12-29,2014-01-29,3621.0,501_plus
SZ300383,2023-12-29,2014-01-29,3621.0,501_plus
SZ300384,2023-12-29,2014-08-01,3437.0,501_plus
SZ300385,2023-12-29,2014-06-26,3473.0,501_plus
SZ300386,2023-12-29,2014-06-26,3473.0,501_plus
SZ300387,2023-12-29,2014-07-02,3467.0,501_plus
SZ300388,2023-12-29,2014-08-01,3437.0,501_plus
SZ300389,2023-12-29,2014-08-01,3437.0,501_plus
SZ300390,2023-12-29,2014-07-31,3438.0,501_plus
SZ300391,2023-12-29,2014-08-01,3437.0,501_plus
SZ300393,2023-12-29,2014-09-12,3395.0,501_plus
SZ300394,2023-12-29,2015-02-17,3237.0,501_plus
SZ300395,2023-12-29,2014-09-10,3397.0,501_plus
SZ300396,2023-12-29,2014-09-10,3397.0,501_plus
SZ300397,2023-12-29,2014-09-10,3397.0,501_plus
SZ300398,2023-12-29,2014-10-09,3368.0,501_plus
SZ300399,2023-12-29,2014-10-09,3368.0,501_plus
SZ300400,2023-12-29,2014-10-10,3367.0,501_plus
SZ300401,2023-12-29,2014-10-09,3368.0,501_plus
SZ300402,2023-12-29,2014-10-10,3367.0,501_plus
SZ300403,2023-12-29,2014-10-30,3347.0,501_plus
SZ300404,2023-12-29,2015-04-24,3171.0,501_plus
SZ300405,2023-12-29,2014-10-30,3347.0,501_plus
SZ300406,2023-12-29,2014-10-30,3347.0,501_plus
SZ300407,2023-12-29,2014-12-03,3313.0,501_plus
SZ300408,2023-12-29,2014-12-03,3313.0,501_plus
SZ300409,2023-12-29,2014-12-03,3313.0,501_plus
SZ300410,2023-12-29,2014-12-31,3285.0,501_plus
SZ300411,2023-12-29,2014-12-31,3285.0,501_plus
SZ300412,2023-12-29,2014-12-31,3285.0,501_plus
SZ300413,2023-12-29,2015-01-21,3264.0,501_plus
SZ300414,2023-12-29,2015-05-13,3152.0,501_plus
SZ300415,2023-12-29,2015-01-23,3262.0,501_plus
SZ300416,2023-12-29,2015-01-22,3263.0,501_plus
SZ300417,2023-12-29,2015-01-23,3262.0,501_plus
SZ300418,2023-12-29,2015-01-21,3264.0,501_plus
SZ300419,2023-12-29,2015-01-22,3263.0,501_plus
SZ300420,2023-12-29,2015-02-17,3237.0,501_plus
SZ300421,2023-12-29,2015-02-17,3237.0,501_plus
SZ300422,2023-12-29,2015-02-17,3237.0,501_plus
SZ300423,2023-12-29,2015-02-17,3237.0,501_plus
SZ300424,2023-12-29,2015-04-22,3173.0,501_plus
SZ300425,2023-12-29,2015-02-16,3238.0,501_plus
SZ300426,2023-12-29,2015-02-17,3237.0,501_plus
SZ300427,2023-12-29,2015-02-17,3237.0,501_plus
SZ300428,2023-12-29,2015-03-19,3207.0,501_plus
SZ300429,2023-12-29,2015-03-24,3202.0,501_plus
SZ300430,2023-12-29,2015-03-19,3207.0,501_plus
SZ300432,2023-12-29,2015-03-19,3207.0,501_plus
SZ300433,2023-12-29,2015-03-18,3208.0,501_plus
SZ300434,2023-12-29,2015-04-24,3171.0,501_plus
SZ300435,2023-12-29,2015-03-26,3200.0,501_plus
SZ300436,2023-12-29,2015-04-22,3173.0,501_plus
SZ300437,2023-12-29,2015-04-23,3172.0,501_plus
SZ300438,2023-12-29,2015-04-24,3171.0,501_plus
SZ300439,2023-12-29,2015-04-22,3173.0,501_plus
SZ300440,2023-12-29,2015-04-23,3172.0,501_plus
SZ300441,2023-12-29,2015-04-23,3172.0,501_plus
SZ300442,2023-12-29,2015-04-24,3171.0,501_plus
SZ300443,2023-12-29,2015-04-22,3173.0,501_plus
SZ300444,2023-12-29,2015-04-23,3172.0,501_plus
SZ300445,2023-12-29,2015-04-24,3171.0,501_plus
SZ300446,2023-12-29,2015-04-23,3172.0,501_plus
SZ300447,2023-12-29,2015-04-22,3173.0,501_plus
SZ300448,2023-12-29,2015-04-24,3171.0,501_plus
SZ300449,2023-12-29,2015-04-22,3173.0,501_plus
SZ300450,2023-12-29,2015-05-18,3147.0,501_plus
SZ300451,2023-12-29,2015-05-14,3151.0,501_plus
SZ300452,2023-12-29,2015-05-15,3150.0,501_plus
SZ300453,2023-12-29,2015-05-15,3150.0,501_plus
SZ300454,2023-12-29,2018-05-16,2053.0,501_plus
SZ300455,2023-12-29,2015-05-15,3150.0,501_plus
SZ300456,2023-12-29,2015-05-14,3151.0,501_plus
SZ300457,2023-12-29,2015-05-14,3151.0,501_plus
SZ300458,2023-12-29,2015-05-15,3150.0,501_plus
SZ300459,2023-12-29,2015-05-15,3150.0,501_plus
SZ300460,2023-12-29,2015-05-15,3150.0,501_plus
SZ300461,2023-12-29,2015-05-19,3146.0,501_plus
SZ300462,2023-12-29,2015-05-27,3138.0,501_plus
SZ300463,2023-12-29,2015-05-28,3137.0,501_plus
SZ300464,2023-12-29,2015-06-10,3124.0,501_plus
SZ300465,2023-12-29,2015-05-28,3137.0,501_plus
SZ300466,2023-12-29,2015-05-28,3137.0,501_plus
SZ300467,2023-12-29,2015-05-27,3138.0,501_plus
SZ300468,2023-12-29,2015-05-27,3138.0,501_plus
SZ300469,2023-12-29,2015-06-11,3123.0,501_plus
SZ300470,2023-12-29,2015-06-12,3122.0,501_plus
SZ300471,2023-12-29,2015-06-11,3123.0,501_plus
SZ300472,2023-12-29,2015-06-11,3123.0,501_plus
SZ300473,2023-12-29,2015-06-12,3122.0,501_plus
SZ300474,2023-12-29,2016-03-31,2829.0,501_plus
SZ300475,2023-12-29,2015-06-10,3124.0,501_plus
SZ300476,2023-12-29,2015-06-11,3123.0,501_plus
SZ300477,2023-12-29,2015-06-10,3124.0,501_plus
SZ300478,2023-12-29,2015-06-10,3124.0,501_plus
SZ300479,2023-12-29,2015-06-12,3122.0,501_plus
SZ300480,2023-12-29,2015-07-02,3102.0,501_plus
SZ300481,2023-12-29,2015-06-30,3104.0,501_plus
SZ300482,2023-12-29,2015-06-30,3104.0,501_plus
SZ300483,2023-12-29,2015-06-30,3104.0,501_plus
SZ300484,2023-12-29,2016-03-22,2838.0,501_plus
SZ300485,2023-12-29,2015-06-26,3108.0,501_plus
SZ300486,2023-12-29,2015-06-30,3104.0,501_plus
SZ300487,2023-12-29,2015-07-02,3102.0,501_plus
SZ300488,2023-12-29,2015-07-01,3103.0,501_plus
SZ300489,2023-12-29,2015-07-01,3103.0,501_plus
SZ300490,2023-12-29,2015-12-31,2920.0,501_plus
SZ300491,2023-12-29,2015-12-31,2920.0,501_plus
SZ300492,2023-12-29,2015-12-23,2928.0,501_plus
SZ300493,2023-12-29,2015-12-10,2941.0,501_plus
SZ300494,2023-12-29,2015-12-31,2920.0,501_plus
SZ300495,2023-12-29,2015-12-22,2929.0,501_plus
SZ300496,2023-12-29,2015-12-10,2941.0,501_plus
SZ300497,2023-12-29,2015-12-22,2929.0,501_plus
SZ300498,2023-12-29,2015-11-02,2979.0,501_plus
SZ300499,2023-12-29,2016-02-02,2887.0,501_plus
SZ300500,2023-12-29,2016-02-04,2885.0,501_plus
SZ300501,2023-12-29,2016-02-04,2885.0,501_plus
SZ300502,2023-12-29,2016-03-03,2857.0,501_plus
SZ300503,2023-12-29,2016-03-09,2851.0,501_plus
SZ300504,2023-12-29,2018-03-30,2100.0,501_plus
SZ300505,2023-12-29,2016-03-15,2845.0,501_plus
SZ300506,2023-12-29,2016-03-24,2836.0,501_plus
SZ300507,2023-12-29,2016-04-29,2800.0,501_plus
SZ300508,2023-12-29,2016-04-19,2810.0,501_plus
SZ300509,2023-12-29,2016-04-25,2804.0,501_plus
SZ300510,2023-12-29,2016-05-06,2793.0,501_plus
SZ300511,2023-12-29,2016-05-04,2795.0,501_plus
SZ300512,2023-12-29,2016-05-26,2773.0,501_plus
SZ300513,2023-12-29,2016-05-30,2769.0,501_plus
SZ300514,2023-12-29,2017-04-26,2438.0,501_plus
SZ300515,2023-12-29,2016-06-08,2760.0,501_plus
SZ300516,2023-12-29,2016-06-02,2766.0,501_plus
SZ300517,2023-12-29,2016-07-19,2719.0,501_plus
SZ300518,2023-12-29,2016-06-24,2744.0,501_plus
SZ300519,2023-12-29,2016-06-24,2744.0,501_plus
SZ300520,2023-12-29,2016-07-08,2730.0,501_plus
SZ300521,2023-12-29,2016-07-05,2733.0,501_plus
SZ300522,2023-12-29,2016-07-05,2733.0,501_plus
SZ300523,2023-12-29,2016-07-26,2712.0,501_plus
SZ300525,2023-12-29,2016-07-26,2712.0,501_plus
SZ300527,2023-12-29,2016-08-05,2702.0,501_plus
SZ300528,2023-12-29,2016-08-08,2699.0,501_plus
SZ300529,2023-12-29,2016-08-02,2705.0,501_plus
SZ300530,2023-12-29,2016-08-09,2698.0,501_plus
SZ300531,2023-12-29,2016-08-09,2698.0,501_plus
SZ300532,2023-12-29,2016-08-18,2689.0,501_plus
SZ300533,2023-12-29,2016-08-18,2689.0,501_plus
SZ300534,2023-12-29,2016-09-13,2663.0,501_plus
SZ300535,2023-12-29,2016-08-12,2695.0,501_plus
SZ300536,2023-12-29,2016-09-20,2656.0,501_plus
SZ300537,2023-12-29,2016-08-30,2677.0,501_plus
SZ300538,2023-12-29,2016-08-26,2681.0,501_plus
SZ300539,2023-12-29,2016-08-30,2677.0,501_plus
SZ300540,2023-12-29,2016-08-23,2684.0,501_plus
SZ300541,2023-12-29,2016-09-13,2663.0,501_plus
SZ300542,2023-12-29,2016-09-20,2656.0,501_plus
SZ300543,2023-12-29,2016-09-08,2668.0,501_plus
SZ300545,2023-12-29,2016-09-28,2648.0,501_plus
SZ300546,2023-12-29,2016-09-28,2648.0,501_plus
SZ300547,2023-12-29,2016-09-30,2646.0,501_plus
SZ300548,2023-12-29,2016-10-12,2634.0,501_plus
SZ300549,2023-12-29,2016-09-30,2646.0,501_plus
SZ300550,2023-12-29,2016-10-18,2628.0,501_plus
SZ300551,2023-12-29,2016-10-18,2628.0,501_plus
SZ300552,2023-12-29,2016-10-21,2625.0,501_plus
SZ300553,2023-12-29,2016-10-21,2625.0,501_plus
SZ300554,2023-12-29,2017-04-21,2443.0,501_plus
SZ300555,2023-12-29,2016-10-18,2628.0,501_plus
SZ300556,2023-12-29,2016-11-04,2611.0,501_plus
SZ300557,2023-12-29,2016-11-01,2614.0,501_plus
SZ300558,2023-12-29,2016-11-07,2608.0,501_plus
SZ300559,2023-12-29,2016-11-01,2614.0,501_plus
SZ300560,2023-12-29,2016-11-01,2614.0,501_plus
SZ300561,2023-12-29,2016-11-17,2598.0,501_plus
SZ300562,2023-12-29,2016-11-16,2599.0,501_plus
SZ300563,2023-12-29,2016-11-14,2601.0,501_plus
SZ300564,2023-12-29,2019-11-08,1512.0,501_plus
SZ300565,2023-12-29,2016-11-22,2593.0,501_plus
SZ300566,2023-12-29,2016-11-15,2600.0,501_plus
SZ300567,2023-12-29,2016-11-22,2593.0,501_plus
SZ300568,2023-12-29,2016-12-01,2584.0,501_plus
SZ300569,2023-12-29,2016-11-25,2590.0,501_plus
SZ300570,2023-12-29,2016-12-06,2579.0,501_plus
SZ300571,2023-12-29,2016-12-13,2572.0,501_plus
SZ300572,2023-12-29,2016-12-06,2579.0,501_plus
SZ300573,2023-12-29,2016-12-08,2577.0,501_plus
SZ300575,2023-12-29,2016-12-20,2565.0,501_plus
SZ300576,2023-12-29,2016-12-20,2565.0,501_plus
SZ300577,2023-12-29,2016-12-21,2564.0,501_plus
SZ300578,2023-12-29,2017-01-25,2529.0,501_plus
SZ300579,2023-12-29,2016-12-23,2562.0,501_plus
SZ300580,2023-12-29,2017-01-11,2543.0,501_plus
SZ300581,2023-12-29,2016-12-20,2565.0,501_plus
SZ300582,2023-12-29,2016-12-28,2557.0,501_plus
SZ300583,2023-12-29,2017-01-06,2548.0,501_plus
SZ300584,2023-12-29,2017-01-12,2542.0,501_plus
SZ300585,2023-12-29,2016-12-29,2556.0,501_plus
SZ300586,2023-12-29,2017-01-04,2550.0,501_plus
SZ300587,2023-12-29,2017-01-05,2549.0,501_plus
SZ300588,2023-12-29,2017-01-05,2549.0,501_plus
SZ300589,2023-12-29,2017-01-13,2541.0,501_plus
SZ300590,2023-12-29,2017-01-11,2543.0,501_plus
SZ300591,2023-12-29,2017-01-10,2544.0,501_plus
SZ300592,2023-12-29,2017-01-20,2534.0,501_plus
SZ300593,2023-12-29,2017-01-13,2541.0,501_plus
SZ300594,2023-12-29,2019-06-21,1652.0,501_plus
SZ300595,2023-12-29,2017-01-17,2537.0,501_plus
SZ300596,2023-12-29,2017-01-19,2535.0,501_plus
SZ300597,2023-12-29,2017-01-23,2531.0,501_plus
SZ300598,2023-12-29,2017-01-20,2534.0,501_plus
SZ300599,2023-12-29,2017-01-23,2531.0,501_plus
SZ300600,2023-12-29,2017-01-25,2529.0,501_plus
SZ300601,2023-12-29,2017-02-07,2516.0,501_plus
SZ300602,2023-12-29,2017-01-26,2528.0,501_plus
SZ300603,2023-12-29,2017-01-26,2528.0,501_plus
SZ300604,2023-12-29,2017-04-17,2447.0,501_plus
SZ300605,2023-12-29,2017-02-08,2515.0,501_plus
SZ300606,2023-12-29,2017-02-08,2515.0,501_plus
SZ300607,2023-12-29,2017-02-09,2514.0,501_plus
SZ300608,2023-12-29,2017-02-13,2510.0,501_plus
SZ300609,2023-12-29,2017-02-15,2508.0,501_plus
SZ300610,2023-12-29,2017-02-13,2510.0,501_plus
SZ300611,2023-12-29,2017-02-20,2503.0,501_plus
SZ300612,2023-12-29,2017-02-15,2508.0,501_plus
SZ300613,2023-12-29,2017-02-20,2503.0,501_plus
SZ300614,2023-12-29,2021-05-25,948.0,501_plus
SZ300615,2023-12-29,2017-02-15,2508.0,501_plus
SZ300616,2023-12-29,2017-03-07,2488.0,501_plus
SZ300617,2023-12-29,2017-02-28,2495.0,501_plus
SZ300618,2023-12-29,2017-03-06,2489.0,501_plus
SZ300619,2023-12-29,2017-03-01,2494.0,501_plus
SZ300620,2023-12-29,2017-03-10,2485.0,501_plus
SZ300621,2023-12-29,2017-03-16,2479.0,501_plus
SZ300622,2023-12-29,2017-03-15,2480.0,501_plus
SZ300623,2023-12-29,2017-03-14,2481.0,501_plus
SZ300624,2023-12-29,2018-01-18,2171.0,501_plus
SZ300625,2023-12-29,2017-03-17,2478.0,501_plus
SZ300626,2023-12-29,2017-03-20,2475.0,501_plus
SZ300627,2023-12-29,2017-03-21,2474.0,501_plus
SZ300628,2023-12-29,2017-03-17,2478.0,501_plus
SZ300629,2023-12-29,2017-03-24,2471.0,501_plus
SZ300630,2023-12-29,2017-03-28,2467.0,501_plus
SZ300631,2023-12-29,2017-03-23,2472.0,501_plus
SZ300632,2023-12-29,2017-04-06,2458.0,501_plus
SZ300633,2023-12-29,2017-04-06,2458.0,501_plus
SZ300634,2023-12-29,2018-03-23,2107.0,501_plus
SZ300635,2023-12-29,2017-03-31,2464.0,501_plus
SZ300636,2023-12-29,2017-03-31,2464.0,501_plus
SZ300637,2023-12-29,2017-04-12,2452.0,501_plus
SZ300638,2023-12-29,2017-04-13,2451.0,501_plus
SZ300639,2023-12-29,2017-04-12,2452.0,501_plus
SZ300640,2023-12-29,2017-04-17,2447.0,501_plus
SZ300641,2023-12-29,2017-04-18,2446.0,501_plus
SZ300642,2023-12-29,2017-04-21,2443.0,501_plus
SZ300643,2023-12-29,2017-05-05,2429.0,501_plus
SZ300644,2023-12-29,2018-02-06,2152.0,501_plus
SZ300645,2023-12-29,2017-04-21,2443.0,501_plus
SZ300647,2023-12-29,2017-05-03,2431.0,501_plus
SZ300648,2023-12-29,2017-04-25,2439.0,501_plus
SZ300649,2023-12-29,2017-05-05,2429.0,501_plus
SZ300650,2023-12-29,2017-05-03,2431.0,501_plus
SZ300651,2023-12-29,2017-05-09,2425.0,501_plus
SZ300652,2023-12-29,2017-05-16,2418.0,501_plus
SZ300653,2023-12-29,2017-05-16,2418.0,501_plus
SZ300654,2023-12-29,2017-09-26,2285.0,501_plus
SZ300655,2023-12-29,2017-05-23,2411.0,501_plus
SZ300656,2023-12-29,2017-05-19,2415.0,501_plus
SZ300657,2023-12-29,2017-05-23,2411.0,501_plus
SZ300658,2023-12-29,2017-06-02,2401.0,501_plus
SZ300659,2023-12-29,2017-05-26,2408.0,501_plus
SZ300660,2023-12-29,2017-06-02,2401.0,501_plus
SZ300661,2023-12-29,2017-06-06,2397.0,501_plus
SZ300662,2023-12-29,2017-06-08,2395.0,501_plus
SZ300663,2023-12-29,2017-06-08,2395.0,501_plus
SZ300664,2023-12-29,2018-01-05,2184.0,501_plus
SZ300665,2023-12-29,2017-06-13,2390.0,501_plus
SZ300666,2023-12-29,2017-06-15,2388.0,501_plus
SZ300667,2023-12-29,2017-06-19,2384.0,501_plus
SZ300668,2023-12-29,2017-06-19,2384.0,501_plus
SZ300669,2023-12-29,2017-06-29,2374.0,501_plus
SZ300670,2023-12-29,2017-07-03,2370.0,501_plus
SZ300671,2023-12-29,2017-07-05,2368.0,501_plus
SZ300672,2023-12-29,2017-07-12,2361.0,501_plus
SZ300673,2023-12-29,2017-07-11,2362.0,501_plus
SZ300674,2023-12-29,2018-11-07,1878.0,501_plus
SZ300675,2023-12-29,2017-07-19,2354.0,501_plus
SZ300676,2023-12-29,2017-07-14,2359.0,501_plus
SZ300677,2023-12-29,2017-07-21,2352.0,501_plus
SZ300678,2023-12-29,2017-07-28,2345.0,501_plus
SZ300679,2023-12-29,2017-07-31,2342.0,501_plus
SZ300680,2023-12-29,2017-07-25,2348.0,501_plus
SZ300681,2023-12-29,2017-07-25,2348.0,501_plus
SZ300682,2023-12-29,2017-08-01,2341.0,501_plus
SZ300683,2023-12-29,2017-08-08,2334.0,501_plus
SZ300684,2023-12-29,2017-12-27,2193.0,501_plus
SZ300685,2023-12-29,2017-08-02,2340.0,501_plus
SZ300686,2023-12-29,2017-08-04,2338.0,501_plus
SZ300687,2023-12-29,2017-08-03,2339.0,501_plus
SZ300688,2023-12-29,2017-08-10,2332.0,501_plus
SZ300689,2023-12-29,2017-08-09,2333.0,501_plus
SZ300690,2023-12-29,2017-08-08,2334.0,501_plus
SZ300691,2023-12-29,2017-08-11,2331.0,501_plus
SZ300692,2023-12-29,2017-08-21,2321.0,501_plus
SZ300693,2023-12-29,2017-08-22,2320.0,501_plus
SZ300694,2023-12-29,2018-10-15,1901.0,501_plus
SZ300695,2023-12-29,2017-09-08,2303.0,501_plus
SZ300696,2023-12-29,2017-08-22,2320.0,501_plus
SZ300697,2023-12-29,2017-09-07,2304.0,501_plus
SZ300698,2023-12-29,2017-08-31,2311.0,501_plus
SZ300699,2023-12-29,2017-09-01,2310.0,501_plus
SZ300700,2023-12-29,2017-09-12,2299.0,501_plus
SZ300701,2023-12-29,2017-09-15,2296.0,501_plus
SZ300702,2023-12-29,2017-09-19,2292.0,501_plus
SZ300703,2023-12-29,2017-09-19,2292.0,501_plus
SZ300705,2023-12-29,2017-10-10,2271.0,501_plus
SZ300706,2023-12-29,2017-09-26,2285.0,501_plus
SZ300707,2023-12-29,2017-10-10,2271.0,501_plus
SZ300708,2023-12-29,2017-10-16,2265.0,501_plus
SZ300709,2023-12-29,2017-10-19,2262.0,501_plus
SZ300710,2023-12-29,2017-10-19,2262.0,501_plus
SZ300711,2023-12-29,2017-11-01,2249.0,501_plus
SZ300712,2023-12-29,2017-10-31,2250.0,501_plus
SZ300713,2023-12-29,2017-11-01,2249.0,501_plus
SZ300715,2023-12-29,2017-10-26,2255.0,501_plus
SZ300716,2023-12-29,2017-11-09,2241.0,501_plus
SZ300717,2023-12-29,2017-11-06,2244.0,501_plus
SZ300718,2023-12-29,2017-11-06,2244.0,501_plus
SZ300719,2023-12-29,2017-11-09,2241.0,501_plus
SZ300720,2023-12-29,2017-11-06,2244.0,501_plus
SZ300721,2023-12-29,2017-11-15,2235.0,501_plus
SZ300722,2023-12-29,2017-11-10,2240.0,501_plus
SZ300723,2023-12-29,2017-11-16,2234.0,501_plus
SZ300724,2023-12-29,2018-08-10,1967.0,501_plus
SZ300725,2023-12-29,2017-11-10,2240.0,501_plus
SZ300726,2023-12-29,2017-11-21,2229.0,501_plus
SZ300727,2023-12-29,2017-11-27,2223.0,501_plus
SZ300729,2023-12-29,2017-12-01,2219.0,501_plus
SZ300730,2023-12-29,2017-12-05,2215.0,501_plus
SZ300731,2023-12-29,2017-12-08,2212.0,501_plus
SZ300732,2023-12-29,2017-12-12,2208.0,501_plus
SZ300733,2023-12-29,2018-01-16,2173.0,501_plus
SZ300735,2023-12-29,2017-12-29,2191.0,501_plus
SZ300736,2023-12-29,2018-01-09,2180.0,501_plus
SZ300737,2023-12-29,2018-01-25,2164.0,501_plus
SZ300738,2023-12-29,2018-01-19,2170.0,501_plus
SZ300739,2023-12-29,2018-02-01,2157.0,501_plus
SZ300740,2023-12-29,2018-02-08,2150.0,501_plus
SZ300741,2023-12-29,2018-03-01,2129.0,501_plus
SZ300742,2023-12-29,2018-05-08,2061.0,501_plus
SZ300743,2023-12-29,2018-04-27,2072.0,501_plus
SZ300745,2023-12-29,2018-05-23,2046.0,501_plus
SZ300746,2023-12-29,2018-05-25,2044.0,501_plus
SZ300747,2023-12-29,2018-06-25,2013.0,501_plus
SZ300748,2023-12-29,2018-09-21,1925.0,501_plus
SZ300749,2023-12-29,2018-09-25,1921.0,501_plus
SZ300750,2023-12-29,2018-06-11,2027.0,501_plus
SZ300751,2023-12-29,2018-11-09,1876.0,501_plus
SZ300752,2023-12-29,2018-11-30,1855.0,501_plus
SZ300753,2023-12-29,2018-12-13,1842.0,501_plus
SZ300755,2023-12-29,2019-01-29,1795.0,501_plus
SZ300756,2023-12-29,2018-12-28,1827.0,501_plus
SZ300757,2023-12-29,2019-01-08,1816.0,501_plus
SZ300758,2023-12-29,2019-02-22,1771.0,501_plus
SZ300759,2023-12-29,2019-01-28,1796.0,501_plus
SZ300760,2023-12-29,2018-10-16,1900.0,501_plus
SZ300761,2023-12-29,2019-02-18,1775.0,501_plus
SZ300762,2023-12-29,2019-03-14,1751.0,501_plus
SZ300763,2023-12-29,2019-03-19,1746.0,501_plus
SZ300765,2023-12-29,2019-03-22,1743.0,501_plus
SZ300766,2023-12-29,2019-03-25,1740.0,501_plus
SZ300767,2023-12-29,2019-03-29,1736.0,501_plus
SZ300768,2023-12-29,2019-04-12,1722.0,501_plus
SZ300769,2023-12-29,2019-04-15,1719.0,501_plus
SZ300770,2023-12-29,2019-04-19,1715.0,501_plus
SZ300771,2023-12-29,2019-04-22,1712.0,501_plus
SZ300772,2023-12-29,2019-04-26,1708.0,501_plus
SZ300773,2023-12-29,2019-04-25,1709.0,501_plus
SZ300774,2023-12-29,2021-08-04,877.0,501_plus
