factor,registry_name,category,stage,enabled,runnable,strict_runnable,holdout,catalog_status,expected_direction,source_project,license,compute_adapter,promotable,holdout_reason,valid_rows,total_rows,coverage,missing_rate,expression_validation_status,alphalens_status,jqfactor_status,qlib_status,failure_steps,failure_systems,context_failed_count,context_pass_count,context_skipped_non_informative_count,alphalens_rank_ic_10d,alphalens_rank_ic_20d,alphalens_rank_icir_10d,alphalens_rank_icir_20d,alphalens_rank_ic_win_rate_10d,alphalens_rank_ic_win_rate_20d,jqfactor_rank_ic_10d,jqfactor_rank_ic_20d,jqfactor_rank_icir_10d,jqfactor_rank_icir_20d,jqfactor_rank_ic_win_rate_10d,jqfactor_rank_ic_win_rate_20d,qlib_rank_ic_10d,qlib_rank_ic_20d,qlib_rank_icir_10d,qlib_rank_icir_20d,qlib_rank_ic_win_rate_10d,qlib_rank_ic_win_rate_20d,alphalens_quantile_spread_10d,alphalens_quantile_spread_20d,alphalens_monotonicity_10d,alphalens_monotonicity_20d,alphalens_turnover_mean_top_1d,alphalens_turnover_mean_top_5d,alphalens_rank_autocorr_mean_10d,alphalens_rank_autocorr_mean_1d,alphalens_rank_autocorr_mean_5d,jqfactor_quantile_spread_10d,jqfactor_quantile_spread_20d,jqfactor_monotonicity_10d,jqfactor_monotonicity_20d,jqfactor_turnover_mean_top_1,jqfactor_turnover_mean_top_5,qlib_mean_10d,qlib_mean_20d,qlib_std_10d,qlib_std_20d,qlib_annualized_return_10d,qlib_annualized_return_20d,qlib_information_ratio_10d,qlib_information_ratio_20d,qlib_max_drawdown_10d,qlib_max_drawdown_20d,context_raw_index_segment_min_rank_ic_10d,context_raw_index_segment_min_rank_ic_20d,context_raw_index_segment_mean_rank_ic_10d,context_raw_index_segment_mean_rank_ic_20d,strongest_corr_factor,strongest_corr,strongest_abs_corr,evaluation_gate,metric_judgement_policy
alpha158_SUMP60,alpha158_SUMP60,alpha158_price_momentum_balance,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1601943,1603860,0.9988047585200704,0.0011952414799296,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.056206238558961105,-0.07408206778192444,-0.33838879524521304,-0.4497679488054966,0.36639118457300274,0.3236914600550964,-0.056206238558961105,-0.07408206778192444,-0.33838879524521304,-0.4497679488054966,0.36639118457300274,0.3236914600550964,-0.05565123432362923,-0.07389922163691329,-0.3350426480575732,-0.4487924446745632,0.3650137741046832,0.3236914600550964,-0.0062580665236723,-0.012594704213538,-0.8999999999999998,-0.9999999999999999,0.1906484801557283,0.2894189331660838,0.8475294415666345,0.9762394685625794,0.9311407394079066,-0.006258066337074,-0.0125947043418593,-0.8999999999999998,-0.9999999999999999,0.19168631897432517,0.35448393168044856,-0.0556512343236292,-0.0738992216369133,0.1661019414879571,0.1646623567615994,-13.244993769023758,-17.588014749585366,-5.168786230068772,-6.923632623015108,-41.84360371023865,-54.52154850680761,-0.0691287766420281,-0.0809391276044693,-0.04723193249756345,-0.06166228268963116,alpha158_SUMD60,0.9999999993526352,0.9999999993526352,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORD10,alpha158_CORD10,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1600242,1603860,0.9977441921364708,0.0022558078635291,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.019036131624017065,-0.025726849801238818,-0.18431814575278302,-0.24506456616586467,0.43388429752066116,0.4118457300275482,-0.019036131624017065,-0.025726849801238818,-0.18431814575278302,-0.24506456616586467,0.43388429752066116,0.4118457300275482,-0.01890916590545615,-0.025749992846867818,-0.1834538059926717,-0.24581750334116345,0.43526170798898073,0.4118457300275482,-0.0005201078023331,-0.0031709074199361004,-0.09999999999999999,-0.19999999999999998,0.26037263544454364,0.47625878030349045,0.33745065136806984,0.9128509241995534,0.7133205525278774,-0.0005201078533384,-0.003170907343202,-0.09999999999999999,-0.19999999999999998,0.26308688509987305,0.6134325643086832,-0.0189091659054561,-0.0257499928468678,0.1030731731246366,0.1047524789604998,-4.500381485498565,-6.128498297554544,-2.8301874754335343,-3.792287739324924,-14.42476371314336,-20.68463108339604,-0.0270002957716708,-0.0324860987396784,-0.017516213552798525,-0.024479960264475124,alpha158_CORD20,0.6853651807164642,0.6853651807164642,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORD20,alpha158_CORD20,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1601269,1603860,0.9983845223398552,0.0016154776601449,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.031803925707351084,-0.043158630288079244,-0.29408680830600664,-0.38951974734484435,0.39118457300275483,0.3787878787878788,-0.031803925707351084,-0.043158630288079244,-0.29408680830600664,-0.38951974734484435,0.39118457300275483,0.3787878787878788,-0.031686332971837344,-0.04321653730645358,-0.2933754767563011,-0.39043724222389564,0.3925619834710744,0.3774104683195592,-0.0023770415100492,-0.006173988026304899,-0.7,-0.8999999999999998,0.18781884961454087,0.3389548543963536,0.6802463562489388,0.9622975053357891,0.8704461385326043,-0.0023770414352325,-0.0061739879131634,-0.7,-0.8999999999999998,0.18920692945915435,0.44181931618268405,-0.0316863329718373,-0.0432165373064535,0.1080060723622046,0.1106875385664955,-7.541347247297291,-10.285535878935956,-4.525976419089355,-6.023372406506625,-23.38805490402429,-31.34507229988606,-0.0356077921149809,-0.0499491909065875,-0.03002360533879365,-0.04118969451439595,alpha158_CORD30,0.8109694394522399,0.8109694394522399,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORD30,alpha158_CORD30,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1601661,1603860,0.9986289326998616,0.0013710673001383,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.041460050808494076,-0.0568947456584526,-0.3754136988803413,-0.49707490060966353,0.349862258953168,0.34297520661157027,-0.041460050808494076,-0.0568947456584526,-0.3754136988803413,-0.49707490060966353,0.349862258953168,0.34297520661157027,-0.04127026802889979,-0.05688114503738856,-0.3741291084343741,-0.4974975930799459,0.349862258953168,0.3415977961432507,-0.0035064033256567,-0.0097342304270217,-0.9999999999999999,-0.9999999999999999,0.16046913242513358,0.2849524428699462,0.7911244746862943,0.9764445505888109,0.917682535514875,-0.0035064033549288996,-0.0097342303016073,-0.9999999999999999,-0.9999999999999999,0.16197568893675224,0.3708363747740262,-0.0412702680288998,-0.0568811450373885,0.1103102300743301,0.1143345130279816,-9.822323790878151,-13.53771251889848,-5.771782771998623,-7.675019056565318,-29.800566589144744,-41.06364774710402,-0.0460755548183698,-0.0654989965604231,-0.039122199127783225,-0.05289406565934055,alpha158_CORD20,0.8109694394522399,0.8109694394522399,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORD5,alpha158_CORD5,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598818,1603860,0.9968563340939982,0.0031436659060017,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.015608761094983652,-0.016389357714323403,-0.16361136671320017,-0.16890497891485898,0.4297520661157025,0.43526170798898073,-0.015608761094983652,-0.016389357714323403,-0.16361136671320017,-0.16890497891485898,0.4297520661157025,0.43526170798898073,-0.015634598751001146,-0.016283819769026847,-0.16401981441512015,-0.16812834017165898,0.43112947658402206,0.43112947658402206,-0.0004820549995537,-0.0013370396071027,-0.19999999999999998,-0.49999999999999994,0.40309956286884896,0.6842786338008463,0.0658188434351302,0.7865711789232371,0.39079171534450385,-0.00048205505827540003,-0.0013370396359984001,-0.19999999999999998,-0.49999999999999994,0.4073145247209065,0.8149120981611098,-0.0156345987510011,-0.0162838197690268,0.0953214025192792,0.0968535093631512,-3.7210345027382736,-3.8755491050283912,-2.530374455677137,-2.5937577039871607,-12.086414702447549,-13.69726299669674,-0.0261707073131437,-0.0244747981927229,-0.013058743891455851,-0.014955367203997075,alpha158_CORD10,0.6506909208687136,0.6506909208687136,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORD60,alpha158_CORD60,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1601931,1603860,0.9987972765702742,0.0012027234297258,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.04138867476282087,-0.0522205681762934,-0.3748357469640688,-0.4583428856897295,0.3581267217630854,0.3526170798898072,-0.04138867476282087,-0.0522205681762934,-0.3748357469640688,-0.4583428856897295,0.3581267217630854,0.3526170798898072,-0.04112653146932746,-0.052121688011343675,-0.37286254624909193,-0.45859574280291765,0.3581267217630854,0.35537190082644626,-0.0038130204992647,-0.0079971815931425,-0.9999999999999999,-0.9999999999999999,0.13541992625397248,0.22598008821981683,0.9020117374565707,0.9891392615384799,0.9618131191736017,-0.0038130204183093,-0.0079971816210697,-0.9999999999999999,-0.9999999999999999,0.13654609145025354,0.28742538933451656,-0.0411265314693274,-0.0521216880113436,0.1102994438112665,0.113654975715165,-9.788114489699938,-12.404961746699795,-5.752243202272898,-7.074870540542521,-29.63551008034605,-37.62425611228488,-0.0490438819438219,-0.0596986874803361,-0.037150383959239544,-0.04725049477329355,alpha158_CORD30,0.6971679450202187,0.6971679450202187,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORR10,alpha158_CORR10,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1600434,1603860,0.9978639033332086,0.0021360966667913,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.02850634696155456,-0.03670167811542101,-0.2666454134004121,-0.3354526913477726,0.39669421487603307,0.4090909090909091,-0.02850634696155456,-0.03670167811542101,-0.2666454134004121,-0.3354526913477726,0.39669421487603307,0.4090909090909091,-0.02836149828658912,-0.036768314726191825,-0.26578355232298345,-0.3366040332459288,0.39807162534435264,0.4090909090909091,-0.0011404222629429,-0.0035362307413784,-0.3,-0.8999999999999998,0.29811188027492047,0.5546399922094104,0.302534824810403,0.8969241017798166,0.6318648922425046,-0.0011404222533033,-0.0035362307002553997,-0.3,-0.8999999999999998,0.29945413598473497,0.7000806836492389,-0.0283614982865891,-0.0367683147261918,0.1067090045215585,0.1092331377364342,-6.750036592208214,-8.750858904833656,-4.100308940937369,-5.192874107561964,-20.587028269558573,-26.5357468497885,-0.0354076254191857,-0.0415539270101824,-0.0230757270008802,-0.03154924796133845,alpha158_CORD10,0.6204292942625781,0.6204292942625781,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORR20,alpha158_CORR20,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1601331,1603860,0.9984231790804684,0.0015768209195315,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.035735824321149384,-0.043502116767216284,-0.30040817439724293,-0.34134793187356954,0.3884297520661157,0.4118457300275482,-0.035735824321149384,-0.043502116767216284,-0.30040817439724293,-0.34134793187356954,0.3884297520661157,0.4118457300275482,-0.03551405141036979,-0.043601763040553375,-0.2990109484154662,-0.3423904992174057,0.384297520661157,0.4132231404958678,-0.0017597499674252,-0.0038138192133927,-0.7,-0.8999999999999998,0.19753563633278942,0.37344577073917495,0.6205130057300132,0.968702255633068,0.8567435806428314,-0.0017597499803183,-0.0038138191668373998,-0.7,-0.8999999999999998,0.1979267354020277,0.4985201489532127,-0.0355140514103698,-0.0436017630405533,0.1187717426354039,0.1273451311885491,-8.452344235668011,-10.377219603651705,-4.612916241469311,-5.282143356738242,-25.51049959455327,-31.48474462653823,-0.0399517634139308,-0.0437332376699578,-0.027905539384375448,-0.0343554853053755,alpha158_CORR30,0.7596141816097364,0.7596141816097364,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORR30,alpha158_CORR30,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1601697,1603860,0.99865137854925,0.00134862145075,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.033951931665918866,-0.039811617280973245,-0.26172804352064233,-0.2915047074177479,0.40082644628099173,0.4297520661157025,-0.033951931665918866,-0.039811617280973245,-0.26172804352064233,-0.2915047074177479,0.40082644628099173,0.4297520661157025,-0.03360365214433527,-0.039899788760605265,-0.2594625251383155,-0.2924738465170723,0.4035812672176309,0.4283746556473829,-0.0006392750940806,-0.0021882860982342,-0.3,-0.49999999999999994,0.165126923499144,0.29948149218663334,0.7657856237990188,0.9850336885549261,0.923942339438331,-0.0006392751409995001,-0.0021882861454825,-0.3,-0.49999999999999994,0.16577896094808353,0.4019643021601527,-0.0336036521443352,-0.0398997887606052,0.1295125456996985,0.1364217321847826,-7.997669210351795,-9.496149725024052,-4.002792883022295,-4.512066745224973,-24.14365560956798,-30.037613719128416,-0.0323499126684426,-0.0369539775254883,-0.023971748922690602,-0.028749350167207026,alpha158_CORR20,0.7596141816097364,0.7596141816097364,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORR5,alpha158_CORR5,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1599080,1603860,0.9970196899978802,0.0029803100021198,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.023278038715935874,-0.02652251941117822,-0.25480788074598126,-0.2856658062569673,0.39807162534435264,0.38705234159779617,-0.023278038715935874,-0.02652251941117822,-0.25480788074598126,-0.2856658062569673,0.39807162534435264,0.38705234159779617,-0.023202263886514904,-0.02647565452270394,-0.25406189013189434,-0.2856845618469595,0.3953168044077135,0.38292011019283745,-0.0012058614425798,-0.0036013742824677997,-0.6,-0.7,0.4787772822959958,0.7739289240280217,0.11906446554896859,0.7051099580535041,0.23955671181388058,-0.0012058615301223001,-0.0036013743484805,-0.6,-0.7,0.48272022014773286,0.8157698697185448,-0.0232022638865149,-0.0264756545227039,0.0913252431305995,0.0926744320782965,-5.522138804990548,-6.301205776403538,-3.9194759440694336,-4.407326762663512,-17.34573012592401,-19.23833616398429,-0.0315677267621912,-0.0325697813022074,-0.0187290918692515,-0.022741171384984125,alpha158_CORD5,0.6406747982590859,0.6406747982590859,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_CORR60,alpha158_CORR60,alpha158_price_volume_correlation,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1601942,1603860,0.998804135024254,0.0011958649757459,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.024639673376520642,-0.03501279598629998,-0.1797210402313114,-0.2501973835179895,0.43388429752066116,0.4297520661157025,-0.024639673376520642,-0.03501279598629998,-0.1797210402313114,-0.2501973835179895,0.43388429752066116,0.4297520661157025,-0.024300569869211107,-0.035021238637946095,-0.17757634014131815,-0.25066812693259116,0.4366391184573003,0.42699724517906334,0.0003244376672257999,-0.0012734054200271,0.09999999999999999,-0.39999999999999997,0.13229166839654466,0.21802609235738798,0.913220957596384,0.9959523646588304,0.9768659090796713,0.00032443758489770005,-0.0012734052830035,0.09999999999999999,-0.39999999999999997,0.13302908301544328,0.28487103236031996,-0.0243005698692111,-0.0350212386379461,0.1368457636297286,0.1397115742894744,-5.783535628872244,-8.335054795831173,-2.7395143484859603,-3.867119515434541,-17.99967060309786,-26.916987163935147,-0.0248954367919284,-0.0370351338257569,-0.013791079988425277,-0.02298163078735905,alpha158_CORR30,0.6046732870505879,0.6046732870505879,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_HIGH0,alpha158_HIGH0,alpha158_price_volume_lag,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.03992725966050345,-0.04905294149161557,-0.3131362262254004,-0.37123950711801545,0.3650137741046832,0.3622589531680441,-0.03992725966050345,-0.04905294149161557,-0.3131362262254004,-0.37123950711801545,0.3650137741046832,0.3622589531680441,-0.040004316812301516,-0.04911142735619357,-0.3137011009648148,-0.37164929890357284,0.3650137741046832,0.3581267217630854,-0.0012832535043967,-0.0037855065703938,-0.39999999999999997,-0.7,0.6949513567669182,0.7235046876691861,0.20128283073460365,0.24893023316563842,0.24024670375831725,-0.0012832534081744,-0.0037855066233167005,-0.39999999999999997,-0.7,0.6963812812075184,0.7428869564391734,-0.0400043168123015,-0.0491114273561935,0.1275236736156322,0.1321445446044979,-9.521027401327764,-11.688519710774072,-4.839544877121793,-5.733526133835365,-28.93540950292721,-35.4116803539962,-0.0418753440576874,-0.0588036522111514,-0.0360853447984184,-0.047230784272836626,alpha158_KSFT2,-0.7274134205198651,0.7274134205198651,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_LOW0,alpha158_LOW0,alpha158_price_volume_lag,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.03978787985196417,0.04848071547873358,0.3331011440917029,0.40616019867304615,0.6349862258953168,0.6542699724517906,0.03978787985196417,0.04848071547873358,0.3331011440917029,0.40616019867304615,0.6349862258953168,0.6542699724517906,0.03965552928791262,0.04830215259498645,0.33254984477610533,0.4048395925035937,0.6322314049586777,0.6542699724517906,0.0032899561761009,0.0062073951643616,0.09999999999999999,0.7,0.7623012002882465,0.7577238631999104,0.13987635815403288,0.15528632682492727,0.16203355678598813,0.0032899561769527998,0.0062073950134285995,0.09999999999999999,0.7,0.7611593020143163,0.7655342408873993,0.0396555292879126,0.0483021525949864,0.1192468735464644,0.1193118298936082,9.438015970523203,11.49591231760678,5.130329134083465,6.245561044991654,-1.4575178407529,-2.5925450146412032,0.0289762154791993,0.0391477710516931,0.03568085219475148,0.04632794534979405,alpha158_KSFT2,-0.751989868923294,0.751989868923294,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_OPEN0,alpha158_OPEN0,alpha158_price_volume_lag,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.01221220893805008,0.009877694059760009,0.09187481476540892,0.07560009085166007,0.5179063360881543,0.5399449035812672,0.01221220893805008,0.009877694059760009,0.09187481476540892,0.07560009085166007,0.5179063360881543,0.5399449035812672,0.012162113045765041,0.009738260564123741,0.09156954392696932,0.07459101395510385,0.5179063360881543,0.5413223140495868,0.0026282755848177,0.0028814810988963004,0.3,0.0,0.805174465666399,0.8028374989657893,-0.011059846768645179,-0.02294592934525448,0.004706533514780618,0.0026282755257999997,0.0028814811405803,0.3,0.0,0.8052969561471987,0.8113818197242542,0.012162113045765,0.0097382605641237,0.1328183206357875,0.1305554120766501,2.89458290489208,2.3177060142614505,1.4126661202309527,1.1507341171436682,-1.8450719219514689,-1.5120450009008213,-0.0007284748248959,-0.00300423262373,0.0094991196195249,0.0073709176097773,alpha158_KMID,-0.9999999622555029,0.9999999622555029,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_VWAP0,alpha158_VWAP0,alpha158_price_volume_lag,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,,,1598099,1603860,0.9964080406020476,0.0035919593979524,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,0.0009724363439877596,0.0023908008968443546,0.007952795553171639,0.019581836256659695,0.4931129476584022,0.5110192837465565,0.0009724363439877596,0.0023908008968443546,0.007952795553171639,0.019581836256659695,0.4931129476584022,0.5110192837465565,0.0008716908144104487,0.002260834746682034,0.007132105316430709,0.018532264875789742,0.49173553719008267,0.5110192837465565,0.0017517864863537,0.0026180864664158,0.09999999999999999,0.3,0.7911583125626933,0.7959397503997658,-0.005579848847400773,-0.030869254431928804,0.005739967790754979,0.0017517864826017,0.0026180864173369002,0.09999999999999999,0.3,0.7895445497255653,0.8022546551069775,0.0008716908144104,0.002260834746682,0.1222206874037987,0.1219945193874038,0.2074624138296867,0.5380786697103248,0.1100287619044624,0.2859018577405375,-4.540236398421019,-2.281324763517853,-0.0086888617703257,-0.0087492328848848,-0.00029704313271387514,0.0008006272771519248,alpha158_KSFT,-0.909742399475929,0.909742399475929,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_BETA10,alpha158_BETA10,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1597917,1603860,0.9962945643634732,0.0037054356365269,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.032467789293349945,-0.028888905699963514,-0.23506532757483029,-0.21570091616088657,0.4090909090909091,0.4366391184573003,-0.032467789293349945,-0.028888905699963514,-0.23506532757483029,-0.21570091616088657,0.4090909090909091,0.4366391184573003,-0.032206634309039105,-0.028745879734927822,-0.23341476116417118,-0.21474993170683698,0.41046831955922863,0.4366391184573003,-0.0038790189119263995,-0.0052113840066653,0.0,-0.09999999999999999,0.23451835594776246,0.5100136057322271,0.07715739053921607,0.9375187479962339,0.6334269583552928,-0.00387901878302,-0.0052113840454173,0.0,-0.09999999999999999,0.23417095261766732,0.7097854550723753,-0.0322066343090391,-0.0287458797349278,0.1379802808888626,0.1338574569335364,-7.66517896555131,-6.841519376912822,-3.600947552183986,-3.3130005876856843,-25.35833809092321,-24.990797847600103,-0.0520451231382885,-0.0483240442647231,-0.027434413842835625,-0.023482633413893575,alpha158_ROC10,-0.8741224174829711,0.8741224174829711,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_BETA20,alpha158_BETA20,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598044,1603860,0.9963737483321486,0.0036262516678513,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.03584306984544866,-0.05284210157345124,-0.2451017733021235,-0.37800954516024066,0.4366391184573003,0.359504132231405,-0.03584306984544866,-0.05284210157345124,-0.2451017733021235,-0.37800954516024066,0.4366391184573003,0.359504132231405,-0.03543356724229875,-0.05274862648900079,-0.24251536730641615,-0.377740491514879,0.4380165289256198,0.359504132231405,-0.00364066118358562,-0.0083854790388592,0.0,-0.7,0.1543291908039436,0.3160933432180747,0.5346484261391448,0.9829010066942891,0.8811043099237797,-0.003640661219143624,-0.0083854789281299,0.0,-0.7,0.1545361084453422,0.459405315838597,-0.0354335672422987,-0.0527486264890008,0.1461085441135313,0.1396424997422418,-8.433189003667106,-12.554173104382194,-3.7413448657380273,-5.827496476645592,-30.45876588377026,-41.95049592804359,-0.0585796306830739,-0.0668519171289807,-0.02977645024384075,-0.0440627974896787,alpha158_ROC20,-0.8801877668225853,0.8801877668225853,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_BETA30,alpha158_BETA30,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1598065,1603860,0.996386841744292,0.003613158255708,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.052628945426446465,-0.07406038759535627,-0.34238169223268095,-0.4927804317008363,0.3787878787878788,0.3347107438016529,-0.052628945426446465,-0.07406038759535627,-0.34238169223268095,-0.4927804317008363,0.3787878787878788,0.3347107438016529,-0.05218155731314422,-0.07384741570492787,-0.33970386846381534,-0.4916329873233381,0.38154269972451793,0.33608815426997246,-0.0054053398091593995,-0.0121360042455004,-0.9999999999999999,-0.9999999999999999,0.12624710974596498,0.24197497992237024,0.7404457225559875,0.9922069909258509,0.9421862549744007,-0.0054053397000336,-0.0121360041439825,-0.9999999999999999,-0.9999999999999999,0.1266721439523207,0.3492950844049611,-0.0521815573131442,-0.0738474157049278,0.153608958146741,0.1502084229680865,-12.419210640528329,-17.575684937772834,-5.240696036151011,-7.584544325496671,-40.96384443771885,-54.09690100101969,-0.0660809776268611,-0.0771947959162976,-0.044376875709173355,-0.06305838790779447,alpha158_ROC30,-0.882013068624142,0.882013068624142,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
alpha158_BETA5,alpha158_BETA5,alpha158_rolling_price,alpha158_adapter_pending,False,False,True,False,strict_runnable,watch,qlib_alpha158,MIT,qlib_expression_adapter_pending,True,,1597799,1603860,0.9962209918571446,0.0037790081428553,pass,pass,partial_pass,pass,"factor_alpha_beta,factor_returns",jqfactor_analyzer,0,12,4,-0.020857238175890244,-0.016357825804341666,-0.14946320160182458,-0.12336455109217882,0.4476584022038568,0.4696969696969697,-0.020857238175890244,-0.016357825804341666,-0.14946320160182458,-0.12336455109217882,0.4476584022038568,0.4696969696969697,-0.020622514152993373,-0.01621931485792065,-0.14782345714162626,-0.12241105110520581,0.45041322314049587,0.46831955922865015,-0.0038742817628503,-0.0041327190887031,-0.09999999999999999,0.0,0.39367589385476237,0.7748036226995964,0.0056641188169711835,0.7803855380227684,0.1250413793981626,-0.0038742818131934998,-0.0041327190496372995,-0.09999999999999999,0.0,0.39665801330700107,0.8284363606138878,-0.0206225141529933,-0.0162193148579206,0.1395077246315205,0.1324987794115174,-4.908158368412423,-3.8601969361851145,-2.2805092252718304,-1.8884657193018224,-15.626236066767085,-14.936520878023044,-0.0373895211538371,-0.0322816902873003,-0.01617134332835605,-0.013081579867318102,alpha158_MA5,-0.8735051339476354,0.8735051339476354,strict_screening_input,raw_open_source_metrics_coexist_no_combined_score
