outer_split_id,method,importance_type,factor,feature_order,importance,selection_authority
split_002,lightgbm,gain,ta_volume_sma_em,45,0.6398943250824232,diagnostic_only
split_002,lightgbm,split,alpha158_CNTP10,0,0.0,diagnostic_only
split_002,lightgbm,split,alpha158_CNTP5,1,3.0,diagnostic_only
split_002,lightgbm,split,alpha158_CORD10,2,2.0,diagnostic_only
split_002,lightgbm,split,alpha158_CORD20,3,16.0,diagnostic_only
split_002,lightgbm,split,alpha158_CORD5,4,0.0,diagnostic_only
split_002,lightgbm,split,alpha158_CORR5,5,6.0,diagnostic_only
split_002,lightgbm,split,alpha158_HIGH0,6,6.0,diagnostic_only
split_002,lightgbm,split,alpha158_IMAX10,7,17.0,diagnostic_only
split_002,lightgbm,split,alpha158_IMAX20,8,35.0,diagnostic_only
split_002,lightgbm,split,alpha158_IMAX60,9,42.0,diagnostic_only
split_002,lightgbm,split,alpha158_IMIN5,10,2.0,diagnostic_only
split_002,lightgbm,split,alpha158_KLEN,11,226.0,diagnostic_only
split_002,lightgbm,split,alpha158_KLOW,12,16.0,diagnostic_only
split_002,lightgbm,split,alpha158_KUP,13,7.0,diagnostic_only
split_002,lightgbm,split,alpha158_LOW0,14,1.0,diagnostic_only
split_002,lightgbm,split,alpha158_MIN10,15,34.0,diagnostic_only
split_002,lightgbm,split,alpha158_STD10,16,114.0,diagnostic_only
split_002,lightgbm,split,alpha158_VMA60,17,20.0,diagnostic_only
split_002,lightgbm,split,alpha158_VSTD5,18,1.0,diagnostic_only
split_002,lightgbm,split,alpha158_VSUMD20,19,8.0,diagnostic_only
split_002,lightgbm,split,alpha158_VSUMD60,20,24.0,diagnostic_only
split_002,lightgbm,split,alpha360_HIGH34,21,223.0,diagnostic_only
split_002,lightgbm,split,alpha360_LOW1,22,15.0,diagnostic_only
split_002,lightgbm,split,amount_cv_20,23,46.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha002,24,0.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha011,25,77.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha012,26,0.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha013,27,5.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha020,28,6.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha026,29,2.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha029,30,0.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha034,31,0.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha050,32,9.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha055,33,0.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha062,34,0.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha077,35,44.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha083,36,121.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha085,37,3.0,diagnostic_only
split_002,lightgbm,split,kunquant_alpha101_alpha094,38,33.0,diagnostic_only
split_002,lightgbm,split,ta_momentum_ao,39,85.0,diagnostic_only
split_002,lightgbm,split,ta_trend_dpo,40,0.0,diagnostic_only
split_002,lightgbm,split,ta_volatility_atr,41,54.0,diagnostic_only
split_002,lightgbm,split,ta_volatility_bbhi,42,1.0,diagnostic_only
split_002,lightgbm,split,ta_volume_cmf,43,21.0,diagnostic_only
split_002,lightgbm,split,ta_volume_em,44,8.0,diagnostic_only
split_002,lightgbm,split,ta_volume_sma_em,45,67.0,diagnostic_only
split_003,lightgbm,gain,alpha158_CORD10,0,0.1092300435047946,diagnostic_only
split_003,lightgbm,gain,alpha158_CORD20,1,0.26244239050856777,diagnostic_only
split_003,lightgbm,gain,alpha158_CORD5,2,0.018430803051160183,diagnostic_only
split_003,lightgbm,gain,alpha158_CORR10,3,0.3313904273090884,diagnostic_only
split_003,lightgbm,gain,alpha158_CORR20,4,0.3398713425307758,diagnostic_only
split_003,lightgbm,gain,alpha158_CORR5,5,0.02376573004585225,diagnostic_only
split_003,lightgbm,gain,alpha158_HIGH0,6,0.014689863153762417,diagnostic_only
split_003,lightgbm,gain,alpha158_IMAX30,7,0.691668405335804,diagnostic_only
split_003,lightgbm,gain,alpha158_IMAX60,8,0.3026520103449002,diagnostic_only
split_003,lightgbm,gain,alpha158_IMIN20,9,0.9115694984229776,diagnostic_only
split_003,lightgbm,gain,alpha158_IMIN5,10,0.04355182111612521,diagnostic_only
split_003,lightgbm,gain,alpha158_KLEN,11,3.8536207760334946,diagnostic_only
split_003,lightgbm,gain,alpha158_KLOW,12,0.2865888383385027,diagnostic_only
split_003,lightgbm,gain,alpha158_KMID,13,0.014949615753721446,diagnostic_only
split_003,lightgbm,gain,alpha158_KUP,14,0.09619580176149611,diagnostic_only
split_003,lightgbm,gain,alpha158_LOW0,15,0.024898529809433967,diagnostic_only
split_003,lightgbm,gain,alpha158_MAX5,16,1.0993067865840527,diagnostic_only
split_003,lightgbm,gain,alpha158_MIN10,17,2.7472997499652365,diagnostic_only
split_003,lightgbm,gain,alpha158_QTLD10,18,0.06551913654914188,diagnostic_only
split_003,lightgbm,gain,alpha158_QTLD5,19,0.07162946216521959,diagnostic_only
split_003,lightgbm,gain,alpha158_RSQR30,20,0.9207724671626636,diagnostic_only
split_003,lightgbm,gain,alpha158_STD60,21,2.0254445061653144,diagnostic_only
split_003,lightgbm,gain,alpha158_VMA60,22,0.12278545483786729,diagnostic_only
split_003,lightgbm,gain,alpha158_VSTD5,23,0.01207000415888615,diagnostic_only
split_003,lightgbm,gain,alpha158_VSUMD20,24,0.047727078081152285,diagnostic_only
split_003,lightgbm,gain,alpha158_VSUMD60,25,0.1793155225643659,diagnostic_only
split_003,lightgbm,gain,alpha360_VOLUME12,26,0.033445990819018334,diagnostic_only
split_003,lightgbm,gain,alpha360_VOLUME38,27,0.06091588010895066,diagnostic_only
split_003,lightgbm,gain,amount_cv_20,28,0.3140626740496373,diagnostic_only
split_003,lightgbm,gain,amount_mean_20,29,10.27143009800966,diagnostic_only
split_003,lightgbm,gain,corr_ret_amount_20,30,0.2564182019814325,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha002,31,0.0,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha003,32,0.03581990247403155,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha005,33,0.3393215342439362,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha011,34,0.23822917649522424,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha012,35,0.0022103899682406336,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha013,36,0.8202053065906512,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha020,37,0.05906266300007701,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha024,38,0.3384170528515824,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha026,39,0.030419288013945334,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha043,40,0.003054441032873001,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha050,41,0.037979849561452284,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha055,42,0.021048749797046185,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha062,43,0.020880373660475016,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha071,44,0.6206327569889254,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha072,45,0.36777761284974986,diagnostic_only
split_003,lightgbm,gain,kunquant_alpha101_alpha094,46,0.5205057677849254,diagnostic_only
split_003,lightgbm,gain,ta_trend_adx_pos,47,1.6252710345834203,diagnostic_only
split_003,lightgbm,gain,ta_trend_dpo,48,0.04820312735319021,diagnostic_only
split_003,lightgbm,gain,ta_trend_mass_index,49,0.2190578361844473,diagnostic_only
split_003,lightgbm,gain,ta_volatility_bbhi,50,0.0,diagnostic_only
split_003,lightgbm,gain,ta_volume_em,51,0.07693783262493525,diagnostic_only
split_003,lightgbm,split,alpha158_CORD10,0,70.0,diagnostic_only
split_003,lightgbm,split,alpha158_CORD20,1,105.0,diagnostic_only
split_003,lightgbm,split,alpha158_CORD5,2,22.0,diagnostic_only
split_003,lightgbm,split,alpha158_CORR10,3,78.0,diagnostic_only
split_003,lightgbm,split,alpha158_CORR20,4,144.0,diagnostic_only
split_003,lightgbm,split,alpha158_CORR5,5,14.0,diagnostic_only
split_003,lightgbm,split,alpha158_HIGH0,6,15.0,diagnostic_only
split_003,lightgbm,split,alpha158_IMAX30,7,149.0,diagnostic_only
split_003,lightgbm,split,alpha158_IMAX60,8,179.0,diagnostic_only
split_003,lightgbm,split,alpha158_IMIN20,9,215.0,diagnostic_only
split_003,lightgbm,split,alpha158_IMIN5,10,29.0,diagnostic_only
split_003,lightgbm,split,alpha158_KLEN,11,351.0,diagnostic_only
split_003,lightgbm,split,alpha158_KLOW,12,84.0,diagnostic_only
split_003,lightgbm,split,alpha158_KMID,13,14.0,diagnostic_only
split_003,lightgbm,split,alpha158_KUP,14,55.0,diagnostic_only
split_003,lightgbm,split,alpha158_LOW0,15,20.0,diagnostic_only
split_003,lightgbm,split,alpha158_MAX5,16,273.0,diagnostic_only
split_003,lightgbm,split,alpha158_MIN10,17,319.0,diagnostic_only
split_003,lightgbm,split,alpha158_QTLD10,18,42.0,diagnostic_only
split_003,lightgbm,split,alpha158_QTLD5,19,40.0,diagnostic_only
split_003,lightgbm,split,alpha158_RSQR30,20,274.0,diagnostic_only
split_003,lightgbm,split,alpha158_STD60,21,610.0,diagnostic_only
split_003,lightgbm,split,alpha158_VMA60,22,56.0,diagnostic_only
split_003,lightgbm,split,alpha158_VSTD5,23,14.0,diagnostic_only
split_003,lightgbm,split,alpha158_VSUMD20,24,42.0,diagnostic_only
split_003,lightgbm,split,alpha158_VSUMD60,25,72.0,diagnostic_only
split_003,lightgbm,split,alpha360_VOLUME12,26,25.0,diagnostic_only
split_003,lightgbm,split,alpha360_VOLUME38,27,52.0,diagnostic_only
split_003,lightgbm,split,amount_cv_20,28,139.0,diagnostic_only
split_003,lightgbm,split,amount_mean_20,29,431.0,diagnostic_only
split_003,lightgbm,split,corr_ret_amount_20,30,152.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha002,31,0.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha003,32,34.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha005,33,199.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha011,34,86.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha012,35,4.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha013,36,126.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha020,37,33.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha024,38,170.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha026,39,28.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha043,40,9.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha050,41,39.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha055,42,18.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha062,43,11.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha071,44,186.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha072,45,164.0,diagnostic_only
split_003,lightgbm,split,kunquant_alpha101_alpha094,46,138.0,diagnostic_only
split_003,lightgbm,split,ta_trend_adx_pos,47,330.0,diagnostic_only
split_003,lightgbm,split,ta_trend_dpo,48,41.0,diagnostic_only
split_003,lightgbm,split,ta_trend_mass_index,49,147.0,diagnostic_only
split_003,lightgbm,split,ta_volatility_bbhi,50,0.0,diagnostic_only
split_003,lightgbm,split,ta_volume_em,51,55.0,diagnostic_only
