outer_split_id,factor,importance_type,importance,importance_std
split_001,alpha360_LOW1,conditional_shap:liquidity_proxy:q1,0.003932716840408863,
split_001,alpha360_VOLUME13,conditional_shap:liquidity_proxy:q1,0.0006114012629252608,
split_001,amount_cv_20,conditional_shap:liquidity_proxy:q1,0.0060742118952287205,
split_001,amount_std_20,conditional_shap:liquidity_proxy:q1,0.019234750546548805,
split_001,corr_ret_amount_20,conditional_shap:liquidity_proxy:q1,0.0012985498320383078,
split_001,kunquant_alpha101_alpha003,conditional_shap:liquidity_proxy:q1,0.0013404427429059146,
split_001,kunquant_alpha101_alpha011,conditional_shap:liquidity_proxy:q1,0.0012432531222630657,
split_001,kunquant_alpha101_alpha012,conditional_shap:liquidity_proxy:q1,0.000530360949644758,
split_001,kunquant_alpha101_alpha013,conditional_shap:liquidity_proxy:q1,0.002260547761786916,
split_001,kunquant_alpha101_alpha020,conditional_shap:liquidity_proxy:q1,0.0015257197112941094,
split_001,kunquant_alpha101_alpha029,conditional_shap:liquidity_proxy:q1,0.0014984331627354386,
split_001,kunquant_alpha101_alpha034,conditional_shap:liquidity_proxy:q1,0.0005931079743397341,
split_001,kunquant_alpha101_alpha050,conditional_shap:liquidity_proxy:q1,0.0009758851318377627,
split_001,kunquant_alpha101_alpha055,conditional_shap:liquidity_proxy:q1,0.0009247393343612063,
split_001,kunquant_alpha101_alpha062,conditional_shap:liquidity_proxy:q1,0.00023102685965737334,
split_001,kunquant_alpha101_alpha094,conditional_shap:liquidity_proxy:q1,0.001365225304919775,
split_001,ta_trend_mass_index,conditional_shap:liquidity_proxy:q1,0.004385973693266517,
split_001,ta_volatility_bbhi,conditional_shap:liquidity_proxy:q1,0.00078201144794167,
split_001,ta_volume_cmf,conditional_shap:liquidity_proxy:q1,0.003988390523820171,
split_001,ta_volume_sma_em,conditional_shap:liquidity_proxy:q1,0.0028204188185614364,
split_001,alpha158_BETA10,conditional_shap:liquidity_proxy:q2,0.004198650409918617,
split_001,alpha158_BETA5,conditional_shap:liquidity_proxy:q2,0.0009249236289693558,
split_001,alpha158_CNTD30,conditional_shap:liquidity_proxy:q2,0.0013084316735244373,
split_001,alpha158_CNTP60,conditional_shap:liquidity_proxy:q2,0.0016955601371284905,
split_001,alpha158_CORD10,conditional_shap:liquidity_proxy:q2,0.0015257811084103403,
split_001,alpha158_CORD20,conditional_shap:liquidity_proxy:q2,0.0021090761994920553,
split_001,alpha158_CORD5,conditional_shap:liquidity_proxy:q2,0.0008806197166583325,
split_001,alpha158_CORD60,conditional_shap:liquidity_proxy:q2,0.003873301468078832,
split_001,alpha158_CORR10,conditional_shap:liquidity_proxy:q2,0.0013552409480391294,
split_001,alpha158_CORR20,conditional_shap:liquidity_proxy:q2,0.0013137384830078085,
split_001,alpha158_CORR5,conditional_shap:liquidity_proxy:q2,0.0007095535427035434,
split_001,alpha158_HIGH0,conditional_shap:liquidity_proxy:q2,0.0005522484600076799,
split_001,alpha158_IMIN20,conditional_shap:liquidity_proxy:q2,0.002495600745284311,
split_001,alpha158_KLEN,conditional_shap:liquidity_proxy:q2,0.00875523042381699,
split_001,alpha158_KLOW,conditional_shap:liquidity_proxy:q2,0.002897761018545471,
split_001,alpha158_KMID,conditional_shap:liquidity_proxy:q2,0.00031111262727055456,
split_001,alpha158_KUP,conditional_shap:liquidity_proxy:q2,0.0015902023401942883,
split_001,alpha158_LOW0,conditional_shap:liquidity_proxy:q2,0.0005952153309711706,
split_001,alpha158_MAX5,conditional_shap:liquidity_proxy:q2,0.008824683608058536,
split_001,alpha158_MIN10,conditional_shap:liquidity_proxy:q2,0.00774101015920872,
split_001,alpha158_QTLD60,conditional_shap:liquidity_proxy:q2,0.007637261636492663,
split_001,alpha158_RSQR30,conditional_shap:liquidity_proxy:q2,0.0035541927516587494,
split_001,alpha158_VMA30,conditional_shap:liquidity_proxy:q2,0.002668296203915304,
split_001,alpha158_VMA60,conditional_shap:liquidity_proxy:q2,0.0021847790229997206,
split_001,alpha158_VSUMD60,conditional_shap:liquidity_proxy:q2,0.0037303422745156027,
split_001,alpha360_LOW1,conditional_shap:liquidity_proxy:q2,0.004745296834142563,
split_001,alpha360_VOLUME13,conditional_shap:liquidity_proxy:q2,0.0006217890209749608,
split_001,amount_cv_20,conditional_shap:liquidity_proxy:q2,0.007205697487381762,
split_001,amount_std_20,conditional_shap:liquidity_proxy:q2,0.011142676994746801,
split_001,corr_ret_amount_20,conditional_shap:liquidity_proxy:q2,0.0014221392634019305,
split_001,kunquant_alpha101_alpha003,conditional_shap:liquidity_proxy:q2,0.0012490793414379313,
split_001,kunquant_alpha101_alpha011,conditional_shap:liquidity_proxy:q2,0.001329675199450357,
split_001,kunquant_alpha101_alpha012,conditional_shap:liquidity_proxy:q2,0.0006465476959173508,
split_001,kunquant_alpha101_alpha013,conditional_shap:liquidity_proxy:q2,0.0028065015878206427,
split_001,kunquant_alpha101_alpha020,conditional_shap:liquidity_proxy:q2,0.0019538216406947855,
split_001,kunquant_alpha101_alpha029,conditional_shap:liquidity_proxy:q2,0.0015665877593045426,
split_001,kunquant_alpha101_alpha034,conditional_shap:liquidity_proxy:q2,0.0005793512735079666,
split_001,kunquant_alpha101_alpha050,conditional_shap:liquidity_proxy:q2,0.0015235017042896397,
split_001,kunquant_alpha101_alpha055,conditional_shap:liquidity_proxy:q2,0.001072672181849265,
split_001,kunquant_alpha101_alpha062,conditional_shap:liquidity_proxy:q2,0.0002682520210224513,
split_001,kunquant_alpha101_alpha094,conditional_shap:liquidity_proxy:q2,0.0014479861812321298,
split_001,ta_trend_mass_index,conditional_shap:liquidity_proxy:q2,0.006963163569426284,
split_001,ta_volatility_bbhi,conditional_shap:liquidity_proxy:q2,0.0006883873416122562,
split_001,ta_volume_cmf,conditional_shap:liquidity_proxy:q2,0.004729801593542971,
split_001,ta_volume_sma_em,conditional_shap:liquidity_proxy:q2,0.0032909544097273953,
split_001,alpha158_BETA10,conditional_shap:volatility_proxy:q1,0.0031955701126039193,
split_001,alpha158_BETA5,conditional_shap:volatility_proxy:q1,0.0006230495744920859,
split_001,alpha158_CNTD30,conditional_shap:volatility_proxy:q1,0.0010524666692826624,
split_001,alpha158_CNTP60,conditional_shap:volatility_proxy:q1,0.0015913056673885564,
split_001,alpha158_CORD10,conditional_shap:volatility_proxy:q1,0.0012768285101296315,
split_001,alpha158_CORD20,conditional_shap:volatility_proxy:q1,0.0019774470822057216,
split_001,alpha158_CORD5,conditional_shap:volatility_proxy:q1,0.0009783396601946214,
split_001,alpha158_CORD60,conditional_shap:volatility_proxy:q1,0.004327103638943144,
split_001,alpha158_CORR10,conditional_shap:volatility_proxy:q1,0.000977820556587268,
split_001,alpha158_CORR20,conditional_shap:volatility_proxy:q1,0.0009963667041575652,
split_001,alpha158_CORR5,conditional_shap:volatility_proxy:q1,0.0006607944164596181,
split_001,alpha158_HIGH0,conditional_shap:volatility_proxy:q1,0.00046913057880677546,
split_001,alpha158_IMIN20,conditional_shap:volatility_proxy:q1,0.001729489783768882,
split_001,alpha158_KLEN,conditional_shap:volatility_proxy:q1,0.007519966214625679,
split_001,alpha158_KLOW,conditional_shap:volatility_proxy:q1,0.0026977276579355546,
split_001,alpha158_KMID,conditional_shap:volatility_proxy:q1,0.00026987319833525806,
split_001,alpha158_KUP,conditional_shap:volatility_proxy:q1,0.001363302362649279,
split_001,alpha158_LOW0,conditional_shap:volatility_proxy:q1,0.0004621280279157217,
split_001,alpha158_MAX5,conditional_shap:volatility_proxy:q1,0.007639249555115387,
split_001,alpha158_MIN10,conditional_shap:volatility_proxy:q1,0.0063555544641213475,
split_001,alpha158_QTLD60,conditional_shap:volatility_proxy:q1,0.003708911199259377,
split_001,alpha158_RSQR30,conditional_shap:volatility_proxy:q1,0.002724413169500522,
split_001,alpha158_VMA30,conditional_shap:volatility_proxy:q1,0.002308928533924463,
split_001,alpha158_VMA60,conditional_shap:volatility_proxy:q1,0.0024565329366018026,
split_001,alpha158_VSUMD60,conditional_shap:volatility_proxy:q1,0.002584690383646858,
split_001,alpha360_LOW1,conditional_shap:volatility_proxy:q1,0.0038165615681288955,
split_001,alpha360_VOLUME13,conditional_shap:volatility_proxy:q1,0.0004659829894447621,
split_001,amount_cv_20,conditional_shap:volatility_proxy:q1,0.004744081128710441,
split_001,amount_std_20,conditional_shap:volatility_proxy:q1,0.018678319823083357,
split_001,corr_ret_amount_20,conditional_shap:volatility_proxy:q1,0.0010131326127974384,
split_001,kunquant_alpha101_alpha003,conditional_shap:volatility_proxy:q1,0.0011623180865622243,
split_001,kunquant_alpha101_alpha011,conditional_shap:volatility_proxy:q1,0.0013748558383512306,
split_001,kunquant_alpha101_alpha012,conditional_shap:volatility_proxy:q1,0.0004917040231934248,
split_001,kunquant_alpha101_alpha013,conditional_shap:volatility_proxy:q1,0.0028328129531000204,
split_001,kunquant_alpha101_alpha020,conditional_shap:volatility_proxy:q1,0.0014670643141061973,
split_001,kunquant_alpha101_alpha029,conditional_shap:volatility_proxy:q1,0.0016526311584737906,
split_001,kunquant_alpha101_alpha034,conditional_shap:volatility_proxy:q1,0.0005661592495576732,
split_001,kunquant_alpha101_alpha050,conditional_shap:volatility_proxy:q1,0.0012197051485196638,
split_001,kunquant_alpha101_alpha055,conditional_shap:volatility_proxy:q1,0.0007861876097841178,
split_001,kunquant_alpha101_alpha062,conditional_shap:volatility_proxy:q1,0.0001592113851713297,
split_001,kunquant_alpha101_alpha094,conditional_shap:volatility_proxy:q1,0.0015526413316154823,
