datetime,batch_id,factor,rank_ic,pair_count,factor_missing_count,label_missing_count,tie_method
2021-03-02,alpha158_001,alpha158_CNTD5,0.03752463761688501,1994,0,6,average
2021-03-02,alpha158_001,alpha158_CNTD60,-0.11769160692061784,1994,0,6,average
2021-03-03,alpha158_001,alpha158_CNTD10,-0.018621144992281517,1997,0,3,average
2021-03-03,alpha158_001,alpha158_CNTD20,0.030259869544354473,1997,0,3,average
2021-03-03,alpha158_001,alpha158_CNTD30,0.015798565834456296,1997,0,3,average
2021-03-03,alpha158_001,alpha158_CNTD5,0.03643598075454204,1997,0,3,average
2021-03-03,alpha158_001,alpha158_CNTD60,0.008703035256611315,1997,0,3,average
2021-03-04,alpha158_001,alpha158_CNTD10,-0.05057658980986173,1997,0,3,average
2021-03-04,alpha158_001,alpha158_CNTD20,0.04732189756233543,1997,0,3,average
2021-03-04,alpha158_001,alpha158_CNTD30,0.02590844641620301,1997,0,3,average
2021-03-04,alpha158_001,alpha158_CNTD5,-0.03583253209549469,1997,0,3,average
2021-03-04,alpha158_001,alpha158_CNTD60,0.07752388808480734,1997,0,3,average
2021-03-05,alpha158_001,alpha158_CNTD10,-0.10432345192591445,1997,0,3,average
2021-03-05,alpha158_001,alpha158_CNTD20,-0.0463203845522223,1997,0,3,average
2021-03-05,alpha158_001,alpha158_CNTD30,0.0068484972014961005,1997,0,3,average
2021-03-05,alpha158_001,alpha158_CNTD5,-0.076748930439645,1997,0,3,average
2021-03-05,alpha158_001,alpha158_CNTD60,0.11001647754057794,1997,0,3,average
2021-03-08,alpha158_001,alpha158_CNTD10,-0.0740408648346768,1994,0,6,average
2021-03-08,alpha158_001,alpha158_CNTD20,-0.07633378386744244,1994,0,6,average
2021-03-08,alpha158_001,alpha158_CNTD30,-0.0014440156294157974,1994,0,6,average
2021-03-08,alpha158_001,alpha158_CNTD5,-0.1011911339960398,1994,0,6,average
2021-03-08,alpha158_001,alpha158_CNTD60,0.08040206054459771,1994,0,6,average
2021-03-09,alpha158_001,alpha158_CNTD10,-0.05509203330924573,1994,0,6,average
2021-03-09,alpha158_001,alpha158_CNTD20,-0.04558605072303214,1994,0,6,average
2021-03-09,alpha158_001,alpha158_CNTD30,-0.001394666112379923,1994,0,6,average
2021-03-09,alpha158_001,alpha158_CNTD5,-0.11090877667741882,1994,0,6,average
2021-03-09,alpha158_001,alpha158_CNTD60,0.026446556743091466,1994,0,6,average
2021-03-10,alpha158_001,alpha158_CNTD10,-0.02664105991510578,1994,0,6,average
2021-03-10,alpha158_001,alpha158_CNTD20,-0.03933966572281799,1994,0,6,average
2021-03-10,alpha158_001,alpha158_CNTD30,-0.03181269787114107,1994,0,6,average
2021-03-10,alpha158_001,alpha158_CNTD5,-0.03803162015443593,1994,0,6,average
2021-03-10,alpha158_001,alpha158_CNTD60,-0.020804646167738746,1994,0,6,average
2021-03-11,alpha158_001,alpha158_CNTD10,-0.017428585722251994,1994,0,6,average
2021-03-11,alpha158_001,alpha158_CNTD20,-0.022585303091594525,1994,0,6,average
2021-03-11,alpha158_001,alpha158_CNTD30,-0.05942122397518927,1994,0,6,average
2021-03-11,alpha158_001,alpha158_CNTD5,-0.021852274674729964,1994,0,6,average
2021-03-11,alpha158_001,alpha158_CNTD60,-0.09541222421462224,1994,0,6,average
2021-03-12,alpha158_001,alpha158_CNTD10,-0.12835871151161155,1994,0,6,average
2021-03-12,alpha158_001,alpha158_CNTD20,-0.16753888179538245,1994,0,6,average
2021-03-12,alpha158_001,alpha158_CNTD30,-0.14180282921008508,1994,0,6,average
2021-03-12,alpha158_001,alpha158_CNTD5,-0.13265713071402926,1994,0,6,average
2021-03-12,alpha158_001,alpha158_CNTD60,-0.09968197416709995,1994,0,6,average
2021-03-15,alpha158_001,alpha158_CNTD10,-0.15338594992578555,1994,0,6,average
2021-03-15,alpha158_001,alpha158_CNTD20,-0.2112125860897979,1994,0,6,average
2021-03-15,alpha158_001,alpha158_CNTD30,-0.1853809089193553,1994,0,6,average
2021-03-15,alpha158_001,alpha158_CNTD5,-0.12373163114604147,1994,0,6,average
2021-03-15,alpha158_001,alpha158_CNTD60,-0.07509382170444238,1994,0,6,average
2021-03-16,alpha158_001,alpha158_CNTD10,-0.09767888001879797,1993,0,7,average
2021-03-16,alpha158_001,alpha158_CNTD20,-0.16282918839198032,1993,0,7,average
2021-03-16,alpha158_001,alpha158_CNTD30,-0.13511528244844123,1993,0,7,average
2021-03-16,alpha158_001,alpha158_CNTD5,-0.07516674703841354,1993,0,7,average
2021-03-16,alpha158_001,alpha158_CNTD60,-0.041462204352469896,1993,0,7,average
2021-03-17,alpha158_001,alpha158_CNTD10,-0.07206800616291094,1994,0,6,average
2021-03-17,alpha158_001,alpha158_CNTD20,-0.08214230578556311,1994,0,6,average
2021-03-17,alpha158_001,alpha158_CNTD30,-0.11966637164067172,1994,0,6,average
2021-03-17,alpha158_001,alpha158_CNTD5,-0.07461701173656064,1994,0,6,average
2021-03-17,alpha158_001,alpha158_CNTD60,-0.13484003908980904,1994,0,6,average
2021-03-18,alpha158_001,alpha158_CNTD10,-0.09041190994738056,1993,0,7,average
2021-03-18,alpha158_001,alpha158_CNTD20,-0.17249430351914255,1993,0,7,average
2021-03-18,alpha158_001,alpha158_CNTD30,-0.15074745534083098,1993,0,7,average
2021-03-18,alpha158_001,alpha158_CNTD5,-0.10540819251580225,1993,0,7,average
2021-03-18,alpha158_001,alpha158_CNTD60,-0.0853106743502104,1993,0,7,average
2021-03-19,alpha158_001,alpha158_CNTD10,-0.11433850666071127,1995,0,5,average
2021-03-19,alpha158_001,alpha158_CNTD20,-0.1677505363354508,1995,0,5,average
2021-03-19,alpha158_001,alpha158_CNTD30,-0.1578157172859442,1995,0,5,average
2021-03-19,alpha158_001,alpha158_CNTD5,-0.011755199378744974,1995,0,5,average
2021-03-19,alpha158_001,alpha158_CNTD60,-0.08854696320019217,1995,0,5,average
2021-03-22,alpha158_001,alpha158_CNTD10,-0.04643610392238934,1997,0,3,average
2021-03-22,alpha158_001,alpha158_CNTD20,-0.13131785130448442,1997,0,3,average
2021-03-22,alpha158_001,alpha158_CNTD30,-0.1395722765285466,1997,0,3,average
2021-03-22,alpha158_001,alpha158_CNTD5,0.023387798110709006,1997,0,3,average
2021-03-22,alpha158_001,alpha158_CNTD60,-0.05176096230481452,1997,0,3,average
2021-03-23,alpha158_001,alpha158_CNTD10,-0.060289458662086876,1996,0,4,average
2021-03-23,alpha158_001,alpha158_CNTD20,-0.14647398718084745,1996,0,4,average
2021-03-23,alpha158_001,alpha158_CNTD30,-0.16731678475985554,1996,0,4,average
2021-03-23,alpha158_001,alpha158_CNTD5,0.018825533905363855,1996,0,4,average
2021-03-23,alpha158_001,alpha158_CNTD60,-0.029380377739981568,1996,0,4,average
2021-03-24,alpha158_001,alpha158_CNTD10,-0.12868286713411448,1994,0,6,average
2021-03-24,alpha158_001,alpha158_CNTD20,-0.1283695685991098,1994,0,6,average
2021-03-24,alpha158_001,alpha158_CNTD30,-0.1862309321630464,1994,0,6,average
2021-03-24,alpha158_001,alpha158_CNTD5,-0.1066402768102145,1994,0,6,average
2021-03-24,alpha158_001,alpha158_CNTD60,-0.03145472859646818,1994,0,6,average
2021-03-25,alpha158_001,alpha158_CNTD10,-0.12023741464017547,1996,0,4,average
2021-03-25,alpha158_001,alpha158_CNTD20,-0.12679530457964933,1996,0,4,average
2021-03-25,alpha158_001,alpha158_CNTD30,-0.18355382928663946,1996,0,4,average
2021-03-25,alpha158_001,alpha158_CNTD5,-0.14487584205583437,1996,0,4,average
2021-03-25,alpha158_001,alpha158_CNTD60,-0.040472320643281684,1996,0,4,average
2021-03-26,alpha158_001,alpha158_CNTD10,-0.042715792908643704,1993,0,7,average
2021-03-26,alpha158_001,alpha158_CNTD20,-0.07148990282591813,1993,0,7,average
2021-03-26,alpha158_001,alpha158_CNTD30,-0.18124225847859718,1993,0,7,average
2021-03-26,alpha158_001,alpha158_CNTD5,-0.08446864667258612,1993,0,7,average
2021-03-26,alpha158_001,alpha158_CNTD60,-0.023413243926101144,1993,0,7,average
2021-03-29,alpha158_001,alpha158_CNTD10,-0.006206191179013974,1993,0,7,average
2021-03-29,alpha158_001,alpha158_CNTD20,-0.03670418901702338,1993,0,7,average
2021-03-29,alpha158_001,alpha158_CNTD30,-0.13403622001365326,1993,0,7,average
2021-03-29,alpha158_001,alpha158_CNTD5,-0.013699978059207162,1993,0,7,average
2021-03-29,alpha158_001,alpha158_CNTD60,-0.005104689084677244,1993,0,7,average
2021-03-30,alpha158_001,alpha158_CNTD10,0.06992712468280815,1982,0,18,average
2021-03-30,alpha158_001,alpha158_CNTD20,-0.0059603520021978525,1982,0,18,average
2021-03-30,alpha158_001,alpha158_CNTD30,-0.1456566246969774,1982,0,18,average
2021-03-30,alpha158_001,alpha158_CNTD5,0.08174868563832648,1982,0,18,average
2021-03-30,alpha158_001,alpha158_CNTD60,-0.010698748254611434,1982,0,18,average
2021-03-31,alpha158_001,alpha158_CNTD10,0.00679029214559252,1991,0,9,average
2021-03-31,alpha158_001,alpha158_CNTD20,-0.012108028802663755,1991,0,9,average
2021-03-31,alpha158_001,alpha158_CNTD30,-0.13966631963033868,1991,0,9,average
2021-03-31,alpha158_001,alpha158_CNTD5,0.09081575502105813,1991,0,9,average
2021-03-31,alpha158_001,alpha158_CNTD60,0.01768743602234921,1991,0,9,average
2021-04-01,alpha158_001,alpha158_CNTD10,0.005431186605168297,1994,0,6,average
2021-04-01,alpha158_001,alpha158_CNTD20,0.029151019765347463,1994,0,6,average
2021-04-01,alpha158_001,alpha158_CNTD30,-0.039208838851833364,1994,0,6,average
2021-04-01,alpha158_001,alpha158_CNTD5,0.13918163725002544,1994,0,6,average
2021-04-01,alpha158_001,alpha158_CNTD60,0.037903308447481125,1994,0,6,average
2021-04-02,alpha158_001,alpha158_CNTD10,0.0031222651026755325,1995,0,5,average
2021-04-02,alpha158_001,alpha158_CNTD20,0.028074761189813432,1995,0,5,average
2021-04-02,alpha158_001,alpha158_CNTD30,-0.02293679604701541,1995,0,5,average
2021-04-02,alpha158_001,alpha158_CNTD5,0.09200447780167677,1995,0,5,average
2021-04-02,alpha158_001,alpha158_CNTD60,0.05630797466665231,1995,0,5,average
2021-04-06,alpha158_001,alpha158_CNTD10,0.033729483977432854,1994,0,6,average
2021-04-06,alpha158_001,alpha158_CNTD20,0.02422234642570861,1994,0,6,average
2021-04-06,alpha158_001,alpha158_CNTD30,-0.04573837965365466,1994,0,6,average
2021-04-06,alpha158_001,alpha158_CNTD5,0.04987817391637598,1994,0,6,average
2021-04-06,alpha158_001,alpha158_CNTD60,0.05771650284616845,1994,0,6,average
2021-04-07,alpha158_001,alpha158_CNTD10,0.05511912680769649,1994,0,6,average
2021-04-07,alpha158_001,alpha158_CNTD20,0.007345571296476952,1994,0,6,average
2021-04-07,alpha158_001,alpha158_CNTD30,-0.031590954052557886,1994,0,6,average
2021-04-07,alpha158_001,alpha158_CNTD5,0.002384516508766313,1994,0,6,average
2021-04-07,alpha158_001,alpha158_CNTD60,0.04470245433470469,1994,0,6,average
2021-04-08,alpha158_001,alpha158_CNTD10,0.09684734428404343,1995,0,5,average
2021-04-08,alpha158_001,alpha158_CNTD20,0.014828098172472921,1995,0,5,average
2021-04-08,alpha158_001,alpha158_CNTD30,0.005257742281221408,1995,0,5,average
2021-04-08,alpha158_001,alpha158_CNTD5,0.05314204354560989,1995,0,5,average
2021-04-08,alpha158_001,alpha158_CNTD60,0.03898130557637371,1995,0,5,average
2021-04-09,alpha158_001,alpha158_CNTD10,0.09837658442595867,1997,0,3,average
2021-04-09,alpha158_001,alpha158_CNTD20,0.020653854413898207,1997,0,3,average
2021-04-09,alpha158_001,alpha158_CNTD30,-0.008390805724822032,1997,0,3,average
2021-04-09,alpha158_001,alpha158_CNTD5,0.04245436310376587,1997,0,3,average
2021-04-09,alpha158_001,alpha158_CNTD60,0.01238285161554602,1997,0,3,average
2021-04-12,alpha158_001,alpha158_CNTD10,0.07310723441056803,1997,0,3,average
2021-04-12,alpha158_001,alpha158_CNTD20,0.023026144981573973,1997,0,3,average
2021-04-12,alpha158_001,alpha158_CNTD30,0.004973890721304779,1997,0,3,average
2021-04-12,alpha158_001,alpha158_CNTD5,0.00929391264173785,1997,0,3,average
2021-04-12,alpha158_001,alpha158_CNTD60,0.002733425992740155,1997,0,3,average
2021-04-13,alpha158_001,alpha158_CNTD10,0.04264648118038394,1997,0,3,average
2021-04-13,alpha158_001,alpha158_CNTD20,0.02660133544875503,1997,0,3,average
2021-04-13,alpha158_001,alpha158_CNTD30,-0.0032179455109159097,1997,0,3,average
2021-04-13,alpha158_001,alpha158_CNTD5,0.0015729549740540734,1997,0,3,average
2021-04-13,alpha158_001,alpha158_CNTD60,0.004988850924659526,1997,0,3,average
2021-04-14,alpha158_001,alpha158_CNTD10,0.0026861291393367095,1995,0,5,average
2021-04-14,alpha158_001,alpha158_CNTD20,0.05793641301454284,1995,0,5,average
2021-04-14,alpha158_001,alpha158_CNTD30,0.023748128534083746,1995,0,5,average
2021-04-14,alpha158_001,alpha158_CNTD5,0.041986942034012,1995,0,5,average
2021-04-14,alpha158_001,alpha158_CNTD60,0.004072101693800275,1995,0,5,average
2021-04-15,alpha158_001,alpha158_CNTD10,0.08970336175020423,1997,0,3,average
2021-04-15,alpha158_001,alpha158_CNTD20,0.09197008440115126,1997,0,3,average
2021-04-15,alpha158_001,alpha158_CNTD30,0.04494303845573234,1997,0,3,average
2021-04-15,alpha158_001,alpha158_CNTD5,0.036117253902924515,1997,0,3,average
2021-04-15,alpha158_001,alpha158_CNTD60,0.03502391066282484,1997,0,3,average
2021-04-16,alpha158_001,alpha158_CNTD10,0.013180881625220148,1997,0,3,average
2021-04-16,alpha158_001,alpha158_CNTD20,0.028142329980366868,1997,0,3,average
2021-04-16,alpha158_001,alpha158_CNTD30,0.06123798023091981,1997,0,3,average
2021-04-16,alpha158_001,alpha158_CNTD5,-0.0012237808408197466,1997,0,3,average
2021-04-16,alpha158_001,alpha158_CNTD60,0.046950986401545235,1997,0,3,average
2021-04-19,alpha158_001,alpha158_CNTD10,0.021279738068858172,1996,0,4,average
2021-04-19,alpha158_001,alpha158_CNTD20,0.03944753483009298,1996,0,4,average
2021-04-19,alpha158_001,alpha158_CNTD30,0.07644104311025188,1996,0,4,average
2021-04-19,alpha158_001,alpha158_CNTD5,0.009481046694548564,1996,0,4,average
2021-04-19,alpha158_001,alpha158_CNTD60,0.05452216456613237,1996,0,4,average
2021-04-20,alpha158_001,alpha158_CNTD10,0.04733981402819912,1997,0,3,average
2021-04-20,alpha158_001,alpha158_CNTD20,0.06355062761270414,1997,0,3,average
2021-04-20,alpha158_001,alpha158_CNTD30,0.07902680683207944,1997,0,3,average
2021-04-20,alpha158_001,alpha158_CNTD5,0.06054669194111093,1997,0,3,average
2021-04-20,alpha158_001,alpha158_CNTD60,0.043447512873623105,1997,0,3,average
2021-04-21,alpha158_001,alpha158_CNTD10,0.08654450345927658,1998,0,2,average
2021-04-21,alpha158_001,alpha158_CNTD20,0.09784224105706944,1998,0,2,average
2021-04-21,alpha158_001,alpha158_CNTD30,0.1047930051598413,1998,0,2,average
2021-04-21,alpha158_001,alpha158_CNTD5,0.09506944107888003,1998,0,2,average
2021-04-21,alpha158_001,alpha158_CNTD60,0.04903560913625715,1998,0,2,average
2021-04-22,alpha158_001,alpha158_CNTD10,0.056009976191724736,1994,0,6,average
2021-04-22,alpha158_001,alpha158_CNTD20,0.07398107441080151,1994,0,6,average
2021-04-22,alpha158_001,alpha158_CNTD30,0.08284050566449863,1994,0,6,average
2021-04-22,alpha158_001,alpha158_CNTD5,0.05724437534009511,1994,0,6,average
2021-04-22,alpha158_001,alpha158_CNTD60,0.030608554679464533,1994,0,6,average
2021-04-23,alpha158_001,alpha158_CNTD10,0.07536775749338377,1995,0,5,average
2021-04-23,alpha158_001,alpha158_CNTD20,0.0809767314124271,1995,0,5,average
2021-04-23,alpha158_001,alpha158_CNTD30,0.08613080648855759,1995,0,5,average
2021-04-23,alpha158_001,alpha158_CNTD5,0.08797879860775991,1995,0,5,average
2021-04-23,alpha158_001,alpha158_CNTD60,0.013057145234649662,1995,0,5,average
2021-04-26,alpha158_001,alpha158_CNTD10,0.05124116115385821,1992,0,8,average
2021-04-26,alpha158_001,alpha158_CNTD20,0.03483671194772279,1992,0,8,average
2021-04-26,alpha158_001,alpha158_CNTD30,0.04623765384955667,1992,0,8,average
2021-04-26,alpha158_001,alpha158_CNTD5,0.02632045414689897,1992,0,8,average
2021-04-26,alpha158_001,alpha158_CNTD60,-0.02631277786453625,1992,0,8,average
2021-04-27,alpha158_001,alpha158_CNTD10,0.07149840227918061,1991,0,9,average
2021-04-27,alpha158_001,alpha158_CNTD20,0.05126076300032198,1991,0,9,average
2021-04-27,alpha158_001,alpha158_CNTD30,0.07808859392047653,1991,0,9,average
2021-04-27,alpha158_001,alpha158_CNTD5,0.027459048461845544,1991,0,9,average
2021-04-27,alpha158_001,alpha158_CNTD60,-0.04328891373284762,1991,0,9,average
2021-04-28,alpha158_001,alpha158_CNTD10,0.09094309284403607,1982,0,18,average
2021-04-28,alpha158_001,alpha158_CNTD20,0.09057153753057404,1982,0,18,average
2021-04-28,alpha158_001,alpha158_CNTD30,0.11554385320745175,1982,0,18,average
2021-04-28,alpha158_001,alpha158_CNTD5,0.05221997308079768,1982,0,18,average
2021-04-28,alpha158_001,alpha158_CNTD60,-0.01966701984058964,1982,0,18,average
2021-04-29,alpha158_001,alpha158_CNTD10,0.017864322643187887,1988,0,12,average
2021-04-29,alpha158_001,alpha158_CNTD20,0.025765340354131517,1988,0,12,average
2021-04-29,alpha158_001,alpha158_CNTD30,0.02316682617914212,1988,0,12,average
2021-04-29,alpha158_001,alpha158_CNTD5,-0.014355636889658472,1988,0,12,average
2021-04-29,alpha158_001,alpha158_CNTD60,-0.05615479022710516,1988,0,12,average
2021-04-30,alpha158_001,alpha158_CNTD10,-0.011133435621639681,1992,0,8,average
2021-04-30,alpha158_001,alpha158_CNTD20,-0.008797707972368842,1992,0,8,average
2021-04-30,alpha158_001,alpha158_CNTD30,0.01227538675418106,1992,0,8,average
2021-04-30,alpha158_001,alpha158_CNTD5,-0.025559846050259353,1992,0,8,average
2021-04-30,alpha158_001,alpha158_CNTD60,-0.08322815611550866,1992,0,8,average
2021-05-06,alpha158_001,alpha158_CNTD10,0.016061986262836617,1993,0,7,average
2021-05-06,alpha158_001,alpha158_CNTD20,-0.013088876556679901,1993,0,7,average
2021-05-06,alpha158_001,alpha158_CNTD30,0.05898081969737795,1993,0,7,average
2021-05-06,alpha158_001,alpha158_CNTD5,-0.03807196534216957,1993,0,7,average
2021-05-06,alpha158_001,alpha158_CNTD60,-0.06872014069736593,1993,0,7,average
2021-05-07,alpha158_001,alpha158_CNTD10,-0.09529915777689958,1994,0,6,average
2021-05-07,alpha158_001,alpha158_CNTD20,-0.09509613693547818,1994,0,6,average
2021-05-07,alpha158_001,alpha158_CNTD30,-0.0026439255342163024,1994,0,6,average
2021-05-07,alpha158_001,alpha158_CNTD5,-0.17201528743955657,1994,0,6,average
2021-05-07,alpha158_001,alpha158_CNTD60,-0.1293035620270374,1994,0,6,average
2021-05-10,alpha158_001,alpha158_CNTD10,-0.13221613532160756,1994,0,6,average
2021-05-10,alpha158_001,alpha158_CNTD20,-0.06823208859620641,1994,0,6,average
2021-05-10,alpha158_001,alpha158_CNTD30,-0.0307365892050266,1994,0,6,average
2021-05-10,alpha158_001,alpha158_CNTD5,-0.1993136843769261,1994,0,6,average
2021-05-10,alpha158_001,alpha158_CNTD60,-0.1451107031121557,1994,0,6,average
2021-05-11,alpha158_001,alpha158_CNTD10,-0.1255625023892574,1995,0,5,average
2021-05-11,alpha158_001,alpha158_CNTD20,-0.06006551738921015,1995,0,5,average
2021-05-11,alpha158_001,alpha158_CNTD30,-0.02539634186587224,1995,0,5,average
2021-05-11,alpha158_001,alpha158_CNTD5,-0.1520554233974167,1995,0,5,average
2021-05-11,alpha158_001,alpha158_CNTD60,-0.12966836110778074,1995,0,5,average
2021-05-12,alpha158_001,alpha158_CNTD10,-0.10547462065668725,1996,0,4,average
2021-05-12,alpha158_001,alpha158_CNTD20,-0.038174466379484934,1996,0,4,average
2021-05-12,alpha158_001,alpha158_CNTD30,-0.02650683785443989,1996,0,4,average
